,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21
HuCC-T1,-1.2545152,-2.0611057,-0.9229182,-2.411493,2.793835,-1.7687764,-0.23684907,1.1417966,-0.46164066,1.1628201,-0.86153907,0.110387936,-1.0761343,-1.1568078,0.03571844,0.19972312,-0.157599,-0.40999234,-0.6210893,-0.74977136,1.3058598,-0.25146094
NALM-1,0.7317441,2.031677,-0.06630187,0.7832869,0.6770029,-1.109987,-1.2900211,-1.6414505,-1.9103372,-1.0180867,2.0935218,0.41202152,-1.6906898,0.44309282,-0.53725356,-0.16351302,-0.4197719,-0.27057403,-1.3809623,0.96101534,-2.1508422,0.84278446
RT112/84,0.86124843,-0.020206312,-0.7932006,1.0042005,-0.9735734,1.2870532,0.6335596,0.73794234,-0.35159,-0.047810458,-1.907208,0.6785509,-0.8104143,-1.3350182,-0.14121999,2.2361832,-0.46692273,2.079824,1.1830884,-0.30003393,-0.40045437,0.8468396
SW1116,-0.27359393,-1.699633,-1.0622414,1.6251557,0.89848506,0.6503721,-1.3165748,2.9057055,-1.5125462,1.7477882,0.7038169,-0.38972992,-1.609041,-0.15835518,0.08089056,1.4869212,-0.08001476,0.20873839,0.13304956,0.58134115,1.5401728,-0.994091
SEM,0.004010439,1.3239927,-0.09265374,1.6218126,-0.047969338,-0.90585184,-0.8271707,-0.18317944,-1.5621431,-1.0654197,1.4721326,1.2163,-0.7605595,0.13626294,-0.11868091,0.36729285,-0.52856815,1.0333544,-1.9590013,0.2488044,-1.8154193,0.26725507
SUP-T1,-0.7591486,0.72699565,0.33884555,1.1962249,-1.1226176,-1.167421,-0.1531482,-0.6636375,-1.7338326,0.73601776,2.0367389,1.5448527,1.0653373,-0.15522763,-0.7767951,0.8606308,0.8274112,0.39935827,-1.078441,0.10058492,-1.8596448,0.85290235
IGR-39,-0.17497098,1.1161712,-1.657354,1.0827202,-0.18450116,0.8328767,1.5847327,-0.72145575,0.35460898,2.279137,-0.99990964,1.4294877,1.6436929,-0.39013913,0.11380288,0.035117965,1.6948465,-0.6388124,-0.72873056,-0.9342164,0.007932141,-2.0627098
HDLM-2,-0.70522463,1.0592843,1.8886721,-0.091042675,0.5594389,0.82247204,0.66215354,0.8754991,-2.5531423,2.4127772,2.6150415,1.8940611,0.14871675,0.8567196,-1.1791568,-0.5960496,0.44541836,0.26793858,-0.7176071,0.2149317,-0.81029093,0.2395007
LS180,-1.5524291,-1.4346753,-2.7079988,0.81190515,-1.137948,1.5515412,-4.71442,0.22977357,-0.75121427,0.24956304,0.7435745,-0.5416847,-0.5286229,-1.1232924,-0.59948456,3.1465425,1.1309036,0.83616483,1.3516238,-0.32788962,-0.012427092,-1.6100153
NCI-H1581,1.1239097,-0.11876598,0.98517114,1.3988634,-0.6894045,0.34737375,-0.34359118,0.3325031,-1.6768185,0.47023916,2.8206272,-0.9703256,-0.5029408,-0.007938345,1.3565749,-1.6056013,1.3571844,0.53096056,-1.225744,2.0733798,-0.038361907,-0.026443467
Caki-1,2.157223,0.6033076,-0.9201586,-1.2622617,0.08388497,2.0535486,1.6667218,0.050975136,0.008564368,-0.90614843,-0.19038826,0.28942624,-1.2259365,-1.9309996,0.93355924,-1.1314863,-0.8417738,1.4829739,0.32137805,1.4081366,0.9364439,-0.37012
JHUEM-2,-0.9015147,1.2660583,-0.113755055,-1.4028949,-2.658694,0.57868814,-1.8297995,-1.4346236,-0.38552934,-1.3922533,1.3372831,-1.5746106,0.72904867,0.5726649,-0.74017966,1.1573031,0.7046774,0.16803406,0.48443496,-0.028632551,0.32090074,-1.6122845
697,1.9927799,1.8917122,-0.09417462,0.62662184,0.89260596,-1.8963803,-1.2927026,-1.3364621,-1.588584,-2.375727,2.383342,-0.6971329,-1.8848417,0.34691274,0.23576365,-0.2951359,-0.08755455,-0.6664749,-1.5339892,1.6532959,-3.2480152,0.7881324
KU-19-19,3.352192,0.14624788,-0.0635879,-1.8945317,0.37556738,-0.93486184,1.9575989,-0.24131559,0.18236297,-2.375326,-1.0480965,-0.7845124,-3.1625416,0.03185081,-0.84540874,0.24695978,0.29663703,1.2836379,0.7783303,0.21882933,0.5229386,-0.5178888
KYO-1,-0.7066864,0.19012497,0.6102299,1.5480887,1.0091071,-2.8503573,-0.75040305,-0.9100317,0.54564846,-1.1146262,0.92281866,0.50052786,-0.55539423,-0.90979147,-1.2965999,-0.9511743,-0.7694265,0.6060636,0.3954217,1.506879,-0.45692292,0.37653336
NCI-H524,0.9238551,-0.061763234,1.0959057,1.39234,-1.1416025,-0.55137867,-0.4697997,-1.151083,-1.3640537,-0.25381625,2.2216406,-1.1307532,1.7314038,-0.058908742,0.98415226,-0.7162316,0.1926076,1.066556,0.3098613,0.36779502,-1.7908496,0.15670869
OCI-AML-2,-0.11613054,2.8070333,0.3214743,1.0444298,0.50280076,-1.8375363,-0.84042275,-0.7248819,-1.0971662,-1.4363279,1.4193568,2.1234362,-2.3071537,-0.18353032,-1.1272904,-1.9115053,-0.55711174,0.3270427,-1.911014,2.231421,-0.14585492,-0.4204199
Hs 695T,-0.5692477,0.7250544,-1.1268218,0.04941243,-1.1753302,-1.1811246,0.41816947,-0.06551293,-0.026859188,1.2269678,0.78671587,-1.0190959,0.5487763,1.4085914,0.14330181,1.6495683,-0.5954645,0.008068196,-0.71386504,-1.3923397,-0.026858706,-2.533992
SNU-878,1.0870104,0.12907496,0.054379318,0.51755214,-1.529081,0.8765646,0.5827312,-0.15812975,0.30778062,-0.92199624,0.19322129,0.020752273,0.6445956,-0.4880259,1.1882861,-1.0553952,-0.4609653,1.641049,0.7331732,0.27355674,1.9385002,-1.8489448
KM12,-1.3967801,0.47628415,-0.73868555,0.9288438,-0.75845945,2.0623105,-3.3958378,0.3364283,0.474966,1.4043252,0.97554755,0.58335507,0.5944891,-2.5617661,-0.3561862,2.1010973,0.27029258,0.44535884,1.5828843,1.4053334,-0.34254107,0.6902803
Rh41,-3.0209975,-0.46820524,0.9421448,3.6869433,1.3066226,1.8877147,0.83061075,1.1063396,0.50293213,1.4945052,0.6813107,-1.4548048,1.8898253,2.2857115,0.6462648,-0.33966053,2.187224,-3.5750444,-1.728407,0.444323,-1.3544043,0.78116584
BC-3C,2.364285,-0.2705374,0.2546838,-0.78555745,-0.7195459,-0.2659167,1.8991029,0.19256072,0.517385,-0.94801086,-0.30344856,-0.7583886,-2.1278155,0.62067205,-1.0315657,1.1444747,0.26343003,0.76609045,0.61164445,0.6826865,-0.39227217,-0.20719296
MDA-MB-453,-0.50453764,2.2561042,1.9547796,-0.16563478,-3.4797406,2.1874242,-1.891197,0.74402165,0.44096854,-0.6871021,-1.9689133,-0.684275,0.9872842,-0.07746932,-0.38614473,0.40512607,-0.6264504,0.78002506,2.7568665,-0.9090659,-1.2582778,1.1567758
KLE,1.1027153,-1.0680743,-0.6512205,-0.28529608,2.3355582,1.2453574,-1.5844353,0.65269226,-0.9762787,-1.9207166,0.7355671,-1.5818723,-1.2733299,0.6556835,0.01798644,-0.10969749,-0.3206354,-1.2661437,-0.7674574,-0.37293795,-0.7296735,-0.580179
T84,0.10030284,-1.8083097,-1.0277,1.6304348,1.4544057,0.559604,-1.1506569,1.9393691,0.8573556,1.0052568,-1.0882846,-0.26837197,0.47231856,0.7505033,-0.90031946,0.3515494,-0.16473947,-0.29861504,0.315867,0.6845803,1.7204899,-0.10581309
NCI-H1793,-1.1046859,-1.1868744,-0.23950687,-1.5169536,2.5317547,2.6291184,0.92007923,0.0013946332,0.9608959,0.17441511,-1.9276452,-1.8541529,-1.4272972,-0.66497993,-2.055097,-1.3458016,0.6277692,-0.07673748,1.0170549,0.26206678,1.5115123,1.1123859
SNU-899,-1.2289264,0.37419963,-0.64687294,-1.0583589,1.2053304,-0.81894714,3.0411856,1.9425272,0.37936,-2.7218184,-2.3913713,0.14787576,-1.8086181,1.0121937,-0.54590374,3.0114262,-1.3672063,-0.53700686,0.99876493,-0.9934994,1.2354691,1.3872753
SCLC-21H,1.8323269,-0.85169995,1.5778687,1.2501596,0.55980253,0.45384538,-0.5131133,-0.4291255,-1.7678729,1.7971224,2.1512105,-1.1889144,0.6607308,-0.43818954,1.9676358,-0.39643142,0.87296,-2.401494,0.7908059,0.106506914,-0.09382818,0.90691006
KHM-1B,-0.59839576,0.119848356,0.11736049,0.4143685,-0.4923362,-0.88095194,-1.375633,-0.96192116,-3.0612478,1.9447429,2.0983315,1.372785,1.2232834,-0.04369472,1.5278493,-3.1416428,-0.08247466,-1.2204238,-0.50667155,-0.57026875,0.30070558,-0.56521535
NCI-H2342,-0.7081969,-2.998444,-0.49527884,-1.379837,3.4794679,2.1164186,-0.6664008,0.40616703,0.4847657,-1.1409659,-2.6985438,-2.0140815,-1.2246208,1.5899682,-1.4776547,-3.021855,0.85371035,-1.3410882,1.0907501,0.1718109,2.4740767,1.9700137
TE 441.T,0.5033261,1.1083894,0.62771463,1.1558461,-1.0199047,0.12474338,0.031441826,0.090960786,-0.95470744,0.57812965,2.0465436,-0.43754718,0.9073045,1.3116213,-0.30211586,0.26859504,-0.26609924,-0.079946645,-0.8461114,0.89399886,-0.563125,-0.6414609
HD-MY-Z,-2.7036226,0.691351,-0.8548132,-0.7237357,-1.7050247,-1.7843201,2.4306219,-1.4875133,1.6571137,-1.1344533,-1.1689819,-1.423489,0.9591961,-2.2407365,-0.9277981,-1.0314351,-0.27076545,2.125169,0.07114366,-0.7107009,-0.8742684,0.07959321
NCI-H1869,-0.38400334,-1.4241838,-0.58260053,-1.8972449,0.2844192,-0.7533554,1.3047063,0.28236917,1.050178,-1.620175,-3.1588218,-0.9141651,-0.100927755,-0.5843687,-0.34178802,-2.0046453,-1.0264428,0.5611795,0.20428896,-1.8810512,1.9726812,1.9825248
PE/CA-PJ15,3.6537433,-0.411095,-1.1211556,-0.53153723,-1.9207504,0.41099966,0.7260494,0.25491616,0.4811867,-1.7291567,-2.2321203,-0.42365408,-2.1984446,0.023981579,0.82387567,0.020417184,0.71994114,2.0757787,0.58927256,-0.8537797,2.2065318,0.020497322
Reh,-2.2048893,3.2517085,0.22515148,-0.28895384,-1.0549818,-0.8917774,-1.4155787,-1.3231645,0.31078875,-0.91799045,0.81384695,0.057816885,0.21899024,1.3729233,-2.0686672,1.9449236,-0.06846972,-1.6525357,-0.032335944,-0.2739866,-1.5829505,0.60362625
Caov-3,4.058297,-0.29706487,-1.7258148,-1.5748726,0.28770408,0.402416,0.06931648,-1.8304707,0.46732673,-2.8815742,-1.3892779,-0.70709664,-2.3870962,-0.04237424,0.9068692,-1.5977836,0.24289168,2.671715,1.4453385,-0.008363052,2.2152014,-0.57234025
Daoy,-2.568889,-0.9978142,-1.6750813,-1.8773252,-2.2672691,-0.19293289,0.8109769,-0.030471757,3.4950428,-1.8535838,-1.0280682,-0.2555583,2.9249325,0.23882146,-1.7865245,-0.5913273,-1.3279424,-1.0961765,1.5457953,-0.87962526,-4.173991,1.6226654
NUGC-4,3.4338415,-1.0783584,-2.7968063,-0.6179316,-3.715813,0.7893751,0.4707524,-2.4424593,3.8579445,-3.886302,-4.3667927,-3.5786881,-3.3508947,-0.88841987,-1.1236644,-4.3308854,0.751065,4.866466,6.1597404,1.9070796,5.1760893,0.13099001
HuT 78,-1.2009411,1.3323587,0.034992367,0.8923535,-0.76682466,-1.2999055,0.24437375,-1.0057888,-1.3646483,2.8625784,2.331595,2.9407969,1.6291242,-0.20952073,-0.61934346,1.3818971,0.24114376,1.0598848,-1.5582895,-0.32002115,-0.51423305,0.9289554
SNU-489,0.5046118,1.0866702,0.27937064,-0.9908697,-1.5369891,2.530396,1.5380692,-0.33243948,0.41778278,1.7537997,0.24278343,-0.82759374,0.18842039,0.5209768,-0.37269074,-0.11395553,-1.0287699,0.9332836,0.37431422,0.26965484,-0.5757787,-0.57616603
NCI-H661,-0.90581334,1.1391451,1.7202723,-0.20017101,-1.3990467,-0.7855908,-0.35925186,0.53378046,0.49250793,0.2311846,0.82817245,-1.0498571,0.91685647,1.2847979,0.31768528,-0.23268001,2.4415712,-2.1779423,-0.99685454,0.43870577,-0.0035189614,-1.7743586
NCI-H446,-1.3538318,-1.8773506,0.57510096,1.0244948,2.1841886,0.46584722,-1.0511539,-0.320418,-1.9019114,1.1541066,2.3330762,-0.85956675,1.3706405,-0.010943495,0.38553953,0.7259278,-1.0717583,-2.0559652,-0.73842967,1.2877554,-2.1519513,1.3610281
VMRC-LCP,2.6322963,-0.87027967,0.19789557,-0.8623891,-0.8254527,0.32667488,0.78890085,-0.18398166,0.3281193,-2.4545252,-2.692813,-0.3282498,-1.309331,-0.1843389,0.29447693,-0.04326602,0.34410584,1.6560044,0.8722391,-1.1296927,1.2674247,-0.18643406
LS1034,-1.3992648,-0.4379893,0.20867787,2.819901,2.003857,-0.51219016,-1.5690475,2.309327,0.26478317,2.50024,-0.5964198,0.23030223,2.040147,0.4567225,-0.38306808,2.5215793,-0.43473542,-1.0138698,-0.7974311,1.0452237,0.6646928,0.4121232
SK-LU-1,-2.7194042,-2.2940452,-0.85037595,-0.22697343,2.0406861,-1.2585502,0.09528329,0.50294954,0.58927625,4.0322733,-0.3531289,0.73656756,1.7649841,0.39326796,0.10036737,-1.5991542,0.4339285,-0.720124,-2.615264,0.16236697,-1.0001693,-0.07535442
NCI-H747,-0.7683153,-1.7526163,-1.600747,0.18662125,0.9602623,-0.3740875,0.76908094,0.79565346,-0.17657565,1.3609917,-2.879874,1.0579915,-0.17460555,-0.3617292,0.40212867,-1.0437175,1.6095603,-1.2435839,0.2712714,-1.0225306,2.366752,0.19638194
IM95,0.89769185,0.041854627,-1.9668825,0.10021911,-2.4235594,2.1125712,-2.681429,-1.0461107,1.9901519,-0.22887868,-0.969432,-0.9090129,-1.3736575,-1.2741913,-1.1473281,0.9622719,0.2512751,0.9578179,4.0657043,1.0775824,2.402279,-0.023104142
Karpas-299,-1.1810898,0.6534429,0.8336796,0.50401497,-2.7890983,1.2801478,0.06772556,0.68575233,-1.6521072,1.3088518,0.8999727,3.2461014,1.5502807,0.1520189,-0.40929276,-0.6236397,1.6968173,1.0630171,-2.413173,0.18622942,-1.1211622,0.0710129
MOG-G-CCM,-0.13500981,-0.5179857,-0.07633351,0.8884258,-1.876927,0.88697064,2.120174,0.6878943,-1.543615,0.59930795,-0.5855164,-0.31204113,1.5254334,0.49832204,-0.1224526,1.0530276,-1.8839397,-0.38446373,-0.6238911,-1.0121156,-0.64145285,-1.24875
NCI-H1651,-1.0963136,-0.8083965,0.09238506,0.413071,-0.9546919,1.2463105,0.61004466,0.9980709,0.5740842,-0.06734157,-0.092129976,0.34714958,1.8959684,-0.28522986,0.47404185,-0.6075363,0.23963073,-0.23398975,-0.5187606,-0.51404923,0.8975117,0.044965073
K029AX,-0.2584506,2.1296368,-1.9672544,1.90199,-0.8807712,-0.0923709,-0.006985398,0.08609788,-0.964631,1.6389533,0.7173811,-0.7436863,-0.23697223,0.6859425,0.56007564,0.053703606,-0.98313737,-0.9361586,-0.4852372,0.43098497,0.2580533,-1.4411776
MDA-MB-435,-0.02097743,0.76047134,-1.7340292,1.3800006,-0.36111933,0.07225537,0.44409975,-1.2893909,0.08628181,1.9752463,-0.03722292,0.41471785,-0.060457442,-0.013073837,-0.27040055,-0.19851346,0.11583812,0.025922438,-0.34285885,-0.9779189,-0.3053894,-1.7412752
CAL-27,5.9083753,-2.154803,-1.6992983,-1.8549383,-0.005667582,1.076035,0.42918193,-0.23521398,0.47569805,-1.4210957,-2.0641334,-0.61959636,-4.3688593,1.3151902,-0.828967,-2.066967,1.2443082,0.46074045,2.4925,0.6008556,2.2781253,0.30709216
NCI-H292,3.1316988,-0.16075686,-0.27543592,-1.9075414,0.6485475,0.2937807,1.518621,-0.15004976,0.8583635,-3.8890345,-2.4614303,0.019279152,-3.3495982,-0.17274755,-0.030694468,1.6343367,-0.4233338,2.3177195,0.3790542,-0.9671785,1.3063687,-0.3426935
IMR-32,-0.59694123,0.30113652,1.7977178,1.1493237,-1.4678261,-0.4389036,0.14367546,0.13002943,-1.7542527,0.4295831,2.9840474,-1.9807867,1.7266853,0.79001784,1.3658739,0.8767833,0.65829146,-0.110368356,-1.3803904,0.9754623,-2.627985,0.8641838
SCC-4,1.8671213,-2.2574534,0.058058377,-1.3852065,1.2740893,-0.01017049,-0.20684889,0.49434412,2.6484926,-0.42047384,-3.0106857,1.1946136,-2.241587,-1.0323925,-0.9401376,0.89813673,-2.3393319,0.3735303,-0.19515574,0.5190284,-2.3934455,1.3115683
SNU-407,-0.33220053,-0.8752083,-0.9582637,-0.6196455,-0.28231972,-0.023718793,-3.5132246,1.0358901,-1.1781292,-0.21520534,1.0991753,-1.1395603,-0.9905106,1.1656959,-1.6779958,2.6106875,1.1406432,-0.31669444,1.3900796,-0.5657346,1.8849573,-1.3347169
JHUEM-3,2.4479077,0.40949452,-1.0272038,-1.6487962,-0.36596864,0.5514663,1.013164,0.30037722,0.42606264,-2.2675152,-1.1666752,-0.11752656,-0.5995465,-0.9337223,1.7448167,-0.46986544,-0.61609393,1.5318108,1.64318,-0.8302333,1.6889244,-1.2688942
KMRC-20,2.9982755,0.5428941,-2.8865995,-1.0768459,-1.9572077,2.5755627,2.5150452,-1.9082797,-0.5952972,-2.5478668,-0.3469455,0.116877854,-0.22618641,-0.5724107,2.1600354,-3.268282,0.90624046,0.9593529,0.9708928,-0.021608636,5.80609,-0.9984967
TE-10,2.5563107,-0.23127688,-0.9371676,-0.48103565,0.28233394,-0.45111832,1.9523554,-0.6846523,0.26412845,-2.2799246,-1.3826962,0.930067,-1.582706,0.5605157,-0.15212965,0.8925844,-0.12753853,1.1499283,1.9457953,0.19587508,0.22874844,-0.16921885
ZR-75-30,-1.3064274,1.7364941,1.3100517,0.8814969,-3.8728497,0.5485581,-0.9498492,2.3499398,0.1889214,1.2175915,-0.050513063,0.87599856,3.4166634,3.2526534,1.4604478,2.430677,-0.045631517,-0.72139275,1.8197998,-2.6140542,0.5478353,-1.2315123
SLR21,2.333928,0.14306985,-1.5438354,-0.71240455,-0.84036577,0.8180775,0.90259707,-0.82335293,0.4841899,-2.6412525,-1.0350977,-0.21273851,-0.79582125,-1.0879359,1.8477132,-2.3928404,0.3136301,1.3275228,0.5929407,1.1375163,2.623858,-1.4344401
NCI-H1048,2.1830182,0.65420514,-0.35577604,1.2567997,-0.17315942,-0.14218219,-0.5724938,-1.1722671,-1.7149591,-1.0486782,0.5192405,-0.4714809,0.51083386,-0.2515626,1.2222388,0.15761489,0.15015271,0.5139151,0.62429017,0.076897174,0.15905651,-0.16127965
U-138MG,-1.7263548,0.427276,-1.5909594,-0.0062799454,-2.2297475,4.01967,0.65635145,-0.98985606,0.19328442,2.7203634,-0.14727378,0.06849049,-0.62703776,-2.479067,-0.92054987,1.3266621,-1.0985194,2.5059488,0.6207269,1.4214369,-2.5868046,0.5864384
SH-10-TC,-4.28271,-0.29938227,0.36148655,-0.33113605,1.6925335,-0.14952642,1.1713777,0.9962908,3.3836482,1.2628454,-0.93248516,-0.14130467,1.4662238,0.35865748,-2.029162,0.85033685,-0.3884061,-1.8640941,-1.0349822,0.43799222,-0.5697697,1.4787265
SK-MEL-1,-1.9985133,1.8209156,-0.5152279,3.042948,0.7266316,-0.5437441,0.6264838,-0.1791875,0.36639172,1.8056383,-0.6374553,-2.1399724,0.16116497,0.6279593,0.15178019,-0.46914774,0.57285774,-1.6921083,-0.8899457,-0.66242373,-0.08070433,-0.7100284
SNU-761,1.56591,1.0539315,1.0260596,-0.40259004,-0.43750614,0.9054765,0.8211598,1.3613415,0.6990134,-0.5756661,-0.18336806,-0.025892783,0.24405926,0.08414219,0.46513855,-0.18958879,-1.0431782,0.6258046,0.81563824,0.598391,1.4096229,-2.1390607
COR-L95,3.2876942,-0.43814158,-0.10156265,0.39404023,-0.23876873,-0.6415267,0.13779028,-1.6346596,-0.24970096,-1.4020841,1.4243901,-1.3788171,-0.016922958,-0.8710439,1.2717483,-0.9551132,-0.00948862,1.1829867,2.3285022,-1.0439854,0.35828328,0.1151816
DU145,0.22471584,-0.6051711,-0.23300885,-3.174682,-1.2878143,-0.744275,-1.8188388,-1.8448918,0.14298141,-3.7107213,-1.7934158,-0.24863294,-0.540701,-2.4173496,0.18373233,-0.6676323,0.29343024,2.15949,0.8812891,-1.1803547,-0.016022682,-1.4240468
HCC1143,1.1639771,-0.36739466,0.99621147,-3.1674821,1.3748863,-0.62744886,1.272404,0.6141832,1.9087362,-1.7656201,-2.7077198,-2.7057788,-1.5534947,1.3553139,-0.33875787,-0.6151186,0.06321993,-0.95703834,0.9977506,-0.78644466,2.0259342,0.93835676
DK-MG,1.0083172,-0.00067510316,-0.46678242,-0.4954822,-1.7679724,1.8620485,2.1471364,0.07863798,0.32792795,1.9133675,0.5021006,-1.0716965,-0.0013201237,1.2018942,-1.4750686,0.6191226,-0.26510364,0.3349839,0.102806024,1.2248133,-0.66937995,-0.41806063
Sq-1,-0.62761563,1.6549734,-0.31557065,-1.8950233,-1.6941085,-0.22269851,-0.95214415,0.5462854,3.4106374,-0.3812377,-2.3459694,0.5003573,0.6241245,-1.8831728,0.7279264,0.11408404,-1.0849121,0.8278763,0.4003588,-0.7194311,0.07910913,2.023671
SNU-840,1.5870364,0.034021467,0.69490695,-2.3628633,1.2355665,-0.146344,0.86929893,0.084851325,0.78060496,0.102133386,-2.774701,0.78007436,-0.6611228,0.9751475,0.83635026,0.06352087,0.21712911,-0.34014902,0.18178952,0.21070248,0.8467845,-0.13158159
MHH-ES-1,0.66524214,1.2014799,-2.0312343,-0.22359127,-2.5741525,1.447452,-2.9617732,-3.4260006,0.7797929,-3.5020893,-0.16912849,-1.2385764,-0.12639885,-2.6659908,-0.4234831,1.6855605,-0.44990718,1.8901635,1.2356906,2.2592354,-3.4247293,0.71656924
PrEC LH,2.3991797,0.93381166,-1.0885108,-1.2938218,0.0015901327,-0.46395567,-0.2272813,1.2262399,0.95899934,-1.8766183,0.25627077,1.3588784,-0.55977356,-0.33536366,1.1361055,2.3180838,-1.2301353,-0.1256566,-1.5784665,-0.26352936,-1.1381807,-0.28057146
SCC-25,2.1709378,-2.7210233,1.1738986,-2.1998322,0.5938602,-1.2122288,-0.68864226,0.290245,2.8275142,-1.7075623,-1.4764614,0.44125924,-3.3468084,0.42334428,-0.9171977,1.1140586,-1.8926115,0.13665295,-1.5338173,-0.5851666,-1.4502788,1.0881379
SW1463,-0.23462999,-2.1578906,-0.39990214,2.2627854,2.5638177,0.6466069,-2.606326,1.6559035,-0.34689522,3.315028,-0.09060247,-0.81080234,1.0832827,0.12207707,-0.24840862,0.9082035,1.1432375,-1.0153091,-0.59436744,0.7541946,2.105073,-0.10713233
NCI-H1573,-1.0591859,-1.0639952,0.85208225,-2.4225018,-1.6217803,1.5703024,-2.1034245,0.7624123,1.1245915,-2.079512,-1.6105268,-4.04968,-2.2892706,-0.2287627,-2.2825134,0.21562265,2.4575217,0.93079084,1.2751343,-1.3522621,3.0380414,0.12337589
MFE-319,3.0283494,-0.84674925,-1.6535304,-4.783991,0.46857932,1.2388482,-3.0008907,-2.9966362,-0.9426949,-5.2789083,0.03739979,-2.8448226,-4.039187,0.022616455,-0.8914859,-0.18276277,1.6685164,-0.27332202,2.8951619,-0.3123747,3.6581955,-1.6423289
KYSE-510,1.6693597,0.67388207,0.6497057,-1.1243609,-2.039423,-0.8172352,0.3884802,0.23486432,0.566352,-2.2065616,-1.1760877,-0.75420886,-1.3055176,1.7020776,-0.8157476,1.223815,1.1679672,0.89321333,0.6900647,-0.71071535,1.5657067,-0.83015937
M-07e,-0.14553207,1.8718557,1.048679,0.6272304,0.43166858,-4.0133495,-0.27376533,-1.1198528,-0.6883042,-2.9722133,2.2665768,0.67522967,-1.3723654,-0.43184018,-1.7469412,0.49214184,0.16159675,-0.39996532,-0.24364923,1.429469,0.75309956,-0.977686
SNU-410,-1.0166981,-2.3026795,-1.8416564,0.7329387,-0.17142266,-0.5347665,1.985037,0.29633445,0.7568057,-0.48666763,-1.5843877,0.9928048,0.061019465,-0.04459575,-0.27594447,-2.0623636,1.1522117,-0.5429497,0.11873698,-0.7334921,1.1537497,-1.5107056
KP-4,-0.8861374,0.049990676,-0.095446534,-0.7930358,-1.5171587,-1.4935344,-0.31338537,-0.021549158,1.3230236,-1.6469384,-0.41562146,-1.0889674,1.450366,-0.55456585,0.4081596,-1.7795662,1.0351309,0.45041358,-0.82905847,0.11294175,-0.84594584,0.40036634
HCC15,0.1046337,0.32543683,0.87067693,0.1635788,0.6899018,0.45350257,0.427582,1.5830295,-1.0515487,1.802802,1.8019019,0.7905693,-0.40755546,-0.3224753,-0.86771494,0.46610174,-0.008958608,0.43237492,-0.15580824,0.81632155,-0.76996183,-0.52588016
NCI-H1436,1.5742793,-1.7376345,0.2767316,0.1770854,3.3333726,-0.08627865,-0.14741832,-2.2700114,-1.4396604,-0.67244613,1.7499944,0.47281653,-1.0443699,0.28845632,0.800993,0.4468579,1.2618835,-2.2099683,5.319103,0.89364976,-0.2409601,-1.1162708
U2OS,0.9705198,1.0511869,0.5047638,-0.23866306,-0.23660272,-0.014899637,0.9005068,0.049647868,-0.7523427,-0.55529565,0.7510472,-0.659595,-0.16538095,0.62124854,0.7086017,0.4053054,-0.17705369,0.2601786,-0.65078866,0.28640535,-1.3424082,-0.85974395
COV504,0.13047488,-0.51182944,-1.308772,-1.3947448,-0.17002794,-1.2548885,2.4666076,-0.093743,0.64746165,-1.0832167,-1.6573726,-0.7312778,-0.16200355,-1.1350243,1.0738498,-0.2246449,-0.56156826,0.62147737,-0.8091745,-0.5749339,0.24420764,0.0328487
F-36P,0.10464786,1.2809821,-0.21076916,2.5345943,-0.29039678,-2.7468028,-0.9199644,-0.8401712,0.33870184,0.32735908,1.6271257,2.6099117,-0.21584779,-1.6124883,-0.57821095,-0.8729211,0.43562195,-1.2940162,-0.2666675,1.9605676,0.14936024,-0.46160993
KYSE-450,1.2839481,-0.9526185,-1.0525466,0.0957567,0.16446504,0.42298514,0.4238555,-0.64159346,0.3358661,-1.5679425,-1.846918,-0.5151612,0.2203571,-1.0908374,-0.5419111,-0.5447267,-0.30526274,1.5723592,0.6281344,0.8003026,-0.7867959,2.63597
RCM-1 [Human rectum adenocarcinoma],-2.1380076,-1.4350863,-0.963897,1.8691514,1.8344815,-0.98883754,-1.2548589,3.2570145,-1.9260222,3.0572433,-0.08582978,0.37705702,0.52405447,0.39413244,0.77351755,1.696421,-0.78828055,0.0935787,-0.3829042,1.6909217,0.17174459,-0.6878539
