,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21
MDA-MB-157,-0.52039176,-2.2248688,-0.0638838,1.668025,-0.21714231,0.5902783,2.0590565,-2.1921172,0.4248275,0.7827962,-2.169011,-1.1950568,0.41573542,0.87651867,-0.8372942,-2.106372,1.3906236,-0.032584473,0.47857845,-0.24861181,0.73866165,-1.3170134
MDA-MB-468,3.5689282,0.85801935,-0.9613619,-1.2028273,0.065597855,3.6368127,0.3271588,-0.4208293,0.84277993,-1.1467819,-2.33876,0.11236679,-2.480178,-1.0342355,-0.42610183,-0.7421173,-1.2572688,1.5511093,3.2474012,0.41792524,0.98144525,2.2780576
NCI-H322,3.8704672,-0.81912607,0.6729478,-0.94633585,0.58349377,-0.7769427,0.41380182,-1.5887154,0.53068256,-3.3518846,-2.9300902,-1.0635166,-4.000963,-1.3965306,-0.049346447,-2.369849,0.64985704,2.1146905,1.9435571,-0.6957895,1.3205305,-0.48263443
SK-MEL-5,-1.1376127,0.8448823,-1.4702246,2.0601468,1.6966332,-0.31481266,0.32229358,0.022606194,-0.13472195,2.0435727,0.7705956,-2.5053694,-1.550522,0.55364555,0.6758769,-1.918602,-0.122175634,-1.0475371,-0.39985156,0.43022078,-0.6100319,-0.6779827
GCT,-1.3336571,2.2597096,0.56303,-1.6919932,0.6504947,-0.6991177,0.568435,0.2595682,1.9909849,3.2061508,0.100726716,0.21597253,1.9139661,-1.6235402,-0.16977379,0.1959753,-0.03180682,0.38067046,-2.1264212,0.45362785,-1.607259,1.1613176
OAW28,0.923042,-1.9614525,0.50562996,-0.54802454,2.05671,-0.4469878,-0.58099043,-1.3010303,1.6922717,-4.206191,-2.6763666,-2.2140348,0.697929,0.9642598,0.6512957,-2.2525663,-1.0831199,0.66770804,-0.28261977,-0.4657904,0.12313068,2.5035994
T.T,2.3759482,-0.99718654,0.77500707,-1.099086,-1.4826845,-0.79994607,-1.0197428,1.3751355,2.4716938,-1.1095152,-0.75286734,-2.5404143,-2.1157186,2.8827233,-0.74494654,-1.774349,2.0930812,-0.2937193,1.0180199,0.8688519,-0.04615079,1.7956322
Ishikawa (Heraklio) 02 ER-,2.0793662,0.9278108,-2.7228234,-3.2388222,-2.6560585,3.8748178,-3.1702523,-4.5821114,1.4509349,-5.3938837,-2.7284963,-1.8019439,-0.7218744,-3.963035,0.80074,-0.61665803,0.26304933,3.2635553,4.877406,-0.29626346,0.5720663,0.9699233
MUTZ-5,-0.8270704,3.1516078,-0.20847079,-0.5830423,-0.537727,-0.7650791,-2.4619348,-0.84720814,-0.6714977,0.16883656,1.9678748,-0.025593117,-1.2201573,0.51244485,-1.523065,0.8356351,-0.68682283,-0.80755776,-0.03218975,0.76570606,-1.6448286,1.0893517
HCC1171,1.27858,-0.5859586,-0.567466,-1.4954301,-0.5381667,-1.3757768,1.4046345,0.44200125,-0.9841017,-0.8490116,-1.048449,0.42867175,0.3633555,0.21306133,0.80480826,0.101138264,0.46977767,1.6574163,0.048373017,-2.6872826,0.9046513,-2.7322586
HMCB,-0.28324184,-1.5804577,-1.8577857,1.824695,-0.041487955,-1.1683776,1.0717261,-2.75697,0.9353684,-1.4377512,-0.91034377,-3.41134,-1.2764561,0.35723495,-0.36706424,-2.5787177,-0.47429037,0.1290292,-0.32679808,0.32272634,-0.63094515,0.69825304
NCI-H82,-0.42544848,-0.0686848,1.0621365,2.0767112,-0.44696754,1.5023715,-0.12724231,0.070960596,-0.5396463,0.41281757,2.3306732,-1.2392122,0.81046456,-1.2868198,1.7359046,0.2358887,-0.5794076,-0.9019028,-0.07858733,0.7233225,-2.0792377,2.287515
AZ-521,2.7942572,0.7278255,0.6539918,-0.8267165,-0.024884462,0.0811452,-0.114688285,-0.7481411,-1.5633937,-3.3005953,1.078635,-0.9648782,-1.054746,0.019911941,0.013972938,-1.5252994,0.618076,0.5185266,0.36252785,1.5366162,-0.8314909,-0.096840784
HuTu 80,2.564065,0.77282923,0.9957662,-0.14864035,-0.31973168,-0.11243083,0.18128195,-0.3033882,-1.6118824,-2.2274754,1.1708722,-0.7152234,-0.26200145,0.40520725,-0.35335502,-1.5179995,0.71358305,0.39685452,0.2080126,1.7362758,-0.7498199,0.14532772
OCUM-1,-0.39106473,1.4703443,1.397141,1.1877372,-2.2589197,-0.77728164,-1.8865101,1.834678,2.1135151,0.2278659,-0.25997135,0.0112451315,0.076452814,-0.08920348,-1.5335596,2.203366,-1.4869742,0.4274638,1.1675143,0.43567154,-1.0959412,-0.40758902
JHH-7,-1.2158083,-0.3893308,1.0763026,1.8372986,-0.37018153,-1.8797752,-0.6651588,-1.3074392,0.012383655,-0.65775925,0.10251032,-1.2662631,2.5713916,0.9498929,0.62358373,-1.6225775,0.27879867,0.17053625,-1.5467715,0.22082163,2.4089086,-1.2728088
SNU-520,0.12399531,-0.8499253,-1.4752457,0.6120251,-2.0108488,1.1572709,-2.2413943,1.0958698,0.9561467,1.4708261,1.1918727,-0.363305,-1.1003803,1.5671754,-0.7302123,0.6577294,1.041403,-0.7112678,2.9583766,1.0481023,3.402694,-1.1059982
GDM-1,-0.87389195,2.4776173,0.80397457,1.25584,0.08689365,-1.9709586,-0.5683261,-0.27484283,-1.2768583,-0.61386186,2.0352943,2.2298832,-1.4728454,-0.07305215,-1.6694084,-0.20436516,-0.5137098,0.15660933,-1.4839567,1.8112978,-0.12643343,0.19721931
NCI-H1963,2.8182604,-0.77251357,0.78445625,1.0714113,-0.8518168,-0.2682777,-0.08656393,-1.9497885,-1.4327984,-1.8636904,1.8485638,-1.6993463,-0.028382897,-0.40851495,0.7835447,-0.38670692,-0.09811931,0.32006142,1.9647268,-0.29146814,0.22699922,0.22279295
LC-1/sq-SF,2.0288846,0.25730976,-1.5722822,-0.13929954,-4.3775177,1.9452426,0.7573066,-1.955163,1.471894,-2.1761217,-1.8695728,0.52371156,1.0730301,-0.23984654,-2.012529,1.069612,1.6796427,-0.65358996,3.7215333,0.15044703,0.0749726,-0.20746475
LUDLU-1,1.1656675,-3.374783,0.2579344,-0.72713256,-0.61130434,-1.543789,0.81558263,-1.2520527,1.3287945,-2.7885656,-3.4326527,-2.1054525,-1.8219255,1.7935097,-1.3955088,-1.4704742,1.2840651,-0.120043844,0.953306,-1.5521555,2.200882,0.7144919
SNU-46,1.6533386,-0.3509096,-0.22519441,-0.48607937,-0.793058,-0.09290386,1.436465,-0.38189876,-0.31960374,-0.7715639,-0.55868435,0.29228747,-0.9893722,-0.57220995,-0.6382934,-0.005942419,-0.017785074,1.4264159,-0.29981405,0.19996148,-0.4494341,-0.9997373
TE 159.T,0.48860872,-1.028961,0.19729072,-0.19530693,-1.2816962,0.8264839,2.3375685,0.31913814,-0.16600367,0.10448469,-0.73655593,-0.5396833,-1.3538439,1.4516925,-1.6551201,1.609654,-0.37656942,0.9837936,-1.2848886,1.4896802,-0.9766024,-1.7166089
JHOM-1,-1.572707,-0.7824346,1.1180686,-1.0899037,0.38288954,1.4215881,1.6053169,0.15024495,3.5396054,1.0075432,-1.4707023,0.3137992,0.38946885,0.73609406,0.49552503,-1.0011779,-1.100397,-1.674583,1.1073325,0.88641465,0.03603074,0.7624494
KMRC-3,2.2335813,0.42913747,0.26841003,-2.3587935,-0.0913809,0.9814447,2.0780196,0.69680583,0.8515047,-1.6366193,-0.684368,0.03616794,-0.35741928,-0.3594895,0.9234562,-0.9722711,-0.7262224,1.0559142,0.5582513,0.08788721,2.4486334,-1.8460441
NCI-H1755,-0.17307505,-1.3461698,0.41443753,-0.18079634,0.33484513,0.62669706,2.2227287,0.07815131,1.5679173,0.7564865,0.16242492,1.451579,1.3047525,0.42840278,0.0032797754,-0.2626993,0.27240014,-2.1763031,1.6593324,0.11941756,1.6460115,-0.49984998
BEN,1.9197164,-0.35577053,1.1712533,1.3807274,-0.93320674,0.45780644,-0.5584763,-0.35926518,0.34719235,-0.3969672,1.0104963,-0.56950325,1.3963789,-1.072915,0.6475947,-0.50581026,-0.200772,0.5661266,1.9557912,-1.0278542,1.5599308,-0.6959624
SK-OV-3,1.5415332,-0.52289355,-0.6476951,-1.1510968,2.0706303,2.451817,-0.5801593,1.3906115,-1.79121,-0.6026437,1.4079878,0.003992877,-0.794696,-0.8072332,0.6512802,0.23819509,-0.12822857,-0.008295894,-0.5152879,1.3131435,-0.099791564,-0.7565266
TM-31,-0.15895069,-1.8307207,-2.9639094,0.46761703,-1.0253165,1.3934159,1.7299283,-0.42172566,-0.13990425,1.2457272,-0.85382926,0.19925752,2.2885096,-1.4556376,1.1624987,-0.26734388,-0.28739345,-1.8598489,-0.32794777,1.1315421,-0.4015887,1.5408318
KYSE-140,4.3428817,0.06778696,1.6874712,-1.6487283,0.7963567,-1.7829418,0.6075145,-1.0488585,0.6745921,-2.8474746,-1.2212198,-3.4235446,-4.971058,0.9211266,-1.0907798,-0.8147229,1.046937,0.72845685,1.914398,0.7030094,-0.8896011,-0.35172254
5637,3.0087981,-0.9884515,-0.027111344,-2.249935,1.3319212,-1.0112498,1.8404121,-1.018839,0.6057372,-3.8177938,-1.5952979,0.6815276,-4.229679,-1.5002954,-0.66883034,0.7736697,-1.889112,0.14353359,1.2121385,-1.5548398,0.026733931,-0.59560245
RMUG-S,3.0175414,-0.39266557,-0.5141932,-0.29164642,-0.39702666,0.9429304,1.1328593,-0.14549342,-0.442845,-2.8726656,-2.4514985,0.85750294,-1.6711206,1.2016424,-0.50753343,-0.70705676,0.1447687,2.0929525,1.9381772,-0.080439635,0.18271244,-1.1850291
S-117,-0.031588584,0.61696905,-0.95677793,0.17776869,-0.334267,1.7888063,0.22161105,0.21069378,-0.4347656,0.8317233,0.5400714,1.7020507,0.7141049,-1.7646192,1.0897254,1.0190369,-1.2955676,1.3671763,-0.85568357,0.3701384,-2.4803455,-0.17777818
Hs 936.T,-3.08487,2.076747,-0.8358265,0.9622112,-0.68135977,-0.21680632,-1.127013,0.11682427,1.0938425,2.2337205,0.25651354,-2.8522859,0.04500234,0.2505424,-0.9639191,-0.12913415,-0.4155778,-1.2545848,-0.44235152,-0.5846335,-0.95856357,-0.1696747
PE/CA-PJ34 (clone C12),2.75111,-0.43862772,-0.27795762,-0.75062555,-1.0081351,-0.14190276,0.8397386,0.012696713,0.6040372,-1.4101198,-1.3094084,0.2754178,-1.3930566,0.5538665,-0.20618442,1.5739962,0.26254478,1.5050113,0.40404147,-0.49898508,0.15215981,0.20019002
Caov-4,2.1210706,-0.19599253,-0.42257926,0.5612731,1.2891784,1.420599,1.0083503,-1.3204321,0.6039268,-4.0373855,-2.031842,-0.6194469,-0.19265154,0.55648386,1.4015956,-0.16881785,0.278193,-0.5197228,1.9223137,-1.2583508,1.7964959,0.17371708
EJM,-1.1106138,0.57164145,-0.49617422,-0.3909448,1.6694026,-0.4951397,-0.1991529,-2.4417737,-0.21315762,0.73432064,1.5595007,1.177949,1.6251739,-0.27940306,0.81237674,-0.84158367,-1.5699624,-0.039705675,-0.5692384,-1.9874938,1.2888534,1.193833
NCI-H1792,-1.2366043,-1.5522276,0.25749806,0.4845643,0.38559738,-0.29719546,0.85411024,-0.5772389,-0.16138148,-0.059937872,0.34151933,0.39372212,-0.44164482,-0.62459445,0.25115618,-0.027412597,-0.045202784,2.107862,-1.0203708,-1.1091069,-0.0144668855,-1.9106768
MOLT-13,-0.58825576,-0.4023939,-0.44095325,-0.08036404,1.1628258,-1.509593,-1.4819727,-0.517913,-2.7721918,0.85561955,3.6522424,0.9487407,-1.1407079,-0.9698228,-1.6887743,1.5988163,0.9560058,-0.86866933,-1.0026103,0.9663879,-1.7681726,0.6830983
U-937,-0.72270644,3.4138536,0.568265,0.5638633,0.0076137483,-0.09041413,-0.90694565,-0.83559,-0.6091034,-0.17567883,1.138114,1.8096061,-2.050263,-1.0019126,-1.1802192,-0.87805283,-1.0838947,0.34879187,-0.61342394,2.4022508,-0.916433,0.6754808
MOLT-16,-0.8093516,1.249432,1.741046,0.8312989,-0.60380775,-2.1956372,0.06330131,-0.41064608,-1.5627773,0.40181255,2.3653944,1.5988188,-0.84733665,-1.6997558,-1.9804645,0.92317146,-0.31969276,0.34952343,-1.500871,-0.62021905,-2.0291843,0.93489695
KNS-60,-1.9637679,-2.2116947,-0.04198433,-0.10315276,-0.70736676,0.41838428,1.1268356,0.6296256,2.2261074,1.9908623,-1.9881423,0.025743054,1.9711912,0.7340502,0.31437796,-0.928531,0.38365966,-1.8575702,-1.9573417,-1.2195411,-1.6259217,1.0799502
SNU-1214,0.88817996,-3.03747,0.14259568,-0.5177067,0.6400057,-0.7649989,1.2426559,-0.415636,3.3144403,-1.6476038,-3.7587469,-1.3016186,-0.7573919,1.42781,-0.81509614,0.7165069,0.55419564,0.7224686,0.34426224,0.1659734,-0.54743326,1.7599844
NCI-H596,1.1755025,-1.8669488,-2.0809326,-1.007382,-1.3194797,0.5905026,2.8030016,-0.35222352,0.81423193,-1.3306439,-2.5321763,-0.031521007,-0.78998005,0.74077684,0.08031956,-0.8836949,0.8293231,1.2794468,2.2063909,-0.8185512,2.4798973,0.080068566
HCC1428,-0.98472244,-1.5669334,1.4448105,-0.039751,0.061989944,0.5812359,0.27539998,0.88830453,0.45925212,-0.14032874,-2.6101797,-1.6229628,1.3083276,2.4625995,0.57222855,-1.6355145,0.051127218,-0.2263722,1.1263218,-1.0846446,1.0437205,2.3481448
DMS 53,1.6361434,-0.61978257,0.9703297,-1.396534,-0.0906271,-0.3673366,0.690691,0.069935486,1.7602148,-1.082347,1.2728566,-2.544597,-0.14755675,0.6381312,-0.49846593,-1.3709464,0.2178439,-1.3154898,2.4591458,-1.183634,3.4828153,1.2612933
NCI-H1650,2.2437532,1.0333114,0.73067576,-2.1710603,-0.34728163,0.72420055,0.6180402,1.5768368,0.3398582,-1.7215089,-1.0536718,-0.68120706,-2.1609395,1.8870863,-0.83940643,0.36794513,0.38851562,0.39429772,1.137602,-0.1384615,1.7543783,-0.68474287
MOLM-13,-0.83129257,3.4492526,0.9073492,0.35927963,0.8211664,-2.6648762,-0.7633792,-1.1364514,-1.2867813,-3.1550903,1.1011676,1.8874564,-1.7886847,0.7764061,-1.4090506,-1.5084066,-0.22713424,0.33480608,-1.5217894,1.4733257,1.0375462,-1.768847
NCI-H2122,-1.3825763,-0.49828094,-1.3853246,0.53171843,-2.6489737,1.6649714,-2.5098944,-1.0941578,2.4815485,-0.575891,-3.0265875,1.8039206,0.16203171,-2.7740946,-0.5552868,0.63799995,-0.22543716,0.6284542,2.4569552,-0.9243541,-0.8520137,0.6842977
Hs 863.T,0.47128183,-0.5754787,0.3815195,-0.60696244,-1.1386765,0.8474935,2.0989232,0.5286414,-0.31936267,0.34827846,-0.48627046,-0.24199547,-1.5751495,1.338167,-1.3924649,1.5660114,-0.38877112,0.66601497,-1.2717975,1.112924,-1.1287272,-1.5811698
HCT 116,0.8660818,0.7886744,-0.9331662,-1.52965,-1.0459427,-1.3289796,-1.1004472,-1.6657066,-0.5101609,-2.6570823,0.026375726,-0.44019872,-1.3459709,-1.1108615,0.27440345,0.38067502,0.8151256,1.7172803,1.3315289,-0.23473436,0.84504545,-1.2862065
NCI-H460,-1.3861595,-1.2764544,0.86155397,0.67135525,-0.7336045,-0.08693024,0.24758443,1.0013394,-1.2323192,-1.0050344,0.8216275,-0.7238655,-0.07731181,-0.65657604,-0.4480121,-0.2475836,0.48620126,0.046182092,-1.2337397,-0.63005626,0.10584879,-0.4732427
OAW42,-0.932701,-0.039255977,0.63801414,-0.17890102,0.8138752,0.31712568,0.14007908,0.8984306,1.1080729,-3.0037494,-2.1665037,-2.5520244,0.7357338,-0.5650245,-0.19017392,-1.5001562,-0.20581727,-1.1574168,-0.31715202,0.32677588,0.20474243,0.9892779
BCP-1,-1.0407541,2.1627114,-0.64694333,0.697788,-3.690184,0.08430326,-0.67926097,-1.1105107,0.062029976,-0.072404176,0.5865727,1.7780918,2.8365448,-0.5620552,0.3802335,-2.3189082,0.85039175,0.90338576,1.7101725,-0.14235334,-0.6756708,0.21040797
JHH-2,0.4172002,-2.0971398,1.0225677,-1.3577349,0.24641672,0.97308505,1.0827178,0.5653975,3.665671,-0.65438485,0.08396493,2.5706542,0.13088445,2.2891011,-0.4195938,-0.0318219,-0.21185516,-2.4544718,1.3294456,-2.0069401,1.2529125,-2.8208447
KM-H2,-3.1681457,0.5112295,2.486501,-0.2849338,0.42131427,-1.4586102,0.4423359,1.1225955,-0.6965522,0.5584086,2.0481381,0.3901875,0.3767826,0.41960746,-0.795682,-0.30391946,-1.6181079,-0.36145124,-2.0361404,-0.96777916,-2.045794,1.8224663
HCC-56,-1.7167412,-1.8969014,0.036494974,2.9164393,-0.33502185,-1.5595078,-1.5628985,1.0288028,0.6026348,-0.053850144,-0.69995576,0.63768446,1.5219065,1.970897,0.90194654,2.855468,-0.5062034,-0.60462505,0.1419838,-1.4294586,1.4964983,-1.2034379
MOG-G-UVW,0.25952226,1.7259594,-0.38513294,-0.66655153,-1.3534622,1.846805,2.150409,0.02235607,0.42181855,2.7344406,1.3075826,0.04300862,0.96917665,0.4712357,0.40555876,0.26283026,0.23584196,-0.044117313,0.4698053,0.4170384,-0.59140605,0.15276907
DAN-G,0.70262873,-1.3583835,0.3532428,-0.9935901,2.1044827,-2.0503035,-0.30504632,-0.41911134,1.6802915,0.6082737,-0.14648567,1.466537,-1.3939989,0.21724258,0.056764163,0.89759934,-0.40814367,-0.4410368,-0.0041500097,-0.91418207,0.34702197,0.13706844
MOLP-2,-0.8761117,1.185461,-0.3574043,0.13943133,1.3682903,-0.74174625,0.41792035,-2.9394546,0.11387299,1.1871372,1.3001316,1.6718676,0.52475315,0.49414623,1.4270748,-2.0978956,-1.3028079,0.08791367,-0.09583372,-1.7098622,1.0287486,1.1512052
23132/87,0.9092533,1.3085169,0.44188395,0.38915956,-3.1432598,0.892621,-0.4365897,0.16074069,2.1299927,-0.82611597,-1.5501754,-0.48005533,-0.09475493,-0.08170765,-0.45909324,0.59723794,0.052802473,1.957572,3.86776,-0.053419687,2.9712374,-0.25420892
JVM-3,0.042533398,3.3642845,0.40243763,-1.1210179,1.3254488,-1.5185615,-0.073722765,-0.2660136,-1.2696133,1.1716725,2.4869552,2.399679,-0.6930993,-0.69153786,-0.18755424,-0.7064173,-0.70310634,-0.06729931,-0.6297787,-1.4510151,-0.8761848,-0.06033552
KMM-1,-5.1427345,-3.332847,-1.0734593,1.6028558,0.60158885,-0.40868306,-3.003383,-1.1699849,-0.16598044,2.816563,-1.0071326,1.2084719,6.5837355,-0.26276603,1.3399973,-0.73609555,0.25684288,-3.3738608,-1.7893934,-1.4601027,-1.9257786,2.4358454
HEK TE,1.9593085,0.45568982,-0.35847497,-1.4012105,0.051058248,0.44501144,0.6009279,-0.42594704,-0.67912006,-2.3571308,-0.3672651,0.20989677,-0.19263731,-0.6996962,1.4933635,-0.18695074,-0.91734654,0.7587373,-1.0432408,0.098045155,-0.88102525,-1.0457469
DND-41,-0.39697844,2.194292,0.46370268,-0.47595847,0.49498028,-1.0269232,-0.30194005,-1.7560593,-1.176141,0.5905043,2.536338,0.47723272,-1.3131568,-0.9090689,-1.5928595,0.550944,1.0029825,-0.18919593,-0.37557855,0.9577973,-2.5491347,1.328391
SK-LMS-1,-0.46641797,-0.17878112,-1.2948811,0.24833338,0.3414813,0.901908,1.0383615,-1.0261595,0.29919994,2.6483676,-0.28466845,1.6272185,1.6810381,-1.0080739,0.54556745,-0.25294095,-0.26422822,2.6915421,-0.26353604,1.4812155,-1.8304641,-0.7248453
SU-DHL-4,-3.1750896,3.0822227,0.23097566,1.8993542,1.5490885,-2.8255427,-0.26254416,0.017081823,-0.6409372,1.8807132,0.37364897,1.2315778,0.6026226,-0.09925478,0.8147923,0.010302305,-0.5350319,0.6161724,0.023091078,-1.4113213,-2.0870664,1.4181074
SNU-119,0.36148044,0.33465356,-1.7352136,-1.0211333,0.12270461,-0.35027602,-0.8372398,0.1632282,-1.4690828,-4.7139406,-2.890066,-0.8217945,2.2108,0.31618616,1.4503087,0.8748349,-0.023945488,0.5179799,0.9760314,-0.9244791,1.5174593,-0.44827008
HT-29,-0.16595621,0.13072212,0.30500025,1.7736945,1.646119,-0.053330272,-1.0975013,1.7402854,0.7517648,2.6838887,0.25236678,1.1931275,1.3873514,1.3786647,0.48855925,1.8587707,-0.44663775,-2.263285,0.52341324,1.9589604,1.5754708,0.9961853
LMSU,-0.37432975,0.9462208,0.20627557,-1.3800906,-2.619729,0.11839189,1.2423892,-0.89964104,1.1294085,-0.5487052,-0.47758788,1.1777931,0.9647476,-0.9060547,-0.5102924,0.8386154,-0.45363554,1.8096764,0.0063392073,-0.41008708,-1.755403,-0.91974396
OCI-AML-5,-1.0148348,2.5667572,0.21016467,1.7300793,0.022124276,0.1958197,-0.8770406,-0.0061601102,-1.9369365,-0.70115644,0.89647716,2.5095317,-2.295401,-2.0515776,-1.7229457,-1.5257756,-1.1904569,0.607365,-1.1956749,2.2230995,-0.31455308,0.77195686
Panc 04.03,-1.5343636,-2.4021285,-1.0905728,-0.6785894,0.4362815,-0.73585945,-1.2156926,0.036215395,-0.098327205,0.12626305,-1.9537249,-0.08557722,-2.6180754,-1.061562,-0.15113017,0.8996115,1.2340671,0.029152606,-0.15870683,-1.9451237,2.65455,-2.008242
RPMI-8226,-2.289839,-0.24535349,-0.124925315,0.5875419,0.7757209,-1.001289,0.046961527,-3.6477218,2.7730017,-0.40601084,-2.5517907,0.44494516,2.4050524,0.37405804,0.5374712,-4.210766,0.10698901,-1.1961411,2.4753857,-2.2103105,2.7292905,1.8063864
JMSU-1,0.6637279,0.6035054,0.12292417,-1.0915033,1.5537921,-0.14001748,0.93857586,0.7755394,-1.9239086,0.14951366,1.2513934,0.37765384,-0.8187591,-0.9423814,0.7150474,0.27103636,-0.095024325,0.22713053,-1.0666598,1.0406264,-1.5941379,-0.65706867
NCI-H889,0.105859205,-1.1811922,1.2069248,0.5691458,0.76183474,-1.3083161,0.21337536,-1.37989,-0.10422883,-1.0682247,1.448155,-1.5207928,1.4688684,-0.011851366,0.63429236,-0.35943162,-1.5525757,0.5602439,1.0484712,-0.26592627,-0.6667061,1.4779065
T24,-0.39151007,0.13222167,1.0334675,-1.9979702,2.0305593,-1.1695151,1.3528708,-0.24589586,1.4767678,0.5552638,-1.2949471,-0.22076808,-0.07945311,-0.7041589,-0.7365878,0.38049483,-0.11285326,-0.2474502,-1.8280038,0.25877604,-0.6719993,0.37586024
SW1271,-1.1642731,1.8135306,1.5058476,-1.9626604,1.1710654,-1.2650398,0.50603926,1.0904816,1.0230227,0.9899924,0.39676103,-0.8282515,0.8325515,0.26573193,-1.4927304,0.6440817,1.177267,0.16239801,-1.5349514,0.29308438,-0.68114364,-0.4975729
NCI-H2081,1.2310619,0.18139337,2.6102355,-1.5242853,-0.30117053,-0.8684322,-1.7338855,-2.3727572,2.1316125,-1.1749747,0.61905146,-1.993735,0.26229915,-1.4996021,-0.977456,0.019320644,-1.7425591,0.3148308,3.3008032,0.13540895,-1.6957762,1.8706819
OCI-Ly3,-1.0778704,2.9313617,1.0641254,0.6897152,0.1511121,-1.4358702,-0.36504933,1.2788044,-1.6034787,1.3252238,2.3301437,1.9481055,1.1086355,0.6145719,0.1481902,-0.076096535,-0.42083368,-0.020673603,-0.73486066,-1.0292715,-1.4192064,0.29936978
NH-6,0.15440562,0.07923691,1.2030166,0.8793277,-1.471132,-0.09828929,0.66593903,0.3361885,-1.2820842,1.4423302,3.2728405,-0.650333,3.0988379,1.2588873,0.50073403,1.9381303,0.2150001,-0.33772805,-1.3116704,0.47005197,-1.879637,0.17613193
COR-L47,3.0592513,0.067618966,1.0570481,-0.033113513,0.8406049,0.5618867,0.096286096,-0.40224597,-1.1389724,0.3707874,2.6023598,-2.2868695,-1.3276684,-0.61244905,0.6280297,-1.3366002,-0.20675418,-0.8452268,2.415044,0.82926565,-0.25326523,1.8974426
Hs 172.T,0.3726379,-0.026204726,0.3447278,-0.23313275,-1.2748317,1.011239,1.9039017,1.1413239,-0.340009,0.88547623,0.64422,-0.09581127,0.36909798,1.1983472,-0.9155313,0.8540524,-0.5965326,0.5995039,-1.1886746,0.6017697,-0.40285408,-1.8150688
HTK-,-0.4724028,-0.44719014,-1.3319974,1.2586837,-0.17339754,0.17414522,0.07901759,0.12430845,-1.399646,1.1279628,1.7265581,1.6863621,0.7564196,-2.049352,0.9265026,1.576972,-0.5043359,1.1212982,-1.8385663,0.34135714,-1.6323798,-0.7208622
HuP-T4,0.19765186,-1.4637294,-3.0704665,-0.7906253,0.72309923,-2.1465569,-0.46061945,-1.8898238,-0.10498667,-0.37862158,-3.621555,0.21333864,-0.5217567,0.974203,0.18744266,-1.5164793,1.7202448,2.769096,0.87381977,-1.8056506,3.5975902,-1.5777147
SW480,-1.2331488,-0.73407143,-2.0803428,0.36019993,1.6506665,-1.5074478,-1.987877,-0.5951833,-0.7610691,-0.07556781,0.70118713,0.5963265,0.06858337,0.008410816,0.23159593,1.0215515,1.0029117,-0.41793805,-0.8757705,-0.64690244,0.8962173,-1.7094321
MKN74,1.0708412,0.25857496,-0.02160845,0.43731552,1.9242435,1.9317266,-0.21913005,1.9772329,-0.34142736,0.90110654,-0.17868805,1.6221173,-0.6866782,-0.72843254,0.086706325,-0.29433137,0.28823447,-0.0073750913,-0.33157554,0.40116653,-0.55537194,0.94305855
SNU-1,0.19529592,-0.6390665,0.24298513,0.5491922,-0.8286701,-0.1981645,-1.1661525,-1.7884673,-2.2706666,-2.4267502,1.0783037,-0.9172079,0.027685521,0.9104193,-1.0018487,-0.82389015,1.9586802,0.2663022,-0.55134183,0.7230394,1.5591941,-1.9554105
SNU-C1,1.0123062,-1.5110679,-0.3373057,1.7256246,-1.9799954,-1.0092565,-0.7475839,0.49954662,1.2941248,0.6185564,-1.3653859,-1.0729692,-1.2174721,0.45324385,0.066092506,-0.5364133,-0.0799032,1.4810913,0.836365,0.2059742,1.9821928,0.7189794
SNU-C2A,-1.9807779,-1.6291267,-2.1458735,-2.1014721,-2.2522786,1.6198289,-5.067363,1.6180251,0.909112,0.058885213,-0.28703952,-2.0877888,-0.9183301,0.11914514,-2.357738,-0.43594256,3.5373688,-1.7108232,0.022939425,-2.6009912,2.0064526,-0.6865448
AN3-CA,-1.4078349,1.1076485,0.10611054,-1.454706,-0.9669776,0.7413026,-3.2658641,-0.8866056,-1.1752456,-0.17795938,1.2039163,-1.8241694,1.4092267,0.82286686,-1.2839236,0.9412223,0.40413868,-1.2700459,-0.15768163,0.59176385,-0.4319111,-1.0681987
NCI-H2029,1.6967735,-1.0665125,0.17298302,0.46061945,0.024446962,-0.55229914,0.16744205,-1.5533192,0.2776017,-0.85144675,0.70577514,-1.1850214,0.6502294,-0.33311647,1.2446457,-0.50179857,-0.49937856,0.79267806,1.9080912,-1.116623,1.9496331,1.0244721
CW-2,0.1636689,-0.22489987,-2.4207418,-1.4163679,-1.3312132,1.9312285,-4.8503346,-0.94778967,0.47914454,-1.9691561,0.11219198,-2.069586,-2.0487041,-1.023116,-1.8346133,2.2624023,1.021913,0.6237281,4.4759235,-0.33327973,2.863608,-0.6209907
Hs 870.T,-0.6597099,-0.6637317,1.564403,0.7124732,-0.18901333,0.27679482,1.4118854,-0.31948417,0.406172,0.5279655,-1.8371747,0.07379123,0.98081577,0.26705158,-1.516683,1.1606511,-0.05988723,0.70095575,-1.4727824,-0.013503542,-1.5961887,-1.6080495
SNU-16,-1.3431104,-1.4036202,0.34215584,2.0836222,-0.27060017,-0.4850135,-1.1775327,0.999448,3.0230088,0.30166775,-0.85295826,-0.03629276,2.626614,1.1254822,-0.11363709,0.5012674,-0.9932429,-0.2642808,0.8611519,0.34905958,0.24363093,1.3429933
