,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120
SH-10-TC,-6.3749127,26.807238,20.286,4.7191496,-20.778671,20.95786,7.9710746,1.983091,1.1754915,8.127434,-1.6214113,-18.41915,16.915018,17.216513,3.3447838,17.849316,-31.778751,-13.72477,-15.080608,26.407862,-23.481073,29.438566,32.86719,7.9236274,19.626923,1.5150888,-21.12065,13.636043,0.6308135,17.472597,-14.449941,25.805094,12.241025,-11.036673,9.670458,18.065365,-22.506645,-25.716286,-2.0174224,-28.3487,16.864948,19.943027,-23.05097,22.409964,2.3192458,-18.343758,-7.8911576,-3.2853653,-11.595821,8.992241,-20.228436,-16.571499,-26.105755,18.841343,22.762728,-3.5679157,5.609928,10.319587,-18.703203,-10.018995,-18.266079,-21.080065,22.93502,10.751945,-14.409947,23.406435,-15.3600645,-6.8801713,-6.7498374,-9.223831,-21.331968,-20.418806,1.6740136,-11.812961,9.211525,-28.410727,21.77686,19.979969,13.15217,14.546634,15.486516,-18.118464,-2.2504854,10.631582,15.508533,26.991112,-18.219172,-2.3136723,-7.75736,3.833345,10.984113,14.639349,4.8050027,-24.796368,11.170712,4.778285,18.603369,-8.886175,-23.949148,-32.035942,14.178188,-10.224015,-15.088397,-21.643387,-16.549313,-21.114859,-16.09804,-4.6571074,6.6705403,9.664916,-24.68383,14.995654,-18.883942,24.705608,-21.34038,24.319693,-2.1996756,-19.799377,-1.4155354,-25.185993,20.55821
NCI-H1781,-0.4053724,2.0859573,0.09780745,-1.1070476,-3.485873,2.2653196,-0.05216787,1.9208556,-0.6349753,-0.95341897,0.28113648,-0.7053769,2.0951574,0.7581564,0.6031574,-0.36553955,-2.125327,0.26440215,-1.0090307,3.1796274,-3.210427,1.8963113,1.9539053,-0.8671355,0.30666927,-0.6987391,-2.1351604,-0.08819042,-0.46143663,0.62899065,-0.2456887,1.2343024,-0.9801141,0.11345464,1.2697134,1.3318886,-0.49943542,-2.357182,1.0118353,-2.895841,1.0520439,1.1234465,-1.6205211,1.6605668,0.45876488,0.6684632,0.050629485,1.1727301,-1.0324922,0.47631478,-0.54694015,0.17308545,-0.6711805,1.4286202,1.8602769,-0.05431857,0.05222939,-0.3549556,-5.268949,-3.5745223,-0.22626317,-0.53486586,0.6891283,0.09627762,-0.9347215,0.8342378,-0.31871638,-1.5889885,-0.9592138,-1.621628,-1.0190617,-2.3940167,1.7082152,-0.19926623,-0.756912,-1.7757095,1.7423192,0.6345359,0.42163843,1.2055757,-1.0884602,0.10637916,0.43162027,0.57763,0.71943915,3.111823,-0.35430592,-0.2729601,0.15226799,-0.7209339,0.7775764,1.2611933,1.1680719,-2.1881988,-0.13787176,-2.219785,0.8986575,-0.41210502,-1.5568244,-2.282133,1.0697572,0.67947817,-1.0047632,-1.1729094,-1.8739134,0.47220424,-1.7175183,0.58580446,-2.2449496,-0.09679848,-3.1869361,1.4417713,-0.2132054,1.5584215,-2.3942237,2.076937,-0.29779375,-1.9780751,1.9629703,-2.3652656,3.9497364
SNU-387,-2.6915622,9.687805,6.3675737,0.5760678,-9.963183,8.466051,1.9516249,1.6954538,-0.78595567,1.5258168,-0.4967932,-5.77103,6.6913238,5.3699417,2.0933747,5.3859186,-10.582009,-3.7687218,-4.59735,10.118274,-9.453189,9.96738,11.309017,1.9251683,5.855738,-0.05658248,-7.3644204,3.944509,0.070386045,5.665319,-4.287234,8.746631,3.5743093,-2.7873826,2.8973546,6.6127305,-7.191175,-8.585751,-0.11707915,-10.644074,6.467915,6.44066,-8.122509,7.8694835,0.5978961,-5.255632,-1.8043358,-0.5974889,-3.3969493,3.5533562,-6.3972254,-5.106656,-8.410757,6.270534,7.492619,-1.3028259,2.4876916,3.091735,-8.617521,-5.004836,-5.37235,-6.585598,7.1646433,3.4783387,-4.5486646,6.9922204,-4.3618116,-3.0329669,-3.7408843,-4.4172397,-6.951898,-7.1541324,1.6405326,-3.3320076,2.143891,-9.896,7.156048,6.2906513,3.8664653,4.9124327,4.4916835,-5.744748,-0.26814672,4.3337417,5.3329296,9.620575,-5.6863246,-1.2282397,-2.0095325,0.8357426,3.4685776,4.546664,2.6027226,-8.710741,3.0779977,-0.15655935,5.817275,-2.4831433,-7.872515,-11.107466,4.859689,-3.233896,-5.10155,-7.186895,-5.457924,-5.8958116,-5.8669,-0.8658484,0.7944909,2.5091186,-8.671452,4.6460414,-5.5521164,8.330728,-7.145477,8.4546,-1.358496,-7.2268553,0.5862812,-9.207406,8.189214
SNU-C1,-0.6696975,4.5629067,3.624356,1.2887836,-1.1062742,1.4873238,1.1395206,-1.359403,0.5603299,1.5399674,-0.12599032,-3.5789492,2.8678432,2.9980857,-0.01704628,3.6808636,-5.8348074,-2.619025,-3.2873006,3.9551444,-4.02323,5.5882697,5.9754367,1.3971655,3.606329,0.52482194,-3.3382602,2.697208,0.35593754,3.6213899,-3.0150452,5.2732778,2.0787137,-2.2805686,1.6169103,3.1928065,-4.243342,-5.106511,-1.5465705,-5.2138906,2.8253388,4.033426,-3.5143921,4.3520555,0.7762367,-3.1299646,-1.6286108,-0.5889351,-2.5282538,0.5526802,-3.8659701,-3.4798937,-4.5148473,4.0323935,4.250478,-0.8993189,1.2685316,0.4419099,-1.2505927,-1.314,-3.0287004,-4.336307,4.441055,2.3301308,-2.6404023,4.6652484,-3.0537014,-1.0458856,-0.5790692,-1.245795,-3.7625756,-3.682307,0.6074331,-2.0560763,2.119364,-4.9522843,4.184961,3.9344583,3.2684138,3.1948097,2.861759,-2.7605958,-0.4468986,0.7900481,3.4628808,4.703837,-2.8443077,0.4840397,-1.8331937,1.2653017,2.4131362,3.2229705,0.549778,-5.156781,2.245158,0.9309823,3.6064537,-1.6626772,-3.9590144,-6.4158187,3.011207,-1.3703719,-3.3044262,-3.9900827,-3.238813,-4.1200066,-3.1142082,-1.1861371,1.8243,1.800817,-5.2331414,3.191502,-3.353037,4.989989,-3.7696528,4.379222,0.26384082,-3.6920767,-0.28521544,-4.3803167,3.7727327
HCT 116,-4.6936507,-8.018551,-7.9259048,-9.084345,-9.279955,12.257728,-0.19052473,12.689744,-4.6674914,-4.1098537,-3.404087,6.763335,-5.200143,-4.2363076,4.4809957,-10.071632,9.813589,6.5574074,4.1044173,3.931719,4.9041176,-7.515355,-4.30619,-4.9696007,-6.453097,-4.958214,-4.3762197,-6.888666,-6.210441,-8.104846,3.5938027,-10.65452,-9.060171,5.1449203,3.6398344,-3.3842864,9.454839,7.324101,9.9839525,6.6000857,-3.9507515,-1.8940572,3.0825555,-7.4020543,-6.6702037,6.2820044,5.518698,6.2413964,7.228127,3.861617,7.0736885,8.908106,8.14934,-8.933384,-5.760517,7.137419,-7.7366714,-2.098628,-10.74921,-14.188646,5.693199,11.277014,-10.521885,-5.8367977,6.5625052,-8.663702,8.420583,-2.407327,-10.373055,-2.5589447,4.7080894,5.0454884,-2.1031668,2.4768543,-7.0311365,5.4928885,-4.417034,-9.6857,-3.656126,-4.843858,-9.113613,1.0270436,-4.052506,4.699297,-5.959565,-4.535103,1.5595978,-5.9991255,8.425488,-1.395442,-1.3545669,-7.8060145,3.5198183,9.641397,-7.17142,-5.9702725,-6.4412274,1.9979666,4.353034,10.919679,-5.8476458,2.776881,6.387463,7.57087,8.419728,8.276814,6.201902,6.2708006,-10.977607,-3.1467276,5.600252,-6.323778,8.18417,-9.983088,-3.40406,-3.4291382,-3.991755,4.5651536,9.684434,-3.0343459,8.583614
GDM-1,-4.738037,-8.158141,-8.059644,-9.017973,-9.612882,13.2475395,0.15029693,12.905399,-4.8090096,-3.853312,-3.1778681,7.0445695,-5.5689116,-3.8938742,4.349286,-10.413505,10.085755,6.577449,4.0632963,3.7758453,5.3751082,-7.2558455,-4.1326213,-4.467564,-6.535113,-4.5056796,-4.4195952,-6.382712,-6.0797663,-8.051824,3.8238564,-10.93692,-9.106784,5.0619235,3.646982,-3.307237,9.782192,7.4882636,9.9577,7.0772552,-4.0392723,-1.8840294,2.829772,-7.70064,-6.685759,5.920291,5.6332808,5.7375345,7.248792,4.1782737,7.1402173,9.034822,8.401171,-9.318874,-6.1585913,6.917439,-7.9481134,-1.865757,-10.384787,-15.132645,5.138628,11.5839,-10.707032,-6.009058,6.4518347,-8.76514,8.539165,-2.7422159,-10.974629,-2.5199718,4.691253,5.829669,-2.6804814,2.1381865,-6.949564,5.1480284,-4.4125566,-10.0009775,-3.6341166,-4.796428,-8.95124,0.8703968,-4.7270937,4.7073345,-6.0177054,-4.691262,1.527638,-5.806851,8.601742,-0.9269271,-1.0670382,-8.033071,3.48934,10.246314,-7.132528,-5.570901,-6.801647,2.3593068,4.3387637,11.273256,-5.945132,2.406889,6.452299,7.527549,8.926618,8.441012,6.887805,5.805387,-10.871098,-3.158771,5.7767506,-6.6022305,8.347854,-10.5310955,-3.7232337,-3.3915572,-3.910491,5.0316114,9.397997,-3.5048418,8.223821
KP-3,0.08084183,5.024547,2.924438,0.8913306,-3.178944,2.9704475,0.93851393,0.10829073,-0.41374174,0.7187773,0.5109828,-4.201382,4.2823415,3.3214462,-0.42011926,2.6514382,-5.7826357,-2.567399,-3.6646957,4.3958936,-6.1139913,6.1790714,5.3973994,1.8374461,2.7877462,0.92636037,-3.4294548,3.838533,0.026693918,3.6239123,-2.3250117,4.9631877,1.1210731,-2.167592,1.8358698,3.9240682,-3.7312524,-5.459736,-0.61122537,-6.711846,3.3693495,3.3119514,-3.9284708,4.949443,0.9392608,-2.711554,-1.8797288,-0.20718193,-3.3265514,0.57139844,-3.276384,-2.9888256,-4.213826,4.3802414,4.1815195,-1.0103673,1.5558064,1.5103133,-3.9895787,-3.3751898,-3.5780277,-4.5852733,3.709696,0.7156112,-3.960352,4.178076,-2.901446,-2.6498816,-1.0595868,-1.4826186,-3.3537607,-3.9073875,1.3250914,-1.4183137,1.6414555,-5.2859178,3.8853736,4.021182,2.814564,3.8147254,2.4285007,-2.409412,-0.015911393,0.801846,3.7594016,5.639888,-2.7080798,1.2721223,-2.0582585,0.64174366,2.124846,4.0695558,0.6471203,-5.3801765,2.5956225,0.3911293,3.0029054,-0.8254847,-4.270148,-6.984053,3.728942,0.18340275,-3.9800472,-3.6820543,-4.4149323,-2.967531,-3.4519827,-1.8111814,1.1565261,1.3829479,-5.6328,3.8874042,-2.9730165,4.689387,-3.4396706,4.277829,0.8066765,-2.97241,0.20407046,-4.654123,3.95014
MFE-296,-4.431679,-7.4948177,-7.469132,-8.50199,-8.949209,12.155062,0.016704492,12.013706,-4.4303117,-3.6142006,-2.9929643,6.4980063,-5.0748034,-3.6743376,4.125605,-9.622088,9.244309,6.0904727,3.8042243,3.6451576,4.8683496,-6.784631,-3.754205,-4.324556,-6.0226326,-4.323788,-4.1023355,-6.10907,-5.7223125,-7.459302,3.5313637,-10.100994,-8.446044,4.7744246,3.4654489,-3.03912,9.045123,6.85904,9.305087,6.4342456,-3.7122521,-1.7351204,2.5991693,-7.084743,-6.1843467,5.5925374,5.280207,5.4660234,6.711939,3.8959572,6.630974,8.36072,7.743196,-8.563809,-5.5949745,6.498258,-7.321457,-1.7263162,-9.945683,-13.9439335,4.899668,10.7115555,-9.890484,-5.550088,6.052719,-8.117284,7.927577,-2.4542863,-10.077754,-2.316367,4.3750544,5.2099524,-2.342551,2.0165248,-6.540395,4.7960644,-4.0347896,-9.271071,-3.4032478,-4.5130196,-8.427054,0.8467389,-4.268048,4.3437467,-5.632971,-4.246575,1.4463825,-5.4164877,7.978219,-0.93407416,-1.0400138,-7.389059,3.282018,9.358668,-6.6622987,-5.279576,-6.235419,2.041938,3.9922214,10.365333,-5.5147552,2.2657254,5.994741,6.972816,8.210144,7.826021,6.2515492,5.4875097,-10.145873,-2.951864,5.2235255,-6.1337233,7.7077494,-9.664005,-3.4890769,-3.08547,-3.6667328,4.5039444,8.884917,-3.227966,7.701008
LCLC-97TM1,-4.809781,-8.361295,-8.418251,-9.420189,-10.195251,13.756321,0.09498092,13.441765,-5.0850487,-4.1010046,-3.168988,7.3025074,-5.5847898,-3.9644492,4.593333,-10.845396,10.369252,6.859871,4.164397,4.0624995,5.332565,-7.4958177,-4.1905007,-4.721045,-6.771749,-4.664779,-4.5205684,-6.6597924,-6.322231,-8.300712,3.9994984,-11.330694,-9.553582,5.349489,3.7793002,-3.2562816,10.163677,7.5769286,10.402988,7.121198,-4.0111833,-1.9251964,2.8006885,-7.812303,-6.8266025,6.24666,5.9171796,6.021464,7.4276743,4.2772512,7.4900837,9.401053,8.700415,-9.543874,-6.314751,7.16139,-8.112013,-1.7459909,-11.387651,-15.939185,5.266178,11.987494,-11.137245,-6.381263,6.5902286,-9.142413,8.857522,-2.9959695,-11.446314,-2.7224581,4.845216,5.979726,-2.6406715,2.1736624,-7.266075,5.1857805,-4.5253353,-10.428542,-3.8557131,-4.893175,-9.461621,1.0152129,-4.801725,4.8668303,-6.1976733,-4.6265283,1.6415987,-5.8758607,8.95709,-0.9349401,-1.032648,-8.183804,3.6918552,10.560061,-7.3511915,-5.8462377,-7.0907516,2.4271114,4.4356084,11.60799,-6.0677395,2.61946,6.5674796,7.716745,9.170017,8.912663,7.0795283,5.955031,-11.336136,-3.3497832,5.7631874,-6.823199,8.717531,-10.88044,-3.9121845,-3.4415476,-3.9429603,5.0318356,9.844582,-3.7052243,8.501293
BxPC-3,-0.5107245,1.136046,0.7270115,0.45395082,-1.7294518,5.4721174,2.2030857,2.7899742,-0.91413724,1.8153968,-0.8044678,-0.30935532,-1.3335257,2.0560606,-1.0034329,-1.1236572,-1.2237452,-0.6521449,-1.0089315,1.9727669,-0.70206964,3.6013274,2.8804626,1.9137424,1.3732277,0.78518,-3.380252,3.307726,-0.9906131,0.53319675,-0.77805007,1.1461087,-0.08203812,-1.0195175,2.0827644,1.5147753,-0.6467304,-1.3403176,1.0740486,0.20778456,0.06593779,1.3653202,-1.7899584,0.57429963,-1.3842379,-1.721063,-0.73348594,-0.5813219,-0.9935726,1.825703,-1.3157347,-0.61473566,-0.7702858,-0.4757364,0.24538021,0.2582354,-2.596051,-0.8095407,0.9933406,-4.193629,-3.012413,-0.80266434,1.476584,0.4877929,-1.5561538,1.7479469,-0.47333553,-0.70316887,-2.3285084,0.5711881,-1.4419633,-0.9490583,-1.975148,-1.0006533,0.4108407,-2.6447933,1.7121891,0.72211623,1.681152,1.4849501,1.1229517,-2.0765653,-0.9815825,-0.092730634,0.50862825,0.8019646,-1.7801319,-0.062856056,0.42305687,0.6252233,0.6867654,-0.13503824,0.62914413,-0.7489051,0.23269571,1.2291691,0.72304755,-0.10443568,-1.7522341,-2.116353,0.14420485,-0.8589413,-0.68980104,-1.4729171,0.26423573,-0.9293235,-0.10779476,-1.3342204,-0.5864114,0.6785334,-0.6555859,1.49052,0.104365975,0.92083067,-3.2583666,1.6567501,-0.86419016,1.3982856,0.9235437,-3.2753959,3.2213879
SNU-840,-1.2254754,7.809891,6.2957835,2.2635198,-5.265832,6.4894223,2.940266,0.40389612,0.44769835,2.9603367,-0.24685861,-5.886869,4.6637254,6.0749493,-0.029683687,5.2667875,-9.575403,-4.620165,-5.0930758,7.234033,-6.8929543,9.500408,9.749257,3.163439,6.1127014,1.0241404,-6.4082932,5.69752,0.38884595,5.6910577,-4.466056,8.006185,3.7529507,-3.8184178,3.2574773,5.6401134,-6.889442,-8.051614,-1.1190817,-8.241247,4.8015003,5.741679,-6.617809,6.749931,0.5993354,-5.8150053,-2.9986718,-1.3354708,-4.2592874,2.446137,-6.38239,-5.377149,-7.6568513,5.9175425,6.7804427,-1.297893,0.9191226,2.692557,-4.2782745,-3.3505838,-6.3276424,-7.0423207,7.2266984,3.018603,-5.104046,7.621751,-5.0085716,-2.158232,-1.5512781,-2.0496883,-6.281885,-6.1151333,0.012167923,-3.5535426,3.4368327,-8.777674,6.4243946,6.5252843,4.501988,4.8675504,4.99003,-5.3940153,-0.97331285,2.3679957,5.017043,8.008218,-5.679549,0.21951298,-2.8160813,1.4134885,3.4848146,5.0067964,1.0686316,-7.6291885,3.950574,2.2849498,5.647721,-2.4913247,-7.2704024,-10.178602,4.5868063,-2.6747632,-4.9991984,-6.809253,-5.3132386,-6.612335,-4.658381,-2.6033697,2.6606019,2.9136481,-7.5319967,5.2976832,-5.6721168,7.7070994,-6.3451595,7.1392345,-0.25345567,-4.9784775,-0.9334032,-7.3674755,5.7794337
AML-193,-3.536709,-5.8742847,-5.8674664,-6.691613,-7.528963,9.736267,-0.033683605,9.582096,-3.9457653,-3.1044471,-2.437872,5.015834,-3.6794484,-2.9249363,3.499266,-7.4946017,7.4011745,4.9853687,3.0295753,3.2249353,3.3997667,-5.3913918,-3.2152407,-3.431754,-4.978103,-3.6159892,-3.3620787,-4.89918,-4.529718,-5.9782057,2.7255273,-7.8992496,-6.6456633,3.9123545,2.5402875,-2.3853877,7.057672,5.463535,7.470542,4.7839513,-2.6947205,-1.4878558,2.1164553,-5.493342,-5.043823,4.6659856,4.1433,4.508659,5.4677734,3.0221698,5.1964617,6.6824026,6.171221,-6.788411,-4.4135046,5.1793547,-5.6672974,-1.3138022,-8.368422,-10.974292,4.1786814,8.416542,-8.03093,-4.4090576,4.72872,-6.660194,6.378496,-1.9706708,-8.16309,-2.2986999,3.4723067,3.968393,-1.780578,1.8332852,-5.162627,3.906939,-3.528974,-7.3342266,-2.9808304,-3.4859066,-6.667824,0.6411128,-2.9675791,3.8577795,-4.205971,-3.3108132,1.1263896,-4.543921,6.3243914,-0.95940936,-1.0009567,-5.869053,2.7732513,7.272285,-5.2854767,-4.586419,-4.903045,1.7695009,3.2793431,8.066707,-4.17957,1.924033,4.72696,5.573515,6.3198586,6.2597294,4.800385,4.6170406,-8.327291,-2.429408,4.283884,-4.8922567,6.188197,-7.570434,-2.4267366,-2.5923824,-3.1092696,3.6206331,7.1818385,-2.4200256,6.4667726
GP2d,-4.618297,-8.070248,-8.053382,-9.009347,-9.6514845,13.143926,0.10718953,12.885718,-4.825367,-3.8969448,-3.0740895,6.999284,-5.4327335,-3.8300185,4.3634667,-10.3967495,9.973018,6.5672445,3.9978313,3.8254366,5.2031097,-7.23055,-4.046681,-4.5252585,-6.485811,-4.479142,-4.3605323,-6.3919854,-6.0656385,-7.9829726,3.8150496,-10.88887,-9.164411,5.092742,3.6323931,-3.1664588,9.752762,7.3205576,9.974644,6.914757,-3.9158754,-1.8361645,2.7338588,-7.5541577,-6.5777984,5.968806,5.639187,5.765355,7.139868,4.088033,7.164052,9.012347,8.347684,-9.18774,-6.0662966,6.8813906,-7.8332796,-1.7472858,-10.734394,-15.194918,5.0718703,11.511339,-10.675728,-6.080492,6.355315,-8.766051,8.490122,-2.8367815,-10.946475,-2.5545971,4.6458654,5.755829,-2.5833347,2.0772033,-6.9579086,5.0248666,-4.345801,-9.991736,-3.6557627,-4.720371,-9.050838,0.9550994,-4.6453805,4.654984,-5.9520044,-4.51061,1.563977,-5.658993,8.576745,-0.89596224,-0.9893816,-7.882399,3.50059,10.163092,-7.0526037,-5.576468,-6.796375,2.303584,4.2677255,11.169772,-5.8420267,2.505339,6.33104,7.4333673,8.832831,8.504684,6.8217897,5.7252097,-10.853848,-3.1875055,5.575715,-6.5274353,8.348339,-10.446898,-3.7500286,-3.322617,-3.7812798,4.859175,9.41989,-3.5113313,8.1591215
BT-549,-1.4456658,-4.7304616,-4.143423,-3.4833217,-4.1591926,6.770064,0.7933576,6.9096346,-2.497749,-1.0953736,-1.6724563,4.245964,-4.3645387,-1.7793205,0.8213559,-6.3250375,5.6227427,3.5146449,2.2540116,0.9825406,3.779209,-3.08732,-2.6429474,-1.5852205,-3.3423116,-1.4825464,-2.7634068,-1.7234964,-2.8580842,-4.518112,2.198902,-5.733604,-5.389384,2.381995,1.8384047,-1.1784623,5.372825,4.2033753,5.270144,5.4791436,-3.2092612,-1.1454817,1.8162957,-4.3661885,-3.6908712,2.573966,2.260814,1.9078358,3.3829775,1.7824014,3.7222638,4.840584,4.4952664,-5.2996154,-4.118319,2.6730793,-5.429986,-2.622353,-1.8354497,-7.783498,1.4188136,6.3058047,-5.1621304,-3.3805428,2.8634527,-4.6152916,4.2023363,-1.8118709,-6.0187893,0.05780599,1.967013,3.4914315,-2.8730311,1.1593902,-3.3509963,1.9075178,-2.1230175,-5.4319816,-1.5614048,-2.187315,-4.184507,0.48250455,-2.8301568,1.1065689,-2.8251889,-3.7256498,1.1524049,-2.5831702,4.4143066,-0.52802,-0.20434466,-4.8595004,1.5306419,5.8165197,-3.5077662,-2.1367817,-4.129498,1.3524352,2.43342,5.674476,-3.6623015,1.3986529,3.0622852,3.6059206,5.6774273,4.6058555,4.0415435,1.8192621,-5.7226844,-1.4143864,3.6840847,-2.799572,4.9936457,-5.21792,-2.115425,-1.6904639,-1.698654,4.0735183,4.496338,-1.145647,4.768632
HEY A8,-3.0878272,13.734213,11.316183,3.4947217,-10.396863,10.657868,4.433824,-0.008646097,0.9253963,5.1188893,-0.8072729,-10.492546,8.694634,9.973498,0.7201187,10.148517,-17.115753,-8.169668,-8.76953,13.7299185,-12.008203,16.301765,17.672153,5.0538993,10.96657,1.3235738,-11.289753,8.7900305,0.49853525,9.574411,-8.10191,14.19982,6.792979,-6.493473,5.737863,9.916383,-12.525177,-13.827376,-1.9403931,-14.355127,8.629363,10.941496,-12.114316,12.02034,0.9901387,-10.650526,-4.503361,-2.1942775,-6.752714,4.3080583,-11.212058,-9.540106,-14.383612,10.682484,12.255773,-2.0545704,2.254731,4.44735,-7.896127,-5.0336833,-10.791965,-11.921799,12.875694,5.5307307,-8.0583515,13.566708,-8.666441,-3.7798069,-3.3670743,-3.925123,-11.319735,-11.037156,0.5475664,-6.8347797,5.8036165,-15.544707,11.640947,11.146291,7.7246413,8.27155,8.871236,-9.989287,-2.3588212,4.739164,8.950451,14.109696,-10.070601,-0.597274,-4.6388206,2.9197102,6.3236494,8.372878,2.2764356,-13.510677,6.8032446,3.6427789,10.333943,-4.772353,-12.772498,-17.613813,7.56763,-5.7984214,-8.527217,-11.801072,-8.5482025,-12.342109,-7.787582,-3.6414196,4.7684045,5.5923505,-13.346332,8.414008,-10.654162,13.678078,-11.493755,12.898905,-0.9948427,-10.400496,-1.2580869,-13.2861395,10.57466
JHUEM-1,-6.3090687,-10.989134,-10.66423,-11.854601,-12.053159,16.809927,0.1406751,16.819195,-5.959234,-5.0339503,-4.3516726,9.369838,-7.641404,-5.5160546,5.5081387,-13.765424,13.4519205,8.606932,5.639208,4.471101,7.6039443,-9.828851,-5.7811556,-5.965902,-8.61681,-6.019477,-5.558965,-8.55998,-7.9681773,-10.780644,5.20391,-14.453685,-11.9138775,6.6669307,4.7717957,-4.6387506,12.851022,10.249588,13.000406,9.772702,-5.7280574,-2.7254636,4.16259,-10.402401,-8.895173,7.664669,7.437058,7.4937835,9.749844,5.6027513,9.480267,11.895447,11.059685,-12.401426,-8.334425,9.155818,-10.567839,-2.8879998,-12.374159,-19.122616,7.0101967,15.389751,-14.031445,-7.873661,8.788024,-11.477825,11.231671,-3.3054245,-14.077909,-2.9140952,6.417753,7.5880947,-3.5690696,3.1127067,-9.152243,7.1825275,-5.918878,-13.193896,-4.787161,-6.680041,-11.611055,1.1788222,-6.432732,5.7797847,-8.244763,-6.7421246,2.0660949,-7.7634597,11.312739,-1.3650806,-1.6193017,-10.797408,4.3730536,13.59095,-9.59569,-7.235599,-8.994751,3.1268182,5.96297,15.048653,-8.284865,3.0202947,8.759116,10.167926,11.936991,10.906639,9.028984,7.69366,-14.141223,-4.119941,8.028945,-8.916873,10.944227,-13.9275875,-4.6867957,-4.729674,-5.3034663,6.87447,12.300101,-4.169333,10.5997925
BC-3C,-4.720816,-8.297383,-8.231931,-9.191451,-9.704954,13.317177,0.11830657,13.13105,-4.834964,-3.9576635,-3.173535,7.178064,-5.637226,-3.976103,4.39938,-10.631294,10.236793,6.696023,4.12969,3.791085,5.4375854,-7.4439125,-4.209176,-4.637981,-6.6331763,-4.5878024,-4.4337273,-6.556765,-6.1971173,-8.192873,3.9017453,-11.148919,-9.35334,5.188352,3.7029703,-3.3159587,9.97054,7.5562797,10.166404,7.173422,-4.105219,-1.9111043,2.8856838,-7.787098,-6.741256,6.0935946,5.7332373,5.883726,7.331562,4.1664543,7.3321285,9.223507,8.539666,-9.424767,-6.233467,7.0490794,-8.058179,-1.879999,-10.702621,-15.3906975,5.2315946,11.794251,-10.910169,-6.200461,6.54976,-8.947326,8.673716,-2.8378508,-11.116432,-2.5340474,4.7785487,5.87805,-2.662048,2.1656783,-7.1003456,5.2281795,-4.454928,-10.210582,-3.723399,-4.882072,-9.224902,0.97392637,-4.7861066,4.6949697,-6.131363,-4.7344327,1.6079361,-5.80867,8.761129,-0.951563,-1.0529519,-8.101814,3.5260894,10.412753,-7.2384553,-5.672493,-6.960488,2.3381455,4.4099126,11.469226,-6.054107,2.5589437,6.523571,7.631643,9.054763,8.662591,6.9798007,5.8663926,-11.065739,-3.2416372,5.7895427,-6.676899,8.527677,-10.691558,-3.7902374,-3.4429646,-3.8771653,5.0304046,9.602663,-3.5052178,8.318432
MSTO-211H,-6.080061,-10.508354,-10.48981,-11.8941345,-12.535777,17.144087,0.15469322,16.979342,-5.968605,-5.1364217,-4.0849557,9.279651,-7.0621843,-5.0835238,5.8693686,-13.548545,12.979546,8.534505,5.2703886,5.0206985,6.855683,-9.661833,-5.307902,-6.0098186,-8.421154,-5.9229183,-5.7966003,-8.592764,-7.960569,-10.415069,4.8522186,-14.2324,-11.981004,6.5905805,4.8188167,-4.1631985,12.6794405,9.566496,13.208889,8.925811,-4.999367,-2.325206,3.4944384,-9.782143,-8.566233,7.831819,7.348291,7.610904,9.449552,5.3309417,9.351836,11.889396,10.859778,-11.985258,-7.8139763,9.052973,-10.243407,-2.115203,-14.423084,-19.910511,6.6295896,15.144034,-14.0014515,-7.899762,8.382424,-11.393979,11.009435,-3.6018066,-14.227498,-3.3976212,5.9721007,7.443064,-3.2143824,2.6117258,-9.172116,6.52748,-5.536166,-12.964147,-4.7402606,-6.2345276,-11.8571205,1.1988847,-6.0298915,6.2081385,-7.916791,-5.694374,1.9434038,-7.477588,11.250575,-1.2782235,-1.260334,-10.269774,4.522736,13.319228,-9.173573,-7.227594,-8.787215,2.8607273,5.440024,14.763468,-7.632913,3.3767533,8.325175,9.576638,11.385437,11.198351,8.817654,7.5794053,-14.197615,-4.0321674,7.36163,-8.4355135,10.803701,-13.628237,-5.040944,-4.288119,-4.830443,6.0722284,12.185713,-4.6424336,10.637705
