,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25
MIA PaCa-2,-0.05528904,0.04804507,-0.21366487,0.18311685,-0.030576056,-0.25915468,0.25774053,-0.1166828,0.4136944,0.14479353,0.15566918,-0.13231252,-0.1228767,-0.20415846,0.066109166,0.04090216,-0.16672046,-0.038595054,0.41033724,0.13065809,0.02247817,-0.07831587,0.1474426,0.20882212,-0.5637044,-0.054703787
HuTu 80,0.028678495,-0.21713956,0.35279617,-0.20400175,-0.35243464,-0.05462724,-0.1764248,-0.53365964,-0.08714042,-0.5395944,-0.039505344,-0.12625182,-0.573553,-0.25580135,-0.46947753,-0.108987674,-0.23508364,0.023748815,0.33725572,-0.18164034,0.553968,0.36497107,-0.29058325,0.030966144,-0.55127794,-0.23756674
Hs 939.T,0.9291095,-2.3760219,-1.3493848,-0.87619984,0.324293,-1.161594,2.8639224,-0.06479344,1.9121603,2.391777,1.7971655,-1.5637026,-1.753732,-0.9284635,-0.88364285,-0.5238479,-2.656956,-0.3643869,1.174303,3.2117932,1.4404311,-2.1895168,1.5585592,0.6155854,-1.620517,0.24513546
BT-20,-0.117845565,0.3143617,-0.27755666,0.16131677,-0.3189246,0.43288592,-0.118560985,0.63658476,-0.1791448,0.26091385,0.30227754,-0.68037087,0.3000943,0.3045069,0.64154935,0.10622522,0.5992653,0.031404123,0.90502703,-0.8565989,-0.38403386,0.16743965,-0.091783166,0.33219802,-0.42720205,0.44768944
SNU-423,0.48145834,-1.1101784,-0.91695833,-0.07504621,0.47542647,-1.0515311,1.7367939,0.22037299,1.9980588,1.809688,1.4430335,-0.6655224,-1.0334555,-0.031192925,-0.2763508,-0.81527436,-1.62595,-0.34962016,0.9490245,2.0540495,0.7434816,-2.103062,1.8119979,0.2984061,-0.86116666,0.64272636
KMS-34,0.21198216,0.18080603,-0.30820486,-0.77688277,0.41314262,1.328457,-1.0794019,0.62830627,-1.2192954,-0.2447459,-0.0822725,0.8267091,0.9697125,-0.7199873,1.4998347,0.95374906,-8.509634e-05,0.72016746,-0.87302727,-0.9785962,-0.23581836,0.14263634,-1.3827813,2.0480895,-0.70159036,0.0951424
SJSA-1,0.7285434,-1.8319117,-0.984805,-0.486659,0.86998636,-1.2859595,2.686936,0.43456513,2.4531636,2.6951919,1.6540092,-0.36814454,-1.0917541,-0.31003022,-0.79259026,-0.9757294,-2.6138685,-0.6949596,1.091185,2.91523,1.0599099,-2.654122,2.3936126,0.37717202,-1.1727747,0.7150851
JK-1,-0.81969047,0.66179454,-1.491092,0.99345857,3.221572,1.3431585,-0.90266263,1.8128563,-2.2083929,1.1495748,0.071673065,1.988652,3.6941957,-1.5071892,3.4643843,2.9958963,-0.38989735,0.033378363,-1.6793454,-1.7450091,-1.3560255,1.124015,-1.2399151,3.146534,-1.7602422,1.6747136
A3/Kawakami,0.0044788755,0.21282862,-0.07580443,-0.64440495,0.062110253,1.2605551,-0.89426225,0.3449118,-1.3699402,-0.5324783,-0.2985626,0.6437457,0.7855456,-0.84673816,1.1569551,0.88228303,0.49188128,0.68478453,-0.6775465,-1.2293599,-0.35782862,0.93086827,-1.6231468,1.630182,-0.8116632,-0.04129979
HCC366,0.23414971,-0.029363908,0.07897687,0.4410492,-0.18608844,0.01156947,0.6938799,0.30910364,0.82200325,0.5141934,0.38517153,-0.6516758,-0.30009148,0.24285683,-0.3562073,-0.21211323,-0.39357197,-0.04578477,0.6797696,0.29958767,-0.017546345,-0.76332855,0.6596962,0.20002475,-0.62602013,0.26664424
JHOM-2B,-1.2565998,1.2117511,-0.028607696,0.9464828,0.44829693,0.56426144,-4.0475717,-0.2885423,-1.9498988,-2.1675196,-0.11628856,-0.20381492,0.14479515,0.96424216,0.8617129,0.29536635,0.70190406,0.42353415,-0.1320282,-2.7863312,-1.4457858,1.8725812,-0.36549833,-0.052890237,1.6930926,-0.7009781
Evsa-T,-0.45290452,0.37405235,0.5998858,0.27410537,-0.45962533,1.0126247,-1.9704106,-0.6329349,-1.4547837,-1.6293113,-0.597192,-0.016652498,-0.12230247,-0.5331537,0.3575725,0.31386188,0.94571847,0.33115813,0.1475367,-1.1995372,-0.18395986,1.9576621,-1.4567605,0.22388428,0.12183648,-0.7807423
CAL-54,0.28336027,0.22663184,0.19751078,0.66779596,0.34670287,-0.14794955,0.30412623,0.20002517,0.75426674,-0.015422455,0.815561,-0.5261425,-0.10966988,0.58339876,-0.6433982,-0.24946806,-0.5832468,-0.28867137,0.71495867,-0.11838379,-0.69418883,-1.382496,1.2915595,-0.53483814,0.02790038,0.5603892
D341 Med,0.6223105,-0.2558009,3.1143835,0.09810744,-3.187608,0.70137465,-1.2472169,-2.5370631,-2.4279974,-4.1277866,-0.63387674,-0.19552824,-1.1484009,-1.5679793,-1.4033629,0.24152331,1.5649859,1.7944993,0.4363006,-1.5347017,-0.009921655,2.8169835,-3.010326,-1.5069835,-1.9967867,-2.140699
DoHH2,0.09477188,0.3901139,-0.2719513,-0.70284367,-0.06968971,2.1118038,-1.2318048,-0.29227757,-2.7317119,-0.4935989,-1.4827707,1.8816357,1.4678857,-1.6548369,2.5434403,2.4397223,0.58808243,1.4361633,-1.384234,-0.9169466,-1.1481792,1.3372347,-3.3391135,4.8294373,-3.4800072,0.14385664
SNU-899,-0.32329524,0.75605536,-0.27849126,0.459387,0.3721432,0.22716728,-0.7590877,0.40429634,0.039663576,0.22525023,0.4852968,-0.54072595,0.6538257,0.9763668,0.42280018,0.46960294,0.023849688,-0.29931515,0.3906568,-0.8102161,-0.8624144,-0.88477117,0.84658766,0.41577664,-0.0935296,0.51654124
EB1,0.3092305,0.40329236,-0.21784922,-0.55069685,-0.003329033,2.6296597,-1.147875,0.1345237,-2.5920656,-0.46076116,-1.377528,1.5598078,1.6312201,-1.6809393,2.5218177,2.3152156,0.66636145,1.5382011,-1.5103815,-0.9074318,-1.3945439,1.2736557,-3.047267,4.569755,-3.377922,0.429585
Ri-1,-0.01631714,0.45907617,-0.3375853,-0.3510635,-0.055991657,2.2038925,-1.8312947,-0.013765322,-2.490071,-0.8855589,-1.6062886,1.3913112,1.3715897,-1.0722947,2.307503,2.1998188,1.0227113,1.4798101,-1.0266366,-1.023427,-1.264194,1.3189003,-2.7716122,3.5078115,-2.8204253,-0.09001846
SHP-77,0.5605306,-0.54182655,3.048036,0.118595615,-3.1363251,0.5127752,-1.4043332,-2.2851808,-2.1263454,-3.8413947,-0.34286177,-0.5968785,-0.37719813,-1.3814001,-1.5537583,0.63618785,1.9000397,1.6041797,1.0988332,-1.6161208,-0.029223546,2.8322573,-3.6761346,-1.0747843,-2.1612291,-1.9901122
SNU-C2A,-0.013896521,0.33543652,-0.08650641,0.58808833,-0.38386032,0.56159604,-1.082475,0.12600432,-0.55594593,-0.21741873,0.12438734,-0.3758771,1.964625e-06,0.19091183,0.4160684,0.22387642,0.47474644,0.16485694,0.5350021,-0.90358645,-0.11922358,1.0084805,-0.5272651,0.15612581,0.018770162,-0.08375934
SNU-C4,-1.0880766,1.0247259,0.054020494,0.6352749,0.5667336,0.85640717,-3.6385467,-0.22825874,-1.6632571,-1.8057556,-0.49578178,-0.09125209,-0.07309611,0.53833234,0.86073154,0.50659716,0.6453509,0.49581653,-0.42789742,-2.7796602,-1.3445947,1.8609818,-0.4388546,-0.12328206,1.4220358,-0.48157567
Hs 863.T,0.54466397,-3.0421627,-1.6455632,-0.87737393,2.2067604,-2.46796,4.4380965,1.4514759,4.547824,4.9781494,3.0825036,-0.5860158,-2.1758187,0.07528505,-0.580028,-1.5770125,-5.2875237,-1.2839953,1.684585,4.785943,1.8398317,-4.9584107,5.1000686,0.7967935,-1.571353,1.7593229
KE-39,-0.5121526,0.7648503,-0.16611913,0.8611339,0.008749684,0.8583927,-2.5065248,0.09871944,-1.3062843,-1.1144195,-0.5537231,-0.02468798,-0.11146285,-0.07888487,0.9603424,0.5055129,0.5396888,0.26418754,-0.6062716,-1.7478691,-0.73340917,1.287409,-0.7473382,0.33926803,1.1321293,-0.35742316
SEM,-0.4389956,0.47084332,-0.7206763,-0.5122089,0.8326393,2.3271377,-0.7955659,0.16163142,-2.1969678,-0.51137745,-1.3417124,1.3153393,2.2897828,-1.4351867,2.6192236,2.467485,0.9691472,0.6559805,-1.0835218,-0.7759996,-1.3104206,1.040762,-2.4439173,3.2177942,-2.711157,0.5965696
TEN,0.11803126,0.27901942,-0.3184285,0.5490195,0.088197395,0.09666015,-0.68550414,0.2977699,-0.20132634,0.13924275,0.17154875,0.2349365,0.4768508,0.009215791,0.2742818,-0.28528613,0.47009128,-0.13288873,0.09500957,-0.489603,-0.00056855753,-0.0035636239,-0.25973582,0.45917764,0.4575398,0.25015983
SNU-1,-0.14083938,0.112432644,0.15007254,-0.00678074,-0.066085435,-0.062279448,0.085207865,-0.30289918,-0.38151202,-0.19555101,0.0024413448,0.14345631,-0.12950422,-0.50665605,0.29849482,0.14239648,0.0008750004,0.33006746,0.13242279,-0.5004111,-0.018778577,0.51209193,-0.48642117,0.21696721,-0.5080515,-0.15802586
OCI-Ly3,0.13895081,0.2718711,-0.1450898,-0.3879853,-0.011675777,2.0815392,-1.1428022,0.31713453,-2.495458,-0.9526267,-1.1978568,1.3577771,1.0868943,-1.3522773,1.9262515,1.7636824,0.9102897,1.2909558,-1.416991,-0.98580015,-0.91146433,1.5213577,-2.6436238,3.2437286,-2.354892,0.18505308
MFE-280,0.31720686,0.051386714,1.2071594,0.38251624,-1.1247452,0.8728144,-0.88121647,-0.67987883,-0.73364097,-1.4787384,0.040041246,-0.32165986,-0.73092073,-0.38610095,-0.5382956,0.044039924,0.6958224,0.45446733,0.51972,-0.94437987,0.3380921,1.1925015,-1.1803081,-0.6747903,-0.27069348,-0.9067813
GMS-10,0.7052677,-1.3242538,-0.8779471,-0.21179068,0.70757896,-0.9881648,1.8865423,0.30106127,1.9807806,2.1307445,1.5158536,-0.47948083,-1.0037932,-0.21329643,-0.4926116,-0.8916775,-2.0249484,-0.60964304,0.9615181,2.45693,0.93188334,-2.1797137,2.0457346,0.20062897,-0.8041479,0.534398
SUP-T11,0.14627744,0.63689303,-0.42548278,-0.4461398,0.2861934,1.6104475,-1.6052411,0.019167585,-1.9268547,-0.7592083,-1.0004618,1.1902257,1.4216095,-1.1009406,2.1071267,1.708881,0.66732615,0.94176334,-1.1490638,-1.1482978,-1.1300671,1.1716533,-2.5626652,2.6863346,-2.112972,0.35132334
HCT 15,-0.35668778,0.4018132,-0.10530556,0.37480837,-0.018694254,0.5932516,-1.3605244,-0.11187442,-0.62065697,-0.9053068,-0.27577904,0.054559063,0.023587389,-0.16925947,0.4493431,0.16466457,0.57078946,-0.06613942,-0.09769667,-1.4147356,-0.3926955,1.038785,-0.63304615,0.24701487,0.4712415,-0.35660297
KP-2,-0.094900414,0.68372107,-0.37138423,0.5533097,-0.13747843,0.35299024,-0.14841945,0.6300037,0.24589562,0.5511143,0.25508448,-0.8528584,0.21547824,0.33230826,0.48474702,0.3169008,0.22089732,-0.17823648,0.7493081,-0.42013964,-0.29304916,-0.13677792,0.12288502,0.3662581,-0.343812,0.56686217
CAL-33,0.010989461,0.7065404,0.03850746,0.6103962,0.21224657,0.516453,-0.35770378,0.23870982,-0.085444175,0.1500573,0.5236921,-1.028982,0.5500055,0.9842595,0.5605891,0.59606373,0.1547068,-0.28780612,0.715833,-0.599883,-1.0485392,-1.0894035,0.95084274,0.12555951,-0.0404911,0.26943818
BEN,0.38336894,-0.3161344,3.220993,0.9454709,-2.5858421,0.7506039,-2.834043,-2.5298274,-2.5671418,-4.6093283,-0.27706575,-0.33226916,-1.0354831,-0.83942974,-1.6199088,0.36636573,2.1650696,1.7693464,0.9862298,-2.238529,-0.33700317,3.8229218,-2.7998395,-1.8117092,-0.41220936,-2.3382425
SU.86.86,-0.39395612,0.7272474,-0.49503943,0.66290677,0.3018932,0.5113654,-0.8469265,0.990878,0.23742205,0.2943361,0.42284432,-0.8065052,0.13953559,0.73712087,0.61467284,0.48419955,0.2754706,0.015080915,0.6901653,-0.669558,-0.5048662,-0.5388382,0.42189237,0.18165031,0.013879559,0.43285155
LCLC-97TM1,-0.39432603,0.95316327,-0.17626671,0.4572129,-0.023928175,0.30012113,-0.77515966,0.36370376,0.24523774,-0.07557004,0.13920982,-0.74180603,0.12066692,0.38062006,0.49544355,0.44524187,0.63285184,0.17531209,0.57519305,-1.2722661,-0.6122256,0.02657241,0.15605496,0.2939427,-0.26236594,0.41338268
JHH-4,0.030128334,-0.10076195,-0.1765259,0.4592201,0.17169085,-0.41527048,0.7517678,0.21341684,0.8484238,0.54015964,0.5685758,-0.41382575,-0.4070353,0.2788195,-0.17945945,-0.3607974,-0.7591249,-0.30806655,0.44423702,0.74408805,-0.09069429,-0.9785327,0.8645464,0.0048734657,-0.21072213,0.22152388
MC116,0.00554337,0.4126659,-0.33031633,-0.70479167,0.2126612,2.0335846,-1.123222,-0.055247266,-2.5410063,-0.46206406,-1.3047954,1.8580896,1.3547962,-1.5202049,2.473318,2.1273217,0.5257575,1.1744398,-1.5193069,-0.8773882,-1.2186993,1.1887352,-2.8965197,4.5341835,-3.2176237,0.31645235
EN,0.39159578,-0.275369,0.73869467,-0.009353939,-0.89586043,-0.10908228,-0.40798336,-0.754552,-0.48512965,-0.52963966,0.3060061,-0.22174501,-0.39778152,-0.6204822,-0.37043607,-0.1070081,0.34309813,0.30882952,0.27432582,-0.3202829,0.41695553,0.6238679,-0.58941007,-0.27666783,-0.81801677,-0.6238833
WM266-4,1.1468586,-2.274104,-0.7319555,-0.7985258,-0.045294248,-0.96355975,2.4154918,-0.25062385,1.1810915,1.6251036,1.6514919,-1.4705083,-1.6744938,-1.1796151,-1.2527136,-0.35615385,-2.1057658,-0.10911689,1.0231439,2.621155,1.2132211,-1.439887,0.77722967,0.40083194,-1.5904493,-0.11229715
HSC-2,0.15411463,0.04815122,0.30087295,-0.07402085,0.13059911,0.40864465,-0.10322322,0.36843657,0.2723636,0.29690534,0.547217,-0.6874912,-0.04282893,0.80493283,0.25773624,0.2722359,-0.34305075,-0.34152907,0.23527141,-0.1263131,-0.43337917,-0.9789073,0.6342493,0.397278,-0.17473528,0.0950507
Karpas-299,-0.040490996,0.071922325,-0.8932568,0.024809059,0.88611263,1.063214,-0.3658198,0.12398578,-1.1147813,0.08846746,-0.2888581,0.9210809,1.8725557,-1.1157771,1.7837744,1.5235565,0.48065788,0.6984022,-0.7835028,-0.3494913,-0.77929807,0.22481538,-1.1339128,2.052336,-1.5369638,0.7865041
SNU-1040,-0.84689665,0.7043071,0.12071374,0.53540117,0.32835668,0.75035214,-2.7977908,-0.08122951,-1.2433112,-1.319189,-0.41590726,-0.017372686,-0.12553957,0.26871482,0.56077814,0.224713,0.29637283,0.23846659,-0.27907205,-1.654008,-0.7438924,1.3770084,-0.49173883,-0.045172844,1.3995794,-0.5507257
DU4475,-0.25555223,-0.07019721,1.6036408,0.13828088,-1.0106698,0.47169977,-1.6902109,-1.1834983,-1.7349037,-2.1649618,-0.14186724,0.025516149,-0.116496965,-0.5117957,-0.16891798,0.5178491,1.2449907,0.9205462,-0.05623329,-1.5363294,-0.30625224,2.473763,-1.9995551,-0.4304266,-0.5528853,-1.6627023
Hs 229.T,0.43332675,-2.2809353,-1.3556803,-0.57217354,1.3648565,-1.95444,3.3958366,0.80454147,3.395684,3.6887066,2.1613536,-0.6724388,-1.5051081,-0.24173784,-0.53788334,-1.0798072,-3.6332135,-1.1435455,1.4070067,3.8169613,1.3832899,-3.5105186,3.436346,0.7623534,-1.4826769,1.1846055
L-363,0.30526537,0.213542,0.01633802,-0.7282798,0.184593,1.609565,-0.7345655,0.27809358,-1.4202744,-0.604706,-0.2436996,0.7731927,0.9105125,-1.1476643,1.4527425,1.2699571,0.40163037,0.567201,-0.85198987,-1.176221,-0.48589832,0.67301744,-1.8129766,2.1461601,-1.3693544,0.12022068
SBC-5,0.10416818,-0.32367945,0.42889693,0.055532627,-0.98024595,0.14177048,-0.1270842,-0.50803745,-0.4251398,-0.9039808,-0.28191495,-0.20359924,-0.27042055,-0.6421978,-0.23191807,0.22596066,0.24304007,0.17670402,0.25951526,-0.37184903,0.23878999,0.6395437,-0.62526214,-0.052597303,-0.89659595,-0.49462217
NCI-H596,0.2938297,0.0835716,-0.09504312,0.2715871,0.06879487,0.113678835,0.48844823,0.4503786,0.6834457,0.73540527,0.61134034,-0.912899,-0.21137008,0.56471163,0.10472284,-0.041218985,-0.44374353,-0.43754452,0.8012417,0.2840249,-0.2288383,-1.087822,1.0112547,0.026702028,-0.25889915,0.2692839
SW1353,0.68015075,-2.0576053,-1.1504773,-0.5986919,0.8041361,-1.3864118,2.6194155,0.31459713,2.7096133,2.757903,1.9735583,-0.59905785,-1.724427,-0.24912548,-0.56344086,-1.1601925,-2.7448516,-0.7819192,1.3883703,3.1144633,1.256633,-2.841072,2.944031,0.44790286,-1.0543579,0.81719524
TALL-1 [Human adult T-ALL],-0.15143304,0.5805462,-0.8440567,-0.49440908,0.5636455,2.055697,-1.5026728,0.13734078,-2.438996,-0.6834363,-1.5001105,1.7030672,1.7451806,-1.219428,2.7928536,2.3124075,0.76019144,0.94105476,-1.4795934,-1.4228542,-1.6383691,1.2667483,-2.8702602,3.390007,-2.1388643,0.4599564
Hs 737.T,0.40242338,-3.2496896,-1.7781634,-0.91174453,2.3700733,-2.6572347,4.72406,1.6552887,4.816632,5.3079495,3.3088639,-0.644598,-2.4628382,0.16879971,-0.57030505,-1.5975691,-5.8301616,-1.533903,1.7828442,5.132854,1.9157478,-5.36714,5.619057,0.8290239,-1.474197,1.9754778
TE-10,-0.22441757,0.6858891,0.033969864,0.23508248,0.04400745,0.18231738,-0.45620084,0.32227468,0.28309017,0.05382246,0.2589616,-0.5989843,0.24461812,0.6589727,0.2527932,0.12957235,0.39105237,-0.19489408,0.5262188,-0.83797854,-0.48870385,-0.61401063,0.07139183,0.079060145,-0.37501708,0.36297408
TT,0.6964292,-0.5826442,3.9824302,0.8134666,-3.5320907,0.7661779,-2.2042568,-2.9848962,-2.7186303,-4.7547874,-0.4896062,-0.508524,-0.855295,-1.7213901,-2.0182624,0.1964028,2.7158778,2.042664,1.3927612,-2.308184,-0.17435859,4.070313,-3.8672361,-1.8973446,-1.6949914,-2.7877846
A-549,0.1437841,-0.30448723,-0.26628453,0.2936922,-0.119500645,-0.15829372,0.845444,0.37257272,0.9501952,0.77796674,0.75884944,-0.63040775,-0.31114376,0.21273233,0.15177998,-0.29317352,-0.32776242,-0.16674164,0.7549115,0.6639311,-0.18918857,-1.0014408,0.8627962,0.22591972,-0.4915188,0.48678252
Hep 3B2.1-7,-0.24179818,0.01273407,0.15540585,0.7697084,-0.042865954,0.46009228,-0.75461465,-0.18966569,-0.570702,-0.675359,-0.11448473,-0.38506144,-0.045496777,-0.7962771,0.03682985,0.20972848,0.72629005,-0.22825933,-0.05036519,-0.41258478,-0.24023063,0.9280223,-0.32356164,0.8202907,-0.05813017,-0.84951097
F5,0.23442899,-0.78155875,-0.22209735,-0.24363548,0.09318395,-0.79611707,0.7609042,-0.017690117,0.9453581,0.85314757,0.6118858,-0.13895556,-0.8386912,-0.12117325,-0.13750413,-0.55430394,-1.1277874,-0.16657539,0.7621272,0.89496773,0.78087914,-0.8416088,0.75123215,0.42370605,-0.8156087,0.3179907
COV504,0.42659268,-0.48264992,-0.83508384,0.13731459,0.42362967,-0.483497,1.0203133,0.39283824,1.4220005,1.3041774,0.90056294,-0.5034649,-0.856885,0.20900871,-0.13888134,-0.17406954,-1.3273423,-0.61469394,0.72491896,1.6853992,0.6220827,-1.4389327,1.3768681,0.41766924,-0.3107339,0.49660245
JHH-6,0.26420653,-0.5630255,-0.4589977,0.014153549,0.118709214,-0.75839996,0.84239,0.25497052,1.2855392,0.94234174,0.86346054,-0.22986726,-0.60288215,0.17391306,-0.3032007,-0.45618072,-1.3339989,-0.28607,0.60986835,1.153671,0.26501238,-1.2294778,1.1619177,0.24423009,-0.54997146,0.35909298
COR-L311,0.29869068,0.20338146,2.9491923,0.45911565,-2.9755776,1.0903018,-2.2257059,-2.2418585,-2.8449628,-4.695132,-0.66092163,-0.047518987,-0.9140057,-0.9090044,-0.93858725,0.56640875,2.0757442,1.6499718,0.26511705,-2.3332255,-0.29046935,3.8113048,-3.828494,-0.9784217,-1.579223,-2.6072774
NU-DUL-1,-0.10365632,0.66286737,-0.4561016,-0.4703865,0.17865492,2.7724857,-1.6258947,-0.0031430298,-3.022836,-0.9355918,-1.7394739,1.6803277,1.778342,-1.337782,2.5403552,2.346244,1.0904729,1.4962022,-1.4607807,-1.0153975,-1.5738068,1.3590057,-3.3635488,4.4681287,-3.0199597,0.39343765
HCC1428,-0.58191127,0.3657936,0.58761454,0.1796466,-0.37534773,0.2879618,-1.5754827,-0.4112701,-0.80254054,-1.1134139,-0.4351298,0.034915563,-0.48243627,-0.008363094,-0.11165938,0.21456648,0.9217496,0.68326974,0.38188627,-1.2417719,-0.26946247,1.4574878,-0.8599992,0.0042249598,-0.055814017,-0.6595742
SW780,-0.19000818,0.6850594,-0.22352414,0.5543075,-0.062008522,0.640936,-0.60937005,0.4141426,-0.2656245,0.14588192,0.12360878,-0.59699017,0.20006584,0.49626723,0.4671308,0.33181453,0.48016372,-0.26210508,0.5609938,-0.6261311,-0.46657276,0.23866375,-0.009991169,0.5346127,-0.18661848,0.16293028
LMSU,0.30077046,-1.1723751,-0.7155117,-0.1546657,0.61268324,-1.0662092,1.7764602,0.30789155,2.1658304,2.0968096,1.2170839,-0.2701205,-0.98905545,-0.13355741,-0.4636134,-0.5826228,-2.0405097,-0.6099249,0.78270704,2.4523406,0.7684559,-2.046502,1.8128774,0.36064836,-0.8954056,0.55849636
IGR-1,0.9959828,-1.7084743,-0.36192182,-0.67985356,-0.20250139,-0.6550169,1.6952739,-0.5767229,0.60249555,0.8088368,1.3525277,-1.2378494,-0.8222449,-1.0752268,-1.1327053,-0.2445761,-1.2376688,-0.17732918,0.54070187,1.8829503,0.904966,-0.7975839,-0.014359489,0.16202682,-1.2959424,-0.22675893
SF767,-0.082090676,0.44972277,0.41741976,0.08097103,0.031831235,0.7248421,-0.9904058,-0.14715956,-0.39511955,-0.64692116,-0.0921939,-0.38403133,0.023493925,0.8752562,0.20216013,-0.032403383,0.0580752,-0.51467776,0.2582467,-0.9331413,-0.30417478,-0.2164173,-0.0059011914,0.44329873,0.25639698,-0.14561173
UACC-812,-0.27712753,0.4639647,-0.02382125,0.17176257,-0.06306662,0.60968745,-1.7840918,-0.18402699,-1.0300843,-0.98642766,-0.28957593,0.2435547,-0.2965688,0.20360991,0.13377088,0.2823045,0.7445977,0.6294691,0.5544838,-0.90494794,-0.3872677,1.5358145,-0.94823074,0.1640567,-0.006765594,-0.59103864
SNU-685,0.41178766,-1.4365721,-0.5662899,-0.28978774,0.61847,-1.3468586,2.1495092,0.16186929,2.1260583,2.11511,1.442488,-0.54260916,-1.3718776,-0.16134349,-0.74476475,-0.8807371,-2.4730492,-0.776197,0.95085984,2.1934676,0.88475335,-2.4673464,2.0132456,0.013747569,-1.2623729,0.32305607
PLC/PRF/5,-0.18034403,-0.1988947,-0.14794298,0.41370612,-0.13494578,0.4027128,-0.35030285,0.20764235,-0.15263131,-0.055222277,-0.0070458762,-0.20713559,-0.27504447,-0.24460149,0.0062342584,0.08636696,0.1857388,-0.12824024,0.20742731,0.07975472,-0.03850741,0.46671936,0.10655627,0.5369837,0.18620533,-0.08578645
SK-ES-1,0.5070402,-0.048283145,1.2488879,-0.11318922,-1.3078259,0.43103957,-0.25175163,-0.6035808,-1.1397585,-1.8284721,-0.29966605,-0.08306615,-0.14046027,-0.81875587,-0.4701401,0.39564437,0.39003703,0.5854888,0.24873899,-0.5937769,0.14253803,0.7929316,-1.4587464,-0.27532122,-1.7754453,-0.7279754
SNU-46,0.33389777,-0.39481753,-0.32542735,0.20542628,0.18506156,-0.31540444,0.93701667,0.33873907,1.085981,0.8598879,0.6726856,-0.5189768,-0.6336234,-0.00468703,-0.22908628,-0.28970698,-0.82961076,-0.2617539,0.6374699,0.9254438,0.38877773,-1.071101,0.8636155,0.31609255,-0.4860129,0.42291063
U-251MG,0.9180822,-1.621482,-0.35843804,-0.4732753,-0.059804566,-0.993188,1.5160422,-0.23767753,1.4132788,1.3071003,1.4060638,-0.80727655,-1.1306567,-0.4211616,-0.962082,-0.8148,-1.4908485,-0.077657886,0.991845,1.924296,1.0605172,-1.4717581,1.2844863,0.14282517,-1.1338468,-0.02382534
IMR-32,0.6087268,-0.33744568,2.6196344,-0.32978135,-3.169435,-0.14400972,-0.09137022,-2.374947,-2.17849,-3.22443,-0.31084305,-0.46173227,-1.3477219,-1.6060804,-0.9510983,0.5010443,1.1645988,1.4614676,0.10485637,-1.8858354,0.21161595,2.0409994,-3.7460365,-0.021173332,-3.5275517,-2.2310176
NCI-H1734,-0.020573944,0.03054727,-0.5825398,0.31698728,-0.08514347,0.096975476,0.12361356,0.24411727,0.6695114,0.7550746,0.59232724,-0.54895025,-0.0933098,0.29096776,0.031832766,-0.036679175,0.11547336,-0.15228897,0.6001102,0.16426563,-0.10302083,-0.40927437,0.37406698,0.009712527,-0.5277163,0.5727187
JL-1,0.5032033,-1.3922209,-0.98622906,-0.14480923,1.0305791,-1.1489426,1.833769,0.56892896,2.1436658,2.159018,1.5985856,-0.5520478,-1.0897176,0.12648085,-0.31907505,-0.9213015,-2.3669279,-0.65652245,1.0411552,2.490532,0.7822831,-2.5808303,2.6440985,0.0073472224,-0.45855212,0.70042753
JHH-7,-0.45450318,0.06334293,0.104199156,0.69147426,-0.15889117,0.7207377,-0.5369524,-0.058626395,-0.87408453,-0.7693094,-0.62479466,-0.57410306,-0.33445773,-0.67394865,0.4687932,0.37056556,0.42948806,-0.08568178,-0.4263967,-0.2538225,-0.5049503,1.1899009,-0.23508981,1.0040206,0.29935718,-0.9103189
U-178MG,0.81962454,-2.1330307,-0.9927747,-0.55404246,1.0377934,-1.5939087,2.9071493,0.45811516,3.1281502,3.2932172,1.9549528,-0.5062879,-1.8996694,-0.33899772,-0.69819415,-1.1635743,-3.2364268,-0.773123,1.1262046,3.3666897,1.5287097,-3.208457,3.1030807,0.71468186,-1.3912762,0.72768164
MDA-MB-453,-0.52891105,0.37453866,0.32639986,0.045767386,-0.18987109,0.7522557,-1.6985555,-0.45755833,-1.007353,-1.4895145,-0.5313884,-0.18247814,-0.14286357,-0.1252003,0.47865027,0.4453385,0.9131442,0.5949909,0.23225941,-1.3085595,-0.3439151,1.5290644,-1.0887915,0.46819952,-0.1795432,-0.93884915
MDA-MB-157,0.6933636,-1.4980165,-0.46089718,-0.3031555,-0.25788626,-0.87723994,1.4870737,-0.08867806,1.682363,1.4552288,0.9365501,-0.6079773,-1.1115006,-0.6227299,-0.71077687,-0.7300901,-1.598533,-0.25180793,0.92854154,1.7362055,1.0143676,-1.5108424,1.2311753,0.177035,-1.1334474,0.3814083
VMRC-RCW,0.1832324,-0.05741951,-0.26068932,0.42490673,0.5790703,-0.3208882,0.4909889,0.3480113,0.5990855,0.45674503,0.85545814,-0.061816316,-0.28231215,0.45222372,-0.11193928,-0.48201495,-0.8691423,-0.2719263,0.43423843,0.46314627,-0.30153483,-1.159925,1.0197126,-0.06289445,0.071408026,0.25975692
NCI-H1436,0.6088372,-0.44654536,4.1899076,0.49825525,-4.0750422,0.5236026,-2.1331375,-3.125932,-2.7998247,-5.083268,-0.67989326,-0.73327935,-0.99641615,-1.4184006,-1.7442442,0.46137363,2.3210075,2.1119897,0.98672223,-2.5673938,-0.060363486,4.1722693,-4.214206,-2.1211867,-2.2682283,-3.093279
