,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25
Hs 739.T,0.45118958,-2.926415,-1.5651859,-0.770988,1.9097205,-2.5037198,4.1719933,1.2616765,4.2572613,4.6679144,2.8393886,-0.57283103,-2.215347,-0.16241212,-0.66176605,-1.4911921,-4.8752546,-1.2795626,1.4926738,4.6128,1.6153142,-4.6397157,4.7210536,0.7108743,-1.539418,1.5128776
SNU-349,0.57617056,-1.1898841,-0.7899723,-0.22588629,0.8703157,-1.0201828,1.6554492,0.66014934,2.22402,1.9136114,2.0204735,-0.23002353,-1.3018912,0.3361932,-0.46644938,-0.8912627,-2.1407032,-0.62413126,1.0558147,2.0928898,0.5767813,-2.7907624,2.7559845,-0.13229604,-0.5076076,0.8568863
TE-8,0.40705255,-0.6628588,0.22568,-0.1596987,-0.25060683,-0.27851924,0.9753999,0.023226364,1.271245,0.991909,0.9917253,-0.7373874,-0.9825066,0.21623603,-0.51292366,-0.49889445,-1.119902,-0.31361943,1.2140746,1.0267062,0.5563875,-1.2784913,1.2217453,-0.12525892,-0.5650392,0.10746654
Hs 618.T,0.51588863,-2.660644,-1.620599,-0.66932523,1.8024546,-2.173154,3.8420331,0.93379074,3.9055622,4.3526864,2.5710065,-0.5193065,-1.8687149,-0.19559452,-0.61030734,-1.420907,-4.4693184,-1.2400341,1.5378488,4.3491626,1.552243,-4.23326,4.2033243,0.8114715,-1.4330415,1.4807248
P12-Ichikawa,-0.06055404,0.51535267,-0.5923797,-0.37566215,0.6709245,1.7912359,-1.4304403,0.40319625,-2.3502152,-0.48411658,-1.2463923,1.5869753,1.6304735,-1.1303498,2.6355276,2.117196,0.6607744,0.8532269,-1.4746295,-1.3656596,-1.506496,1.3553946,-2.9538152,3.3579447,-2.23156,0.080261655
Hs 742.T,0.46626905,-3.00531,-1.6635929,-0.722326,1.9804752,-2.65932,4.2312455,1.4377474,4.3656654,4.8041363,2.970589,-0.6000863,-2.2903755,-0.14663082,-0.7232067,-1.4068003,-5.0252156,-1.2752504,1.5333416,4.6715274,1.535778,-4.8318443,4.8974485,0.7426936,-1.6081105,1.7471948
DLD-1,-0.5473718,0.6094241,-0.3739565,0.5022945,0.10207265,0.39855254,-1.1955758,0.13702996,-0.38816026,-0.5787665,-0.031047206,-0.31513444,0.089442015,0.040181585,0.55826235,0.2422117,0.34908956,-0.014545008,0.114514396,-1.3356104,-0.5507532,0.7730791,-0.2893501,0.18296467,0.3704457,-0.13634941
HOS,0.35785618,-0.90697706,-0.47453693,-0.22056091,0.29331788,-0.66489434,1.1898634,-0.12697043,1.1522435,1.0981952,0.86151695,-0.26759475,-0.531786,-0.46420753,-0.30423015,-0.454726,-1.1144199,-0.38633442,0.47566798,1.335452,0.742156,-1.1417207,0.8310698,0.18874136,-0.9664113,0.19002602
OAW28,0.20556703,0.36093307,0.3007211,0.16643535,-0.70992035,0.9208449,-1.0127364,-0.044438902,-0.24979918,-0.69356275,0.08270402,-0.28369728,-0.19805197,0.08435714,-0.27497503,-0.006540064,0.3847637,0.14845105,0.48262653,-0.85799134,-0.15613005,0.26779738,-0.51025593,-0.32939926,0.1540833,-0.054000236
Ci-1,-0.048666894,0.18273939,-0.3606523,-0.5661627,0.17569926,2.1801121,-1.1636044,0.2977713,-2.5613947,-0.1648219,-1.3899076,1.6685708,1.4873774,-1.6060883,2.4586725,2.2394855,0.48756894,1.3990272,-1.3156534,-0.8514183,-1.1239007,1.2605648,-2.9862027,4.3275313,-3.0218935,0.38789907
Calu-1,0.38812947,-0.67247903,-1.0799832,0.24322292,0.5609566,-0.81759,1.609215,0.646199,2.027455,1.8626572,1.2565366,-0.59276634,-0.97910017,0.08850527,0.030563805,-0.44357193,-1.5622368,-0.6998907,0.7223743,1.8110801,0.5348322,-1.7710412,1.6496665,0.32979515,-0.6961414,0.6227806
EoL-1,-0.48387042,0.97401416,-1.1319118,0.15614857,1.7266076,2.9668999,-0.82465285,0.37645364,-2.7071085,-0.5381437,-1.3578606,1.8608651,3.4861696,-1.8493706,3.1602051,3.091585,1.1355857,0.59475446,-1.3039732,-1.0610317,-2.0521111,0.7333599,-2.6149402,3.4330525,-2.6358669,1.3406087
CMK,-0.6583659,0.6125374,-1.5930063,0.7740911,3.0305662,1.7208549,-1.0504916,1.3809181,-2.4892347,0.6849243,-0.4637685,2.2077603,3.747018,-1.851273,3.634128,3.3678403,-0.01891901,0.0717317,-1.5768431,-1.462245,-1.3304029,1.0906173,-1.7677205,3.4738855,-2.0837584,1.659906
IA-LM,0.22830024,-0.32784134,-0.7180778,0.16856566,0.47903964,-0.40088293,0.93265235,0.48051578,1.1496357,0.8510406,0.58923197,-0.39927068,-0.45802286,0.02301386,-0.036648687,-0.15558636,-0.72957766,-0.3055948,0.4880673,1.0413837,0.5285789,-1.1878917,0.8996396,0.340045,-0.31773436,0.5691164
JHOC-5,0.08822326,0.27684212,0.081691444,0.44061232,-0.19077426,0.12841637,0.4799066,0.03357176,0.7338467,0.1378088,0.5809665,-0.39579478,0.035807215,0.40990955,-0.45315933,-0.11707838,0.032689344,0.075386755,0.82949203,-0.26000065,-0.33693933,-0.68252224,0.44671467,-0.17590763,-0.30373362,0.44269753
LS1034,-1.4939438,1.1973069,-0.5866231,0.8262155,0.78458595,0.28559804,-3.6968899,0.21922986,-1.7918588,-1.3572022,-0.08919315,0.0359564,0.091110155,0.7443055,1.3414121,0.40420598,0.31455556,0.27901137,-0.7534427,-2.168974,-1.5690362,1.5534223,-0.09282113,0.23661059,1.5696027,-0.675139
KYSE-180,-0.08542444,0.44380975,0.58373034,0.06697489,-0.26953378,0.5188899,-0.17114869,-0.057649214,0.1165008,-0.12723683,-0.09330876,-0.52299845,-0.051469374,0.50720775,0.046857078,0.1989583,0.22232181,-0.1768232,0.3489286,-0.7099872,-0.37265134,-0.42363936,0.026318476,0.14510491,-0.28761098,0.01225999
HPB-ALL,-0.25410423,0.44620264,-0.8438462,-0.68551457,0.73610044,1.8735969,-1.5354568,0.5234232,-2.2473004,-0.49668774,-1.2803994,1.4857633,1.6097925,-0.9242438,2.5003304,2.2542338,0.6159785,0.77644295,-1.4605803,-1.1890907,-1.2777791,1.0568099,-2.7208278,3.5984116,-2.0465677,0.25646096
MOLT-13,-0.17727299,0.3191991,-0.90016544,-0.47117656,1.0831132,2.105373,-1.6584643,0.3332363,-2.3846533,-0.4492364,-1.517672,1.583099,2.1066518,-1.301773,2.811977,2.2508736,0.79310715,0.707706,-1.580214,-1.4599087,-1.6798366,1.1255846,-2.9953146,3.6061788,-2.4644597,0.48975685
EM-2,-0.3898191,0.6584971,-1.05991,0.3717338,1.4505556,2.2884626,-0.90897924,-0.06882182,-2.2845156,-0.4440168,-1.2226369,1.5016884,3.6238084,-1.8757017,2.8884478,2.9716117,1.2000082,0.27520186,-1.0215712,-1.4539162,-1.5560141,0.8336896,-2.6870685,2.670748,-2.3022423,1.0881739
SNU-5,-0.5833345,0.9148636,-0.48543411,0.999495,0.16316152,0.25139108,-1.3635544,0.022031585,-0.6231108,-0.65331376,-0.056763154,-0.22644234,-0.032729924,0.4252286,0.7329588,0.47588548,0.19083662,-0.034803912,-0.467291,-0.78065777,-0.93785137,0.07355614,0.36821058,0.12236956,0.74813664,-0.11063992
MSTO-211H,0.25040346,-0.6560066,-0.32835853,0.22664995,0.1945952,-0.49094394,1.0893723,0.17270459,1.1067436,0.9117,0.5045439,-0.42650455,-0.6237216,-0.32638684,-0.21552938,-0.3977928,-1.0270803,-0.21712863,0.5196434,1.35387,0.5108694,-1.1326846,0.9363669,0.12483817,-0.8083716,0.370824
YD-38,-0.373624,0.8746607,-0.16306983,0.48280615,0.4723462,0.13207966,-0.2034715,0.3546826,0.45809665,0.18232933,0.6615733,-0.52762616,0.55137354,1.150588,0.415354,0.44351304,0.026602957,-0.22526877,0.27915153,-0.5184782,-0.8427618,-0.9828034,0.7110834,0.3837624,-0.24088746,0.55463386
SW900,-0.2112619,0.24105208,-0.57868683,0.20433033,0.03689993,0.14148675,0.19942546,0.9176109,0.7598342,0.90468085,0.29191148,-0.56717545,-0.29436806,0.3624285,0.5004497,0.09334712,0.118779846,-0.20801106,0.66450256,-0.23250827,-0.012634322,-0.58400285,0.5141671,0.43247262,-0.36650452,0.54373163
EW-8,0.18525313,0.08024976,0.8500149,-0.110101074,-0.61525214,0.6007904,-0.32809308,-0.28714848,-1.0115864,-1.3267071,-0.21160369,0.1480981,-0.22665766,-0.4264399,-0.08252211,0.43827188,0.06994658,0.4810055,-0.034584515,-0.71586645,0.14202097,0.60650724,-1.2337663,0.34490663,-1.1563069,-0.5591735
MDA-MB-175-VII,-0.27425054,0.45849127,-0.35234496,0.23301788,-0.12152443,0.94298804,-1.5070513,0.35321194,-0.8819499,-0.5668738,0.023901392,-0.74475086,-0.13072518,0.3565055,0.39642805,0.20628332,0.6148121,0.31094524,0.7100593,-1.3486248,-0.66529095,1.2543782,-0.39410302,0.1448049,0.061767403,-0.11313241
DND-41,-0.46947306,0.7057943,-0.79432714,-0.58142686,0.9229788,2.2032905,-1.4908601,0.41385037,-2.4220607,-0.62788355,-1.338712,1.706368,1.7172353,-1.2047476,2.7170222,2.1462052,0.6258102,0.9290869,-1.5732577,-1.2527305,-1.653017,0.891944,-2.5993347,3.7464902,-2.06702,0.52067727
NCI-H2342,-0.20261002,0.3298915,0.27918288,0.49810618,-0.4891283,0.99367607,-0.80988604,0.20096463,-0.46789756,-0.49032107,0.21390925,-0.49503496,0.0757861,0.5727603,0.2755712,0.19441617,0.6998235,0.24256885,0.56948006,-1.331337,-0.48254788,0.6530902,-0.45705536,0.15014914,-0.109493166,0.17538252
BICR 18,-0.13840923,0.41729873,0.5352938,0.035504553,-0.15217316,0.4977992,-0.55775875,-0.25618201,-0.24362953,-0.31001705,-0.02773204,-0.48837832,-0.06795393,0.5428877,0.14863588,0.23599742,0.128228,-0.12779687,0.30064252,-0.82627326,-0.640672,-0.25425637,0.015088782,-0.05637485,-0.07606286,-0.0066043325
NCO2,-0.21237771,0.9191313,-1.2029278,1.1349791,2.2347891,1.9652003,-0.71330243,1.5887194,-1.8537848,0.7375246,-0.24193574,1.6365038,3.0431483,-1.5160042,2.7391446,2.7632017,-0.2569484,-0.037168287,-1.2581229,-1.6265235,-1.558547,0.73215634,-1.5946403,3.0503442,-1.6801724,1.4979051
CL-14,-1.1492807,1.0867989,-0.4965125,0.522104,0.6582564,0.5094456,-3.0742617,0.4637871,-1.4648917,-1.2438154,-0.015451949,-0.18634652,0.064563856,0.80566573,1.058731,0.3372186,0.10155892,-0.037253555,-0.47030896,-1.9329097,-1.3919488,0.90424985,0.32291588,0.26267135,1.5071561,-0.3431793
LUDLU-1,0.11476077,0.39001322,0.33691433,0.16832528,-0.3345821,0.6342033,-0.8990671,-0.17114605,-0.46173057,-0.1971094,0.26031393,-0.558782,0.0866346,0.5155064,0.3955383,0.16574527,0.5291972,-0.117082596,0.52451277,-0.73206156,-0.7084908,0.14085208,-0.17259133,0.16679932,-0.15870573,0.035095833
SK-RC-31,0.20145611,-0.54268944,-0.26738083,0.13100934,0.67124224,-0.595649,0.9497762,0.30686682,1.3423998,1.1510462,1.1656171,-0.13375042,-0.55582917,0.36794356,-0.11884406,-0.43085748,-1.3046533,-0.5580428,0.5231099,1.227305,-0.04400151,-1.7186255,1.7758944,0.004062932,-0.03834131,0.38928458
BFTC-905,-0.26064715,0.83276016,0.17961526,0.4167014,0.17498855,0.12820166,-0.49307203,-0.22461845,-0.16843334,-0.029763976,0.3785258,-0.56746286,0.63286185,0.7296876,0.49686062,0.49246937,0.3879697,-0.321583,0.22146598,-0.8736683,-0.81228006,-0.242223,0.23803782,0.14719996,-0.3779302,0.30988756
NCI-H1437,-0.16620599,0.37637657,-0.08588229,0.35229552,0.108679704,0.50704503,-1.2051605,0.40692383,-0.4386867,-0.39192417,0.43990305,-0.33987474,0.032354828,0.2229255,0.36791188,0.27810365,0.7141563,0.09525211,0.45790735,-0.98738486,-0.47575837,0.7819594,-0.17386341,0.18263614,0.19613968,0.2578601
RS-5,0.5199735,-3.0208154,-1.8010457,-0.9362737,2.2279267,-2.6088378,4.3639746,1.4648902,4.4978995,5.026695,3.1595216,-0.6091233,-2.2631888,0.13971303,-0.5331476,-1.646252,-5.400691,-1.5030626,1.7915576,4.877241,1.7163924,-5.1692176,5.2591915,0.8028631,-1.4508666,1.8521091
MM1.S,-0.04411578,0.18950295,-0.57314074,-0.85294396,0.7501666,1.875183,-1.4129783,0.50374997,-1.769494,-0.33706844,-0.3953368,1.1924189,1.3309016,-0.9712212,2.009738,1.3355154,0.45490932,0.8623514,-1.024728,-1.0891188,-0.61976016,0.22129293,-1.5397654,2.9908297,-1.3535683,0.40674517
BL-41,0.20469995,0.48485905,-0.37713465,-0.50774246,-0.461133,2.2913551,-1.5247339,-0.46113122,-2.8947961,-0.8659704,-1.8341118,1.5778357,1.4375775,-1.5013773,2.4585092,2.3958461,0.7876247,1.5308678,-1.4306269,-0.7744841,-1.1768937,1.4922068,-3.4316192,4.42411,-3.1168432,0.057351045
HLF-a,0.5152082,-2.7334242,-1.7375646,-0.6029272,1.8694617,-2.2372649,3.850565,1.0217571,4.1512194,4.4834595,2.6083643,-0.53852123,-1.7512201,0.03726268,-0.5500781,-1.4649096,-4.5766068,-1.2901403,1.5234947,4.4226503,1.5052633,-4.4529815,4.6275506,0.685719,-1.4373901,1.5578418
YH-13,0.78032947,-2.4252658,-1.1153407,-0.5930323,1.2067244,-1.8552397,3.4094846,0.7838994,3.3672326,3.44724,2.3075264,-0.58477145,-1.8855561,-0.21993834,-0.7266613,-1.1754164,-3.8890004,-0.92321056,1.4135807,3.643588,1.6145897,-3.5520408,3.576705,0.4907684,-1.2920356,0.90133256
HCC364,0.07878998,0.055863526,-0.51497835,0.17112568,0.34980816,-0.35957006,0.52310616,0.5422224,1.2432895,0.76917887,0.5777537,-0.533145,-0.5560742,0.3452181,0.064935714,-0.091329604,-0.63237065,-0.3619036,0.61871326,0.53209925,0.05878648,-1.0135877,1.01665,0.36790118,-0.49100617,0.42509398
JVM-3,0.110018924,0.36632782,-0.54100263,-0.55284536,1.021406,2.5010498,-1.164709,0.74008477,-2.1971502,0.005625789,-0.8432012,1.6474543,1.7453989,-1.2080412,2.4965231,2.2394226,0.51933706,1.2729102,-1.2885741,-0.7113594,-0.99430317,0.3188971,-2.3334982,3.6760569,-2.354133,0.96493465
SW620,-0.34917694,0.28219163,-0.06003639,0.56215614,-0.32649666,0.040225238,-1.4612577,-0.62132615,-1.0262812,-1.1719491,-0.3936298,0.047077276,0.075970106,-0.2602173,0.46338484,0.22822002,0.85366225,0.027013302,-0.3471618,-1.2399727,-0.11873777,1.4174385,-1.1040472,0.32586107,-0.021207634,-0.7690219
SNU-283,-1.5689732,1.3506222,0.17078614,0.7461288,0.79439795,0.8262011,-4.6153564,-0.15965973,-2.2230415,-2.4219916,-0.46255523,-0.030571047,-0.32989,0.759422,0.9210738,0.42097616,0.56998247,0.7209799,-0.49305657,-3.0175712,-1.7619042,2.11335,-0.4195141,-0.021855209,1.9175955,-0.84456235
Malme-3M,1.0520953,-2.3656983,-0.6663071,-0.914732,-0.10628124,-0.9012368,2.3368466,-0.31055987,0.8157049,1.521661,1.5977123,-1.6055632,-1.3624158,-0.97335136,-1.0768666,-0.3109773,-2.123458,-0.14662403,0.83918613,2.5716221,1.0764318,-1.3912942,0.7511033,0.30421168,-1.439618,-0.13516247
EHEB,0.121311024,0.2733587,-0.6687318,-0.2727464,0.9687015,2.352539,-1.032445,0.55291593,-2.0220506,-0.05240463,-0.6601903,1.6641626,1.5476263,-1.3179302,2.3809714,1.9899509,0.47931588,1.2177182,-1.4166306,-0.8078962,-1.0028895,0.523618,-2.4425035,3.5130424,-2.3203626,0.8380871
A-253,0.06595136,0.10436218,0.38182807,0.09062348,0.02849338,0.40064883,0.05385744,0.005947327,0.13159017,-0.08268236,0.33046374,-0.51746666,-0.009714518,0.59290296,0.064031914,0.096487835,0.036110148,-0.35210046,0.36832651,-0.27487984,-0.34148294,-0.6048081,0.115066424,0.21361169,-0.21393616,0.020862378
JHH-5,-0.8150342,0.73319423,0.2415367,1.3816866,0.10014895,1.338351,-1.5962046,0.45692736,-1.2012899,-0.92741406,-0.6230728,-0.63525176,-0.33642453,-0.3667126,0.38565424,0.6808326,0.39862663,0.13565738,-0.41287294,-0.8226705,-1.2145412,1.0656023,0.0010723919,0.8155203,0.7157936,-0.6823327
Mel Ho,0.9135873,-1.5852236,-0.34617117,-0.659207,-0.35920966,-0.42704278,1.5396068,-0.5745516,0.025211269,0.56432295,1.0420929,-1.2601453,-0.73336774,-1.1638436,-1.0204222,-0.16192675,-0.98422813,-0.020068735,0.5216495,1.7354056,0.5076066,-0.36930734,-0.1467604,0.023070462,-1.248108,-0.26985145
NCI-H1573,-0.35981566,0.49292177,0.089759305,0.3073487,-0.31737646,0.839419,-1.1346405,0.38206065,-0.47473487,-0.62738794,0.13973616,-0.55459255,-0.3213791,0.41708037,0.49626496,0.10618788,0.76613975,0.32210374,0.43215403,-1.4897656,-0.56639636,1.0070989,-0.32781863,0.13307314,0.10595273,-0.03269043
DMS 273,0.42751828,-0.2983089,1.8079407,0.09982094,-2.030351,0.12726557,-0.369692,-1.634661,-1.3967271,-2.009092,-0.06521055,-0.26914623,-0.846136,-1.1367381,-0.8159043,0.13284999,0.63220626,0.7089779,0.22263676,-0.89030045,0.21028551,1.2924104,-1.960304,-0.5067489,-1.6486568,-1.462675
NCI-H1650,0.055411343,0.24771693,-0.40638363,0.33042303,-0.23139727,0.24929655,0.839497,0.92131096,0.63879627,0.6352215,0.54195267,-0.9348467,-0.1937961,0.49602005,0.39922187,0.16744046,-0.10843981,-0.23665217,1.0463059,-0.11578994,0.023487963,-0.9139072,0.61462,0.25081524,-0.7470882,0.5036874
RERF-GC-1B,-0.041564953,0.1572302,0.5338892,0.26557624,-0.28336504,0.64728844,-0.5181384,0.04859705,-0.44547743,-0.52189255,-0.030567076,-0.13973083,-0.13095054,0.05633525,-0.037325587,-0.11740962,0.15035723,-0.17686465,0.26310325,-0.35623753,0.1282293,0.20114844,-0.33053488,-0.02949724,0.1671257,-0.4514155
SU-DHL-1,-0.23223679,0.07911748,-0.29328215,-0.39915714,0.30986255,0.8404857,-0.25045085,0.26889783,-1.1452032,-0.41962263,-0.34892762,0.6020021,1.2067239,-1.0779053,1.4899883,1.525884,0.16291401,0.7319744,-0.68087476,-0.55170673,-0.62364525,0.70209736,-1.5783601,1.7623523,-1.6233997,-0.005280137
CAL-85-1,-0.38927042,0.6504097,-0.37723264,0.3101847,-0.04862971,0.54396343,0.25682506,1.0479783,0.4770173,0.7982645,0.6151797,-1.2507906,0.0516632,1.0907632,0.46478832,0.4550747,-0.0065555605,0.003136591,1.1917841,-0.5213981,-0.616385,-0.81245595,0.84697163,0.10379261,-0.5755322,0.779176
NCI-H209,0.5697731,-0.45692438,4.1268706,0.63334745,-4.279135,0.873973,-2.4674425,-3.4515293,-3.2700803,-5.6733475,-0.7021988,-0.70286506,-0.90148664,-1.4462422,-1.9752785,0.5742384,2.5926688,2.1458604,1.0792806,-2.5815983,-0.13099845,4.4067388,-4.508634,-2.2362518,-2.0310254,-3.0506406
SK-N-BE(2),0.5183563,-0.43998647,2.566085,-0.3999297,-3.0429864,0.075389504,0.1135905,-1.9798973,-1.9430958,-2.7149944,-0.12893894,-0.52158195,-1.390816,-1.6516471,-0.84353304,0.43709093,1.2558621,1.4691473,0.34780163,-1.8002491,0.2470267,1.9233844,-3.6137302,0.4272835,-3.709259,-2.2732987
Calu-3,-0.118122265,0.8460917,-0.20711184,1.0958661,-0.19112015,0.43598586,-1.2614554,0.5113838,-0.14982572,-0.088638104,-0.047493976,-0.28647074,-0.04309837,0.76519537,0.50951684,0.5946843,0.75232714,-0.014485843,0.03596467,-1.260017,-0.44395036,0.098322645,-0.23603874,0.027909055,0.2944525,0.12678379
Hs 343.T,0.51228637,-2.9717588,-1.5871027,-0.81780267,1.9761971,-2.5390654,4.2446446,1.247625,4.4565806,4.8013024,2.9483414,-0.7657957,-2.3454723,-0.07618025,-0.62847745,-1.4503953,-5.042585,-1.3383473,1.5783701,4.697099,1.6416631,-4.8265967,4.8893147,0.7700826,-1.6182258,1.6310747
HCC1588,-1.6817416,1.6381539,-0.26983145,1.2136887,0.75045884,0.771032,-4.270616,0.038025636,-2.1618843,-1.9099053,-0.07327546,-0.2237179,0.05503818,0.98015326,1.1939377,0.39178842,0.5206013,0.4668268,-0.5753777,-2.814307,-1.8308997,1.790643,-0.119645834,-0.0060944,1.8080143,-0.525641
EFO-27,-0.045982137,0.14154007,-0.18521336,0.44604784,0.054326326,0.19736485,0.37847814,0.43886438,0.9625762,0.44788522,0.30191672,-0.74130416,-0.15782994,0.506037,-0.009926345,0.29565543,-0.28920156,-0.14625429,0.8808286,0.14360705,-0.20578675,-0.8431663,0.8234575,-0.036235843,-0.47876054,0.4496113
KG-1,-0.43473548,0.32424575,-1.6052537,0.16743939,2.09115,2.0657487,-0.767271,0.4639646,-2.1990142,-0.056330036,-1.0790716,2.0512843,3.1254272,-1.7976004,3.1028564,2.7201,0.54708254,0.45214468,-1.2300191,-1.2593502,-1.5714802,0.8789177,-2.399949,3.4989579,-2.2482855,1.2589158
SW480,-0.24485397,0.27952394,-0.4024151,0.48533022,-0.27463523,0.12924728,-0.39456087,0.17669071,-0.13891347,0.06954649,0.07054834,-0.3811376,0.12840521,0.09686887,0.53953314,0.24918258,0.1751323,-0.18023577,-0.023195334,-0.3821944,-0.10549459,0.1155449,-0.1681448,0.33473292,-0.09745325,0.07628403
Loucy,-0.50887054,0.26252598,-1.2796803,-0.035976354,1.4873441,1.5189712,-1.3894628,0.3537777,-2.1322832,-0.12941815,-1.0303156,1.7351409,2.3061028,-1.1923177,2.6568668,2.0961623,0.70392156,0.56537896,-1.5167778,-1.3915298,-1.3003753,1.0488847,-2.6565242,3.4581995,-1.9174484,0.5821982
COLO 849,1.1873761,-1.8404148,-0.7330954,-0.686129,-0.052223854,-0.72520566,2.055794,-0.4174155,0.9951005,1.2787514,1.3158454,-1.3243504,-1.5676752,-0.9325353,-0.9434234,-0.3969397,-1.6311276,-0.14653407,0.93237615,2.0396454,1.0149587,-1.0754967,0.4893578,0.29797253,-1.2384204,0.02927076
JM-1,-0.013496909,0.6274955,-0.33986422,-0.38252234,-0.15304588,2.4050705,-1.4437569,-0.27085847,-2.766475,-1.252543,-1.8513198,1.4337149,1.420028,-1.1032943,2.1490726,2.0574732,1.1786443,1.3718312,-1.362167,-1.1496378,-1.3997713,1.577054,-3.1207938,3.9028304,-2.8477275,-0.048434265
SNG-M,0.06601106,0.5906158,-0.06713299,0.43941075,-0.03686353,0.29480547,-0.45018467,0.32889026,-0.00014633685,0.060284305,0.24172376,-0.19611862,-0.009427121,0.22913235,0.1882709,-0.2876541,-0.042766448,-0.1659551,0.4371375,-0.61107236,-0.15751064,-0.20459616,0.10827835,0.17649737,0.42743346,0.09025521
Hs 944.T,0.78951585,-1.5759424,-1.0419843,-0.48141587,0.21879458,-0.655877,1.693591,-0.0890051,1.2088213,1.6464999,1.1776891,-0.9796774,-1.2514256,-0.6842543,-0.51212287,-0.25590274,-1.5605286,-0.118605494,0.6876429,2.058428,0.98295593,-1.3147644,0.6893071,0.5159918,-1.0542296,0.051742084
T98G,0.78994864,-1.7366147,-0.7339674,-0.27758867,0.549238,-1.1447024,2.178395,0.2757545,2.0555265,2.2103357,1.2346237,-0.57193255,-1.1699427,-0.48746043,-0.44083506,-0.7789721,-2.2371848,-0.526532,0.9607146,2.570526,1.0977694,-2.098724,1.8991175,0.41975918,-0.95890963,0.39686674
NCI-H292,-0.24716188,0.45022708,-0.13772507,0.20189852,0.09341111,0.5017015,0.266539,1.1307051,0.72589755,0.91231644,0.774362,-1.155096,0.118688025,1.219749,0.1539982,0.25079176,-0.40634608,-0.33115968,0.9922712,-0.2618511,-0.59467125,-1.2945355,1.2703475,0.32627323,-0.65099806,0.80984145
RD-ES,0.2142405,0.075364545,1.202838,0.06866883,-1.1251119,0.5831897,-0.5093477,-0.6966213,-1.2678783,-1.9388373,-0.5346388,0.18839063,-0.27927637,-0.9674841,-0.27239043,0.7743365,0.45808688,0.60287607,0.06814886,-0.6814143,-0.050232545,1.1308732,-1.6122248,-0.04375452,-1.308604,-0.81063783
NCI-H1838,-0.3665892,0.6026577,-0.13941136,0.25502035,-0.18588099,0.19768757,0.18050468,0.51542413,0.6584474,0.28239405,0.14994106,-0.7776859,-0.114126965,0.18763846,0.2607941,0.19889034,0.46126682,-0.058906548,0.7430408,-0.8525471,-0.52489847,-0.37974557,0.28347924,0.28351608,-0.5799328,0.66114026
CAMA-1,-0.46661174,0.24364336,0.6562264,-0.089890495,-0.27682874,0.44925407,-1.2718965,-0.28556427,-0.99988556,-1.3220177,-0.6151127,-5.9012324e-05,-0.30100155,-0.37062147,0.31493884,0.3254773,0.79032004,0.35280842,0.31342983,-1.106682,-0.037173465,1.4585611,-1.0889541,0.45581552,-0.058958974,-0.85013336
KYSE-150,0.14320755,0.40365422,0.18042624,0.14053664,-0.055800833,0.46529308,-0.48412764,0.27824125,-0.13889103,-0.0746538,0.32035938,-0.21153337,0.2303322,0.50094694,0.31895,0.05728675,0.05709031,-0.32506877,0.11257397,-0.5526515,-0.22094215,-0.3760296,0.050651908,0.5714657,0.13597518,-0.14945757
KMM-1,0.32114506,0.29469877,0.23389325,-0.55524766,0.037907586,1.3746881,-0.7937966,0.18777983,-1.2001783,-0.8238691,-0.19088472,0.49665117,0.6218128,-0.82748944,0.8567416,0.89340824,0.21762463,0.63800836,-0.69352317,-1.0428474,-0.26078093,0.71896946,-1.20593,1.3678191,-0.7662064,-0.10213148
