,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31
CAS-1,-0.30319166,-0.08325755,0.2652099,0.15853682,1.033717,-0.21495214,1.4309996,-1.7728548,0.30234137,1.0693518,0.8957351,-0.28186655,-0.06303531,0.6729731,-1.3043699,0.9364746,-0.16704679,0.55712634,-1.5139084,0.16627498,-0.21550135,-0.40007386,1.3746834,0.24235398,-2.1128285,-0.26626745,-0.5409591,1.0255332,-0.48805442,0.18061401,-0.3829223,-2.8794634
TIG-3 TD,0.95949274,0.7102067,0.59512997,-0.4062242,2.816407,0.06956988,3.228505,-4.748688,0.7004244,2.4629683,1.608629,-0.21766591,0.70067084,2.3435273,-2.7476587,2.8266098,0.6417101,0.39084053,-3.0071528,0.32915714,-0.62572205,-1.6892153,1.9479691,0.38302276,-4.903655,-0.9546744,-1.8233131,2.7827733,-0.42301697,0.7269288,-2.1528027,-6.6347413
OVMANA,0.5458471,-0.10161019,0.6539769,-0.5165458,0.41488594,0.52008235,0.39799923,-1.5360374,-0.26681817,-0.122995995,0.4977695,-0.5820419,1.1625382,0.5104747,0.07607785,1.1323702,0.07366675,-0.5536548,-0.22844008,-0.15639558,-0.2854113,0.0053903833,0.21712627,0.49254948,-0.94449085,-1.2042217,-0.8426364,0.5254656,-0.24602933,0.3654989,-0.9498381,-1.1059037
BFTC-905,0.010242181,-0.22178355,0.56057906,-0.6247726,0.021230675,1.1389413,0.16960774,-0.99949294,0.6862668,-1.8982371,0.61389893,-0.50802714,1.267704,-0.32022402,1.2384679,0.39380282,-0.44975185,0.2112095,0.29489326,0.87137884,0.17031802,0.7043808,-0.24724793,0.06720138,0.30501387,-0.37900665,-0.11324079,0.5660384,0.58712846,0.0764724,0.11583012,0.26097566
TE-10,0.26054937,-0.21359074,0.2867747,-0.4698708,0.053678088,1.0692978,0.23228014,-1.0650154,0.8658239,-1.2572482,0.5452312,-0.32405317,1.1695799,0.0030612622,0.66728467,0.46121633,-0.47737068,0.3496159,0.04119071,0.8021256,0.14710908,0.36897445,-0.034853466,0.030445442,-0.037445646,-0.31592816,-0.43685165,0.5673705,0.44188622,0.1930839,-0.25815645,-0.062301133
HuP-T4,0.10381356,-0.6963442,0.9705004,-0.21920036,0.026850916,1.1085906,-0.2599569,-0.37501696,0.1709756,-1.4982306,0.7577922,-0.55251443,1.2196373,-0.7047071,1.2161732,0.035199698,-0.9139807,-0.06998977,0.7080086,0.8997048,-0.012069972,1.2390523,-5.4106116e-05,0.8642947,0.43513146,-0.6503679,0.32897174,0.4632327,0.17587794,0.35387668,0.2765152,0.23333167
L-540,-0.873045,-0.17154059,0.53240323,2.748095,0.34335235,-0.8519863,-0.7147214,4.2480044,0.9077078,1.4442451,1.7957386,0.5313091,-0.4745129,-1.1811593,-2.1091042,-1.9764063,-0.39851856,-0.07896876,1.721411,0.2257174,0.43844077,-0.2439416,0.9293928,1.2918333,0.26452437,0.7042829,1.9146738,-0.9340739,-0.0732013,-0.41237116,1.1503464,0.64476675
SU-DHL-10,-1.2104462,-0.9386861,-0.40516123,3.2446136,0.26412848,-1.5992528,-0.9368729,6.624995,1.6786594,1.7732704,3.3848732,0.4789836,-0.03491802,-2.3860385,-3.5787632,-2.7590876,-0.80822206,1.045524,2.9408593,0.39381063,0.62163687,-0.2850135,3.1443887,2.375548,0.42731726,0.531752,3.289325,-0.6241448,-0.93435675,-0.18929839,2.0343022,-0.16423304
Mel Ho,-0.49518296,-0.00570368,-0.027901175,0.13548389,0.16265026,-0.010944273,0.22639254,0.27278608,-0.2577215,0.22184688,0.36977008,-0.23070443,0.084104046,-0.17815693,-0.7565321,-0.30695188,-0.21128215,-0.062478974,-0.22516938,-0.25998497,-0.2777809,0.34361964,0.4302689,0.34673613,-0.2688862,-0.50375104,-0.060268335,-0.26040792,-0.66494036,0.28874105,0.107527435,-0.07333958
KG-1-C,-0.2708145,-0.057630844,0.19909185,-0.02028691,1.1506087,-0.23373792,1.2934201,-1.9227465,0.43203,1.0162851,0.83228093,-0.13701522,-0.12774546,0.60153407,-1.1416705,0.8723273,-0.17003353,0.5214548,-1.5050118,0.17628202,-0.29441357,-0.17632133,1.0330194,0.37284952,-1.9933977,-0.24299036,-0.6378373,1.0791014,-0.37043515,0.49028096,-0.5395197,-2.6793985
TC-71,-0.87511384,0.01831993,0.013693567,0.44071305,0.06565324,-0.17849167,0.34028804,0.8282019,0.38031277,0.007178529,0.5639688,0.249794,0.069830604,0.050780613,-0.9994543,-0.41703445,0.0043567717,0.51932013,0.46625757,-0.48676535,-0.027773574,-0.47432452,0.48922166,-0.061646923,0.25472242,0.15839937,-0.027404506,-0.3819993,-0.45495704,-0.38140532,0.17268679,0.4179584
KE-97,-0.5037133,-0.8750027,-0.25122368,2.9812088,0.5497508,-0.94706327,-0.6326267,5.2150564,1.4364917,1.6804947,2.5388007,0.2798069,-0.17945515,-1.9497176,-2.6858003,-2.3848748,-0.9891318,0.6045533,2.6815712,0.58864605,0.30279,0.027259178,2.4370475,2.14951,0.05370007,0.3228463,2.6839404,-0.5750338,-0.31080422,-0.08499912,1.8468475,-0.0452652
KNS-42,-0.17712341,0.34215388,0.17716783,-0.07805295,0.45510966,0.08057267,0.79807806,-0.911474,-0.10234872,0.01702341,0.83459145,-0.092659496,0.4664901,0.5453458,-0.7357951,0.45817414,-0.15905379,0.32178876,-0.7003075,-0.21476606,-0.044643197,-0.065306194,0.5875975,-0.28314632,-1.066387,-0.43082026,-0.49676436,0.003211461,-0.73869306,-0.06233339,-0.21609727,-0.8471352
AMO1,-1.0562996,-0.4943912,0.23061907,2.8405225,0.015484773,-1.2147138,-0.8734402,4.972843,1.0788398,1.3931506,2.060155,0.10773346,-0.120955855,-1.5845605,-2.526715,-2.3388445,-0.891493,0.3799973,2.3307455,0.12805377,0.41838259,0.38077775,2.0040402,1.5257962,0.5789166,0.28481266,2.525993,-0.86510414,-0.4328262,-0.45667747,1.9006325,0.52454495
GaMG,-0.49703556,-0.16005984,0.22633731,0.23597027,0.4643957,-0.30346778,0.46365088,-0.64133584,0.45707673,0.48887244,0.405362,0.010371786,-0.42978466,0.07938091,-0.6751727,0.02413094,-0.24501894,0.32816547,-0.7183709,0.2581062,-0.085108966,0.12908772,0.6069881,0.3319671,-0.80158776,-0.060459446,-0.061906587,0.45329297,-0.1172432,0.20435703,-0.06627066,-0.88119984
Capan-1,-0.3197091,-1.1408745,1.1932368,-0.079226434,-0.0051403344,1.1100413,-0.49211976,-0.54146135,-0.13314494,-1.8036977,0.7180126,-0.58847237,1.2544898,-0.85761565,1.7152824,0.37565303,-1.0660563,-0.3706467,0.7439233,0.65993285,0.029480848,1.4821833,-0.42783177,0.8570664,0.41013935,-0.9435104,0.34757295,0.50390995,0.15683031,0.43674758,0.5792353,0.6216639
RS4;11,-1.4449306,-0.62796146,0.07777724,3.6566856,-0.6115058,-1.8513745,-1.4556777,6.09339,0.9386123,1.9269093,2.5574636,0.23404309,-0.20890428,-2.06897,-3.1817336,-2.9679747,-0.81056035,0.3322943,2.7794175,0.10627632,0.8055505,0.37295383,2.5642607,1.6948073,1.0353724,0.2612109,3.4895625,-1.2482972,-0.9157856,-0.19188327,1.909504,0.9972627
TE-6,-0.30329418,-0.03455595,0.14955468,-0.57717985,-0.2588651,0.8471607,-0.1261843,-0.77719164,0.5212826,-1.5246897,0.38004383,-0.45563704,0.75850546,-0.16569099,0.9486074,0.29976556,-0.19512345,0.45047125,0.27591452,0.0727026,0.33039272,0.39280725,-0.5174167,-0.58972013,0.3833098,-0.07780778,-0.5655419,0.3600505,0.22414275,-0.2807,-0.03801378,0.6568311
ES-2,-0.30688852,-0.12631074,0.07724048,0.2723283,-0.0060634986,-0.31297553,0.40517762,-0.07643797,0.17640202,0.68222094,0.17108712,0.09466221,-0.25332525,0.022829235,-0.70543104,-0.33560228,-0.12871033,0.27316895,-0.4655749,0.12193653,-0.10107976,0.080164015,0.6268678,0.4081265,-0.5060549,-0.08932561,-0.02510645,0.03025388,-0.22922687,0.06912453,-0.03176963,-0.6312904
SCC-4,0.41271242,0.21683165,0.1635332,-0.7319872,0.5881454,0.82356447,1.2401836,-2.0521224,1.0454068,-0.8774613,0.6886532,-0.344361,0.9997603,0.53919774,-0.0034113862,1.0667762,0.06515625,0.4576587,-0.6692802,0.8903614,-0.06560996,-0.37303284,0.55811715,0.076782376,-1.0030606,-0.41522896,-0.76727176,0.9067025,0.7605684,0.26433426,-0.718781,-1.6902978
NCI-H522,-0.4953987,0.27116477,-0.24957481,-0.2542835,0.030117668,0.021430686,0.5776404,-0.91407335,-0.080033526,-0.4100161,0.27444375,0.08968736,0.53620446,0.36299106,-0.40573695,0.1957341,0.13791814,0.27791104,-0.38365096,-0.32851246,0.04609928,-0.109034024,0.34719172,-0.64025444,-0.27341694,-0.42540234,-0.83395016,-0.059144408,-0.40789676,0.10171954,-0.42368096,-0.0016111583
59M,-0.11526777,0.04724209,0.05316545,0.119927466,0.7482432,-0.19627202,0.77233136,-1.3651685,0.40304184,0.89675105,0.57636034,-0.15528524,-0.23102747,0.59555197,-1.1576564,0.83233804,-0.02038014,0.47605148,-1.1604066,0.13742346,-0.28405464,-0.38448367,1.0521231,0.20063847,-1.5335275,-0.19583614,-0.42654872,0.8740987,-0.37867796,0.37637502,-0.57719123,-2.2165666
SNU-1214,0.18164395,0.11895377,-0.049948692,-1.0456545,0.23149025,1.0763545,0.91724133,-1.6953751,0.8934776,-1.5663574,0.66371685,-0.69783485,1.201142,0.17106956,0.67056304,0.93938375,0.05427049,0.8184594,-0.25328627,0.6867688,0.26343817,-0.19841668,0.26185435,-0.20250046,-0.26998124,-0.49830052,-0.7813662,0.9011251,0.93263197,0.15367281,-0.56777614,-0.6541713
HCC2108,-0.4418871,0.1711815,0.13257913,0.27360573,0.16327482,-0.30821013,0.46252835,-0.6334827,0.40704757,0.33367932,0.12918842,0.022733007,-0.43552023,-0.056545686,-0.5683398,-0.035576507,-0.13025443,0.29707116,-0.61167204,0.07229165,-0.025964525,0.017937586,0.42939523,0.18992272,-0.6024261,-0.08358853,-0.2920518,0.3191384,0.002210049,0.19885081,-0.18050277,-0.7137262
G-401,-0.38058427,0.20551616,-0.021481344,0.22676805,-0.022507176,-0.12688068,0.43568075,-0.23697142,-0.10962828,-0.046245173,0.35831517,-0.019434698,0.3482824,0.30649358,-0.7227051,-0.11699418,-0.00436569,0.29278284,-0.20863181,-0.33807316,0.08446197,-0.028641008,0.4672381,-0.26966104,-0.37459975,-0.33847994,-0.27168047,-0.08710711,-0.53532875,0.031982668,-0.20770799,-0.028401423
HCC33,-1.7849435,-0.4078198,0.5280178,-1.1719617,-0.79339117,1.0508937,-0.46307746,-0.63061374,-0.74242026,-2.6950376,0.991356,-1.2265354,1.7258285,0.6593752,0.685859,1.1883452,0.25121617,0.7358592,0.86985177,-1.5589896,-0.15804197,0.7158105,-0.48735377,-1.9833375,1.5175668,-0.987927,-1.0281177,-0.07793558,-1.5942597,-0.13951354,-0.33355677,2.1754813
