,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104
NCI-H1573,2.750413,3.7443824,-1.1798458,-3.146358,2.8412495,1.0729688,-1.1578674,-0.35644016,-1.9684974,-0.44688484,5.0879717,0.48216772,-4.4665375,-3.9217987,0.08937684,-3.3820424,-1.4350302,-4.6239,-1.5989907,-2.1884322,-0.75364685,2.4270515,0.21579516,1.0514088,5.367154,-2.4355326,-2.8676705,0.0454448,1.5286036,1.4658809,-0.8802536,0.8957227,-2.776042,-1.1269493,2.7341206,0.20568457,0.57278407,0.07600999,2.3670797,2.0600834,1.4612288,5.45944,0.20212656,-1.1708117,0.2601946,2.1824114,-5.0414677,-1.9022063,-3.1475174,-2.063385,1.638528,0.10891496,6.586542,0.9180844,1.3096248,-0.99834317,0.097895786,-3.9892344,-3.5051074,-2.1077113,-1.2567962,0.6132202,1.0569929,0.11165808,0.5097802,0.5162416,3.1009493,-1.5436472,3.0883026,-0.36696896,0.54527646,1.4252765,1.1262443,4.268673,-2.1748745,0.5524927,-1.2765138,2.1834266,0.15730324,0.45372042,-1.9079556,-1.4491053,-4.7207546,-2.6915808,-1.4305656,-1.602571,-1.7917153,-0.33952817,1.4064229,-1.662936,2.7888267,-1.0987102,1.0378757,-4.864607,-1.6453764,-1.9859098,-0.5768759,0.33889928,0.08239768,-0.5629004,0.6811687,-1.1893153,-3.033629,-0.28331253,3.590299
ABC-1,1.8848627,-0.9597441,-2.8967628,0.23758909,0.29862437,3.7886214,-1.2015446,1.9088491,1.0471457,3.6018252,1.6349694,4.984418,-2.9849572,1.9290073,1.2178881,2.3135183,1.5858006,0.5393305,3.8364925,0.04398958,3.9281626,1.2333194,-3.2055202,0.27959052,-4.21456,0.1848413,-2.532228,0.6551928,2.9599457,-0.061450586,0.6690392,1.964859,-1.341382,0.5851889,-0.16866538,-0.9369518,-1.8345199,-5.2351255,2.756699,2.1579397,5.0578127,1.3702,-2.2197368,-0.93298453,-1.8424691,-1.6838907,-1.3812908,3.272528,-1.1712728,5.0716386,-0.17086272,0.95597875,4.1451783,0.5076655,-0.81737953,0.49771348,0.028098702,-3.936585,0.68984747,0.6836244,0.589757,1.6442195,-0.48354405,0.8477768,0.35695302,-1.9599497,0.2070804,0.10018356,-0.94167924,2.06217,-3.3922336,-0.84133506,0.0790471,2.400215,-2.790524,-2.7811348,0.4640671,-2.5043788,0.7064763,0.037865244,-1.5377755,3.917876,3.986145,-0.16047342,-0.4578893,2.4211168,2.43745,-4.1961017,-1.0428544,-1.197854,-1.6175551,-0.24319045,-1.9987566,-0.524576,3.0345945,-0.9190089,-2.2292166,-2.4626892,-0.5981448,-1.2620715,-1.550079,3.2123156,-2.0262616,-7.028427,1.9394541
NCI-H510A,2.5629709,-1.2987827,1.5677459,0.8914084,2.4470997,1.2936568,0.1581122,0.80764914,0.45341736,0.0033567064,-0.99876267,2.355702,-1.7147615,-1.4921179,-0.11767589,0.36432144,-0.3130498,0.35212657,0.8675878,1.9845566,-1.6154784,0.41912752,-2.4039946,-1.9549856,-1.3539932,-1.7573297,1.3428074,-1.4220994,-1.6466441,0.9522304,-4.2050576,-1.8295771,1.5149444,-1.4802026,-0.5240582,-0.38674855,0.13929233,-0.3047325,1.6711922,-0.4951076,0.9088088,0.041162997,-2.9435205,1.708436,1.9300495,0.6022215,1.0746189,-0.42935526,-0.013646707,-0.0096338205,1.4824218,-1.2812909,0.7856727,1.6388968,-0.50537074,2.5177512,0.3755816,-1.8265803,0.9861045,-0.27234632,0.53890914,1.8284452,-1.7257957,-2.8558004,1.0323358,-1.7941395,1.5120678,0.04094501,2.4008794,2.4711046,2.7412438,-3.9078293,2.752927,-1.3780681,0.89414966,0.6971589,-0.10411978,-0.6126425,0.8582078,-1.1102968,-0.07614818,-0.5757476,-1.0190037,0.47727042,-3.1903157,-2.3702796,-0.20177187,-0.69695485,-1.3835578,-1.3923869,-0.6884507,-2.746437,0.5052792,-2.8236172,-1.02774,-0.30893573,0.96569186,-1.416295,1.8483522,-1.7726732,0.031958178,1.2534766,-3.1478848,-1.6932052,3.8719447
JHH-5,0.88583374,3.6870275,-5.859605,0.107969224,-5.166466,-1.6486845,-1.0799327,3.5468717,-4.568134,2.0178168,3.5617604,5.941958,-4.1970296,2.238136,-5.901761,-1.6771653,-1.5792228,-7.610862,0.23624857,-0.8968891,-5.271454,0.067489356,0.9419444,1.1741848,2.5414908,-4.2807517,-5.0286517,-0.30400836,-0.7515858,1.0438366,2.724671,-4.130907,-6.2269325,-0.060115896,-8.166034,5.256984,-2.7708955,6.2864065,-2.4219906,0.52214,2.291608,3.0473943,-0.9735269,2.877374,-2.1549911,2.7570105,1.927136,-0.27344936,-1.5115906,2.9876635,4.091411,-2.5727766,-3.28953,-1.7420689,-0.6885381,-0.7263214,-2.2643695,-3.5475705,0.4785049,1.8636613,-0.013147265,-2.8745477,-0.07272294,5.377526,-2.6955109,1.5005425,-2.0029821,2.435453,-0.7749827,2.1069653,-0.22190867,-1.0065519,2.0708766,4.4352937,-2.517789,-0.6824231,1.5398233,-3.850729,0.99037576,-2.5129359,0.14253825,-2.3034003,-1.6785055,-4.019032,-5.9280543,-2.6565633,2.6483345,3.5730162,0.22178291,5.3381844,-7.095772,-3.7269788,2.4575405,-8.226743,2.359168,1.9436773,-0.51742023,-3.6116977,-3.9222689,-5.5097666,-6.1222973,0.7932111,-1.3927056,-4.5056734,2.3403125
SK-MES-1,4.0245495,-1.0516981,-2.704227,1.4591272,-1.0668124,-1.2155162,1.9836966,-1.2593161,1.7682713,4.4198313,2.9970274,0.80114734,-3.4769394,-3.0070846,3.631432,-1.2847129,-0.038785078,-0.84476745,2.6993213,1.2338606,-4.804368,0.44970417,-4.1250725,-2.7815895,1.8097041,-4.8494167,-0.9913594,2.972224,1.6606914,5.0760374,3.616897,-1.047085,-3.2205002,1.3899999,1.085789,5.0870776,-4.976981,1.563448,-1.817352,-0.9025446,5.626383,1.6282907,2.1311355,3.4192555,-2.873736,2.9249263,0.57839924,-1.9279875,-5.6957874,0.028450623,0.8944799,-0.72149014,-1.2841012,2.489886,-2.701395,-0.8671637,-0.70401514,-6.998797,-4.327177,3.242031,-0.38668668,-1.5398518,3.1962597,-0.34490117,-1.0361178,3.597608,1.9621675,1.1144059,1.2184781,5.4012785,0.30332613,0.54583716,4.156356,6.044983,-0.9375558,1.1008102,1.9777786,-4.90436,-2.2853003,-1.1204444,0.3478966,-3.0643365,-5.920495,-2.812195,-1.6231937,-3.1951535,2.0027018,1.091368,2.5146976,1.3594456,0.70863664,-1.3877189,2.6049495,-7.7231917,2.4757137,-1.8150532,-2.667402,-6.28554,-0.4083373,-1.7021948,-2.2727919,-5.0297513,-1.8133917,-1.037381,7.512431
LUDLU-1,3.0316126,4.1048408,-1.7835596,-1.0204449,-0.49319738,-0.9084347,1.0027524,-0.035915792,-2.5828688,-0.7212496,2.0862136,2.6607747,-2.6725023,-0.9171097,-0.10914866,-2.078974,1.5846707,-3.3841991,0.5705987,-0.8598044,-3.5209258,0.8641969,-1.2779362,-0.7142112,3.111877,-3.7276134,-1.646656,2.4336803,2.2518618,4.168807,3.0159426,-0.11209062,-5.3814044,-0.7654458,-3.053676,1.4584028,-1.935456,2.5601506,-0.78313273,3.0215116,2.9521773,3.3915765,-0.4675272,-0.4121866,-0.6374417,2.4089437,0.53881115,-0.8897429,0.302858,1.9836614,-0.7613324,1.04671,1.6672974,0.45583743,-0.75099003,-0.76714766,1.1520886,-4.024584,-3.9028597,0.4558607,-2.4664288,-0.079162925,2.356378,2.4267719,1.3150955,0.8193441,1.6689119,-1.3892356,1.6984091,5.4686136,-1.3568656,-0.040462352,-1.9020189,4.135898,-1.9793539,0.538939,1.2906451,-0.94179404,0.81448245,1.7298598,-0.53850514,-1.0023153,-0.2760931,-3.5599802,-1.1595128,-1.7078717,-0.78813934,1.468295,-0.11937176,2.153025,-1.7396194,-0.28754586,0.7645407,-7.614941,-0.88660026,-0.6416413,-0.6738799,-1.5105922,-3.665763,-3.1543293,-2.4806073,-1.0451179,0.6001282,-4.138237,4.2869797
NCI-H292,2.885729,1.6210264,-0.6098949,1.3181229,2.6368427,4.6741724,1.8972524,-1.2571496,3.660431,1.0310115,0.051932737,0.99108166,-2.1898258,-3.2788053,2.8945115,0.76716924,1.3998158,0.7559879,-0.15652336,0.4442646,0.23259954,0.7824598,2.551925,-1.1060585,1.6105016,-0.37301058,-1.7259872,1.5152867,2.8650603,3.4796925,2.2308786,-0.17793483,0.17818598,-0.7632867,3.5484247,1.437396,-3.052727,-2.2247765,-0.5335126,1.6551318,2.4371321,2.1642427,-1.0897759,0.20742428,0.6756705,-0.18202236,-0.74255,-0.39043543,-4.7056327,-1.5181053,0.022191107,5.4203243,0.8932525,2.0070553,0.062405515,-0.46637774,-1.0120032,-5.1174984,-1.5099524,0.9297505,-0.7640213,-0.0264332,2.0685034,-2.013265,-1.163629,2.0644886,0.7099602,-1.8821596,3.044944,-1.158982,1.1367569,-0.28315797,-0.65794414,2.2448318,-0.07694309,0.049875613,1.2585591,-0.26062143,-1.3931303,-0.7664734,0.6832834,1.8892996,-0.8614165,2.553186,-1.8725684,-1.5898104,0.88270724,-5.0691175,-0.15479133,-0.6118304,3.6821203,1.1744754,-0.6529753,-2.587578,-0.20495434,0.75597686,-2.3144011,-3.5252385,0.4352187,-2.67293,1.3488821,-1.6041317,-0.7613511,-2.125576,2.2600439
EB2,1.0004655,0.18677902,1.2838377,-0.8984806,-0.44548592,-4.15646,-1.0682614,0.2804445,-3.7189724,-1.2410096,-0.6867454,1.0943925,-1.3141001,1.0083404,-2.833872,0.4931668,-2.8419235,-0.67572546,2.7629724,-0.29004514,-2.1148016,2.1541607,-1.0806878,1.5915519,1.9612668,0.21565592,1.7127839,1.0963748,0.39648557,0.61223924,0.091251336,1.0215845,-3.9435613,3.3993132,-2.7277498,-0.3391568,-0.68128914,1.0624192,3.8209748,0.78653395,-2.8637726,1.4346592,0.92873216,-1.6172913,-1.3680491,-1.3661127,-1.0228729,1.318713,-1.5084795,-0.86793137,-1.8377321,-2.9073286,0.46490946,-1.8126683,0.82805765,-3.9302719,0.4571758,2.5001662,-1.5446512,0.70701855,-0.12108672,2.053245,2.0438485,2.395816,2.0297418,-1.7528319,0.10899632,1.1929846,-0.8708366,-0.14609595,-1.0930222,-2.019226,-1.0575304,-1.4028575,-1.8449599,0.35345858,2.1221738,3.4973707,1.2593287,-1.1238463,1.57611,0.18798858,-1.7721268,-1.0833133,-1.1029583,-2.4440162,2.5371983,3.4057674,-1.6927285,0.48180705,-3.261862,-2.8934772,-1.9013956,-0.19920778,1.4973603,-0.022604838,-1.3730519,0.53818953,0.27913734,3.0361962,-3.3223214,0.5992359,1.8187582,2.3737123,-0.48230574
KYSE-520,0.9795704,0.20635888,-0.3135047,2.0021768,-1.5134041,1.0897106,-1.2989093,-0.7990281,2.8003871,3.4956028,1.9236125,0.5253761,-4.2487764,-1.7730184,-0.31140786,-1.7289133,1.2978853,-0.34905115,-1.3849121,2.002121,-0.5795035,0.6051544,-1.0698907,-0.1494496,-1.3045694,-2.0815632,0.57370585,1.3178084,1.5491694,3.2930577,2.6044488,-0.6726616,-0.88191074,1.3348694,2.0429406,2.5641036,-1.3136959,0.35380566,1.3264627,-0.4626075,3.6807528,-0.0026744427,0.092127435,-0.29697913,-1.3305573,-0.57806534,0.5088083,0.9943567,-0.24736416,-0.21730034,0.04807939,0.25147355,0.07402457,0.8969091,-0.9695891,0.7894126,1.2661141,-1.7744473,-1.8100799,-0.02945663,-2.596274,-0.56500125,2.8485203,-2.1087937,0.87817776,1.1128591,-0.012854904,1.6396976,1.1842068,1.2597287,-2.412708,-0.159435,-0.99531186,3.2484915,-0.29424468,-0.08547958,0.47204572,-3.985491,-3.122691,-0.24023163,-0.51514554,1.0026289,0.9162393,0.7579155,-2.606241,1.8940073,-0.43385136,-3.8320072,0.50198185,0.35588562,-0.015369939,-0.19268063,0.087137446,-3.4698513,0.5262569,-0.7019544,-0.6170741,-1.6415123,-0.22665955,-4.3654394,-0.50208664,-1.1481076,-0.7433788,-2.0152311,1.8190112
SNU-C4,2.8398156,-2.314824,-2.4455893,1.2218503,-1.7535634,3.890535,1.6187669,1.9752188,2.9795916,-0.56660795,-2.8174775,-1.8014679,-1.4355607,-0.07114415,0.09714401,-0.9808153,0.91242534,-1.6448375,-1.3116752,-0.9192983,1.0374806,-1.9994018,-0.48253703,1.3487139,1.4901335,-1.3592933,1.1013817,-0.8412381,-1.4661126,2.8140233,1.2386506,0.55559504,2.032286,-1.8164413,3.2442923,0.3248461,-1.8677318,-3.8932297,-3.5354412,0.23030107,2.237588,-2.93356,-0.06511575,2.7184975,0.47340754,0.36307162,1.365659,-3.7436144,0.632884,-0.6320015,0.577681,1.8240402,2.570895,3.506168,0.21635616,0.8974609,0.3950988,-4.874587,1.4087834,-1.6646938,0.33359712,0.60937,-1.7319188,0.60201395,0.7884611,-1.2350965,-0.5603575,-0.22155029,0.7474773,0.18765734,-0.1786014,-4.138616,-1.7521511,-1.2880037,-0.8224126,-1.1506724,0.6737654,-1.0716217,-0.611616,-2.1301017,-2.2552135,1.5417182,-0.13967496,-0.959845,-0.5392147,-1.2992533,-0.6237717,-2.2288442,-1.3515202,-0.79444635,-0.031483866,-0.21147004,-1.3842723,-2.0509546,-1.2731596,-0.83884215,0.3111838,0.4429752,-0.19087282,-3.1254025,-0.36040908,0.23782907,-4.259607,-3.671227,2.7517304
COR-L23,-2.2244263,-0.007424377,-0.93301547,-1.7231165,2.7363732,1.1725961,0.54638666,-1.5490938,2.4001324,1.5797982,-1.6830307,-0.47758758,1.7521318,-1.5606005,-0.15901487,2.1518219,1.5578218,-1.014808,-3.314666,0.7122043,0.09368384,1.063163,1.0545701,-3.0429482,2.426729,1.0248135,2.6175416,0.81264657,-0.9462688,-0.5732324,1.162964,-0.5869779,-0.2312569,-2.187989,-0.72061974,-2.175398,0.15101147,-0.6683718,0.34766322,-0.6573763,-4.147755,1.0935515,0.9821411,-0.20826799,-1.4158981,-2.2878647,-0.8549456,0.39362478,-2.2509694,0.8250185,0.46711138,-1.906214,-1.7967618,-0.7158441,2.1000397,0.41716382,-1.4799297,-0.8234608,1.7168454,-0.4138964,0.43697524,1.8097668,-1.0184478,-0.59270704,0.3637355,-1.9647114,0.032874394,-3.4288847,-1.2663056,-0.8512902,1.1852732,1.6058238,-2.4429529,-1.4042151,0.30253714,-0.5510932,-1.1510167,2.3788269,0.7591483,-0.16924638,-2.7795513,1.4618776,-0.84735906,0.29098198,-0.611675,0.81979376,-3.9852483,-0.20401797,-1.1018049,0.5719532,-1.2868084,-0.44821143,-0.7476023,2.4867108,0.40079007,0.13038489,1.4550978,-0.62537205,2.1487575,1.5267036,3.0468826,1.3593624,2.4659982,1.7665355,-0.9099878
ECC12,1.4516447,-0.2181984,2.2439747,-1.5939205,0.42235845,1.1357628,-0.6305205,-0.05110079,-2.1256034,-2.3379364,2.7785265,4.6457653,1.0307878,-1.7421379,0.048407882,1.2079753,-0.21944752,-2.617786,-4.652629,-0.40256554,-1.7092897,0.85785156,-2.6454337,-0.22137949,-0.12419175,0.810972,-4.2537427,-2.7499828,-1.8770787,-2.9816463,-1.7011727,-0.5481301,0.38970935,0.067715466,-1.7229962,0.8842435,2.4258602,0.8552724,1.6247231,-1.7940668,-5.970317,1.8661933,0.8709183,3.5465643,2.9334977,-0.18429169,-2.285225,0.10896741,2.8303306,0.0684907,1.9878075,-4.5698223,0.15498279,-0.63560355,1.9448254,2.837166,0.2574133,5.000874,1.4605142,-0.57387125,3.52193,0.2025795,-3.208128,-0.13772327,-2.146652,1.3386366,1.7126575,-0.31684378,-1.0186996,-0.5539502,2.9959712,-3.3536243,4.572416,-4.6016,3.4907045,1.4028373,-0.39986283,0.508375,3.4930322,-0.26296294,3.2202694,-6.4910088,-3.9259245,0.964267,1.3029008,-1.899276,-0.27371296,0.076510675,-2.0729783,0.7061001,4.721402,-0.13887346,2.977397,4.2478304,-0.06736844,-1.3962806,4.0342493,1.4834466,1.5150126,1.6880779,1.3301003,-1.9459004,-1.4309471,4.3471365,4.1177793
SW1710,0.7448965,-0.3584347,-1.061413,-2.234799,0.19734912,1.8696843,0.55471903,-1.7814566,0.8601966,0.101509035,0.7022852,0.12227127,-0.34625554,0.9602925,2.2189617,0.72846717,-2.3162968,-0.24731216,-0.09746838,-1.173779,0.10473426,-0.078173056,-0.21051401,2.7135258,-1.5580134,2.8704352,-0.23242424,-1.3423973,0.06390834,0.10362905,3.034788,0.37650543,2.5058506,1.2422619,3.3714006,3.1932037,-1.657573,0.9431507,0.50116074,-1.2725364,3.4077497,-1.2665834,0.47798145,1.9154464,0.029940307,-1.2161137,-0.1983524,0.19071698,-1.4361856,-1.5423002,-2.2600737,0.84243774,-0.63282,3.1852677,-1.2259197,0.82448924,-1.5470965,-2.1945164,-0.87503004,-0.67741054,0.27506858,-0.29046997,1.2581692,-3.7431293,-3.20216,1.7219204,-0.7357727,1.7375473,0.77223647,0.5211383,-2.5366771,-1.1468047,0.7362345,-0.122485995,0.8923495,1.323484,1.0351593,-1.2196572,0.69245243,-4.373926,-0.642404,-0.8447484,0.82017416,-1.7508335,-0.30861208,1.336797,0.64684886,-1.7577856,1.9579668,-0.22804403,2.6480234,1.490198,1.7008193,0.25497454,1.1105099,-0.5639889,-1.0592248,-1.8142344,0.9690456,-0.5609688,-0.86363125,-2.9268932,-2.770112,-0.6906351,-0.43925616
A-704,3.4532244,-0.26916215,-0.8321674,-0.44384414,-3.5225937,1.8868165,-2.6032753,-0.7214166,-1.4400634,-0.9986397,0.34161735,0.37792042,-3.702814,1.0126504,0.9922006,0.6980216,-4.1100307,-0.36922997,2.5668993,-3.6124856,-1.0290406,-0.75633967,-0.5758935,3.7097557,-0.57255757,0.26203707,-0.6466284,-4.1954327,-1.4220814,0.98696125,4.3612156,-0.24473017,1.3908863,2.2788806,0.8792766,1.9042614,-1.9582921,-0.29733822,1.7445178,-0.64754456,1.6134447,-1.991457,0.693006,1.6909376,1.5791186,-0.48351467,-2.2734392,-0.9261701,-0.92173356,-2.0577495,-0.17709355,-0.4696181,3.06177,1.8157419,0.12913835,-0.90189284,-0.1986586,-0.77018374,-2.5855005,-1.8427308,-0.27058297,-0.14288884,0.8580657,-1.3993227,-2.7515235,-0.23476183,0.32186395,1.1138847,0.023803908,-0.4180767,0.1744188,0.019211868,0.9927744,1.3225355,-0.624697,0.5391127,-0.4404789,-3.0223525,0.29180026,-2.9885283,-2.4838192,-1.7098898,2.244938,-1.7056392,-0.15776701,1.5866838,2.9434283,-2.347939,2.4174201,-2.587828,0.36792064,2.5683713,2.1882274,0.27188733,1.4759048,-1.986165,-1.8100064,0.016606122,1.7645453,1.2865189,-0.99208677,-2.0006256,-1.7380538,-0.8921883,-0.68224853
VMRC-LCP,1.655375,1.0170778,-0.0155867,-0.46817106,0.8976952,3.8329694,1.2176503,-1.0216291,0.54006654,0.7495149,-0.3553147,-0.81437635,-3.7187674,-1.4454877,1.4497392,-1.8552777,2.779766,-2.183574,-0.36651552,-2.1062887,-1.6073365,1.0451665,-1.2064106,0.8892492,1.9843192,-1.1675357,-0.49166724,0.2916183,-0.5524452,4.353498,4.139324,2.2395263,0.5885404,0.1323311,2.4366643,2.2039156,-2.3214357,-1.4843016,-0.28933668,1.1996443,3.1417694,2.971761,-1.426724,-0.5814429,0.23370552,-0.6203718,-0.4948962,-1.9085251,1.332176,-1.9480742,-0.59371823,0.6999014,1.7027998,1.9640411,-0.13339543,2.9966674,0.7377204,-5.885269,-0.5403657,-0.89504117,-0.027916044,0.14060642,2.4159555,-2.3330452,1.8814745,-0.22877152,-1.6571798,-1.695287,4.4218173,1.6606057,-2.0465777,-1.9911492,-1.9585997,0.19364856,-3.8230875,0.28713083,2.8401017,-0.083310336,-1.8519897,0.19821331,-2.2688165,2.287669,1.0892235,-2.9059453,-1.8689117,-1.3217909,0.93827,-3.8999515,-1.1639601,0.38077444,0.4502701,0.42679632,-0.19206361,-4.454034,1.9428374,-2.3491416,-2.3704078,-1.8837255,-1.6385503,-3.968946,-0.7025691,0.51696056,-1.848401,-2.8203762,1.9994758
Hs 944.T,0.065460496,2.6625123,2.1427484,-0.554658,1.925597,-2.2822967,1.9453568,1.3565099,2.947166,-0.8300159,-0.86626047,-1.1190718,-0.38417473,1.630816,1.6398599,0.8517107,-2.4175234,0.10927652,1.9389304,-0.5116614,2.0250828,0.9478063,2.0991683,-1.0488987,0.64496744,-0.46344605,0.61549366,2.4962082,1.9922138,-1.3699424,0.22273718,-0.15655673,0.62041193,-0.28355557,-0.2493022,-3.1861525,0.111829,0.6147444,2.0378866,-1.2421565,2.1653798,0.592478,-1.1497142,-0.6635339,1.105984,1.0848566,1.6508113,0.16509128,-1.4938397,-2.016139,-1.5114918,0.5849807,-1.7297753,1.8013736,-1.2489475,-2.7166774,1.252547,2.744005,0.0023513064,1.868455,-2.3171856,0.9209426,1.5212283,1.7611746,2.1548574,-1.705022,-0.5505768,-0.9680903,0.100610696,-2.4387758,1.543179,0.2894082,2.3262188,0.112327784,-1.0021288,1.4914299,-1.8187562,0.924048,-2.449044,-1.1396121,2.1990962,-0.5701099,-0.47260085,0.1704483,-2.3767385,0.54300845,2.4584816,-0.19094741,-0.3947717,0.2767138,0.992296,-3.5823855,-2.0037265,0.76244515,2.4726999,-1.421485,0.7172311,-0.5955147,1.1632854,0.9014664,-0.69285053,-0.051514126,-1.8589417,1.0190289,-0.5186341
Lu-99A,0.049735367,0.3608143,2.3986325,1.2675446,-1.2468014,0.9354582,-0.74983186,0.9402838,1.4934562,0.69875073,1.0016117,-1.3413401,-1.7579868,0.15454029,-2.405105,2.0630105,-2.3192713,0.6104413,1.557784,-0.047387414,0.1096189,-0.4095299,1.2070127,0.050941154,-3.6358273,0.99159443,-3.275942,-0.064794965,-0.8795908,0.46013528,0.18101346,0.0018305061,1.6597813,-4.698352,0.60138226,0.7160418,1.0741899,-0.12894012,3.222096,-1.2138829,1.7165214,-0.4682611,0.20524818,0.7268771,3.9386919,-2.8249452,-0.3575659,0.5528186,-1.6008426,0.33528823,0.25080985,-2.4091368,1.613954,-1.1793238,-1.9029001,0.50351125,0.9264216,0.79930913,1.9778208,-0.44259134,-1.6671451,0.30338645,-1.3805519,1.0970714,2.4303355,-3.289512,0.49270242,2.5412838,-0.016151182,-0.39143133,1.8072834,-0.5204797,0.7324325,-0.92527074,1.4860281,-0.7370485,-0.58613896,0.26517898,-3.462839,0.8151697,-0.36364925,2.0949206,0.74452573,-0.1370784,-0.7945301,1.4214333,-1.4563849,-2.0016081,0.978703,-2.0695887,1.8895358,-4.98193,-0.3332706,2.3090231,0.35287583,-1.0401882,1.7935127,-0.8082189,3.4404192,1.733544,1.9578532,3.0976107,-1.050629,2.0642912,-1.0434809
Daoy,0.016434014,-0.21386757,1.3693266,-1.0230583,0.06971684,-2.9841673,1.7217864,-1.0606604,0.48363435,-8.375003,-2.7947721,3.2423348,4.3628535,2.9130955,-1.1426405,-3.4982796,0.9251788,2.6019964,4.28156,-0.3910579,-5.205818,0.5032608,-3.0951657,-0.6174822,-2.6117518,-0.652616,-3.9732342,2.9854364,2.022348,-1.3221126,-6.224523,2.5311959,-0.8893906,-0.28417313,-4.7488256,0.5577233,5.546989,4.073785,-0.84846926,0.49727196,0.9621587,1.8309298,5.106272,0.84337646,-2.2164197,-1.2292644,1.2762996,-3.8624847,2.1637774,4.853201,-0.8363584,3.2837334,-0.22887596,2.2960622,0.49059993,-2.9516463,5.974998,1.9051179,-8.355175,1.5337299,-1.1749282,-1.4939795,-0.1934601,6.007463,1.3908275,3.3544831,2.0410821,1.036047,-3.3315341,0.93159497,1.3592513,-1.4415181,1.1353185,-3.43584,0.94093883,-0.08604879,0.36864808,0.9094406,1.205312,2.5736744,2.0181773,-0.5049558,-0.19686583,-2.9977584,5.856955,0.6062499,-1.5213594,3.4746385,1.1219817,3.6786456,0.33199367,-2.4902964,3.6020763,-0.03910458,-0.6841324,0.05890937,3.0416913,-2.9295735,-2.9561381,1.122379,-4.4798236,0.0026184767,3.3748364,2.9231734,0.6335677
MHH-NB-11,0.43987203,0.46838635,2.9494975,-1.6637977,1.6094383,-1.1219696,-2.8048644,0.9040744,-2.3738353,0.0015107952,-3.1172807,-0.46651453,1.8637859,1.0306371,-1.4119127,1.9565482,2.5615704,1.3049257,-4.437252,1.3975742,-0.5325433,-1.0676135,-2.3241382,-1.9342482,-1.2041585,-0.715132,2.811733,-0.30753517,-3.0002534,-3.2584772,-1.9483731,1.212445,-0.3297301,0.76340026,-3.1340241,-0.74324185,2.2855916,1.7642188,2.0835497,-2.5309334,-7.15465,3.3851786,0.21166185,-0.24132964,-0.41778544,-0.23865987,-0.4332034,4.0677776,4.2050943,-0.5451312,-1.2584887,-1.7442433,-2.8533568,0.023802564,1.7433903,1.5906632,1.1262244,5.9487658,0.68591607,-0.9348541,-0.3726213,0.17373663,-1.2520883,-1.6721386,0.4325723,-1.0678363,-0.6342279,-0.011240803,-1.0790397,0.47301275,-1.6046972,-0.49489376,-0.34738314,-3.0195644,0.6232442,0.6181776,-1.639492,0.5822103,3.008982,-1.4344279,-0.2646134,-1.0830231,0.9607337,1.5346937,-0.32830232,-0.06239024,-1.5757629,3.4343202,-0.04630053,1.8428388,-2.4202652,1.4362046,2.2542377,0.2937622,-0.5524651,0.6174381,4.5861516,1.4683161,1.3856807,3.401851,1.8193569,0.9553262,2.6472864,3.3914826,1.8940066
NCI-H1930,2.5068398,-2.1795053,2.652035,0.7806444,-0.8205619,1.4365156,-0.24533094,0.10021983,-0.7072784,-0.084123395,-1.5029706,0.9068406,-1.0825157,1.0691266,-0.19314957,2.2615728,-0.3075937,0.6251137,1.2819984,-0.33014315,-0.25315878,0.22577272,-0.83394885,-0.7980676,-1.0440629,0.29077342,1.6086302,-0.8320807,-2.1686382,-1.0390452,-1.0630642,-1.644429,2.3898685,0.27487645,0.25452578,-0.947541,0.98799354,-1.3271091,0.60777014,0.18281913,-1.134291,-0.1102621,-0.6345093,0.8224623,0.8795369,-0.47017172,1.0969881,0.77891296,1.397732,-0.40280324,-1.0521928,-0.18751594,2.3177602,-0.12034447,-0.0025699139,3.9031494,-0.02427534,0.8188299,-0.2891842,-0.8599393,1.6344302,-1.3444197,-1.3126968,-1.6367497,-0.16848066,-0.08935798,0.2970382,-2.0339699,-0.59380215,0.54021394,-0.13354108,-0.8231441,-1.1065114,-2.3782427,1.9333941,-0.0502021,-1.5266198,-0.44170502,0.73477936,-2.0379226,-0.11267914,-2.9319103,0.103788495,1.9369528,0.35145497,0.25906307,-0.085628875,-0.8961813,-2.2827184,-2.6237752,0.10737625,2.9421203,0.18963444,-0.31819904,0.022229701,-0.80649954,1.950083,0.462173,1.731379,-2.9619818,2.195285,1.024428,0.059557423,-1.0114675,0.31409267
