,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104
PrEC LH,-2.2413456,-3.9567306,0.56548655,-4.791528,1.9332844,8.228541,5.9017253,1.3952657,5.6688123,4.3852544,3.3695247,3.2063859,-1.237061,5.625933,-0.59768796,-2.066568,0.46879324,4.3681617,-5.0104337,2.9040253,-1.4110532,6.75167,-0.7148142,3.7579122,1.009584,1.7406243,5.8761826,4.820355,1.1440629,2.239825,3.2595153,-4.2212453,-1.2755629,4.4194603,-3.5955908,-2.2329564,-0.28539497,-4.8273396,3.6117327,-1.0678773,0.34368542,-5.543548,-2.5774603,1.1773733,-2.5870032,-4.9012713,0.88699996,1.0913017,2.0961227,3.948417,-1.3485361,-3.7186506,1.7255303,1.539886,-8.759011,4.526354,3.9727461,0.8907102,6.3949466,-7.3433967,-3.28788,2.5155191,1.2336711,1.7042619,4.3519387,-4.877608,4.402433,-3.512562,5.8877563,1.0405062,-0.70248044,-6.950989,-3.0843513,-3.1740103,4.6868935,-1.3429043,4.561256,7.5110774,6.501415,8.267059,-2.3395307,6.4785137,0.44414303,2.391129,3.3389366,3.5480416,-7.4056106,-4.139424,1.8623903,8.145727,-1.9622842,6.485178,-3.4999013,-2.0223565,-1.2943105,0.4354797,1.0986773,-6.4552326,0.27607056,2.6929653,4.917005,1.0438927,-1.2497793,1.658388,0.8661909
SW948,0.42434478,1.3426234,0.830978,-2.8389056,3.3640196,-0.96081704,-6.890324,8.357858,-1.5879532,3.059992,-5.008334,-5.6712484,-0.56139207,-2.5837598,-0.22544068,3.3088844,-0.100772485,1.2585933,5.2653255,-5.4798117,6.9276237,-6.687906,4.1325374,-1.4517565,-3.2507994,-0.6885186,-1.7654645,0.53349084,5.948043,-2.8535013,0.18037887,3.6395378,3.5231574,0.2269023,2.1165402,-0.37029624,0.4139117,4.258971,-3.6577396,-0.0535253,4.1079893,1.4230702,4.486591,1.1491793,1.5069071,5.158885,2.9951823,-4.777884,2.9138372,-5.7724733,-4.9838576,-2.5833845,-5.3805666,0.8126389,6.270236,2.6670089,-0.86942303,1.5062324,-4.9273925,2.316428,4.006851,-2.2689238,1.0550972,-0.12757406,-1.2821429,2.6791108,-7.2249603,1.5219363,-4.8638873,-4.7119455,0.17187577,2.865963,5.3109717,0.6547022,-0.07409249,-6.8066897,-0.2700139,-5.9937363,-9.268137,-8.25383,-0.33712876,-6.9659004,6.4151616,-2.3289316,-3.1614866,-0.0564963,-0.13576008,0.952757,2.7095034,-8.936783,1.6348102,-9.093754,4.083704,8.706812,4.7710657,-3.664282,2.2935734,4.150054,-0.004989165,-2.4209847,-2.0659907,1.2037473,0.18507572,-6.6164427,-1.4465606
Calu-1,-0.022888638,-0.25209627,1.748263,-2.9646122,2.7861507,0.5584029,-2.303264,4.583671,-2.0129936,0.47559118,-2.6495864,-1.4705963,-1.9391654,-1.0131586,-0.8950964,0.7711064,1.146561,1.4020325,2.1041565,-2.8218133,4.0235033,-2.9510906,2.780235,-1.4667383,0.21814896,-1.1824365,-0.9815118,-0.15721552,2.484699,-3.0117857,1.2023963,0.5257274,1.4558588,-0.5520712,-0.097797185,0.5061825,-0.66427946,2.546395,-2.181522,-1.4531907,2.3731253,0.0037415586,2.3334036,2.602692,-1.0003496,2.857037,2.5963755,-3.8656938,1.8237714,-2.1788685,-1.4564387,-2.6591558,-3.3751218,-1.0514596,2.0488286,0.64125013,0.3760349,-0.54299515,-1.0744996,0.788203,1.5964607,0.2108163,-1.1749128,-0.5630449,-0.42890033,1.1729319,-3.554269,0.99242854,-3.4651182,-2.7660975,0.21791598,1.2535133,3.413976,0.9605412,-0.99499816,-4.5110064,1.5353036,-2.347009,-4.150406,-2.835878,0.2820946,-1.731261,3.8501937,-2.3965375,-1.8545933,-1.1091908,-0.4911961,-0.6516998,2.1664414,-4.0878115,0.70909625,-3.348133,0.84501636,4.485197,3.1443813,-1.8138502,1.2466341,2.5273678,0.5293737,0.1472841,-2.2623503,-0.5408,-0.27616352,-1.7549902,0.49796218
NCI-H1618,-5.099283,-6.544377,3.0180278,-4.1563272,3.4932644,7.665894,8.873284,3.6929276,7.240205,6.7366366,4.3951683,3.5079062,-1.7884941,8.650897,-2.4693358,-3.1555085,2.405133,4.4850926,-3.6028886,0.81353813,1.3746351,9.938968,-2.3259027,6.308202,0.13052148,-0.82433987,5.252345,3.9711874,-0.41399932,3.9990678,1.0736593,-7.5455213,-3.2596078,4.2405767,-4.0961757,-8.109113,0.09315474,-4.955981,6.9296837,-3.557533,1.7422528,-5.210547,-2.2518709,3.2597325,-4.0424047,-9.4981165,0.645316,3.2938786,-0.34892365,5.792151,0.6537377,-6.8249173,1.8222227,2.8541393,-15.240909,6.1333857,7.360023,2.1385174,11.334238,-12.947139,-5.121269,1.2177219,0.9103315,0.7179021,8.635226,-8.248388,7.3049245,-4.0643563,7.6386714,3.8695018,-1.7517287,-8.765986,-6.5844855,-5.5456123,8.821151,-0.8827645,4.2028365,11.721077,9.373908,12.621991,-2.5128093,10.509394,2.5021777,5.6782107,4.9998875,7.261602,-7.048132,-5.4085503,4.8456125,10.403115,-2.0321112,9.799159,-7.549174,-5.8578434,-0.8966585,1.1150746,5.2646365,-9.938696,-1.987491,3.6290464,4.0160336,3.3767023,0.7072184,3.5401945,0.4478373
BICR 31,-1.5503132,-2.741495,-0.053335994,-4.015763,0.8336751,6.4287367,3.741987,0.68218577,5.003872,4.56611,3.2245336,1.754527,0.3523333,4.559881,-0.23307756,-0.79768544,-0.28663927,2.2896025,-3.7731442,2.6679235,-1.1738988,5.183917,-0.813034,3.1617947,0.32619098,1.7481915,5.0711746,4.4023542,1.0694225,2.1656985,2.3394244,-2.725834,-1.1679417,4.351812,-2.6203058,-1.8415496,-0.09637002,-4.4822097,2.908396,-0.50112826,-0.5246536,-3.3100219,-1.4659365,-0.19537102,-0.6780221,-4.1623735,-0.15303588,1.3783753,1.3475244,2.567982,-1.8221616,-2.6867738,1.5519668,2.5750933,-5.956317,4.81084,2.703146,1.5069453,4.1247563,-5.3617435,-2.249863,1.426028,1.6940683,1.7674792,2.894015,-3.5506444,3.0437331,-3.4880729,5.7850018,1.2259743,-0.5127271,-5.2321587,-2.9010737,-3.5374682,4.16525,-0.32278073,2.7527819,5.528014,4.6647005,5.6008673,-2.3579092,3.589452,0.44613117,2.9748607,2.7724173,2.984308,-5.8799667,-2.6676652,0.9429257,6.674222,-1.5047156,4.8055987,-1.7658588,-1.153727,-1.9873981,1.0756457,0.26417977,-5.6968493,-0.44895846,1.1526943,4.570922,1.656578,-0.8937235,0.35781795,0.04306767
CL-11,-0.10104918,0.19988835,-0.13472295,-0.75053394,0.44500527,0.4271375,-0.24350487,0.9175497,0.10063299,0.39957237,-0.44447902,-0.16098158,-0.35098404,0.11223297,0.10851739,0.040270463,0.20072941,0.6544059,-0.53746134,-0.024152633,0.44456312,-0.28553545,0.65798444,-0.15617287,0.018042615,-2.8796494e-06,0.2968387,0.52116823,0.8557127,-0.3805835,0.74606174,-0.061886165,0.34803674,0.40855318,-0.09830466,0.45451495,-0.05909419,0.07508198,-0.23613383,-0.2814592,0.34216058,-0.5315658,0.020501826,0.42476043,-0.1374328,0.63739794,0.44104335,-0.4431877,0.921865,-0.17611521,-0.8781343,-0.58203334,-0.27932528,-0.14806214,-0.027229365,0.60094345,-0.12654023,0.07958456,-0.27477002,0.12866531,0.17080279,0.433272,0.19423458,0.18872644,-0.01511502,-0.018182896,-0.5571261,-0.25013757,-0.03515911,-0.5776033,0.16770524,-0.5516617,0.68910646,0.14927043,0.12986298,-0.8529026,0.47901455,-0.108164504,-0.5109947,-0.20508443,-0.031378563,-0.25571963,0.66989625,-0.40965593,-0.15805456,0.0036435425,-0.63508415,-0.28919378,0.11727773,-0.411147,-0.032155026,-0.193134,0.15501928,0.68104845,0.11143876,-0.3944662,0.0788784,0.24482395,0.24047111,-0.051819496,-0.095989525,-0.0819707,-0.34038898,-0.34425855,0.33671275
COV644,-3.2512562,-5.104633,1.2948922,-5.088338,2.36541,8.802387,6.7895203,2.24668,7.0177298,6.1545515,4.266902,3.0717077,-0.79626155,7.079768,-1.0186119,-2.2563097,0.5709689,4.3280053,-4.9459915,2.5675728,-0.50043994,8.125885,-1.1445268,4.9786744,0.41433078,1.4767145,6.6838374,5.404083,1.2015764,3.3918447,2.689403,-5.1309676,-1.8708471,5.380821,-4.1610947,-4.3745337,0.0897966,-5.8774524,4.9794245,-1.5627574,0.6784633,-5.575384,-2.6230545,1.3285813,-2.6548553,-6.5924625,0.49465275,1.8582938,1.5426099,4.2367454,-1.4877172,-4.879874,1.9407165,2.7994564,-10.935541,6.3197556,5.3793797,1.8194195,7.8407497,-9.515754,-3.674054,2.222985,1.750396,2.0170908,5.5127664,-6.404377,5.5438313,-4.0871916,7.6577597,1.9457003,-1.093743,-7.917225,-4.6485596,-4.7684417,6.574633,-1.38059,4.3828216,9.168102,7.5544434,9.72065,-3.0221322,7.5266595,1.4170673,4.193928,4.1035295,5.458155,-8.210138,-4.532468,2.641588,9.725426,-2.0375097,7.7504325,-4.099676,-2.9484417,-1.6323991,1.1056043,2.201628,-8.198351,-0.72381026,2.4847124,5.96057,2.403114,-0.73707974,1.338539,0.39482045
SK-LMS-1,-1.4325526,-0.6694255,-0.6184325,-4.2443304,1.9409702,4.4775915,3.1760817,2.7321224,0.472055,-0.09441355,-0.39681336,2.6345353,-3.7017334,2.2927463,-0.9967313,-1.4471258,2.2792435,5.596977,-4.0041795,0.858343,-0.07053716,1.5876558,0.6741153,0.41439658,2.0265687,-0.62038714,1.5492152,2.228515,1.6881781,-2.0287526,4.4999733,-2.8822699,0.34550294,1.1582716,-1.7623686,1.2856958,-1.4726713,0.14352003,0.3230278,-2.5105104,1.9652711,-4.9303083,-0.8496821,3.1446626,-3.2853131,0.17599645,2.8467872,-1.5057814,2.8808997,3.230691,-1.347487,-4.0120196,-0.33070934,-2.5188048,-3.9970706,0.37602776,0.17531052,-1.4416348,2.6559741,-2.3732548,-2.793501,2.7222655,-0.62698525,-0.17616245,2.752766,-1.4385127,-0.19656597,-1.256006,-0.8274115,-2.1833396,0.097533375,-5.098993,1.4183725,0.7236005,0.41014895,-3.3057914,4.878234,3.0825143,1.6779308,4.233918,0.5530469,3.7691903,1.4509765,-2.2650664,-0.20437256,-0.5272926,-3.8275292,-3.7821105,1.7024683,1.9756296,-2.1237411,2.5490985,-3.5528426,-0.06614593,0.15049304,-2.1466782,1.3961924,-0.7319015,1.7293031,3.8240716,-0.946431,-1.6595099,-2.274102,2.7874415,2.2694118
Hs 742.T,-0.06841894,0.18903725,2.0984898,-1.7991778,3.2280786,-0.21218106,-2.20746,4.77099,-2.0044854,0.2513061,-3.2560537,-1.762796,-2.1003401,-1.7817798,-0.93424064,0.20212062,1.0884244,1.1088119,3.214915,-3.1929178,4.4494042,-3.4356654,2.409678,-1.6317521,0.004380701,-1.3474011,-1.5685773,-0.45206487,2.3710923,-3.0827494,0.37646383,0.85538244,1.0584886,-1.6358505,0.56193656,0.015843011,-0.17974749,3.301484,-2.1944933,-1.1423362,2.6595242,0.022819132,2.9340787,2.5409715,-1.1748219,2.450591,2.602142,-3.7448287,1.6638477,-2.457935,-0.7617381,-2.4602811,-3.1396444,-1.1771479,2.0703814,-0.15190181,0.47608608,-0.7133109,-0.8480617,0.59799033,1.9548733,-0.07719161,-1.603217,-0.7506473,0.13198234,1.1861168,-3.4758344,1.486377,-4.12733,-3.082747,0.026729565,2.0138035,3.5585196,1.4725202,-1.0626917,-4.3347187,1.2126927,-2.1586533,-4.4102063,-3.0967162,0.65134966,-1.3149158,4.082183,-2.6577895,-2.0863726,-1.1694399,0.2847948,0.020473354,2.3931937,-4.8540535,0.7722166,-3.734127,0.4473525,4.2552285,3.7627907,-2.2042027,1.7329764,2.7801735,0.52584404,-0.16643684,-2.4497592,-0.44233093,0.2610427,-1.6472988,0.31658614
SNU-201,0.37410286,-0.49978432,-0.4910067,-2.4190645,-0.046391405,2.1675527,1.6250788,0.23428579,0.25941303,-1.1652955,-0.07534548,1.1595466,-0.95505714,-0.13504882,-0.9671914,-0.8069365,0.17979573,2.2533927,-1.2539297,0.719211,0.21338862,0.34173852,0.32574385,-0.37798837,1.009237,0.49302286,0.77464443,1.6413292,0.17951894,-1.5164577,2.759991,-0.5175936,-0.53374606,0.43026158,-0.4908266,2.0975933,-0.77521324,-0.045143552,-0.3799493,-0.009068783,0.8597821,-1.8003354,0.12440965,0.77538943,-0.4826421,0.65613234,1.0059309,-1.6953055,1.813797,1.4528294,-0.65860003,-1.277789,-0.3730174,-1.2628208,-0.48472822,-0.44201055,-0.37588435,-0.11220303,0.5839201,0.26761478,-1.5496461,1.8064806,-1.3009101,0.5559182,0.7756346,-0.31804535,-0.8033597,-0.51549876,-0.9129473,-1.6412578,-0.011374352,-1.7160213,1.7150818,0.52698374,-0.71634793,-1.8986678,2.1526716,1.5458568,0.20885028,0.649935,-0.28796214,0.9871625,0.7905221,-2.1663816,-0.96186304,-0.76916796,-1.5506084,-1.4424955,1.758243,-0.13446397,-1.5654852,0.096219465,-1.3873619,1.7631954,0.07321989,-1.1876055,-0.5270222,0.4767498,1.2376592,1.1768163,0.33672205,-0.75703937,-0.23612002,0.27803272,0.7817823
Capan-2,-0.24297473,1.2081218,2.9685695,-2.9736345,5.051348,-1.5423259,-8.303795,9.970941,-1.8872089,4.9505835,-5.292312,-6.0725074,-0.5797995,-2.0168645,-0.30254656,3.3665366,0.86729854,-0.29603353,6.2170157,-6.407886,7.9798717,-6.9972005,5.0724144,-1.7626915,-3.4385443,-1.1624374,-1.7404158,0.26329473,6.6756644,-3.3835363,-1.4675021,3.0841904,3.62716,0.1158479,1.9903328,-2.266858,0.85769606,4.61328,-3.8582926,-1.1782465,4.177961,2.8572373,5.579555,2.0321236,1.1620798,5.000985,3.2003374,-4.5491514,2.6830654,-6.8075686,-4.1589313,-2.8455064,-6.383842,1.5930014,6.0980444,3.836681,0.18313023,0.92923826,-4.5244603,1.0562524,5.54153,-2.5994809,1.3648692,-0.74401027,-0.8491344,3.1347215,-6.917335,1.1181157,-4.9618897,-4.072827,-0.42204738,4.090439,4.6885514,0.08213496,0.7683003,-7.0681276,-0.8214094,-6.48629,-9.94182,-8.356534,0.10032961,-7.2908516,7.4068446,-1.063806,-2.5813394,0.63329566,-0.18501747,1.682513,1.9379016,-9.550888,3.229015,-9.277994,5.1647944,9.110118,6.448825,-2.1274226,2.8826518,3.958347,-1.0453278,-2.691633,-2.6596892,1.5070683,0.091376916,-6.4120135,-1.3780285
NCI-H1651,-0.11364461,0.48636317,2.264411,-1.7456084,3.5587397,-1.1148466,-4.259303,6.0886393,-2.4896832,0.92256194,-4.151601,-3.3812208,-1.8940837,-1.8852586,-0.29501995,1.1239991,0.9505564,0.59437907,4.643032,-4.363634,5.57701,-4.6550636,3.6517875,-2.02729,-0.93688905,-1.4316337,-2.0356069,-0.9063456,3.3867555,-3.1646953,-0.42567673,1.7875422,1.9933971,-1.7466979,0.93129444,-0.5454906,-0.2825452,3.62246,-3.0206149,-0.92313135,3.2747838,0.9397972,3.7624357,2.2331398,-0.58128977,3.7748294,2.8808134,-4.523074,1.6739686,-4.3767056,-1.5810533,-2.7947166,-4.311813,-0.94207084,3.6968372,0.6267616,0.24191827,-0.41393533,-2.202068,1.4736533,3.2104018,-1.1614678,-1.2874564,-0.67184556,-1.043038,1.8051655,-4.883409,1.9503235,-4.5292325,-3.4629042,0.41652006,3.2871087,4.0339713,1.5384039,-0.83044827,-5.1926064,0.8323534,-4.0695343,-6.2651377,-5.214495,0.47278404,-3.394985,4.690819,-2.603162,-2.2952874,-1.1292152,0.5547429,0.6650269,2.253652,-6.7352223,1.7034364,-5.7649364,1.9140884,5.589193,4.380585,-2.311103,1.8694103,3.6680493,0.30477947,-0.777202,-2.936911,-0.10689635,0.32670376,-3.3787827,-0.35071477
IA-LM,-2.1209414,-2.5177398,0.42795736,-3.2707295,2.0830357,5.6618133,5.2045965,1.5121123,3.197213,1.8362714,1.6041101,2.8830724,-2.9055886,3.934185,-1.003409,-2.2496946,1.5719969,4.9583697,-3.526843,1.369607,-0.7454505,4.7132163,-0.923406,2.872907,1.1478051,-0.18396035,2.857021,2.7281797,0.34074262,0.8608196,2.418533,-3.6961617,-0.6650014,1.4089664,-2.3135834,-1.6517575,-0.6467951,-1.6262779,2.7289991,-1.6725314,1.5652936,-5.1213713,-1.6578559,2.0698936,-3.268156,-3.4149148,1.7749602,0.24313721,1.4172869,3.8966112,-0.033074524,-3.493481,1.1268563,-0.42971718,-7.407011,1.4940816,2.7289426,-0.2535122,5.45927,-5.7402415,-3.1909604,1.9876373,-0.46524218,0.6422895,4.2020316,-3.7819831,3.1289477,-2.0641184,2.3895855,0.03871785,-0.7328216,-5.6206026,-1.7236682,-1.2646488,2.755239,-1.7848413,4.449024,5.98664,4.8983355,6.899173,-0.83968806,6.351186,0.18344311,0.38753623,1.9693987,1.874319,-4.5135093,-3.878547,2.2004802,5.1377635,-1.934175,5.046311,-4.5031514,-2.1471622,0.056592263,-1.0704706,2.203624,-4.0390153,0.6921128,3.6172082,1.2843877,-0.11285799,-1.0871218,2.9905534,1.3166183
LS1034,-0.16089287,0.9650538,1.8330985,-2.5214355,4.3321595,-1.1906165,-6.8533187,8.499499,-1.9797659,3.56843,-4.796606,-5.5846705,-0.92796725,-2.6183264,-0.68746126,3.0638375,0.71098393,0.96446705,5.7027984,-6.1607895,7.3989253,-6.524571,4.1206527,-1.0854291,-3.2861085,-1.6318867,-1.9745369,0.016206985,5.536213,-2.8404512,-0.6683679,3.0878103,3.5981345,-0.7002329,1.8311106,-1.4912353,0.7175902,4.7524023,-3.3882258,-0.84061116,4.3183613,1.7503512,5.0165014,1.8426418,0.9768179,4.636218,3.1605296,-4.303381,2.3458698,-5.854903,-3.8847966,-2.4437616,-5.5243263,0.96135396,5.5022154,2.6062667,-0.2426484,1.0601243,-4.2940288,1.4837086,4.113785,-2.263732,0.5190533,-0.5358339,-0.54983246,2.669179,-6.4367356,1.4835751,-5.25087,-4.279585,-0.2608895,2.9425893,4.7146015,0.6645318,0.056120783,-6.749796,-0.53203565,-5.788025,-9.170604,-7.667206,-0.09033987,-6.219898,6.690933,-1.5069528,-2.8740869,0.4789329,0.31694612,1.1680123,2.638174,-8.991372,2.020405,-8.4941635,3.9354966,8.405322,5.6313643,-3.0108626,3.2386253,3.9621923,-0.60448265,-2.157543,-2.6860452,1.2948955,0.28172168,-6.004665,-1.5146736
MES-SA,-1.1416042,1.0450101,4.617077,-2.186742,6.7044206,-2.4859846,-7.884933,11.332958,-4.271819,2.4994195,-7.33835,-7.016055,-2.5961843,-3.764313,-1.0321686,2.0886297,1.9971938,0.76250106,9.671188,-9.334101,10.839338,-9.009723,6.0234013,-2.6971064,-3.077228,-3.199878,-4.4542027,-1.6721189,6.4943566,-5.0023813,-1.9741585,3.292651,3.914884,-3.9853501,2.584708,-2.9979773,0.4080344,7.382201,-4.637615,-1.6013126,6.783648,2.6169755,7.662452,3.4883752,-0.35644302,5.827628,5.105776,-6.9782166,2.2173312,-8.197269,-2.3245184,-4.1349597,-7.65824,-0.11536841,6.7073126,0.92603934,0.6906545,-0.0755603,-3.7872322,1.6242874,5.829622,-3.1603858,-1.801011,-1.7938725,-0.6473098,3.3539445,-8.285122,3.5816295,-8.978254,-5.743117,-0.35549027,6.0484757,6.288461,2.3970778,-0.9178504,-9.173909,-0.12921375,-7.3049335,-11.523237,-9.924321,0.56512296,-6.4412613,9.462707,-3.5528052,-4.269783,-0.42585522,1.7265954,1.3498523,4.6065187,-12.793525,2.988483,-10.730291,3.3962634,10.283947,8.958461,-4.3024807,4.3626213,6.0029855,-0.43648714,-2.0174198,-5.7007957,0.5183992,1.151306,-6.743397,-1.3820462
SNU-668,-3.5060837,-4.451822,1.2346312,-4.1928344,2.9721863,7.5198417,7.204022,2.7462656,5.659349,4.4843616,2.9563167,3.4693737,-2.617826,6.394574,-1.4058839,-2.9856346,1.8428739,5.548454,-4.408624,1.7429321,-0.18796448,7.3407702,-1.2711216,4.5263247,0.9033262,0.115671486,4.7133307,4.138014,0.54710627,2.429209,2.4723444,-5.519852,-1.6725426,3.2519617,-3.541615,-4.1434917,-0.13584945,-3.6787455,4.672003,-2.3547628,1.7819493,-6.2071943,-2.4125142,2.4850438,-4.0357556,-6.158702,1.4717671,1.5196606,1.2873816,4.9516025,-0.3155211,-5.1283736,1.7671453,0.90000725,-11.279268,4.003429,4.9545016,0.6146277,8.228142,-9.38831,-4.137168,2.1693833,0.4344256,1.0037104,6.1088457,-6.079948,5.2801824,-3.1782217,5.327059,1.1800176,-1.1944168,-7.7860413,-3.7780254,-3.3444805,5.6481404,-1.8347574,4.9671946,9.053999,7.2052712,10.150492,-1.8566365,8.722733,1.106503,2.671946,3.64451,4.511461,-6.7026415,-4.801068,3.0962083,8.160025,-2.046369,7.54438,-5.826905,-3.6957414,-0.5150742,-0.27665007,3.408039,-7.0551405,-0.28483272,3.7384477,3.3550038,1.2860748,-0.8641747,3.2684228,1.0828261
LS123,-0.100998364,0.79635286,2.297219,-2.1610441,3.7490478,-1.0419978,-6.1160893,7.2414308,-1.1584388,3.9724207,-3.6649582,-4.551352,0.0016140118,-1.4359409,-0.0754976,2.4880123,0.4252463,-0.50049806,4.6300154,-4.5655456,5.9285192,-5.1251016,3.7786405,-1.2211651,-2.6065824,-0.60550284,-0.9412134,0.44161928,4.928739,-2.309504,-0.98370546,2.3483503,2.4742649,0.23020828,1.5361543,-1.6151855,0.7138762,2.9878824,-2.802866,-0.6447544,2.8426795,2.2416515,4.121959,1.3283322,1.1335964,3.5898745,2.0063496,-3.286147,1.9691305,-5.1145587,-3.1163476,-1.8613863,-4.628543,1.4286984,4.483116,3.162054,0.13410887,0.9004605,-3.3440871,0.83320504,4.2523837,-1.9180795,1.0627816,-0.2705198,-0.7094353,2.2947497,-4.99737,0.51992196,-3.250007,-2.8162234,-0.23006058,3.0528252,3.290298,-0.08175805,0.7046697,-4.9113626,-0.8874261,-4.636337,-7.3661966,-6.2465696,-0.17940268,-5.5648365,5.5435944,-0.56412864,-1.9251249,0.5775946,-0.31876114,1.4424969,1.3761145,-6.989737,2.4201944,-6.7461624,4.0476575,6.7479835,4.433893,-1.220342,1.9135365,2.616112,-0.8008809,-2.2224324,-1.5544294,1.3603133,0.19472094,-4.979932,-1.2148219
LS180,-4.5112844,-5.014021,2.605358,-3.5857513,3.61996,6.748086,6.729925,3.6970503,5.858262,6.4333353,3.5027838,2.691741,-1.6774509,7.0780163,-1.349189,-2.7769961,1.9295778,4.097639,-3.69385,0.49346715,1.4077196,7.640908,-0.9758016,5.1746163,0.34218368,-0.29494056,4.836601,3.5385563,0.9042108,3.4247158,1.3440408,-5.9766564,-1.7606913,4.142887,-3.6580904,-6.2852516,0.36589116,-4.545638,5.2480693,-3.0766675,1.5334295,-4.740588,-1.8503144,2.8223386,-3.668835,-6.9693666,0.7935879,2.2226706,0.66680986,3.6535702,-0.6786903,-5.957769,1.5555277,2.5188947,-12.134166,6.0113854,5.934232,1.4022708,8.450382,-10.389744,-3.2784283,1.1098007,1.4897522,0.8522384,6.251972,-6.8160033,5.606945,-3.0910995,6.792932,2.583676,-1.0929145,-7.5495663,-5.092687,-4.406906,7.07145,-1.344288,3.8088045,8.844431,7.0842037,10.04469,-2.0696862,8.121087,2.6173394,4.6761284,4.362487,6.1436944,-6.6023207,-4.5191984,3.2720728,8.86032,-1.2586777,8.092313,-5.231194,-4.6998234,-1.0212282,0.5544752,3.9640274,-7.782317,-1.4631879,2.479062,3.9120638,2.5197787,-0.17708436,2.125339,0.3481362
Hs 822.T,-2.165463,-3.4744403,-0.38699946,-5.4863462,2.2072515,9.054269,8.487825,1.53162,5.585124,2.2983632,2.1980035,4.8592243,-4.1052523,5.2640653,-1.9459904,-3.364964,1.9135258,7.955087,-6.219783,3.760639,-2.0431483,7.3414016,-1.7677703,3.7124882,2.0722451,1.1054708,5.0970187,5.2056446,-0.15453187,0.67712045,4.446153,-5.4401827,-1.7874777,2.7468584,-3.5286422,-1.1472996,-0.9943819,-2.7271817,3.8397412,-1.8989999,1.7074718,-8.677358,-3.1439874,2.6297255,-4.645531,-5.1339207,2.2325594,0.979388,3.2161174,7.0599504,-0.5380413,-4.439823,1.8566676,-1.086495,-10.96116,1.8474491,3.495722,-0.3227305,8.454108,-8.421208,-5.6177826,4.268461,-0.46096468,1.232848,6.680418,-5.0357537,4.815273,-3.5240579,3.744575,-0.62423414,-0.8051358,-9.259999,-1.7109265,-1.7519934,4.149434,-2.0338778,6.760919,9.613968,7.8476243,10.925194,-1.2817496,9.684387,-0.62125117,-0.10751604,2.87918,2.4862673,-7.238126,-5.9137735,3.4167042,7.8867,-3.3618727,7.565347,-7.2648444,-2.9486814,0.13573502,-1.7366661,2.6879888,-6.1954174,1.5411379,5.5970235,2.6305606,-0.67052984,-1.7271382,5.426752,2.2471504
G-361,-0.22692838,0.70362115,2.1774845,-2.722427,4.2608604,-1.1320587,-5.8340163,8.845521,-2.780595,1.9339892,-5.1349587,-4.5180326,-1.5812905,-2.18151,-0.8583143,2.164386,0.97817534,1.3889445,5.366603,-6.085182,7.3539743,-6.7430406,4.202408,-2.1537776,-2.0503128,-1.5351149,-2.4475217,0.12868065,5.660329,-3.7487574,0.21382937,2.4057655,2.9460766,-0.78416693,1.242545,-0.53064907,0.18750063,4.574695,-3.52549,-0.8750908,4.8819118,1.4774697,4.9509487,2.2932084,0.15037562,5.0237246,3.6153765,-5.5016575,2.4118874,-5.444454,-3.497884,-3.6827543,-5.689047,-0.21696259,5.338063,1.6725488,-0.487666,0.27234092,-4.0227413,2.056816,3.781191,-1.8131745,-0.3735631,-0.8435342,-0.8943675,2.418966,-6.885149,2.0099015,-5.8286133,-4.8020363,-0.047420476,3.2675369,5.270288,1.2732583,-0.90708226,-7.2887154,0.16543478,-5.216979,-8.776227,-7.304316,0.12896928,-5.2708416,7.0002565,-3.0476575,-3.52137,-0.47357187,0.027447667,0.7764204,3.0268972,-8.737369,1.7293731,-8.272492,2.9732172,8.109593,5.23788,-3.1070604,2.4230187,4.7339544,-0.03408685,-1.4334036,-2.6387255,0.5961231,0.33784685,-5.3359685,-0.564592
