,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104
EPLC-272H,-3.03368,-4.6440024,0.8987421,-5.189885,2.220761,8.746089,6.493311,2.1101327,6.7410264,5.817234,3.9514816,3.1235638,-0.8206701,6.686484,-0.85073864,-2.249156,0.5034159,4.490373,-5.116469,2.768194,-0.9662282,7.7395296,-0.8350072,4.6626616,0.5125778,1.7770951,6.6508045,5.5017643,1.4334002,3.1035733,3.0723956,-4.848662,-1.6306487,5.3808856,-3.7715387,-3.6515236,0.049264047,-5.675836,4.6045876,-1.3097231,0.5256605,-5.8207603,-2.668813,1.2315356,-2.630742,-6.0555677,0.75885427,1.697757,1.9626935,4.1188655,-1.5986705,-4.5400205,2.0119042,2.4298935,-10.1854,5.8638306,4.7466664,1.4673742,7.291815,-8.804638,-3.5912497,2.244047,1.8367051,1.998953,5.215516,-5.953909,5.074808,-3.957519,7.1962957,1.6090038,-1.0376087,-7.861434,-4.200771,-4.195973,6.026289,-1.4363936,4.544863,8.579661,7.1979837,9.247949,-2.854916,7.125662,1.1129816,3.523998,3.962106,4.8027487,-8.185626,-4.436055,2.254385,9.335423,-2.0152605,7.254075,-3.9130037,-2.6178741,-1.6341867,0.79211146,1.6331095,-7.795687,-0.29321688,2.4977422,5.7738853,1.9822679,-1.0315589,1.3200238,0.47110096
8305C,-3.0077763,-3.8573773,0.34442052,-4.770853,2.7503827,8.128382,7.887073,2.4107656,5.5058036,3.2960298,2.3330336,4.1883936,-3.623871,5.845987,-1.6612461,-3.3483188,2.1083872,7.230009,-5.2661023,2.471066,-1.1052868,7.308516,-1.3600221,4.206998,1.4175779,0.3300846,4.6818323,4.6061106,0.33549714,1.5415603,3.5051074,-5.5357084,-1.5894556,2.718052,-3.3562675,-2.7456021,-0.49473578,-2.7988982,4.372345,-2.1450443,2.1067927,-7.815548,-2.7458382,2.765578,-4.691984,-5.556105,2.263242,1.1752144,2.2812464,6.033943,-0.19120565,-4.9466457,1.8760403,-0.3524148,-11.295531,2.5965693,4.0340996,-0.044292003,8.369898,-8.905562,-4.949397,3.1717043,-0.138968,1.0331707,6.7029204,-5.663705,5.0301585,-3.1834023,4.211879,0.076163486,-1.1804444,-8.681388,-2.7375326,-2.2538943,4.760145,-2.2832909,6.1145473,9.260076,7.3675575,10.572005,-1.5254829,9.531559,0.3029819,0.97903544,3.2136483,3.4314842,-6.871563,-5.3568172,3.3861823,7.8125825,-2.708349,7.428573,-6.770682,-3.3662133,-0.001773933,-1.3909204,3.2741528,-6.549958,0.74776,4.80642,2.5054555,0.145788,-1.349423,4.5131173,1.7112048
NCI-H1436,-3.1859944,-3.240053,1.7773937,-2.0672624,1.2110202,3.9254327,3.8717425,2.4934597,3.6889548,4.5585957,2.6048846,1.0132003,1.2910049,4.2095637,-1.0089494,-0.9053773,0.16598721,1.2165443,-1.4427646,0.06432547,1.5948846,4.1344256,-1.4530085,3.4628472,-0.78228396,0.36890787,3.1422048,2.6853745,1.4649801,2.189006,0.779635,-3.515404,-1.3375769,3.948795,-1.2790539,-4.2806582,0.34649757,-3.5110393,3.797128,-1.4293759,0.33110002,-0.9930486,-0.21577007,1.1102719,-0.2201932,-4.503868,-0.3421409,1.921739,0.4100303,2.164205,-1.3664151,-3.3559625,0.48089087,2.944138,-6.7149177,4.9324164,2.6052473,2.1388652,4.031249,-5.4219637,-2.3445091,-0.4738294,2.3000503,0.32547382,4.024096,-3.7896552,2.6126142,-2.1359248,4.360035,2.3951662,-0.5381814,-4.746655,-3.4500494,-3.4917593,5.284978,-0.2943693,0.48406082,5.084963,4.1673903,4.470147,-1.8166366,2.6504362,3.018497,3.7522652,1.9987149,4.327233,-3.830645,-2.9668138,2.35386,5.2044086,-1.8018229,4.1707354,-2.6124072,-1.7492574,-2.092442,0.9566163,1.4766095,-5.243888,-1.3869995,0.67599064,3.8758469,2.8606226,0.70954823,-0.55572414,-0.32644108
OVCAR-4,-0.1676524,0.8981246,2.4424431,-2.6623988,4.375639,-1.1008946,-6.2712564,8.115623,-1.9704047,3.3051176,-4.5159264,-4.69266,-0.72321475,-1.9017888,-0.23187861,2.2508547,0.6796743,0.08338167,5.143603,-5.0131435,6.7540655,-5.9239497,4.598134,-1.812445,-2.2466838,-0.87109476,-1.4652267,0.2576172,5.2872095,-3.2835474,-0.47435313,2.3280036,2.6487064,-0.30373827,1.5435473,-1.2059753,0.51540536,3.7107043,-3.3319366,-0.9207695,3.4780562,1.9294186,4.647281,1.9665607,0.50170195,4.3837743,3.0562534,-4.5806675,2.404791,-5.5644355,-2.9803255,-2.7437856,-5.242348,0.44553262,5.05025,2.5546854,-0.08169973,0.32235277,-3.49888,1.4545078,4.446809,-1.6920958,0.32282802,-0.4589389,-1.0089171,2.5342393,-6.084505,1.3150194,-4.3853683,-3.782513,0.040366102,3.406109,4.4128947,0.82494813,0.048723742,-6.1711073,-0.16825603,-5.2416306,-8.167282,-6.8264475,-0.051487666,-5.5559096,6.279141,-1.7993925,-2.5218327,-0.04888092,-0.33448628,1.3057171,1.9726008,-8.062235,2.4573724,-7.5770674,3.8439522,7.448916,4.995905,-2.020225,2.027859,3.4438593,-0.32575813,-2.0295377,-2.3122246,0.61640936,-0.028636545,-5.159078,-0.9324461
HEC-108,-5.0623093,-5.3091803,1.2879914,-5.455223,4.5203505,9.358191,8.390457,4.889172,6.343301,5.975695,3.117464,4.6934137,-3.9037197,8.690721,-0.7194973,-4.215772,2.900274,7.5892105,-6.0670037,1.7233611,-0.0817269,8.895598,-0.40868163,5.37212,1.3235558,-0.13332474,5.800438,5.0347505,2.0401735,3.0399582,3.6713593,-7.0011587,-1.2248821,4.415959,-4.5208063,-4.9928656,-0.37750766,-4.593536,5.838186,-3.4377396,2.6846159,-7.9945564,-2.8187916,3.8970363,-5.822507,-6.7371,2.820793,1.2336767,2.1155155,5.386555,-1.0517442,-7.4393287,2.2312086,0.57462823,-13.996645,5.535902,6.0659947,0.25526854,9.513622,-11.353707,-4.7370534,2.339226,0.77304816,1.3783926,6.993692,-7.9729095,5.7596803,-3.84961,6.8847194,1.1317915,-1.1781023,-9.908853,-4.4860597,-3.5067503,6.8080487,-3.723845,7.2490325,10.565267,8.014388,12.453473,-1.9875693,10.482815,1.9678657,3.079334,4.5851736,5.321045,-9.031474,-6.2833147,3.6020498,10.05452,-1.9500033,8.890321,-6.8838897,-4.9819336,-1.010354,-0.7148694,4.305803,-8.487037,-0.15762644,4.7441554,3.4645665,1.3445678,-1.9943668,3.7610292,1.3595906
SJSA-1,-0.29960576,-0.47565576,-0.27013883,-1.9298218,1.0636095,2.5275087,2.1277227,0.86176705,0.28324947,-0.46818113,-0.2153783,1.4359856,-2.2355304,0.50496584,-0.72524256,-0.72165316,1.123438,2.7530992,-1.5435257,0.83890086,-0.13732673,1.0342474,-0.39916593,0.10844331,1.2745287,-0.16808328,0.605839,1.0024115,-0.047333233,-1.147245,1.9785997,-1.3446712,0.066872254,-0.027310254,-0.835499,0.96591103,-0.9145639,0.41667336,-0.017157888,-1.2485749,0.7990078,-2.6040804,-0.71509755,1.4936091,-1.5556061,-0.42026487,1.3761373,-0.7548636,1.3200815,1.872266,-0.34058714,-1.4701401,-0.40370312,-1.282008,-2.1644094,-0.55760187,0.49735743,-0.6903679,1.748605,-1.3258374,-1.27323,1.7143207,-0.9036259,-0.09966192,1.2715462,-0.54233056,0.41276962,-0.38828248,-0.5767243,-1.2312572,0.12669893,-2.352798,0.9381724,0.2466061,-0.11698772,-1.3416697,2.5186467,2.1090286,1.4305637,2.3833773,0.18933478,2.7156117,0.21648647,-1.3979245,-0.018318653,-0.3743397,-1.4898548,-2.0826,1.2263349,0.8526806,-1.2093686,1.5270649,-2.2984147,0.17206699,0.59139687,-1.2856945,0.7801906,-0.56631887,1.127525,2.2734835,-0.5491849,-0.8311156,-0.83955395,1.8098935,1.1318806
SU-DHL-4,-1.6781596,-0.2703251,3.0346186,-1.2172278,3.7696214,-0.7865269,-3.8310628,6.204804,-1.5065622,2.9037263,-2.7394176,-3.3700557,-1.1768243,-0.38380313,0.18122175,1.1331683,1.2077587,-0.32228616,4.485802,-5.1011424,5.7303863,-3.214428,3.023967,-0.4758,-2.0382442,-1.5755193,-2.03961,-0.8382622,3.7773273,-1.8549396,-1.224931,0.9163455,1.8866814,-0.81839615,0.6566578,-2.3332858,-0.022867955,2.1678839,-1.9026458,-1.4901955,3.2925124,1.6248233,3.6206417,2.3321881,0.084728196,2.2696338,2.3628438,-2.8208404,0.7225666,-4.5014567,-1.7776695,-3.2769222,-3.6872947,1.0186882,1.9981823,2.1129699,0.9477126,0.32040402,-1.9640902,-0.67912453,3.096245,-2.5626862,0.4775412,-1.0078696,-0.09081816,0.49465424,-3.7150056,1.6081384,-2.746084,-1.858239,-0.11697862,2.7003047,1.9734135,0.6899951,1.0119327,-4.743017,-0.030348241,-3.3508506,-5.089556,-4.183699,0.17812033,-3.2363122,5.269765,-0.5057943,-0.9872644,0.88780177,-0.10461288,0.069009505,1.9635984,-4.8423343,1.835451,-4.781142,1.74898,4.4608545,4.1569686,-1.6425105,2.1719346,1.9292258,-0.72835785,-1.0781486,-2.4067938,0.84412354,0.2923943,-3.9007888,-1.0181192
TCCSUP,-0.25004825,0.36497903,2.12271,-2.0748227,3.4488952,-0.55036104,-3.4416099,5.8650074,-2.2148252,1.2068628,-3.5906777,-2.7518055,-1.6107777,-1.7394658,-0.8879694,1.0592829,1.2038816,0.9965858,3.7586515,-4.0348253,5.198966,-4.3492603,3.0346866,-1.6022323,-0.8666403,-1.5717334,-1.7486715,-0.31594738,3.29467,-2.9703279,0.03793391,1.2109323,1.8269763,-1.3307307,0.74418753,-0.64200914,0.010646731,3.5485747,-2.3979585,-1.3157008,2.9850848,0.82729495,3.4477696,2.408838,-0.6074526,3.1773047,2.7043025,-3.8388731,1.6885009,-3.4622688,-1.4738135,-2.5333853,-3.8587296,-0.56859297,2.969351,0.6920798,0.1739277,-0.32304397,-1.8035727,0.8862364,2.577414,-0.69069713,-0.9935653,-0.8663594,-0.20430759,1.6993314,-4.2138205,1.5491179,-4.399044,-3.231072,0.038735613,2.138503,3.6427603,1.0914124,-0.95496124,-4.9397945,0.5129811,-3.3514328,-5.6054583,-4.2667727,0.460578,-2.6982098,4.8590355,-2.1512034,-2.271084,-0.607593,0.34647125,0.26843414,2.2435951,-5.909338,1.2950201,-4.7839828,1.4927176,5.1525617,4.0048923,-2.1468427,1.8958776,2.9965906,0.00690521,-0.6706145,-2.7179635,-0.094446056,0.058129847,-2.7164288,-0.14915347
EJM,-0.64663124,0.24119881,2.3505492,-2.1593628,3.6039858,-0.11165904,-5.0088654,6.643808,-1.8920431,2.6579397,-3.4335725,-3.8046336,-0.9378559,-1.0524176,0.26427078,1.9498519,0.64057773,-0.038309228,4.385451,-4.600202,5.504771,-4.632758,3.3683023,-1.4278885,-1.9130546,-0.79291856,-1.6164703,-0.07055266,4.617995,-2.4231465,-0.3521219,1.8844923,2.4203494,-0.22788626,0.72925186,-0.87439287,-0.039953165,2.5087368,-2.8763154,-0.85361254,3.30774,1.5419114,3.7713,1.935704,0.49789423,3.663228,2.7205088,-4.1136055,1.5041971,-4.722816,-2.8337066,-2.708402,-4.492601,0.6744376,3.822574,2.1446707,0.20208094,0.40373614,-3.0423641,0.6812067,3.5255835,-1.9577253,0.55400777,-0.7488525,-1.0329853,1.6431866,-4.941094,1.5924509,-3.4274216,-3.1805785,0.12347608,3.1925063,3.3613453,0.636445,0.13072102,-5.302329,0.20178735,-4.303405,-6.26705,-5.662755,-0.045364436,-4.6853304,5.166817,-1.291898,-1.7856627,0.045239247,-0.61643237,0.45726302,1.7548814,-5.9829383,1.6921577,-6.26161,3.15835,6.543803,4.1703033,-1.8357313,1.4585243,2.990254,-0.118605666,-1.3627251,-1.7441716,0.63464516,-0.09295267,-4.7868094,-0.750791
BICR 22,-3.0694942,-4.494131,0.84905314,-5.1024413,2.1578274,8.701843,5.927071,2.1828134,6.94552,6.566037,4.0944495,2.7067683,-0.16555558,6.7361264,-0.6496396,-1.9301671,0.15095729,3.8961995,-5.094398,2.731184,-0.72861063,7.500449,-0.6634924,4.780927,0.36956218,2.0217416,6.953106,5.6594014,1.8223071,3.3890657,2.9879181,-4.641028,-1.4783292,5.854918,-3.784662,-3.8163922,0.28142807,-6.0656023,4.588519,-1.1977364,0.19591561,-5.2896852,-2.5091484,0.81121475,-2.1619112,-6.0303116,0.31007248,1.888956,2.0112746,3.4900744,-2.2051413,-4.4940176,1.9519402,3.115446,-9.747279,6.7767735,4.8017173,1.8225462,6.737288,-8.636329,-3.1515634,2.0353153,2.322341,2.1532254,4.847176,-5.9162827,4.849817,-4.101733,7.792386,1.7550089,-0.9254754,-7.7089825,-4.37042,-4.62619,6.2068167,-1.2780632,4.1195893,8.2433605,6.872178,8.750507,-3.0845597,6.4340463,1.411351,4.097247,4.066554,5.1406074,-8.293014,-4.0878916,1.9695851,9.417885,-1.8043,7.1422334,-3.1773808,-2.4815307,-2.0545645,1.0745615,1.4744775,-7.913123,-0.6142024,1.7959266,6.4037724,2.4185462,-0.9977507,0.6279562,0.18384892
RT-112,-2.4430027,-3.283942,0.52847934,-4.0121765,1.7288623,6.814285,4.792826,1.5239398,4.7897844,4.344031,3.0433686,2.2889428,-0.7707511,5.202883,-0.60934937,-1.5604056,0.33855978,3.555388,-4.013059,1.5850742,-0.55878496,5.349862,-0.7194165,3.7731721,0.36940068,0.7342024,4.75216,4.019035,1.4952636,2.3242643,2.4360056,-3.5069735,-0.7488149,3.8376904,-3.1141906,-2.6753273,-0.21823403,-4.097948,3.4647706,-1.1942614,0.66569215,-4.1091723,-1.5028112,0.81747687,-1.7942879,-4.4177904,0.66748965,0.8924061,1.3663477,2.889576,-1.5671211,-3.844332,1.4322941,2.0352826,-7.4444156,4.65658,3.6204586,1.1673212,5.0924306,-6.441862,-2.6938436,1.4109904,1.191423,1.5745404,3.6418536,-4.596963,3.4166129,-2.9851024,5.0889173,1.0136893,-0.82666224,-6.0688424,-3.041295,-3.3021152,4.1509986,-1.4626656,3.6820035,6.2146835,5.256401,6.5216904,-2.1025484,4.9872713,1.2296219,2.67724,2.7945478,3.4519436,-6.152821,-3.4983575,1.56917,7.055943,-1.8285999,5.5271854,-2.6698167,-1.7597202,-1.4586875,0.40256712,1.455411,-5.740349,-0.29662728,1.9320313,4.2264333,1.533237,-1.0376436,0.6520132,0.47736853
HEC-151,-3.5159929,-4.569492,1.8467104,-3.799822,2.8996637,6.8403296,6.2419024,2.7808166,5.5111556,5.171955,3.2128801,2.7199185,-1.629863,6.2400618,-1.0472579,-2.5100558,1.3102516,4.089782,-3.6877935,1.2536713,0.36409718,7.0393186,-0.9189707,4.4254456,0.44509187,0.2909694,4.8116636,3.7320364,0.80713224,2.9276595,1.8669466,-5.0302525,-1.5635318,3.6874514,-3.4118748,-4.795603,0.14900199,-4.1798964,4.584462,-2.0956674,1.3182662,-4.870736,-2.1628816,2.153301,-3.2297537,-6.005423,0.953032,1.5694317,0.72729796,3.6653383,-0.39294153,-4.889815,1.5615674,1.8869075,-10.421098,4.820759,5.0964513,1.0836151,7.479251,-8.871466,-3.156201,1.548232,1.0763676,1.2182426,5.3634276,-5.8818216,5.0927286,-3.0165596,6.0019436,1.8257219,-1.0897416,-6.7707233,-4.289569,-3.6744537,5.7007823,-1.5554338,3.935508,8.096753,6.572001,9.060946,-2.2200851,7.590046,1.6130499,3.5369475,3.7289655,5.016176,-6.4751472,-4.160482,2.7489102,8.057876,-1.4749019,6.9133615,-4.5105286,-3.4841478,-0.84950715,0.4489609,2.9479902,-7.0011826,-0.75361985,2.6759512,3.810837,1.8304362,-0.44293073,1.914054,0.41957054
MKN74,-0.86597997,-0.43078372,-0.16003267,-1.0579884,0.64244825,1.2808926,0.94543225,1.0651976,1.2445089,1.0920713,0.25824744,0.3414013,-0.43561667,1.2943732,0.1253867,-0.6336903,0.2716899,1.3964137,-0.7771963,0.031224508,0.3058115,0.8511666,0.23003246,0.80807173,-0.06423698,-0.31591058,0.99675244,1.1279933,0.7734017,0.61049736,0.76885015,-0.6286218,0.104802206,0.6592497,-0.5258661,-0.50663024,0.063261054,-0.5719989,0.842644,-0.2712895,0.6654875,-1.3294189,-0.012784776,0.2521387,-0.546779,-0.6201145,0.5511488,-0.10925624,0.58853036,0.27496848,-0.68368334,-1.282964,0.38797423,0.46076983,-1.7129388,1.1428946,0.7046216,0.3500348,0.7795862,-1.1679333,-0.40028474,0.3404965,0.06639359,0.61871886,0.86370116,-1.3746836,0.3435419,-0.5227848,0.96797305,-0.19139728,-0.30855674,-1.4343082,-0.45817912,-0.4550929,0.6911947,-1.1293803,1.156908,1.5107846,0.509893,1.1566725,-0.5993962,1.262315,0.7198369,0.1353288,0.44791585,0.8429469,-1.3356434,-0.6592508,0.5605695,1.1689211,-0.37970313,1.0266408,-0.6789582,-0.34316102,-0.22773664,-0.35711595,0.67776763,-0.99635136,-0.12768762,0.17601666,0.66722995,0.5319357,-0.2427564,-0.16106552,0.056117944
OCI-Ly3,-7.84722,-8.109845,5.1522326,-4.5064454,6.3202925,7.5114713,9.49018,6.746937,7.0688233,9.071322,4.7092266,3.684146,-2.687005,10.601159,-2.507935,-4.390228,3.8012583,5.6760564,-3.0515425,-2.2165394,3.6506944,10.635017,-0.7375047,7.970724,-0.19355068,-3.12362,4.4053206,3.2062519,1.2948524,4.7354126,0.41264492,-8.839185,-2.4018795,4.4778967,-4.4898453,-11.506427,0.67687577,-5.0658135,8.474441,-5.336173,3.4700158,-5.28516,-1.7547839,5.6109877,-5.833407,-10.69691,1.8136868,3.029089,-1.0675089,4.8483477,1.3483558,-9.6698,1.7368199,3.2327557,-17.98988,7.7360544,9.223254,1.310838,12.310575,-15.586655,-4.5610094,-0.34414235,1.1972458,0.24202621,9.545792,-10.457784,7.898029,-3.5334237,8.026859,4.669224,-2.802091,-9.733088,-7.8617926,-5.8196363,9.908264,-3.2425153,5.0839753,12.167078,8.656281,14.0124,-2.3550534,12.140633,4.947443,6.7957044,5.708733,8.841644,-7.5886645,-6.1436987,5.6343436,11.296999,-0.8699913,10.48343,-8.577935,-7.3112106,-0.42477608,0.7634578,7.5636616,-10.616047,-3.365021,3.9034314,2.6450832,4.203463,0.38289574,3.3561625,-0.29365414
CAL-27,-1.2951099,-1.8866681,-1.3725079,-4.4655576,0.742707,6.4812155,2.358767,2.472234,4.8171163,5.4307165,2.397856,1.0387424,0.969412,4.5312963,0.46962914,-0.17028943,-0.804221,2.520286,-4.4107647,2.6527176,-1.052476,3.7033129,0.0024777837,2.781333,-0.4384443,2.6982958,5.345411,5.1702175,3.5841577,2.081349,3.3664794,-1.2346369,0.28083932,5.6271124,-1.9405942,-0.85683286,0.11534717,-4.506665,2.477253,0.2179282,-0.1323933,-3.6082923,-1.5990924,-0.77806544,-0.1365001,-2.8269722,0.30405352,0.9422331,2.6452508,1.5677831,-4.2779922,-2.596997,1.0542945,3.1155894,-4.117056,5.9781494,1.5104923,1.6583011,1.6227752,-4.160298,-1.50317,0.9210169,3.2636592,1.963022,1.9219621,-3.0928614,1.4537698,-3.4333768,5.651064,0.070025295,-0.19203885,-5.583997,-2.070933,-3.664674,3.6707616,-1.6620746,2.7159362,3.9951377,2.8687565,3.652012,-2.5990329,1.5655463,1.4285994,2.246481,2.1156707,2.7022204,-6.605652,-2.5982642,-0.023905706,5.61889,-1.7752072,2.9814558,-0.034298986,0.53631586,-2.2566764,0.59912926,-0.11544726,-5.210981,0.0064225504,0.2976492,5.6605387,2.2689452,-1.8375964,-1.8509288,-0.10659631
NCI-H2342,-0.1948395,2.4459808,6.7342157,-7.084449,11.495228,-2.884806,-19.113892,22.844275,-5.228652,9.822705,-12.271822,-14.102268,-1.659451,-5.265929,-0.24404931,7.3086677,1.6155181,-0.81466043,15.1056795,-14.443081,18.720005,-16.782217,12.063983,-4.6658998,-7.355403,-1.9933616,-4.2155004,0.45536432,15.197103,-8.522185,-2.2382298,7.4090986,7.764017,-0.6409497,4.4367995,-3.6372879,1.1213685,10.521151,-9.561038,-2.0242808,9.903034,6.039206,13.27454,4.7513366,2.3263264,12.366759,7.7404575,-12.320069,6.1110945,-16.073318,-9.521093,-7.220531,-15.092866,2.125531,15.23662,7.735135,0.011423808,1.8743736,-10.792677,3.482048,12.64691,-5.946278,1.9297128,-1.3910217,-3.0136404,7.191428,-17.002613,3.719808,-12.044917,-10.202628,-0.224569,10.499259,11.990706,1.2581258,0.9794135,-17.163088,-1.214071,-15.2126875,-23.38906,-20.26958,-0.27196276,-16.862568,17.017513,-3.9987376,-6.819177,0.3627485,-1.0728421,3.7390292,5.3438187,-22.60554,6.67312,-22.542416,12.003082,21.788305,14.47453,-5.4553766,5.6693125,9.773665,-1.2413878,-5.7771406,-5.64204,2.6787004,0.5027902,-15.67638,-3.1903987
L3.3,0.3377781,1.1181849,4.089378,-4.3096733,6.196061,-1.0559708,-11.473911,12.817499,-1.9290981,6.408739,-6.701717,-9.187391,0.5009111,-3.6201372,-0.37506393,5.0392995,-0.206542,-1.1304603,10.082038,-8.485588,11.125942,-9.904829,6.5019827,-2.136646,-5.144219,-0.8099024,-1.6747113,1.0163913,9.071169,-4.438099,-1.8701302,5.338956,4.403123,-0.2613037,3.26752,-2.779966,1.0746652,6.0046206,-5.2176,0.116922215,5.286485,4.5281005,8.253107,1.3592515,3.0075142,6.7022166,3.6624427,-6.780426,3.345802,-9.720961,-5.882169,-3.3449047,-8.729916,2.8803582,9.731589,4.893126,0.14008649,2.4489446,-6.3721347,2.1910708,7.4822545,-4.1016326,1.388731,-0.37974116,-1.330114,4.796981,-9.946746,1.3029932,-6.7901564,-5.5280395,-0.5652575,6.3019724,6.5980887,-0.1135674,1.1873938,-9.508339,-1.8926077,-8.659135,-13.824013,-13.071579,-1.0905334,-11.107923,10.207622,-1.7189838,-4.411814,0.98626554,-0.8852936,2.6820383,3.775803,-13.438759,3.31873,-13.9127445,7.9386973,14.214177,8.601814,-2.6736445,3.2515442,5.0441937,-0.98843586,-4.0275674,-2.225719,2.6320155,1.1407138,-10.781442,-2.846513
SK-MES-1,1.2618555,0.07143764,0.731939,-4.6853504,2.5806458,0.61501086,-5.4415555,7.002233,-0.82776314,3.5797777,-2.7965183,-3.7733753,0.8621371,-1.4858661,-0.5516923,2.9559326,-0.50335836,0.42543557,2.5059457,-2.7539384,5.0688634,-4.7391872,3.7187865,-1.2946044,-2.224493,0.7310949,0.60785604,2.6918788,5.204787,-2.91538,1.6117804,2.4855883,2.1093695,2.2739515,0.6899533,0.66491956,0.41801342,2.0726266,-2.7350059,-0.044240303,2.3015225,1.4230092,3.4647672,0.8748946,1.5153333,4.104438,1.9180723,-4.3025103,2.9556782,-4.006932,-4.4314604,-2.311302,-4.4974422,1.3051852,5.3171935,3.79376,-0.99270946,1.4492899,-4.163789,1.6834347,2.9101012,-0.49765477,1.3071326,0.64000505,-1.4235591,2.2146716,-5.681669,-0.46734795,-2.3468733,-3.7300506,0.04154357,1.3714175,4.510035,-0.6363509,0.42606506,-6.100127,-0.3344831,-3.8377123,-7.1610155,-6.1863384,-1.2089489,-5.7483363,5.6725645,-0.98816866,-2.685623,0.1948097,-2.477074,0.96421784,1.8675352,-5.8590245,1.201733,-7.2378907,4.3814435,8.142373,2.8436038,-1.0421485,0.56610805,2.5287893,-0.26417774,-2.3210142,0.4473652,1.6454229,-0.3737386,-6.06831,-0.8387455
KYO-1,-0.720331,0.5427989,1.2119672,-0.5738686,2.097472,-1.1688396,-3.134108,4.7139306,-1.0573292,2.0319793,-2.3527098,-2.6606598,-0.2574126,-0.7471102,0.06558566,1.1517247,0.5585121,0.13680233,2.903576,-3.323583,3.7790623,-3.0566273,2.1224532,-0.52435803,-1.7775384,-0.74164104,-1.4352504,-0.14037125,2.9608781,-1.1419321,-0.6285856,1.0891548,1.5189679,-0.28184515,1.1286544,-1.3065907,0.48768702,2.0058255,-1.2967304,-0.5873592,2.2948985,1.1364017,2.5660427,1.0000939,0.36741477,1.9982102,1.595732,-1.6571286,0.8838991,-3.1854558,-1.6702425,-1.638774,-2.4647005,0.6814075,2.1687076,1.5887665,-0.2774985,0.3552496,-2.2101223,0.49290833,2.1560953,-1.5892,0.63092136,-0.5222557,-0.27856803,0.7583467,-3.0849032,0.94622684,-1.9576296,-1.6790631,-0.13211058,1.5547197,1.6838936,0.53616816,0.45092207,-3.2592745,-0.5761431,-2.7542791,-4.314882,-3.6160495,0.01239601,-2.8059375,3.676613,-0.4038849,-1.0658832,0.4865884,0.19219197,0.57520163,1.0623857,-4.208227,1.2759589,-3.9678957,1.610143,3.3236284,2.49654,-1.315867,1.4813931,1.5472556,-0.5120224,-1.2748386,-1.2947532,0.8108197,0.14169769,-3.1224022,-0.874825
SU-DHL-5,-8.448559,-8.014587,5.116884,-4.280181,6.646126,6.819624,9.806875,7.531958,7.100795,9.164248,4.365185,3.769856,-2.9533281,10.798607,-2.7197638,-4.885153,4.2494283,6.5763445,-2.7729778,-3.0678442,4.245902,10.53524,-0.73196745,8.283204,-0.53008956,-4.127923,3.7014236,3.0291693,1.5628452,4.749402,0.23600796,-9.106904,-2.3352487,4.099758,-4.1242957,-12.219334,0.9276425,-4.3835344,8.966755,-5.71788,4.1933413,-5.612613,-1.2859218,5.9654555,-6.296225,-11.017826,2.3808355,3.284635,-1.2672029,5.091132,1.6341,-10.413202,2.056684,3.0026689,-18.686811,7.5415077,9.094067,1.133616,12.461389,-16.01917,-4.7866306,-0.7588404,0.9245004,-0.051583238,10.217841,-10.925804,7.8881726,-3.4901907,7.5817018,4.574497,-3.1403782,-10.256337,-7.9560986,-5.628894,9.938873,-3.8633542,5.2152934,12.425189,8.126759,14.15988,-2.1691499,12.71854,5.563352,6.6612673,5.5119934,9.01205,-7.136607,-6.1468477,6.014611,10.8930435,-1.0151618,10.524091,-9.334532,-7.7772613,-0.34382445,0.1564323,8.534586,-10.553639,-3.709898,4.0158715,1.8720123,4.3966184,0.33117557,3.654262,-0.29021424
