,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125
A-375,-0.6135509,-2.2435877,1.2507844,-3.094954,-0.81440604,0.496437,1.9793233,0.16867435,-0.9991016,0.39319313,-1.1763397,0.2733591,-1.8365071,-0.46564195,-1.872101,-0.055098433,0.87056196,-2.9117827,0.9776512,-0.56685627,1.4243026,0.1167769,0.72808635,0.45593128,-0.6062349,-1.3750871,1.3544604,0.040147264,-2.321727,-0.27703398,-1.8857906,-0.38921618,-1.2494413,2.0080762,-0.9237789,-2.3566065,-0.05579097,0.05671066,-1.1475124,-1.5446936,-1.7158886,0.23625042,-2.581319,0.5367681,1.4445184,-0.3139971,2.6221523,-0.8787981,1.074014,0.047268596,0.22487102,-1.0073012,-0.74597484,-0.89351165,0.28238198,-2.0849457,-0.46906283,-1.5751553,0.24637455,-0.74087554,-3.3074884,-0.63387096,0.73323035,1.2241806,-0.19772737,-0.29255265,-0.81609106,1.1893235,-2.5226905,0.15528564,-1.5167062,-0.9224822,-3.437954,-1.7198192,-0.45183918,-1.2022086,-0.95376223,-0.6767959,0.7976377,1.1927469,4.6466265,0.516837,-0.120076925,-2.3880186,-0.16160649,-1.6464022,-0.026773388,2.1211715,-1.8387991,1.2419246,-0.005326636,0.029838055,0.033502482,-0.39807904,-2.1471746,-0.20768361,-2.168404,-3.421041,1.6288608,-0.08732179,0.25764188,-0.80506605,0.07449755,1.2390223,-1.3893363,1.4462725,-0.25856972,-1.0980629,2.039262,-1.4272634,-0.08192503,-1.3428396,0.23202643,3.9177372,0.7522923,0.5411963,2.0532215,1.6139746,1.3666066,-0.6866477,-3.5880654,1.6363128,1.3784631,1.3631412,-0.38656506,-1.9169867
IOMM-Lee,-4.569522,-0.46253595,0.84050137,1.1390572,-0.36827007,0.9386778,1.4323646,-1.1839974,-0.7000013,-1.9933927,-1.9063457,0.11537696,0.3193239,0.23483938,0.28727537,-0.807296,1.9033321,1.0782571,0.115286924,1.20356,-0.5617907,-0.38455728,-2.6142108,0.5017624,0.96022207,0.017715953,-3.3549173,0.59934515,-1.351231,0.52456903,1.3765888,-0.6293468,-0.10683231,0.99510425,-0.86008257,-0.08504538,-1.7963359,1.0376678,-0.19255354,-0.57927984,0.021285698,0.84100837,-0.012923031,1.2424905,1.6382505,0.11149225,3.040998,-0.7536371,2.6312137,-1.9925734,-1.0008446,-2.550137,-0.9064234,2.262352,3.2926185,-0.3537745,-0.16045159,-2.1250677,-1.1522135,0.8493099,-3.1287363,-2.1720004,-1.1581545,-0.6166114,-0.39555883,0.7911067,-2.2573726,0.20484829,-0.5735987,-3.2537148,-1.9577188,0.086846255,-0.40810215,0.033280127,-1.2513292,-2.3600662,0.06148489,-0.67115754,-0.008502871,-0.015946666,3.7880442,-1.1230552,0.4304239,1.0176023,-3.774413,-1.7672852,3.7179823,-0.6365234,0.444317,0.953583,0.53101754,-1.9131421,1.5208187,-1.9488348,1.5397903,0.8257191,0.71584606,-0.98040426,0.2853592,-0.055448055,0.7785197,1.6302722,-0.25952923,-1.0141393,0.809623,1.9135422,2.8468874,3.3238335,-1.8046333,0.31227717,-1.5542585,2.0935044,-0.41123965,4.2910814,-0.441653,-2.5358958,-0.35541552,-1.4916965,1.6674366,-0.114334375,-0.74948025,-0.3171149,0.84226704,2.3675148,-1.7197654,-1.6604631
SNU-324,1.682496,-0.09356929,2.8371222,-0.76864016,-0.82020324,-1.8068051,-0.4664154,-0.9166186,2.845458,1.3589276,-0.25423723,2.1909885,-0.15419888,-0.5216273,-0.24455976,-1.3010782,0.29107454,-0.80566794,-1.7492857,-0.26760235,0.4891394,1.1364322,1.2407268,-0.01423417,0.8527296,-0.5979568,0.71883494,1.6551238,0.73513097,-0.38426077,-0.56106067,-1.1324862,1.3328893,-2.7469563,0.8073796,2.757209,-0.47327873,2.3524857,-1.9992875,1.795216,-0.39151368,-0.50385875,2.472636,0.005451642,1.2673469,-0.46130133,-1.6547692,1.4363561,-0.4607473,-0.8485936,2.9300508,-2.5075636,2.470023,3.1940205,-1.0188565,1.2257804,3.4937449,-0.028526755,5.2700243,0.44767976,1.6548302,-1.7331401,-0.925245,-3.1447146,0.23823765,-0.67955506,-0.15413842,-1.0520569,0.8130383,-0.18265167,0.7964092,1.8911731,-2.4468474,-0.44646454,-0.42584944,0.5785807,0.6169996,-0.614311,1.4521155,2.1578662,-1.9525036,-2.5135624,1.4691123,1.9416476,1.2060449,-2.5120137,0.23278251,-0.11630428,0.912089,2.0124097,1.7636578,1.3063926,-2.612313,2.5489514,0.25842613,-2.0911617,-1.2656233,-0.15144306,-0.8424622,0.17654118,1.5634669,1.5145699,0.0660264,2.430929,-2.5590026,0.6232822,-2.1917086,1.0434124,0.091295,1.9438629,-4.927379,-2.3501189,-0.22558616,0.39721084,-1.2424223,1.2171935,-0.70533526,0.5183433,0.5131942,2.2552965,1.3290452,-1.9117374,-3.736892,2.0648,3.1931443,1.3917769
LMSU,-0.5967781,-1.0819768,0.99178106,0.9998503,0.103199646,0.6793356,-0.121364236,-0.049588643,1.4038978,-1.8267541,-1.0690933,0.68722224,0.72852314,1.5435259,-1.796426,-0.2868437,1.1937064,-2.8357108,0.46219417,1.9701319,1.1094675,-1.1826515,-0.599296,0.5310605,0.50572234,-1.7306659,-0.8982788,-0.6513021,-0.8831389,0.5034916,0.427723,0.008753335,-0.3860844,0.08264661,0.16493833,-0.75713694,1.1705804,-0.2852501,1.4560331,0.63328874,-0.40508243,-0.34658659,-0.24964617,-0.2230989,1.3203303,-0.20643735,2.2031941,-0.4957684,2.175551,-1.8985106,0.19969743,0.5418527,-1.1363561,1.9343749,-0.34974325,0.007597955,0.8307222,-1.033675,-2.2942083,3.176675,-2.023476,-0.83453554,0.72428817,-0.5138137,-3.7761588,0.5898221,0.0041025793,0.9846767,0.5416143,-0.5618699,0.63806325,1.1453656,-2.7252495,1.6057407,-0.49032232,0.27949885,-0.9930744,4.91799,0.6218234,-0.96293247,0.15436926,1.1478688,3.4541838,-0.074887626,-2.5518658,-1.069528,3.4880648,2.3387537,1.1401886,-2.9022503,-1.579146,1.2316104,0.13874373,0.57574254,-1.421257,0.8377156,0.21135291,0.525537,1.5441794,1.0240436,1.3737049,0.7968006,1.6921618,1.8014499,0.026474413,0.0033789016,-0.76162785,4.42721,-1.7846043,0.70206255,0.023908082,2.2420774,0.44801265,0.7922926,-0.06778563,0.65154845,1.4254241,-1.3306308,-0.32890862,1.01663,-0.1674799,-0.70236564,-0.62248725,1.398687,-0.27210993,-0.15229775
NMC-G1,-0.003886302,-1.1192727,-1.1501592,-0.22222176,3.5641341,-1.2800769,0.09492993,-1.296309,-0.7730838,0.9559264,0.6723289,0.72334725,-1.3847257,3.3012376,1.0282954,0.6432327,0.7162883,0.48929888,2.7800493,-0.11960153,3.903562,2.33276,0.350555,-0.6800827,1.7199191,0.08602029,0.3063989,-1.6344762,-0.03819395,1.0249892,-1.9242127,-0.01239735,-0.16917457,0.5265171,-0.25673106,1.8716187,1.2679404,-0.16997142,-0.64410084,0.67529863,1.0693889,0.75794625,1.4494705,-1.2070152,1.2531443,1.2097329,-3.0655065,-1.2793903,2.3448277,3.282402,1.6775664,-3.745905,0.17916636,-0.8018385,-1.2912748,2.407783,-0.9030109,-0.81732804,0.30638382,-2.5791516,1.2558494,0.86087334,1.3845049,0.9152788,1.5214307,1.1607512,3.6616824,0.7772425,-3.4751585,-0.6849755,-1.2469715,0.8372608,-3.2452984,1.3355567,2.1253674,-0.03860356,1.0360644,-1.4576062,1.6107877,0.26928094,1.6338556,-1.3566701,-1.6989472,-0.90898913,-2.9616492,1.2139964,1.1676066,1.1447461,-0.07108062,1.1274292,-0.885373,-0.11951207,-1.2147245,2.217692,-1.9772307,0.63549715,-2.9743052,-1.0371206,-0.50227565,-0.9318706,-0.04107839,-1.223093,-2.3904219,-0.65770304,0.43291527,0.6505445,1.860459,-0.9595355,2.369185,-2.5820646,1.7829645,-0.86084765,0.36704513,-0.37941077,0.69678605,-0.012246737,1.2341418,0.024123345,-0.001570648,1.4825045,0.2281689,3.6457512,3.2069268,0.7638969,-0.97672474,-0.6920942
SNU-5,2.6957939,0.8772396,-0.46754134,0.27422446,0.57098514,0.73688465,0.7664346,-1.515506,-1.6004971,1.3700948,5.615804,-2.646605,-0.07748212,0.088295944,0.43107057,-0.049858004,-0.07674975,0.8766122,-3.7062593,-0.73942,0.91561526,-0.6082321,0.940039,-2.7228286,-1.9130876,-2.419024,-1.5064048,2.7602496,1.5485805,-1.1013926,-1.6792144,-0.8788727,3.630163,-2.3326302,-2.7002769,0.97924054,-2.8505251,3.2297668,-1.7499578,-2.3475826,-0.036462277,-1.4946964,1.071285,-0.53851694,-0.2955746,2.5949137,2.3383486,0.23884529,-0.39702585,2.200071,1.0161098,-2.3502967,0.45007718,3.3069217,0.6143746,0.31699035,-0.50570536,-2.085105,-1.3438692,-0.15988258,0.82295114,-0.2187856,4.7801104,4.319731,0.44084674,0.8546785,4.035015,-0.5843642,-1.11151,2.6596897,0.7595223,-4.590006,-2.2968438,-0.8903258,3.3203492,-0.49296987,0.54131573,-2.9585233,1.5008103,0.7785231,1.0620112,0.69820565,0.11821924,-0.71010506,-1.036078,-2.8841305,-0.09133146,0.43295106,-1.5169402,-0.6624544,-1.8960063,-1.0546763,-4.1350965,1.9444562,0.09855454,3.3492148,0.32687142,-1.4682356,-1.1471857,-2.800215,-2.427609,0.83740467,-1.3145577,2.892424,0.53572375,-0.03825897,-3.3950279,0.26450822,0.10107088,1.2369996,1.6051095,-0.41784257,1.5701241,-0.6444226,-1.2705603,-0.4596648,-0.71167845,1.3704714,-0.94054157,-2.2802513,2.655483,0.18762912,0.037047703,-0.15177707,-1.9834993,-0.9630502
Hs 944.T,1.9615871,0.008818848,1.778256,-2.9334936,1.5506834,1.621805,0.800044,-0.48523635,1.8879348,1.7805382,1.0997258,-1.594265,-0.3028012,-1.8226644,-1.8108321,0.3725656,0.35886174,-2.3887444,1.2315968,0.06984805,2.5223207,-0.4547059,0.22554052,-0.9592673,-1.0615767,0.033117086,-0.6733899,-0.70547825,-0.9978275,-2.1130571,-1.2181652,1.9970058,-0.12503678,-0.35350287,1.0595574,-0.2908184,1.488983,0.19343679,-0.17511368,1.1427087,0.7315768,2.834495,-2.0374675,-0.25965306,1.7101325,-2.5855076,0.6753927,0.37836197,0.877513,-0.43699378,-0.30436975,-1.3505775,-0.52644694,-0.16112927,-0.7668939,0.47665846,-0.30379635,-2.0538902,1.2945266,-2.09259,-1.9433302,0.9419018,-0.93792576,0.5685682,1.7173309,-0.5314235,-2.6820533,2.0507014,-1.239344,-1.1051098,-2.0066652,-1.4143493,-3.4806063,-1.134215,0.21384466,0.2513928,-0.63742393,-2.5602193,0.6612218,1.7049322,3.345137,-0.11276072,0.45475078,-2.1389997,0.21052855,0.18734573,0.70239955,1.5850298,-0.91314375,-0.508147,-0.010651648,1.9191278,-0.73526525,-0.18515043,-2.4948015,-1.6546205,-2.625827,-1.4046166,0.15033764,-0.38755995,0.23762232,-0.6017655,1.107422,-0.4048015,-1.3807844,0.9794162,-0.36560655,0.5353816,1.4431969,-2.0995705,-0.5217207,0.38812867,0.24865147,1.8345922,-0.028483499,0.03905187,0.053654324,-1.0944165,1.3701081,-0.02857785,-1.261063,2.086334,1.454767,0.46784484,-1.6798515,-0.29178286
RERF-LC-Ad2,0.6101064,0.3100687,0.22458075,-1.8876429,0.96563673,2.3456323,-2.3738387,2.095898,0.16722485,1.5685385,-2.9262967,0.47287428,-0.06746392,-0.2591989,2.2195797,-1.0989676,0.21591206,-0.5909849,-0.81673247,2.2990773,0.67392176,-0.16914268,-0.44081217,1.0109698,0.050553575,-0.16095836,-0.42196196,0.39063713,2.2261891,-0.313892,-0.9010798,-3.621221,-0.47814703,1.0189571,0.20184541,0.2240738,1.180466,-0.9973972,0.47157496,2.1812463,2.504599,4.0107846,-1.006578,0.34324622,1.3305655,0.4542175,-1.5310422,1.0544779,-1.2747313,0.52687323,1.9334061,-3.293492,-1.4472275,-1.574987,-1.0471842,0.15165855,1.2410547,-0.9709547,0.6317965,-0.43475413,-1.3492138,0.60851437,-1.781188,-3.6845102,-0.5724748,-0.9899909,-3.621607,-3.0734932,0.15834945,-1.7547185,1.1940374,0.72492594,0.005977597,1.1421877,-0.3020958,0.6385,-0.0055401623,-0.39994422,-1.312262,1.2374378,0.86708796,1.9394397,1.3741884,1.5927461,-0.23688436,1.1720474,-0.6710521,3.058405,0.5833011,1.1932698,0.63838136,1.3734864,0.27288666,1.0043768,-0.041115634,-2.485616,2.5875745,1.1677212,-0.27641037,1.82197,0.519364,-0.09269001,1.9879714,1.5011072,-0.865629,1.0564181,-1.096704,2.1433942,0.28108793,0.14642179,-2.7765028,-1.3500736,0.6176055,-0.418279,-4.260407,-1.0961714,1.2605793,1.2183719,1.8921621,0.6061417,2.3207266,-0.6844322,-1.8828735,0.80761594,-2.0893764,0.10718089
COLO 205,1.3675652,-0.14291655,-0.45285103,-0.014536556,-0.8938882,1.8433665,0.016943067,0.2860059,0.71057844,-0.3732804,2.4174864,1.6327293,-2.2079911,-0.719743,-1.2365727,0.6510133,-1.9506872,1.1915205,-0.9363221,0.8543255,-3.9627411,2.072436,0.58520794,0.24571122,0.0068669003,0.35554197,-3.3223093,0.1967335,0.83781767,0.0720053,-1.3336451,3.1672482,0.1846448,-0.437038,0.1715021,0.15691651,-4.1143003,2.2422514,-2.3412788,-1.4651431,1.84063,-1.186438,-1.7085116,2.5657694,-0.06504015,-2.1764464,0.20082457,2.1337986,-0.32896352,-2.090616,1.0557729,2.3411088,-0.78199595,0.86441505,-1.1771458,0.39341047,-4.552998,0.7513646,-0.7496686,-0.7338614,-0.665119,0.11555174,0.6661459,4.0075793,0.93991804,-2.7424254,1.394534,-0.54212046,-0.45914316,2.1260316,2.9516423,-0.4679067,-0.52864957,-1.6716187,1.4522108,0.40345246,-0.59940743,-1.154923,-0.53057724,-0.41066882,-3.340306,-1.2959706,-0.5563857,-0.48455507,-0.9920989,0.14285299,-4.85088,-3.2492054,0.06807754,-2.2337158,-3.0044546,-0.8784143,-0.66121525,-1.0104432,0.89021605,-0.5305295,-2.395223,-0.2432907,0.09945516,-3.0528383,-0.12137164,-0.51040614,-0.85867953,0.78187734,1.1112742,1.6023813,0.70110315,0.9629668,-1.1543304,-1.0972998,-0.92823756,0.42462462,1.0939046,1.731532,-2.4853106,-0.66035664,0.7886708,0.5938655,-0.7546586,0.037131786,-1.0611895,-0.4833106,2.3510733,-1.1117913,-2.6857033,-2.278148
697,-1.3888065,-0.6773057,-1.7353696,0.42648128,-1.723171,0.7195422,3.5031185,1.3968383,-3.535563,-1.6718456,0.21319482,1.0373905,1.1212565,-0.123342685,-3.8114886,1.7147357,1.61593,-0.65646917,-1.427949,-1.9773959,-0.10768892,0.091366515,-0.7923747,-1.0874566,0.42047676,0.28101748,3.7218857,0.83248675,-2.017749,0.39798576,-0.0021747611,2.9090345,-1.4631591,1.5279914,0.48437268,1.2320338,-1.5282527,-0.9747206,-2.145287,0.36937848,0.77830136,-2.7111378,-1.9740129,-1.6768026,-0.9998535,-0.043715134,0.06626381,-0.32749563,0.75363255,-3.6441133,3.2754931,1.6289622,-0.78904593,2.589641,1.0466557,1.1485846,0.5786129,-0.23234917,3.7007356,0.8100748,-0.40924785,1.6092247,4.8941007,1.4515432,0.20762572,-1.3631297,2.526399,0.6814037,1.7102019,1.2656348,0.79578686,1.0500008,0.12817216,0.5849282,1.7221495,3.4741602,-0.9731257,0.84006953,-2.3040664,-2.4370391,-3.4730527,-2.2012053,-0.4893815,1.0188613,1.6381859,3.7680984,1.3187784,2.147387,-2.5130363,0.85943365,0.5254389,-1.1316488,0.36248496,-0.12995133,0.75298,0.47579965,0.20791653,0.7987172,0.29543093,-0.5429807,0.6116959,-1.0310624,-0.5713031,-1.8985101,-0.07202052,0.8482392,-0.039102808,3.4078515,-0.6460632,1.6125817,5.1268015,1.8682814,-0.8323972,1.3136892,2.847903,-1.028368,1.4938682,-2.0863771,-0.3725755,-0.42349645,-1.3729885,-0.42879808,1.1295893,-1.9559741,0.0804158,-2.6876585
ABC-1,-0.3220775,0.7312631,-1.7740434,-2.0121055,0.096442215,-1.3311166,-1.6362284,1.0230585,-2.6119623,1.1322867,-1.6240021,-0.3778806,1.6743511,1.7416859,2.785615,2.004515,0.9913489,-1.8545133,0.55756813,2.9894779,0.011738554,0.5450259,1.0337641,0.6750128,0.52634573,1.3573194,1.5397031,0.5881156,0.59026575,0.55220276,0.74904835,-1.6037236,-0.44449168,0.5230465,0.72610587,-0.3687798,1.5729908,-4.5490313,1.2593515,-0.16162226,-0.5616726,1.7066668,2.2654705,-1.5796362,-0.022896025,3.1600873,0.17900589,-0.03318265,-3.7016857,-0.7006732,3.5794542,-0.4890405,-1.3114955,-0.9778091,-2.237263,-0.118684106,-0.31047738,-2.3042564,-1.67473,-1.0555141,3.9111528,-2.578095,-1.8149517,-4.496607,-2.005458,1.4378088,-1.012837,0.12006776,-0.20691457,-1.6769204,1.8688428,1.5353794,3.5111916,2.368872,0.71171135,0.6384281,-0.89202166,-1.01322,-0.3004133,2.5485651,-0.38279215,3.506708,0.79373467,0.40222076,1.3698196,0.46209407,-0.6569872,1.7179564,-2.3125615,-0.70374167,2.3245792,1.6623963,-0.4560342,1.2140677,-0.075182796,0.55129033,3.6020124,0.95390576,1.1501127,1.8141903,-1.0679077,1.6390989,3.0188296,1.5679972,1.0246836,-1.3546333,-0.032155976,-0.37127796,1.5281516,0.6273935,-0.6367245,-3.7106476,-2.04321,-4.0288086,0.64618534,0.9912842,-2.19665,1.8338422,3.6822677,1.8125529,0.035221726,-0.070540324,-2.9384978,-0.4289654,-0.33181608,1.2471665
M059K,-1.3321136,-0.6016643,-0.41775936,-0.080242604,-0.3651092,-0.90577257,-2.8865585,-1.1607453,1.2045765,-1.1201383,-1.1289338,0.63869864,0.3752403,3.6897507,-0.5165088,0.07390575,0.92545956,-0.06294123,2.0500946,0.48544517,1.3824348,-0.3879652,1.3331559,-1.3071094,1.4483769,0.29744872,0.47504455,-2.933912,-0.428144,0.15515995,-0.080471344,1.3859062,-0.7679422,0.58659124,-0.6963707,1.3348218,1.7144327,-0.4494663,2.661471,0.1223917,-1.184581,0.533068,-0.7980898,0.56656075,0.3442008,1.6792206,0.3541177,1.0800416,2.612973,-0.014964729,0.4941492,0.050902266,-0.33363256,-0.04181003,0.22536084,0.22387463,-1.1203473,-0.81287915,-2.3275127,-2.1578984,0.5015895,-0.70344967,-0.37351722,1.5148542,-2.159652,1.8641056,1.417981,1.5144088,-1.3411375,-1.646523,-2.0566545,2.3208585,-2.4606194,1.989559,0.6071032,-1.2911379,-0.5700512,-0.7373344,0.84797156,-1.8000274,0.5281374,-0.869471,0.36012396,-0.6552408,-2.5047956,1.0722233,2.147756,-1.8010837,-0.22290084,-2.6597507,0.3821771,-0.3257413,-0.8316439,0.8633805,-0.2026391,-0.4327131,-0.7266007,2.4107404,1.8307374,0.7363947,-0.02481629,0.59343535,0.9402915,1.2547204,2.0529807,-0.60963714,2.4766142,1.8867602,-0.12765393,-1.9407582,-1.3906516,-0.8723242,1.2118541,-0.76973116,-2.3612099,-1.5672445,0.41237605,0.44939482,-2.1704428,0.23536718,0.65112364,-0.33327675,1.0122097,-0.42848313,0.25092855,-0.6488645
NCI-H2085,-0.80905944,-1.670023,-3.2524483,-0.6438514,0.8830399,2.3086503,-2.9301045,0.44885153,-2.095069,0.224489,-1.8387066,0.5921086,0.3714882,0.24914831,2.2059393,2.1165593,0.47715893,-0.12353114,2.3704412,3.1123288,1.6986942,-0.12894431,-0.8417034,-0.99207515,-1.2271484,-3.3112414,-0.82419527,-1.123846,1.9428174,-0.707509,-0.7456838,-2.9345624,-0.5967962,0.1262882,-0.13250646,-2.0267644,1.1323832,-0.7056266,0.18910825,1.8421614,0.37012586,1.1499358,0.8770629,-0.3448086,0.5109358,0.3367684,-2.4570868,0.76546735,-1.4873189,1.0838562,0.86812806,-1.50325,0.3603645,-1.6678427,-0.391393,-1.283247,-2.8571327,-1.1535685,-2.3929555,-1.6817752,-0.22024062,0.9697918,0.77434766,2.001761,-1.4399683,-0.6075979,-1.7768798,0.16406518,0.13083075,-0.68301576,1.0638355,-0.9264507,0.29328382,-0.1666595,-1.157944,-0.5792507,-1.8317294,-1.1032975,-0.31517684,-0.4903597,2.6125343,2.768271,2.068464,0.06869139,-1.0376451,3.2295382,0.406573,0.777004,-0.68530315,-0.5683355,0.5764368,-0.93208903,0.48775095,2.109228,1.0474341,-0.28518534,2.8608413,1.7133554,0.7085874,3.7270775,-1.6120312,0.6284954,2.186598,2.278813,2.5050695,-1.0401559,0.9787946,1.3816981,-1.9789429,-0.9071656,-2.0600617,-1.9997991,0.3790057,0.304129,-3.0386963,-2.1462288,-2.0411594,0.21859215,-1.8100197,-0.7278302,1.0317638,0.44002312,-0.3609232,-1.1793004,-2.2013047,-0.7408418
NALM-19,-0.9875629,0.3237558,1.7773825,0.4819932,-1.8796091,1.9561061,1.2715967,1.2988256,-0.72382146,-0.2920846,-0.64377457,1.6812727,3.4244375,-0.3566091,-3.5516748,-0.268958,0.40011382,-1.5847448,-2.887403,-3.6145325,-1.1649693,-0.40411985,0.061773986,0.054171808,-0.5080584,0.69091284,0.90313077,0.53861743,0.60642976,1.6294729,1.6324432,3.497817,-0.20161696,1.676217,0.8077007,1.7278091,-0.26301962,0.43344432,-1.0082902,2.1459165,0.79434,-1.4713086,-2.7438953,-0.7921643,-2.0774472,-1.4200523,-1.0722421,1.963638,0.19324318,-1.1956431,1.6017288,0.34763074,-1.8583469,0.9766025,1.3939588,2.4942443,1.3917837,-2.1841855,1.130494,1.2762872,-1.5079229,-0.2565351,2.7568069,2.4848578,0.6921981,-1.5461079,0.21078248,-1.8494307,0.04196834,-0.7798642,0.28381893,2.3866336,3.0522277,0.56050193,1.9016063,3.5024693,0.28736448,-0.18438366,-2.1779308,-0.4539631,-2.2590826,-1.7117883,-0.6709868,1.8584368,3.2922025,2.3730805,1.0785055,1.4039962,-1.8836588,0.15227582,0.81164265,-0.9302839,1.0062597,0.6715324,1.0087225,-1.063537,-0.22375199,1.3447872,-0.9055156,0.59824985,2.65266,-1.2033085,0.0029554125,-2.0310464,-1.5844523,1.0925359,-1.276843,1.821131,0.64499617,-1.3596355,0.9295012,1.1298969,0.068634525,3.3848045,1.2921683,-0.15560064,-0.7496459,-1.2242916,0.18392476,-0.96549636,-0.95280564,-0.5094816,0.4490195,-1.4317181,-2.8405914,-3.761984
NCI-H1623,2.2116039,2.041042,1.0134163,-0.785738,0.119733214,-0.16878854,-0.71149164,0.61899745,-2.170854,0.8316583,0.28943425,-0.28880954,0.4322431,-1.2513672,2.2182286,-0.30044115,-0.25896874,-1.2514637,-1.4205204,0.2894978,-0.802964,0.34969547,-2.1760516,0.9336924,-0.45241544,-0.21468675,-0.66407275,4.0569735,0.22624117,1.7026818,0.35284162,-3.4471846,-1.3349102,0.25968313,0.56793576,-3.639814,0.020162076,-1.5783101,1.7207232,-0.6772601,-0.33412606,0.006816577,-0.66500807,-1.7198142,1.1025989,0.2459439,2.5040758,-0.48870367,-2.0197318,0.24381566,0.2620659,-0.5404875,0.122803316,-0.5923909,0.5068412,-0.6637894,1.5467452,-0.20054556,-0.21248785,2.2475138,0.607329,-0.5308953,-1.4324442,-3.1718552,0.11257253,-1.544995,-2.019873,-0.24425194,0.6702912,-1.1410414,1.1570561,-2.1253052,2.4986126,1.7114267,-0.27935404,1.0072867,-0.16240036,3.4366593,0.52630824,1.4056298,0.73043746,2.4544492,0.5696105,1.7934389,0.9088816,-0.46768224,-1.6115607,2.9524858,0.96588135,1.5111043,1.0993065,0.8302303,0.92833966,0.7993274,0.024880668,0.91518825,2.465015,-0.38890103,-0.027844988,-0.13440928,0.19221361,-0.26016527,-0.3449561,-1.0234956,1.6721613,0.61720556,-1.4690391,-4.128453,0.6322585,1.3158339,-0.9367018,-1.649925,-1.3885067,0.042666156,-0.23602948,0.39991018,1.1897515,2.5670807,2.1266959,0.933667,-0.8745352,-1.697079,-2.0070553,-0.027211577,1.1595192,1.1253109
A-1207,-1.3891586,-0.91695637,2.216534,1.6753851,1.4655167,0.23109236,0.04321731,0.21692134,-0.9106068,-0.1684169,0.3839875,-0.48403198,0.9521069,1.4259912,0.7297065,-2.3651602,1.7518703,-1.1169845,2.220037,0.57156295,-0.12048916,-0.0720815,-0.32782772,1.2321132,0.84265465,2.4569833,-1.7095556,-0.49957544,-1.4469672,2.3335693,1.7925893,0.01583517,-1.1837665,1.5282321,-0.09080124,1.5931666,-0.29264367,-0.29878,1.791827,0.8900147,-0.030919075,1.2426519,0.6208074,0.5671289,0.9824669,1.7577552,0.2970569,-0.52191466,2.2111425,0.951499,-0.89938265,-2.6024868,0.14195688,1.2552421,0.7061067,-1.6320857,0.1385799,-1.9442413,-2.9095507,-0.53914106,-0.0022090422,0.37632847,-1.2582387,-1.0360174,-0.35998607,1.1652224,-0.19899541,-1.4110568,-0.84964997,-2.9853282,-1.6849549,1.2238916,-0.51142216,1.962556,-0.24514228,-0.974526,1.1530447,0.35873735,0.79394746,-1.0572734,2.9031334,0.5110587,-0.14789796,0.97805476,-4.1738997,0.9863481,4.879125,-0.45151374,1.1508915,0.9787785,-0.17792854,-0.9045674,2.0487874,-0.5405235,-0.10554147,0.5972587,0.18850867,-0.7210928,0.99336326,-0.633936,2.0017164,0.8418628,0.20026562,-0.8887077,0.2241867,-0.006448224,2.576896,3.0622923,-1.4939559,-2.0102618,1.7135724,3.7932813,0.6711693,1.0153493,-0.1901766,-1.478332,2.154778,-2.45317,-0.025862768,-0.9840904,-2.7691035,1.0381844,-1.4351634,4.1193776,-3.8970547,-0.91101456
