,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53
ME-1 [Human leukemia],1.0575461,-0.23557472,0.47667375,-0.4389109,-0.8235969,0.23116963,-0.77959776,-0.11602902,0.40817016,-0.01667276,-1.128874,0.004397789,0.93551797,-0.19029212,0.08975896,0.4342348,1.3736116,0.31494513,1.0497022,0.632669,-0.11036807,1.0720773,1.2607763,0.36977145,0.44315097,-0.30772007,0.41845697,0.7045244,0.5063458,0.20447803,0.16275999,0.4279992,0.035230007,-0.56416845,0.056791358,-0.21841033,-1.3009672,0.19022787,-0.6347509,-0.86722034,-0.46112022,-0.09291023,0.9106775,0.5520444,-0.5953299,-1.91373,0.639632,-1.0848386,0.020155583,-0.30020565,0.30789214,-0.33349153,0.05884923,0.043928564
UACC-812,-2.0963013,1.9264741,-0.379566,0.78563815,1.1164223,1.0597862,-0.16277885,1.0853068,0.27113387,-1.5382453,1.7250826,1.2960615,-0.3071168,0.58422285,-0.04893577,0.9559928,-1.7680297,0.4115625,-1.0621777,-1.1550139,2.254081,-1.667352,-4.7878666,-0.86410964,-1.3567001,-0.107013136,0.26784116,-0.72310257,0.10873574,-0.46044824,0.0511926,1.641264,-0.17092961,-0.5092928,-1.439067,3.2123013,0.71381783,-2.2414482,-0.8741688,1.8176243,0.794155,0.39559633,-1.0621914,0.21478383,1.6227728,4.3866224,0.57448214,2.8718615,0.28538835,-0.2649237,-0.088834405,0.92054105,-0.24879314,-0.9053714
NCI-H441,-1.9418598,-0.48349756,0.28025094,2.5841255,2.5850465,0.49764872,3.9778504,-1.1753947,-0.7486706,-0.60926765,-0.07391453,1.4103315,0.85689867,0.66523385,2.8944905,8.348526,-5.1523533,-2.4064815,-4.5212154,2.2452326,4.0925317,-0.6266744,-8.11791,1.0468811,1.761053,-0.35228407,-5.5274715,-5.315944,-0.4597977,-1.696618,-1.9658425,-1.3015242,-1.8962041,-1.0566653,0.65472114,1.3713106,2.562628,-1.4272608,-2.2546682,1.8065444,4.974744,-2.3881896,5.8558383,-2.212089,0.41773447,10.958944,-0.2811969,3.5688417,0.2543577,1.3563693,-3.6427476,-0.13203809,-1.2667254,1.73939
PE/CA-PJ34 (clone C12),1.0090442,-0.32692438,0.50346875,-0.36719492,-0.83990836,0.26237312,-1.0531397,-0.08713499,0.11975337,0.44332254,-1.0505687,-0.061496947,0.9052721,0.12595831,0.3394436,0.17919794,1.5666479,0.019489631,0.7194395,0.9452636,-0.11405173,1.1345142,1.2986301,0.29233018,0.50936514,-0.47173777,0.56788576,0.5355456,0.38225013,0.23834014,0.18497533,0.33168572,0.010434203,-0.5406616,0.026695803,-0.13548213,-1.2891175,0.1167991,-0.66742766,-0.85735685,-0.5064736,-0.27406976,0.85000837,0.4914602,-1.0667324,-1.8129494,0.5769317,-1.0899639,0.018428363,-0.26720634,0.29286498,-0.7921185,0.0029136874,0.2922817
SNU-668,1.023828,-0.69414556,0.1859267,-0.3786178,-0.88047796,0.25622606,-0.8079788,-0.13444944,0.28996074,0.2413181,-1.0700321,-0.03866114,0.8020148,0.016737968,0.69274914,-0.021515638,1.3529795,0.14508562,0.45450538,0.4904061,-0.12665057,1.0921699,1.2669976,0.3693647,0.5274947,-0.4420659,0.2807834,0.53324,0.19171607,0.23742169,0.1528333,0.5328057,-0.033043705,-0.57950425,0.1726813,0.11156304,-0.9704994,0.15292843,-0.58859134,-0.8598723,-0.46135592,-0.13990209,0.8791206,0.52484596,-0.9732702,-1.7556846,0.9971439,-0.8879072,0.029399026,-0.30193654,0.29541132,-0.45390677,0.033016495,0.09908552
CAMA-1,-2.583652,-1.7903059,4.990305,-1.4435855,0.08957075,0.89837253,-0.05819875,-0.3765358,0.31184334,0.6896335,1.6406591,0.6760937,-3.4553154,1.2400613,0.69528854,-1.0812399,-4.723339,-1.2363269,-1.8059745,-3.9338117,-0.7856127,-1.4627424,-2.7597494,-0.46478757,-0.358898,2.97459,-3.6820185,-0.5475716,0.92073953,-0.87113446,-1.5751553,-1.193475,1.2927661,1.9502922,-0.97964406,0.13798447,2.7763696,1.3264425,2.9343786,0.33528987,-3.7318456,3.830062,1.0133829,0.73724407,0.80685407,-1.8158532,-4.1202397,-0.44494817,-1.2224938,3.2763748,1.6248221,0.94713885,-1.0879307,2.037712
RVH-421,0.3547719,-1.1848507,0.3698072,-1.1001494,-0.47745538,1.2698461,-1.1977774,-0.5590778,2.2034767,0.3066513,1.1307956,-0.27494386,0.15067565,2.2143507,-0.35259816,-0.49965093,0.51056767,1.2671576,-0.25404063,-0.42356107,-1.4345238,-0.42047703,-0.41009054,0.13365033,-0.706686,0.6182552,0.9930015,1.7583481,-1.7642617,-0.5810824,-1.0974411,0.798767,0.5230947,-0.013704076,-0.7163582,0.49642313,-2.5938222,-0.21875976,-0.036835182,0.38584974,-1.7969908,0.22744696,-0.19159599,0.4983186,-1.9988751,-2.1489742,-0.60418093,-0.7206174,-0.63240194,-0.5734704,-0.021175578,-0.82968825,0.7177781,0.13755228
Hs 675.T,1.0620725,-0.31393588,0.10571779,-0.39592618,-0.8652726,0.2533782,-0.9266918,-0.13696499,0.104061686,0.30958617,-1.1374621,0.028690696,1.0448648,0.3487365,0.4336152,0.06786265,1.4796677,0.12586178,0.53535587,0.75164586,-0.11603005,1.0998621,1.2656062,0.22512376,0.45242006,-0.72681236,0.3058782,0.6836349,0.0383514,0.27789953,0.1450051,-0.2116121,0.17653833,-0.5321897,0.09202825,0.12840742,-1.3179153,0.06421979,-0.67557245,-0.8829288,-0.46241522,0.20218438,0.8451012,0.52943045,-0.7720021,-1.7953709,0.7801917,-0.831868,0.018084377,-0.29289523,0.26688927,-0.5801124,0.07018141,0.16399264
NCI-H1355,-3.3328915,1.5575438,-0.8696267,-1.3742927,-0.7463706,5.4140196,2.6407182,3.723364,2.5842881,-2.341633,2.9782488,2.5007544,0.2761681,4.397397,-5.297726,3.0586772,-5.921856,-2.0764623,-4.3940387,-2.4157023,2.6307893,-5.9786596,-8.008474,0.6342105,-1.7281699,-1.9123989,-1.2795745,-0.45534876,-0.1692192,-1.9378543,0.27908036,0.33914655,-0.13077179,2.577844,-0.20887938,1.6767098,2.556293,-2.0937476,-0.96153057,3.7509813,0.4306133,2.3541033,-1.9355688,0.24179861,-1.5191346,7.59324,0.5971178,4.0742607,1.5831724,0.4730879,-2.6977973,0.31696045,1.8355047,-2.0040154
PE/CA-PJ49,-1.2798464,0.94697875,-0.010101022,-0.6115401,0.087824464,0.8010699,1.2741051,0.23165077,-1.2182171,-1.2863691,0.6868595,0.64965725,-0.7609229,-0.3016915,-1.0576744,-1.6959107,-1.8531122,-0.07719366,-0.15793806,-1.9167413,-0.16754267,-1.7857872,-2.5248148,-1.1945366,-1.9503965,1.1011958e-05,-1.0173515,-0.14637662,-1.5984523,-0.7543129,0.7287482,0.1234429,-1.2923434,1.2661005,-0.7886913,0.3156103,1.2472308,-0.7130358,0.35569882,1.2337048,0.2832897,0.7185223,-2.1187208,-0.5451411,-0.3501432,3.15656,0.7125127,1.3932853,-0.5784267,0.6058689,0.9849171,1.1210195,1.39914,-0.4757322
KPL-1,1.8201234,-1.0216314,0.34705698,-0.31124368,-0.3189048,-0.20033567,2.3279676,-1.8364677,0.39958143,-1.9185184,0.35117537,1.5744902,0.57173824,-2.2623177,3.0043025,0.011801824,-0.38758743,1.5108725,0.16936341,0.39782175,-0.5797953,-0.5703094,-1.2835449,-1.7872888,1.7452694,-0.9278023,-0.5054395,-1.259027,-0.26347935,-0.8158537,-1.0762823,-0.03426963,1.0989774,-1.8632487,-1.0151534,0.56518096,0.3535774,0.6320572,-0.9052403,-1.0013616,1.3618863,-1.4893875,1.6642523,-1.098803,-1.5449674,2.544274,1.4390903,1.2553452,0.13405402,-1.2885125,-1.2974098,-0.93676746,0.91983646,-0.13659123
SNU-283,0.48504865,-0.9599749,0.06776613,-0.4160999,-0.9072234,-0.05651971,-1.3176384,-0.08039889,0.19169062,0.044507958,-0.7657104,-0.8486859,0.570832,-0.36464033,0.5038298,0.614419,0.26634154,0.21654697,0.4261157,1.5091388,-0.9509757,1.2364004,2.110086,1.0894079,0.40128696,-0.2375634,0.40365568,0.77761644,-0.06097704,0.025537267,0.6134244,-0.091220126,0.22623697,-0.57922447,0.1377137,-0.0456056,-0.56120616,1.0186646,-0.30800667,-1.155435,0.07474448,0.5620384,0.7148903,-0.06786238,-0.32701537,-1.3319523,0.16676413,-0.90071607,0.4641252,0.0403556,0.88117427,0.016272122,-0.07882582,-0.14270231
MOR/CPR,-0.62681496,-0.10370205,-1.1032792,0.07611422,-0.7835911,1.0566456,0.74988747,1.3030344,0.1398308,-0.6081606,1.8604845,0.02098582,0.73212045,0.41694316,-2.535735,-1.3234421,1.5412588,-0.2995622,1.8334483,-0.75030017,0.09888062,-2.1794617,0.8536567,0.027991386,0.3534967,-0.9558566,1.5186256,-0.08605309,1.4817483,0.6795105,0.36647153,0.9557745,0.19467169,1.99812,0.049699053,1.7193413,1.579402,-0.6831348,-0.25870812,-0.5282584,-1.0339148,1.6821126,-0.67339873,0.44237104,2.0541418,-1.4991931,0.38861707,1.9480425,0.44564345,-0.35969645,-1.1156609,-0.72343844,0.7628384,-3.318937
LXF 289,-1.6219869,0.25241426,0.8305027,1.5148993,2.6284418,-0.09079449,-1.9805634,-0.036372505,-1.6158983,2.9001484,-1.5321342,1.5770947,-0.18660203,0.14429358,-0.17878938,-0.24028344,3.341792,-0.6655215,0.47695264,0.72662604,4.629094,0.22495665,1.6050363,1.0625387,1.1527029,-2.563437,-1.3161994,-1.0034622,0.9624134,3.732461,1.9040966,1.1561538,2.6306627,0.031555645,-2.1828306,2.414688,-1.3104949,1.1832972,-1.3362671,-2.5954425,0.3747468,-1.0313244,3.1314383,0.13829727,2.1163096,-0.8712896,3.30939,-1.8955059,1.6114137,-0.505019,-0.7498149,-1.2150215,-1.0297668,-0.8287701
NCI-H358,-0.7479262,2.4039855,0.5193532,-0.79443485,1.2389456,-0.28345522,1.3200219,1.1492207,-0.6825063,-0.7729095,-1.6711942,2.23511,0.43769372,-0.25628278,-0.39848614,-0.61906344,-2.233078,-0.3976522,-3.1925366,-0.42664784,3.0278516,-2.3473463,-4.0167813,-0.5192582,-0.36692584,-0.5780571,-0.81363475,-1.1170595,-0.63670254,0.4794371,0.1571645,0.030228153,0.640715,-0.01411443,0.5699617,2.7132738,-0.70439434,-1.3736237,0.4228664,2.6971955,0.44043016,-0.9873642,-1.3456991,-0.8265761,0.4060641,4.8894124,1.1877966,0.03779029,1.5188689,-0.70047176,-0.6618074,-1.2108144,0.054737408,0.54090345
SW1573,-2.0152354,0.59783864,0.040298447,0.9272256,0.25068218,2.0281208,3.3540525,0.12494201,-1.1261799,-1.5659924,1.5836433,1.4129437,0.27986246,0.028633773,-2.5718923,1.3513505,-1.6168939,-1.7229142,-1.3248198,-0.18427132,0.8495307,-0.9055888,-4.9212456,-1.1923457,0.94027185,-0.25753686,-1.7213612,-2.319259,0.6895938,-0.94995826,-0.7410744,-0.29379714,0.31885982,2.484378,0.49322236,2.216817,2.294539,-0.29204682,0.6522832,0.4460028,0.4791147,1.3237717,0.015680904,-1.1241797,0.43562737,3.0542305,-1.6703964,2.415586,-0.15795067,1.3539677,-1.0814203,-0.36554626,0.21533576,-1.5668167
Caov-3,0.16496329,0.33748162,0.21838379,0.6629655,-0.28512186,0.6946328,-1.213055,-1.0206949,-1.0742598,-0.17755911,-0.6152578,1.2930394,1.8176374,-1.0228173,2.3552525,0.15849832,0.9923725,0.36062232,0.8365026,0.73493963,-0.637884,2.3567617,0.16607316,-0.18074515,1.2147195,-1.2972674,-0.67803204,0.19022906,-0.52853227,0.59029794,0.4131412,1.2314334,1.0510815,-1.3706439,-1.1610357,-0.22197431,-0.9327781,0.30593902,-0.27434707,-2.0927994,1.8381704,-1.1496624,1.7801481,0.53033656,-1.1417637,-0.7285859,1.5191828,-1.1068295,-0.4089744,-0.5772993,0.35828376,0.9130349,0.015478767,0.25168523
EFM-192A,-2.515922,0.509064,-0.94276184,-1.1570606,-0.6419964,4.6764336,0.16308565,1.2625506,1.2939118,-1.9295174,0.37109712,1.1118147,0.5192759,1.7091204,-0.08938849,-0.6534558,-5.325526,-1.7583703,-1.5044863,-4.4055057,-2.4244397,-0.5218289,-2.2451522,-1.738534,0.5032026,0.8932954,-0.5823324,1.7553742,-2.1338515,-1.8440552,1.0873804,2.615784,-0.88628054,0.71301615,-0.19200855,-2.5619068,2.6796505,0.2260885,3.5750127,1.0326993,0.00032990891,2.2732134,-2.5519123,0.94031656,-5.8648934,-1.3896099,-3.3824983,1.4298013,-3.4198456,1.0582062,-1.1823303,1.2166804,0.64572716,1.4432749
L-540,1.0470319,-0.100635976,0.32281137,-0.40851274,-0.80856514,0.3346248,-0.8593694,-0.1547119,0.36675772,0.10103463,-1.3184617,-0.010219755,1.0356848,0.0072104447,0.3319741,0.14459085,1.5020274,0.23163964,0.29663402,0.55913424,-0.08481393,1.1027051,1.2414426,0.3894751,0.42922083,-0.35608405,0.023998797,0.5192564,0.14376192,0.30549932,0.1525547,0.7354357,-0.010179743,-0.6013513,0.05206026,0.12784165,-1.183324,0.013639776,-0.5902902,-0.8492337,-0.39642596,0.1936549,0.87222147,0.5616289,-1.0819987,-1.7592653,0.61149293,-1.0613871,-0.0012375724,-0.31509355,0.29264468,-0.41579413,-0.0030211993,0.1851503
SU.86.86,-0.88880056,1.712077,-1.262163,1.4566063,4.1259847,-1.1011723,1.2878706,-0.7648642,-0.37711138,0.07148701,0.086939335,0.08042564,-0.5958876,-0.60431266,-0.44870004,-0.74497336,2.4081407,0.011253044,-1.8984942,0.124365196,1.5952291,-1.24455,-0.8387678,-1.796612,0.6922893,-0.59002143,-0.51602995,-0.967411,-0.52457464,0.6511595,1.0884558,0.08880849,0.32574117,0.5265913,0.091581866,1.7195451,0.8565328,-0.19677001,-1.3226746,1.0448369,1.4975069,-1.949465,-0.17380522,-1.479772,1.2827613,3.602605,0.43906936,1.5013427,0.34071285,-0.6037875,-2.640155,-0.12444266,0.038126834,1.1267837
VMRC-LCP,-0.9055785,-0.9416653,-0.8395484,-0.028087467,0.78914726,0.49108708,-0.36130673,-0.033053156,-0.54630494,0.5516357,0.20707849,-0.5890635,-0.26117486,0.8682525,-0.32417774,-0.7901595,0.83352137,0.11828236,0.6679784,-1.764897,0.29599717,-0.89595866,1.7454716,0.1361102,-0.42088568,0.746915,-1.0515728,0.31003493,-0.6183469,1.5143293,0.2598957,-0.19332817,-1.6222447,0.8615169,0.7371479,0.3562457,1.0714614,-0.53569114,1.1104386,0.073229045,-1.0082196,-0.42214027,-0.42446703,1.2093685,-0.52450633,-2.5823226,0.8427561,0.48241347,-1.3468682,0.9142549,-0.43919498,-0.5486902,0.4999047,-1.5331336
HEC-108,2.888422,0.17955725,1.8144422,-0.11378861,-2.076805,0.29300198,-0.5831414,-0.14452824,-1.157749,-1.6143955,-3.8938737,-0.4569592,2.0309346,-2.1334686,2.0896053,0.39667216,1.3838109,-0.41526595,1.4181726,2.7237527,-1.8159952,2.4059188,2.1690784,0.32158184,1.5475271,-2.238734,-1.4383285,-0.33335698,-0.875511,-0.42647353,1.6821884,0.79813325,-1.0319856,-1.7008159,-0.025199234,-1.6453798,0.4840168,1.2110842,-2.035767,-1.8611791,2.7417216,-0.85439265,2.8911672,1.4593176,-2.0230358,-0.9588145,1.9234622,-0.9543893,-0.91791606,-0.7500982,0.4731287,0.73381674,-0.035255548,1.3455664
Hs 706.T,-2.4847112,0.26549894,0.57349133,4.7081523,0.9631054,0.32828373,0.14826232,-0.56840086,-1.5237641,-1.2245895,2.3378353,-3.7609038,-1.6434162,-0.42685604,-0.8725856,-0.058237553,2.7271,-0.26936102,1.8443484,-1.6590717,-0.26709196,0.9267924,0.7687732,-0.97721064,-0.3521357,1.8784409,0.025911149,-1.7626851,0.8607249,-0.49458206,0.37951094,0.8863534,-2.7313502,2.0222917,-0.25871295,0.39594564,5.183989,-0.3867864,-0.5415921,-1.4935778,-0.10494695,1.7129841,0.8441641,1.1974313,5.5593834,-1.4299122,-2.0510495,4.16628,-2.5483286,0.99021137,0.24187961,1.3868273,-1.2869561,-1.2118407
NCI-H1341,-0.20237096,-0.9353425,-1.1418765,-1.5480801,1.1155131,-0.20011666,2.082063,-0.48187205,0.5046672,0.5647976,1.9985248,-0.2192459,-0.26742315,-0.91738445,-4.350916,-1.7413625,-0.14615287,-1.2089585,-1.3798635,0.5772752,-3.5638406,-1.5841734,-1.6065389,-0.49993587,1.0990213,-1.1746411,0.28379643,0.14746267,-1.0151426,0.6380689,-1.0737991,0.013006769,4.5726624,4.787674,1.3951107,0.4848875,-0.8072646,3.9245894,1.4118106,1.0790482,1.1830541,2.760253,-2.3164136,-2.8820827,0.22686952,0.9297113,-2.9965947,-0.50062907,1.4212066,2.537168,-1.5341821,-1.3592854,0.5058656,-0.54337215
Kasumi-2,1.0671285,0.057878494,0.1134322,-0.37505004,-0.86438453,0.19622874,-0.7038077,-0.15287457,0.490162,0.07627812,-1.5138053,-0.068897836,0.92706925,-0.075028546,0.47345632,0.003625542,1.4704562,-0.017070577,0.64207757,0.6478825,-0.12439416,1.1263741,1.2997977,0.146088,0.50188106,-0.5763524,0.24212202,0.45436832,0.1288842,0.20002823,0.14807741,0.47397047,0.09365547,-0.57239234,0.227666,-0.19405812,-1.4208031,0.08512429,-0.6315673,-0.8404338,-0.46552578,0.045643356,0.9541489,0.502079,-1.0651896,-1.834998,0.30211744,-0.9447925,0.037062984,-0.29888076,0.2790591,-0.29917663,0.030267105,0.052901648
LMSU,0.82053536,-0.28576455,0.30385733,-0.32087374,-0.79587066,0.37654966,-0.56516695,-0.12193202,0.33550298,0.2176849,-1.1656543,-0.054202758,0.9845894,0.15819249,0.38237056,-0.008126989,1.2070146,0.36934105,0.7082577,0.729287,-0.009516707,0.9175469,1.1532733,0.39673996,0.4638617,-0.66978455,0.17871319,0.7140262,-0.12692142,0.19629931,0.29150516,0.10579009,-0.105165645,-0.51996607,0.008584901,0.20009914,-1.1255225,0.04865403,-0.38415593,-0.8151703,-0.46004674,0.27367282,0.8521177,0.43635058,-0.83482224,-1.5168445,0.63860244,-0.97176784,0.041586608,-0.39698592,0.24987465,-0.6541651,0.01838123,-0.09565802
SNU-489,0.88577354,-0.27009577,0.2387434,-0.28976384,-0.85472566,0.36562657,-0.7921636,-0.13100998,-0.13124803,0.23719242,-1.0797987,-0.114504755,1.0865237,-0.36358407,0.3065148,0.030725554,1.2901244,0.04917152,0.35943285,0.47463804,-0.11383274,1.077377,1.2528353,0.30918494,0.55794597,-0.58145595,0.5150459,0.631888,-0.40707135,0.08451921,0.21818177,0.64467394,0.28340676,-0.47970402,0.22688007,-0.41240656,-1.3114655,0.12575662,-0.49606457,-0.904144,-0.55041105,0.22327735,0.78106,0.33035445,-0.9419685,-1.7872257,0.85910094,-0.70356286,0.041877776,-0.32705298,0.29698202,-0.7032894,-0.023616023,0.09510166
COV434,-1.039276,1.1067828,-3.0323884,-1.7408829,0.41121382,0.17615283,-0.37689576,2.542366,0.2658814,-0.38707605,1.7350402,-0.77323216,-0.9892247,0.8219162,-3.4156687,-2.1502128,-1.4709795,0.9873738,-0.002857238,-0.50993514,-1.3431611,-3.1713185,0.6154528,1.4890481,-3.5094185,-1.9318304,0.8585627,2.2505596,-2.1844034,1.1666226,1.7997153,0.16592059,-1.402972,1.7935748,-0.40969974,-2.2853827,-0.51245457,-0.0558621,0.08412068,2.7453325,1.6032988,0.46281308,-4.531049,-0.0007455107,0.31148002,3.201645,1.6944177,-0.36101618,1.033006,0.13147274,0.98365927,2.1311011,2.5368216,-1.8227433
WM115,1.5798792,-2.5751905,-0.6817577,-0.081294656,-0.3602188,-2.1602147,0.2977316,-1.7786375,-0.60372376,2.2205617,0.041606445,-0.81131935,0.77830625,-1.7277856,0.58476585,0.36713126,1.5775653,0.32478192,0.122922935,1.8384006,-2.33001,2.2362978,2.4987504,0.20389561,0.81460637,0.18222176,0.45142555,1.4710805,-1.1637532,0.16936743,-1.2678947,-0.30159724,3.053485,-0.5735652,-0.06694196,-0.8262612,-2.782931,1.5976373,-1.188301,-1.5805684,-0.35184193,0.10016589,0.08826993,-2.1475723,-0.16506012,-1.536826,0.48569322,-0.8958504,1.3302846,0.97584814,1.2332406,-0.75680923,0.3571209,0.43498188
B-CPAP,0.386302,-1.3937314,-1.4731802,-1.3967371,0.70102,-1.838613,-0.66615266,0.08126678,-1.5309627,2.5817068,0.22614235,1.6059318,-1.469462,-0.32277924,-0.15863779,-0.875592,-0.59305006,0.69191295,0.67306924,-0.60673976,0.08499376,-1.5497549,2.6405258,0.9281544,-0.38380462,-0.073353484,-1.2880754,0.7725421,-0.67438763,1.8000236,-0.088884465,-1.4454693,1.0724583,-0.4401939,0.8704261,-1.0844673,-1.0813208,0.23290662,1.3897614,0.069157064,-0.84563005,-1.8207473,-1.9283377,-0.49504137,-0.06799817,-0.98841757,2.3682067,-1.3290756,1.9494044,0.9090294,1.0161864,-0.010110955,1.245693,-1.1264812
CAL-33,1.0746548,-0.39444003,0.33189815,-0.42289853,-0.90640754,0.20448664,-1.2634144,-0.122964896,0.15561944,0.2955251,-1.1237258,0.009148108,0.8627491,-0.048665144,0.28046733,0.21619326,1.350424,0.18153024,0.63635623,0.7139423,-0.119378,1.0940853,1.2686836,0.32234877,0.46624488,-0.4413005,0.1777391,0.6314754,0.24806243,0.28093094,0.15651391,0.4379937,-0.09990143,-0.59863263,0.2772869,-0.37871322,-1.1063585,-0.023000535,-0.6513488,-0.8092499,-0.41972375,0.012821341,0.8589669,0.5415302,-1.284719,-1.8758439,0.9207768,-0.94591844,0.011952223,-0.2999589,0.30982375,-0.32702053,0.0490216,0.012247711
C2BBe1,-2.7947683,6.6859674,-1.4723114,2.8434272,5.257028,-0.8764888,2.206987,1.148618,-1.1768526,-2.9703677,1.0595304,-0.56238437,-0.3825029,-1.2131815,-1.9800978,0.46683958,-0.79447645,-1.7298976,0.7546484,-1.5184705,3.4625328,0.26359737,-6.655135,-3.0175922,-2.5240495,2.1271486,-0.097077444,-4.3255854,2.8472946,-1.1058058,1.2381294,0.17486402,-5.835744,4.134319,-1.3326486,-3.7132826,6.8323345,-3.583211,0.72798765,3.149467,4.07206,0.24311483,-1.1261895,0.81873363,4.2044497,8.330259,-3.4189935,4.7933717,-3.3251092,-0.21400179,-1.8223433,5.556497,-1.1572605,0.7587782
SNU-349,-1.4963313,2.7440674,-2.6818538,-1.2162366,3.8817425,-1.3024086,0.99935234,-0.5413961,-2.0978823,2.0200615,5.126092,3.7086391,-3.187586,-0.11183738,-4.8605056,-0.031294495,-1.0948486,0.1547516,-1.3621062,-0.24165039,1.040911,-2.7128682,-8.557951,-3.772768,-3.9067717,-0.27838075,-3.1432376,1.6206422,-2.7966623,0.41355973,-0.29100594,-0.37099603,0.67608,2.208362,-0.8703165,-1.0633135,-1.1378541,-2.1765711,-2.133151,4.6198764,1.5777774,0.28853163,-4.289267,-2.736884,3.1851232,9.870728,0.32198945,2.6488457,1.5151947,1.1471958,1.4557872,4.2750273,1.7686696,-0.3180898
SUP-B15,-0.1906859,-0.46133238,-0.25771627,0.0069469344,0.14929616,0.720474,-0.50070393,-0.80020183,0.7365,0.28884116,0.74094576,0.0416655,0.91125673,0.7094307,-0.08392674,0.55968153,1.497256,0.4530415,0.736138,0.43030432,0.3290221,0.9602895,0.53474313,0.4649164,0.03808572,0.20075554,1.0435747,0.7449208,-0.5536418,0.18277864,0.12354614,0.45672214,0.12111015,0.18284951,-0.39836237,0.5099963,-1.5320573,-0.37305915,-0.516513,-0.82704747,-1.045402,0.40437248,0.5467197,0.36018056,-0.21571803,-1.5412709,0.5812694,-0.38274786,-0.36507726,-0.12145052,0.024426937,-1.0748862,0.28132856,-1.2018492
FTC-238,-0.23685563,-0.5130737,0.93259996,1.3715382,0.6609493,0.28081605,3.7820332,-2.6717691,-0.945831,-0.32171634,0.7727612,-1.3974154,-1.9659251,-1.0581414,0.6053616,2.156913,-3.3093898,-2.1437783,-1.1992034,-0.65847486,-2.1976888,0.6909485,-4.9046617,-3.6160955,1.1448387,2.8936028,-4.0682974,-3.3293872,-0.35963756,-3.2547555,-2.5469282,-2.0864677,-2.8206687,1.9601245,1.5852007,-3.5994074,6.1284676,0.5499519,1.2765789,0.17496079,2.2693722,1.2455633,1.5365734,-1.8723166,-1.3275595,3.8344266,-5.857098,3.8695056,-3.2665904,3.585598,-1.0157349,3.1880949,0.4313043,2.6493182
NCI-H1573,-4.077071,2.3054976,0.25024745,2.0511148,3.279085,2.3696053,1.2178705,1.3743526,-3.2239156,-0.2747587,-1.482846,1.9118912,0.28835493,0.8575712,-0.96898806,-3.0131986,0.8957297,-2.1607218,-2.5783303,-3.8499882,4.624638,-2.6324284,-1.2271235,-0.9449117,0.8967987,-1.0476538,-2.322762,-1.8175645,0.11639169,1.6945496,2.1003559,0.823119,-0.4233607,1.7279176,1.3006785,2.6291668,1.8253633,-3.1010401,0.64981973,1.374923,-2.7909265,-1.1841092,-1.8575671,1.0056496,1.4331263,0.23109168,2.6730602,1.730725,0.33410996,0.31020164,-2.172605,-2.25869,0.20884256,-0.5989585
U266B1,0.8789419,-0.24113458,0.57671386,0.5342961,-1.3860925,-1.7172196,-0.8563579,0.7312128,-0.08062945,0.7350681,-0.31019726,-1.6909187,-0.16139127,-0.5983094,-0.4331179,-1.5408871,0.9829625,0.38699353,1.8332623,0.82533115,-0.9570964,1.1639549,2.2667673,0.1281651,-0.6245379,-0.8553072,0.72001654,0.8791431,0.5661546,0.6623025,-0.13932264,0.06193968,-0.24514931,-0.1307026,-0.7983361,-0.5736282,-0.6907835,1.1042377,-0.1452761,-0.66365325,-0.15892056,1.0196432,0.74913156,-0.5378518,0.7630224,-1.6620685,-0.54255205,-1.8728054,0.16792493,-0.0438772,1.3800229,1.2440635,-0.7799264,0.94881636
