,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94
U-118MG,-0.6227225,-1.9037848,-0.6002718,0.18402019,1.8136439,0.6712053,1.6181517,0.28494725,1.518878,0.5213995,0.85774493,1.2746692,-0.7524033,0.1291626,-0.9010973,0.49562708,1.4973419,-1.6985099,0.0021266192,0.9097648,0.38718048,0.71516806,0.98839206,3.1888719,0.47960997,-0.78806794,2.887532,0.3936181,1.1919193,-0.93427336,1.0323732,2.574045,-1.3264762,-0.89258194,-0.32015052,0.26271242,0.16074124,-0.83831674,0.5994473,-0.440216,0.9907252,-1.410058,-1.2307196,-1.1884546,-1.0921276,-0.6193214,-1.1942029,0.22116871,-1.4138776,0.004971586,-1.2965353,-0.03814364,0.47274014,-2.0281272,-0.10546087,-0.48473305,1.4384942,0.80068207,2.0967648,1.5400758,-1.1599809,0.747645,2.0582278,0.8081083,2.9061027,0.0390803,-0.22108234,0.95906603,-0.75941306,0.6968486,1.3702383,-0.47340298,-1.1911731,0.85126406,0.14428757,-0.4773892,0.36941123,0.8596567,-1.5649914,0.46908367,-0.29442698,-0.6821193,0.5647293,-2.0619373,0.6075029,-0.047408894,0.7404775,0.49722227,-0.15405732,-0.6180103,1.6161774,-1.0292832,-2.6534739,-1.9822866,-0.91325456
EHEB,-0.1365362,-0.56966066,0.3019752,0.6245137,0.069109276,-0.71314454,0.27858347,-0.54097754,-0.9331503,0.14744438,-0.1479898,-0.9602051,-0.09600921,-0.000240542,0.0857457,0.9088262,1.680767,-0.5841179,-0.77553684,-0.5511315,-1.0000767,0.51610774,0.15054435,1.2288641,-0.7226894,0.30205923,0.31875378,0.16295932,0.75597996,-0.15168302,-0.35902786,0.2866402,0.07129511,0.37135932,0.14633578,-6.362796e-06,-0.051917054,-0.4013843,0.08377328,0.916954,0.8612916,0.1819386,-1.0423452,-0.12616232,-0.5325516,-0.31842923,-0.24976325,0.29174483,0.2636542,0.19424066,0.3624188,0.7170053,-0.78940225,-1.5808486,-0.09371901,-0.660933,0.20904586,0.38728184,0.42922097,-1.1619732,0.3793934,0.50479305,1.1371033,-0.26978493,0.34608763,0.7538513,0.22286534,0.18364824,-0.0721069,0.32141438,1.394977,-0.22678426,0.07988922,0.44467527,0.09789456,0.07946279,0.37355897,-0.41261297,-1.2544546,0.36579293,0.12933211,0.009589143,-1.4444927,0.076229215,0.011886992,-0.50420773,1.9713074,0.23049514,0.4786602,-0.2246361,-0.27915564,0.049678028,-0.278696,-0.81538415,-0.75991
SNU-407,-0.34453467,-1.0810447,-0.23692387,0.8643743,0.6150287,-0.7091928,0.13317788,0.06724433,-0.42674857,0.7852619,0.14822657,-1.6979446,0.38552892,0.66774565,-0.07876341,0.7497681,1.1125079,-0.79442227,-0.6972964,-0.44928584,-0.64652544,0.9326496,0.5551997,0.8112135,-0.9733597,0.7548669,0.9440458,0.18634741,0.51268137,-0.6269873,-0.4999566,-0.03727217,-0.28314352,1.0711533,-0.11398007,0.28559014,-0.07819,0.80134493,0.19247684,1.0657637,0.7163288,-0.81371343,-0.7163658,0.5846973,-1.125489,0.10286771,-0.0071057156,0.32106248,0.3564893,0.027743995,0.49788672,-0.02298836,-0.08254572,-1.016069,-0.8614427,0.05647792,-0.16068587,0.71302664,0.7005949,-1.0576378,0.421432,1.4185705,0.5345582,-0.22607854,0.5678015,0.5034567,-0.3676722,0.27002016,0.16793393,1.2228832,1.2397572,-0.15493575,0.62906754,0.68366694,0.43372604,-0.17246616,0.58273214,-0.6600156,-1.0038847,-0.24304414,0.4592023,-0.07824304,-0.9775175,0.06921613,0.086674266,-0.28443527,1.3115302,0.34012678,1.0291684,-0.002686067,0.015071061,-0.26255748,-0.3609232,-1.1243439,-1.5447682
KP-4,0.1830422,0.8956561,-4.235169,0.2809386,0.18667233,1.7351098,1.1344864,2.1297133,0.27933013,-0.08283753,1.5024974,-0.35257638,-1.1302087,-2.1641183,-1.1276059,-2.157012,-2.757366,-1.613992,4.495229,-1.3099406,-0.62041974,1.0650935,0.97671306,-3.7478364,0.5987977,1.4141314,-0.33738038,0.9744628,0.29398143,-0.43521598,1.039619,-4.1498466,-1.1360402,-1.0266411,1.5533291,-1.5119628,0.23183255,3.2834432,0.12584326,0.57613826,-0.7575699,-1.2945282,4.4364953,1.8790591,1.595835,1.1921521,-3.8937693,-1.1756544,1.9367924,-1.9371582,-0.8248981,-1.0596085,0.91850495,1.7082496,1.040184,1.3932235,0.4853705,-1.4886744,0.82284296,-0.33590677,0.63251835,2.8927305,0.29035547,2.191585,0.8511847,1.3007624,-1.6892045,-2.193267,-3.6061244,0.6757683,0.54413575,1.1513141,0.06675017,-3.986569,-0.20396481,2.0721529,-2.688591,-1.4490036,0.16980153,-3.756423,-0.08587423,1.3079853,1.9229668,-1.7764457,-2.0132568,-0.5057573,0.13815902,-0.043067336,0.73940545,0.8083945,0.72111326,-0.6607627,1.72873,0.45507213,-1.8408787
HCC33,-0.05852011,-0.38155752,0.45154423,0.61018944,-0.2562772,-0.8939512,0.64509237,-0.3970304,0.12967701,0.39087206,-0.15085077,-1.4820406,-0.5186051,-0.10253418,0.047882937,1.3045433,2.044983,-0.70897025,-1.2471062,-0.9057905,-1.3101271,1.1012686,0.26196343,1.6606171,-0.91817355,-0.33052826,0.58306044,0.37619352,0.7256351,0.081659675,-0.40442201,0.36600846,-0.86137176,0.4232715,0.22551312,0.54358155,-0.09864765,-0.41364682,-0.01927033,-0.4790087,1.0353758,0.36281243,-1.4133914,-0.25522354,0.21775974,0.0065820813,-0.45155802,0.7584661,-0.16387641,0.5069789,1.4690297,0.9482134,-0.65326184,-1.5707221,0.46019977,-0.23103468,0.38049045,0.25291723,1.0648245,-1.2933946,0.51511055,-0.08798769,0.52932465,-0.24270499,0.2583442,0.6731599,0.116943754,0.30282566,-0.40664113,-0.0064235926,0.7150674,-0.45173654,0.34424752,0.5468739,0.24801503,0.62137836,0.0067480803,-0.6169431,-1.1261753,0.3046068,-0.67658305,-0.23955697,-1.4240586,0.34430587,0.2645423,-0.55546707,0.46369135,0.89745575,-0.31948066,-0.40424907,-0.51581043,0.22162926,-0.23569125,-1.0774442,-1.0774449
JHH-5,0.29727712,3.2932928,0.8125688,0.66891545,-1.6466658,5.155206,-2.1518314,-2.0805821,-1.6631364,2.363205,2.127388,6.2240252,-2.8403864,-0.5477364,1.6039988,-3.3237588,-0.5949321,2.1263704,9.56939,2.2148538,5.2561326,-2.5825636,-1.1839007,-6.908955,1.9859561,1.7311907,-6.2860937,-2.5475721,-1.6701999,0.62223196,-0.54434824,-3.2479885,1.3264945,-2.23958,1.060847,1.7041552,1.7187996,-1.1197324,3.3057804,2.655979,-2.7353318,4.1222267,4.409523,-0.60046077,1.4775771,-3.1718514,4.909493,2.1137593,-1.076374,-0.8535469,-3.0107946,3.2128491,0.30475774,-0.42246443,-0.6514399,-3.0884933,-2.2446585,-1.8976207,-6.4956737,9.135357,-5.9451528,-6.0675597,-2.908037,-3.8259022,-3.4985251,-4.601474,0.18222153,0.68604505,2.8122933,-5.194327,-7.7188144,-4.11489,-3.3415124,-2.7269866,0.76298684,-1.3726048,-3.726561,3.8585413,-2.5116246,2.1122274,-2.6476796,-3.7176294,4.3975115,1.0886476,0.092026405,4.3430805,-5.4552717,-1.7801653,0.6553867,2.6522539,1.045938,-0.9114231,-3.9346805,-1.3878834,4.4908414
NCI-H526,0.7465739,-0.5636395,0.39719275,0.44874746,0.27477774,-0.987026,0.66369253,0.29041666,0.28000447,0.04383964,-0.24897161,-1.1705718,-0.45851094,-0.12792572,-0.14843155,0.8793917,1.9031353,-0.80704147,-1.5948416,-0.069478154,-1.1426108,0.61023134,-0.028534554,0.6981391,-1.2559094,-0.30667716,0.9268093,0.3934511,0.48871344,-0.27788275,0.2369785,0.4084512,-0.6829285,0.6672034,0.23836285,0.18694791,-0.4313287,-0.71562594,-0.15841392,0.5228303,0.9194824,0.51106477,-1.0947583,0.2675816,0.076824695,-0.4304185,-0.3742376,1.1206205,-0.11821205,0.83494735,0.7580651,0.6622234,-0.61590636,-1.2513808,0.15630093,-0.5132844,0.06890684,0.111747324,0.6426981,-1.4057957,1.6115384,0.2658079,0.36127114,-0.21646315,-0.111451074,0.57758224,-0.21263917,1.3088132,0.067925185,0.60562503,1.6475668,-0.30177298,0.4332678,0.5922041,0.106287494,0.14058612,-0.48190445,-0.07693705,-0.9666887,0.3189672,-0.3138756,-0.012657704,-1.3631221,0.30916446,-0.20508528,-0.5954842,1.3352278,0.47152635,-0.8395203,-0.78998655,-0.11167583,0.3543356,-0.13138498,-0.95891804,-0.7669512
NCI-H647,-1.8445297,1.5403563,-0.8913095,2.6292298,-1.2699811,-0.5418533,-0.7571788,2.016664,0.8817773,-0.34992802,1.0559378,0.09392828,1.6621177,-0.72865045,3.0033379,-2.5642781,-4.7953277,-0.16720891,3.4932911,-0.8720325,-0.8800434,0.8669226,-2.5657995,-3.9567182,-1.7670053,-1.7342896,-4.465709,-0.9915892,0.021144673,1.9258384,0.49568027,-3.8190534,0.91648114,1.9270493,-2.550399,0.033771913,1.3458068,2.0027082,3.7580192,2.2195337,0.15322949,0.4346078,0.2248964,2.7791517,0.7567985,0.40422058,0.008037917,2.081814,2.1000812,0.54845655,0.22551785,1.539198,-0.29222494,-1.4724607,-1.7339097,-1.9981617,-3.4954731,-0.4589502,0.45892814,0.8416943,-2.4010983,-1.287452,0.19847953,1.2788012,-2.434598,-0.15318193,-0.40008983,-2.435332,1.1569543,-1.3598378,-1.8029362,-2.1566744,1.7951003,-2.6319911,-1.035537,-1.0586791,-0.16430843,-0.18956883,-1.6597265,-0.92630136,-2.274644,-0.44862232,1.8945489,2.639256,0.12880102,1.8129643,-0.80747133,-2.6444874,0.16507909,-0.48983288,0.36910576,-2.631284,1.4434333,1.3223292,4.023946
SU-DHL-8,-2.602528,-0.44028863,1.4534576,0.566635,0.33903775,2.167949,0.14769374,-0.97763133,0.8993903,1.2839841,0.31409398,1.3802681,-1.2007431,0.8670872,-0.67798257,1.6164567,-0.5622321,-2.6472228,0.0044572093,2.1378603,1.5100113,0.2436176,1.446506,2.4853096,0.70554537,-0.41682047,3.2489586,-2.0364106,0.7107854,-0.11244216,0.51569694,4.0629015,-2.557966,0.25850534,-1.8679113,0.13873157,1.556186,-1.0302448,-2.8483014,-2.306765,-1.2471694,-5.134469,-0.24193081,-2.3387382,-1.8230358,0.17802018,0.96709013,-0.23957774,-0.743249,-0.6826272,-0.5503001,-0.2545316,0.46937206,1.5218923,-1.1860471,1.4710901,2.4142237,0.51282984,0.63055056,2.9710538,-0.25607044,-1.0074642,0.6090248,-0.41832048,1.0669833,-0.2961418,0.55984825,1.0679948,-1.8150105,0.6689092,-0.2206009,2.2461212,-0.58121014,1.5792738,0.34082416,-0.77339196,2.1052926,-0.12995248,0.68019915,0.595877,0.43695948,-0.89057785,1.3548675,-0.61638415,2.2446585,0.13025905,-1.2355384,0.20785344,-0.6525558,-0.9447776,2.079644,-1.1187474,-0.23962213,1.2904457,-2.550305
HN,0.10315388,-0.4210766,0.34567612,0.7168919,0.11350526,-0.8887937,0.51116014,0.015264437,-0.4979217,0.32715857,-0.09052655,-1.3998249,-0.42013007,-0.06026607,0.049979597,0.45731646,1.9022145,-0.30400756,-1.1626463,-0.360375,-1.2923279,0.68862665,0.35034236,1.6256834,-0.9239088,0.3171527,0.84269243,0.24918492,1.2221366,-0.06955621,-0.34227645,0.3686871,0.48095933,0.41158408,0.22830144,0.13879369,-0.12645565,-0.3097137,0.035717793,-0.28193116,1.03902,0.045921132,-0.6972627,-0.51859367,0.053952582,0.07194829,-0.5019977,0.7786275,-0.06218051,0.56559116,-0.02749291,0.8352851,-0.6753953,-1.767188,0.53592145,-0.3361891,0.32642758,0.15502791,1.0468676,-1.2947989,0.615931,-0.0037751347,1.2172588,0.04690075,0.2287986,0.5555617,0.14064202,0.5321398,0.25689447,0.13860539,1.3942815,-0.41349566,-0.38596544,0.54176027,0.2873007,0.17340806,-0.20077485,-0.92992413,-1.2036932,0.26753643,0.5862074,-0.14164907,-1.5708721,0.4884752,0.2942332,-0.6392138,1.2471914,-0.54371053,-0.2352182,-0.39149916,0.048451304,0.09424959,-0.2606854,-0.73470104,-0.9954932
MKN74,0.14076036,1.1797352,-2.421523,0.9646775,0.7949584,0.21338648,-0.20422956,-1.224431,2.8379462,2.42584,2.0963101,-0.87913835,0.7887288,-0.037362467,0.48692054,1.3632653,-0.8227781,0.39941016,-0.7134611,-0.7896926,2.0077124,0.30757383,2.5814812,1.5002403,2.303409,0.24881321,2.4728732,2.1318047,2.8855748,1.2525636,0.22456515,2.377129,-1.932212,-2.0147521,-0.17694023,1.5260516,-0.73053163,0.9885299,0.27824336,0.4746397,2.907674,0.57467407,-1.570718,0.31123772,-1.3309964,-0.9774636,-0.2959997,-2.3801537,-1.1685009,0.65073884,2.2774591,-1.1995587,0.2523051,-1.0668246,-1.1854357,0.06314288,-0.39500734,0.98193973,1.7086282,0.07099464,-1.7298026,2.0403173,1.081086,2.5776825,3.4976783,0.2124182,2.1140876,1.2986896,-2.1418402,2.1570356,2.0752354,2.1050787,-1.9476241,1.1215575,-0.10062546,-1.345076,-0.6964835,-0.08990818,1.2538284,-1.8420101,-2.1900964,2.0260627,-1.5883926,-0.41713342,0.24873391,-0.7908319,0.06404086,1.5013874,-1.7410214,2.2312434,-2.4822562,-0.58025765,-1.9022943,-1.213278,2.1026876
NCI-H146,-0.7625149,-0.4821697,1.2564002,0.12335051,0.33797076,1.2380031,-1.1534164,-0.91415554,2.1772742,-0.12432496,0.39452237,3.696711,-0.7350868,-0.45330334,2.2771962,-0.30203342,-1.2848787,0.61143756,1.563534,1.7707487,1.5973897,-1.2263588,-0.74570173,-2.120251,-0.27542907,0.005720049,-0.65015924,-1.9589634,0.7778566,-0.17611492,2.1648347,0.39056912,-0.2857295,0.68939346,-1.5138916,0.20347288,0.39696208,-0.6462764,1.8860507,-0.29522556,-1.1943936,0.49660397,1.4114879,-0.40512586,-1.2517743,-1.6631476,2.249813,0.61848056,2.1504204,-0.07173547,0.6560108,0.37574306,1.2968817,-0.051299583,-2.3586612,0.3804961,-0.903296,2.066118,-2.3103044,3.1801186,-0.7027727,-0.42677286,1.2747428,-0.010556936,0.33398873,-2.129432,0.35748756,1.1459557,2.1631613,-1.4102093,-1.6434768,0.40169153,-1.7766409,-0.4012993,0.33261052,-0.6314654,-0.87986016,0.112228476,-1.0582349,1.0634948,-2.2371075,0.72497225,2.1555836,0.40342033,-0.20238905,0.13166814,1.2461042,-1.8294399,0.76417816,0.6320418,0.2612813,-1.1489056,-3.368644,-1.8377193,1.9517719
GMS-10,1.9972931,0.7076375,1.3285172,0.8620093,-0.9811716,-2.7916987,0.62963367,-2.1177135,-3.3737693,1.7977182,-3.2178602,-3.4377365,0.27388903,-0.38686153,1.2801956,-0.36073226,1.3393866,1.9096569,-0.73625296,-0.40476424,-0.059982233,0.8971256,3.6662235,-0.08911631,-1.6862316,1.6710954,0.95087266,-2.3196075,-1.9494919,-0.3097727,-5.253863,0.22117153,2.017138,3.604766,4.5101585,1.0035015,-0.9196147,-0.98223007,-1.0972172,0.7939187,0.6435808,2.6041594,-1.6019503,0.82020897,-0.765507,0.9181236,-1.1921142,-1.859792,0.58148015,0.881287,-1.4818649,-1.1738269,-1.945813,0.12712446,0.9222042,0.22973813,1.1176684,-0.12297118,0.7526038,-4.188939,-0.6915462,1.8069755,-4.7961674,-1.3565013,-2.0227838,0.737513,1.4204031,-2.3666313,-0.51943815,-1.0437623,0.013855485,-0.23898575,-0.6615696,0.9641628,2.00328,-1.6003782,0.42642558,-0.71624994,0.8028513,-0.8596022,1.9801579,1.2354802,-1.5731466,-1.1904529,-0.5953599,1.0123236,0.86296046,0.6185148,2.062181,1.7828888,-0.52676433,0.91345483,-0.5990684,0.10452816,-2.7169425
MOLP-8,-1.3445697,-0.33111486,1.5780332,1.072425,-0.92322403,-1.2018585,-0.6615874,-1.2562182,-0.60880667,2.0563996,-0.0059179068,-1.6461664,0.95218205,0.037615694,0.77264225,2.5451155,1.1281246,0.26285675,-0.88963306,-1.4415414,-0.27098775,0.23807839,0.8641287,-0.9048633,-0.95405525,1.0960815,-1.2203709,-1.9156255,0.42851573,0.0055542924,-2.8184154,0.5811076,-0.22095187,1.5253131,0.14066213,-0.112935185,0.54915893,-0.09558699,-0.8419486,0.23438367,-0.493343,-2.9145257,-0.5621091,1.1218897,-2.448111,1.089488,0.60159796,-0.8783643,1.0707371,0.59845454,0.9768739,1.4110078,-1.7798,-1.0292137,-0.98843455,-0.97630084,-0.12550399,-0.4043741,0.33306015,-0.49925873,0.6499963,-0.20904748,-0.27761778,-2.2567043,-1.6796849,-0.042077854,-0.12213667,-0.8867682,-0.708484,0.41295484,0.8690326,1.6672708,1.5681132,0.99249226,0.20824078,-0.07644486,0.89813316,-0.73694134,-0.11542142,0.2749563,1.6639446,0.054341633,-0.6686895,1.4423196,1.8487581,0.94302773,0.7418282,-0.8471335,1.1354594,0.3572049,-0.23781486,-0.48341268,0.9842414,-0.47691914,-1.3815398
HMEL,-0.004848321,-0.22171395,0.19433004,-0.15451533,0.36942285,-0.45179638,0.39681673,-0.490202,0.18457316,0.70844746,-0.74990934,-0.35655212,-0.4335024,-0.08689006,0.14151181,1.0773373,1.9296722,-0.7036158,-1.5741963,-0.6071423,-1.6538848,0.12509742,0.24482998,1.6361941,-0.6893837,-0.30473807,1.2566423,-0.33028537,0.49186915,-0.07577815,-0.05193676,0.9632212,-0.579087,0.59646034,-0.14495283,0.011694454,-0.43123627,0.21299043,-0.8313974,-1.3267579,1.0369061,0.35967737,-1.1859394,-0.49029455,0.5927052,0.29728803,-0.3832749,1.3174915,0.35732436,0.6617323,0.5076646,-0.11870989,-0.89752185,-0.95546436,1.0510181,0.14727625,-0.22221828,0.75230145,0.90716463,-0.9049633,1.0697591,-0.61862576,-0.4860617,0.05114896,-0.294148,1.2717116,0.25865042,0.71623504,-0.6789992,0.014695257,0.67234564,0.71102226,0.07406337,0.9754777,-0.07036847,0.051856957,0.9451238,-0.20678942,-0.63213915,0.33074057,0.15537745,0.47158346,-1.3231285,-0.5531368,0.19812705,-1.76297,0.68121994,-0.25742447,-1.0061464,-0.5194088,0.037804633,-0.035039544,-0.34523585,-0.2571246,-0.6686218
JHOS-2,-5.524221,-1.6794695,-3.5072963,1.5546938,1.4409653,3.331141,-2.2708318,-0.9621613,-0.91103375,2.981297,2.6628127,-1.4516307,1.5156515,-0.68190986,-3.3855486,2.6588805,2.0096493,0.962499,-2.7187064,-0.3794254,-3.5601895,-0.15626615,1.7569313,4.338573,2.99513,1.7559772,1.5676118,2.30083,1.8537079,-0.21200962,1.8651398,-0.65313387,1.6382993,-3.3444285,0.43767622,-3.5578656,0.05681607,0.16578358,-1.4600213,-0.9591386,-3.6448054,-4.0932155,2.291068,1.0959707,-0.813087,-0.29037756,-2.8306878,-0.39650422,-0.038919546,1.8885542,-2.1088376,3.8860958,-3.5933442,-0.14067052,0.40279388,-3.3232195,-0.21362995,-0.8323375,2.7646654,-0.49576882,0.4419822,-0.41410735,0.48569512,0.8461151,0.8501011,-0.32757217,-2.9605992,-1.4784062,0.9512129,2.8702722,0.36714688,2.296081,3.5536957,0.23963939,-2.874404,2.52354,1.4929055,-0.58386475,1.0244788,-0.19258973,1.6512525,-1.9537396,0.5220624,-0.75775015,3.9414217,1.5667188,-0.3934304,-1.7338849,1.5330907,-0.7543544,-1.0260409,0.8523231,0.85910136,3.5059705,0.74593014
NCI-H1651,-0.6415836,-0.95057917,-0.76910913,-0.24585247,-0.21115687,-0.6458998,0.9094335,1.93238,2.5481932,-0.31848568,0.43626696,0.3625993,-2.1416066,1.5797954,-2.1811235,-1.0094868,-2.346374,1.0295454,-1.1761106,2.2647746,2.811824,1.7187811,0.49271345,-0.17369854,0.7291701,-2.480055,1.3818281,-0.26901102,-2.7459402,-4.29945,1.5649403,0.5910076,-1.6855737,2.3289967,-2.2473762,-1.7904757,-0.7343089,0.6130493,-0.60096633,-1.5048715,0.6944385,0.777075,2.6733606,1.3498002,-2.706694,-0.40503675,-2.6622105,0.28161627,-0.7370892,-0.6633262,-1.5961779,0.05852681,1.0159479,3.3781972,-1.0490956,1.9712387,-0.8259149,-1.5202359,0.22983393,-0.21340787,0.6793553,2.6735592,2.5004067,0.7911867,1.1577804,0.9607864,-0.6211132,-1.475625,-0.10778046,1.2694682,-1.4049183,-1.9627404,0.26780564,-1.6159296,-0.4392316,-0.2276395,2.958914,0.11172351,0.26438552,-0.47422537,0.7010601,3.1788118,1.9250342,-0.97960776,0.36206058,0.6724997,-2.172742,-2.5715532,1.2810704,0.02655302,-2.0473049,-0.35808435,-0.4874534,-0.6805079,2.7409356
NCI-H2286,1.0600282,1.4510392,0.5319431,-0.4716761,-1.5597714,2.5918682,1.2774374,-3.6298866,-0.61944723,3.331338,-2.0232925,-1.5280867,1.693999,-2.616488,-1.1227301,-1.1223419,0.41606343,4.0665355,3.3821182,-3.9146204,1.4952146,1.3589756,0.39713895,-1.5876951,2.5912523,0.78140455,2.8786907,-2.5149636,-1.177453,-0.3080567,-1.9916716,0.11795382,-4.954244,-3.0766592,0.28791568,4.325088,1.0305177,1.0470799,-2.0439546,0.2758004,-1.3164978,-2.5830505,0.24744995,1.7602893,0.06598342,3.5002825,-2.0313516,-2.1213741,-0.6268537,0.72818387,1.3063294,-3.2900736,2.6164763,3.1848001,2.0418897,2.2303822,-1.1179012,0.45463708,0.09426688,0.34105825,-0.529384,-0.23422244,-3.768027,2.3778315,3.1790018,1.0275699,-1.4199568,-2.2188087,-4.7572775,2.7124288,4.1402054,1.7562329,0.5092666,1.4773147,2.2642925,1.2221162,-1.3305811,4.0339212,2.0402064,-2.7436895,0.21157725,-1.4007274,-0.4625301,0.26872045,-1.0810734,-0.42419448,0.44794068,1.8583596,-1.9356099,3.8518305,2.184356,-0.08290538,2.2080724,2.8809378,-1.0945832
CHL-1,2.2312887,0.23052901,-2.2882473,-0.42993218,0.7406012,0.14306773,1.2615652,1.3798485,5.6350255,-1.8643802,1.4700819,-0.22310989,-1.4754156,-0.75322926,0.7294126,-1.1225709,-4.2445097,1.7695103,3.6902363,-0.20415226,4.2150073,-1.1295836,-0.921664,-1.9836532,2.2377942,1.1613135,-0.39027086,0.7289451,-0.33951405,2.4618099,-0.7442286,1.2182705,-0.61797994,-0.3782975,2.4064612,-0.8187363,-0.6588498,2.080307,1.6870027,2.2677724,0.037444044,1.918892,3.0002763,-2.6375136,-1.2634498,1.7901568,-2.9146254,-2.705525,-0.51572114,-1.8543485,-1.3646057,-0.7073184,-0.84369403,1.8596506,1.1541575,0.8706089,-1.6445305,-1.8831962,-0.70825243,2.659387,-2.916961,3.645348,-2.5423484,-0.29972875,2.472276,-1.1357715,1.6889482,-0.36016572,-3.081761,-4.1721354,-0.43139175,1.2614671,-1.8744737,-1.9913474,-0.5797841,-0.6634234,-3.4211576,-0.9050623,0.19752455,-1.6373572,-2.6028662,3.3108182,1.2141637,-0.12999871,-1.3519934,1.5300379,-1.7330618,0.18255615,0.8969997,0.0828726,-0.34606826,0.6651302,1.286442,-0.771019,4.0215187
Rh30,-1.3847637,3.9732478,0.10314427,-1.0286509,-1.0716152,2.4178731,0.48106897,2.403403,2.0652146,-0.13816798,0.8351665,3.5651627,0.73848283,-0.4474093,0.57691836,-4.134853,-3.5480697,3.4555655,6.1221285,2.266927,4.4203568,-0.74127525,-1.2310609,-4.4799666,3.039745,1.2991452,-2.0328605,0.19752908,-1.482722,1.7752428,2.5794122,-2.1815503,0.65218884,-0.6635444,0.6802963,0.3674066,0.2973717,-0.37373143,1.8447833,1.2499976,-2.1011524,4.6591587,3.4765685,-3.094779,1.9193251,-0.39091542,-0.2024275,-1.5237588,-1.9713113,-0.60505766,0.58258766,-1.2230767,2.634106,4.043465,0.6568945,-0.2953132,-1.6063129,-3.0605283,-4.005164,4.774916,-5.551056,-1.3589569,-0.20875442,0.62680745,1.0903947,-2.589332,0.21538126,1.0927299,2.720271,-1.2433755,-4.049711,-1.54124,-1.7275492,-2.1302395,1.3841313,1.204914,-2.1962247,-0.7215298,4.030182,-1.3917934,-3.3140028,1.0221221,3.1244667,1.1171542,-0.31308264,2.9019544,-5.6228666,1.3468366,4.4101686,0.078305185,-1.3274623,-0.6331028,-1.6494875,3.996967,3.0182076
SW1463,-1.149808,-0.83272004,-0.7542192,0.9882096,-0.84737134,2.926539,0.31964126,-0.7156116,0.64201707,1.5797559,0.5645807,4.805738,-2.5605626,0.12916288,-0.12967215,-0.24616593,-1.7591822,-2.6349938,1.2473043,1.913582,0.6420859,0.22648053,2.1442568,0.84568906,1.2384119,-0.86216587,1.3462695,0.5515788,1.5765209,-0.88016844,2.176069,1.1121343,0.14181814,-1.5906378,-0.33731034,-3.300137,0.48862982,1.8885143,-1.1028925,-0.9280905,0.97010446,-0.9439376,0.8885736,-1.8679255,1.8782979,-0.3842647,1.4723195,-1.7267205,-0.81722325,-1.6796161,-2.3940058,-2.0826313,-0.7035775,1.4906547,-0.06097065,0.7398464,1.116157,-0.36669683,-1.3604252,3.5547764,0.62216735,1.0122162,1.4867005,0.8735531,0.22963628,1.4801899,0.35123092,1.6294035,-2.4110644,-1.4048014,-2.4664307,1.6165924,-0.33933467,0.59838825,-3.976983,-0.45366058,1.0659146,0.6834629,1.3158654,1.2530913,-1.4215302,2.399149,3.0609844,-1.5696824,1.4998777,0.66316146,-2.8214571,-0.71455383,-0.7988327,-0.6394588,-0.42581844,-0.24584346,-1.0359416,-2.0188527,0.39996865
OVTOKO,-0.35261786,0.16487715,-4.0131216,-1.6589704,1.7134732,0.66389346,-0.3996421,3.1966083,2.7022953,-0.48312077,1.6824654,-0.6184646,0.49748278,-0.19185144,-1.0035795,-1.9001095,-4.1244636,0.6575705,1.8646224,2.4811423,1.2677507,-2.552715,-0.941657,-2.3199708,1.8224796,1.0325576,-2.3353517,3.674304,1.2233291,1.5079443,2.9643278,-1.1889243,0.2046054,-2.2651641,1.0388875,-3.510634,0.79127574,2.2413967,2.2860255,1.4523705,-0.76018393,1.0742655,2.6585867,0.11478065,1.8042579,-0.049129717,-1.221566,-2.2230163,-1.0285916,-1.666294,-0.97625047,-0.505226,2.401511,2.1489644,-0.2717132,-0.7475384,0.43840203,-0.58708066,-0.3873191,1.6038877,-0.288528,1.8133157,2.8173423,1.2759424,0.83046013,-0.32747248,0.6016017,0.7212952,1.3824086,-1.5389122,-0.59281343,-0.9387527,-0.8791589,-3.574554,-0.29491994,0.9928424,-2.0065439,-3.9031959,2.2981572,-0.8948674,-1.9364647,2.635589,1.9555001,-1.1007154,-0.3362143,2.5767467,-3.2586837,-0.99953246,-0.35914367,-0.078541815,-1.4916265,1.995873,-1.5530143,0.42431438,1.0001254
