,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86
HCC4006,0.8391648,-0.8648565,2.493392,0.85054183,-0.576187,0.75244206,0.04269121,-2.3254836,-1.0355428,1.6720643,-1.2838743,1.2064837,-1.2397372,-0.3783132,0.91746455,-0.7807848,0.46792382,0.7243318,0.972731,-0.39017197,0.86677957,1.566317,0.102491826,-0.9446916,-0.060955327,0.99116206,0.8485647,1.1825608,0.5603326,-0.04747321,0.53490543,1.6262094,0.2714759,-0.31802613,0.79021084,-0.09181394,-0.8439312,-0.25154877,0.3069198,0.96161723,0.78157735,0.09842727,-1.561442,0.044344716,0.2397438,-1.0147535,0.9877514,-1.3891298,0.30709016,-0.8622145,-1.5006442,-0.6606864,-0.89942944,-1.2875103,-0.21913075,0.32067773,-1.5510243,-1.3130653,0.12815745,-1.3645707,0.14049079,1.2323185,-0.31114617,0.6587309,1.5183837,1.2952117,-0.47441894,0.37263444,-0.31252724,1.0625135,2.427689,-1.5602404,0.2973754,0.4036265,-0.8172635,1.2363992,-1.0123267,0.5924659,-1.3693209,0.4112449,0.35000268,-1.1349608,-0.90930295,-0.9359383,0.54728425,-0.4850082,0.27535307
SNU-324,0.031749036,-1.0694555,0.7940779,0.4805426,0.9965164,0.97789323,0.65400356,-0.7619302,-1.5995446,0.1225927,-0.36768755,1.9145783,-0.8008521,0.46957776,0.16138992,-0.14450927,0.43423462,0.86676,-0.2961109,-0.9143124,0.87990886,0.41831225,0.026608536,-0.3961091,-0.87956727,-1.5061057,1.4448441,-0.24839692,0.36249807,-0.12947,-0.39108303,0.84931004,-0.22595316,-0.49972868,0.5884227,-1.7467616,-1.2707368,0.9341991,1.8216577,0.92852414,-0.2185249,-0.6754015,-2.6440897,-0.4194018,0.60802495,1.0396253,1.1269145,-1.8174516,1.0087807,-0.7843819,0.13283148,-0.32062042,-0.1642395,-1.0949792,0.23809114,-0.81897,-1.690323,-0.3812776,2.0543158,-0.28460953,-1.1159742,0.70906293,0.9137651,0.30302194,-1.3034978,1.2721981,0.4392177,-0.65891224,-0.3857546,2.1279736,-0.040899247,-2.1952004,1.2332523,-0.41927996,-0.7387168,0.33019844,-0.61000556,2.4217956,0.27075493,0.5908461,0.17326275,-2.0969973,-0.684793,-0.16457114,1.7464854,-0.85667616,1.1434098
CAL-120,-0.29280767,0.05926797,-1.8585285,0.85598725,-0.09082892,-1.7085295,-0.6336134,1.5139713,0.91367036,0.06109082,-0.5808182,1.0477493,-0.114700556,-0.7469023,0.47084364,-0.30103943,-2.2427835,0.06499077,-0.22599743,0.5223347,2.9555893,0.59073216,0.29327428,-0.559789,-0.078062385,2.9135723,-0.3517248,0.2906333,-1.0545053,0.80741644,2.415517,-0.47187388,-0.7005829,-0.74484146,0.88048553,-1.1579157,-2.6627278,0.644733,0.17550275,-0.36915728,0.24533013,-0.8288349,0.2989862,0.9948419,-1.6714884,0.7504451,0.3946556,0.84600914,1.1341718,1.864252,-0.36296853,-0.2783236,2.4223251,-0.20516765,1.849607,-0.23891625,-1.307269,0.94896907,0.6687088,0.20833044,-2.1663547,-0.19852363,-1.7572645,0.842739,0.8325115,-1.4513701,-0.87956417,1.3412284,-0.8077864,1.2913046,0.85532093,0.638295,-0.4579285,3.3783965,-1.4269507,2.0780675,-0.6066172,-0.4019545,-0.79061896,-1.9002845,-0.70416325,0.10512178,-0.7187364,-0.45594442,0.15324758,-0.17562191,-1.1342237
RS4;11,-0.15361634,1.3225731,-0.90043163,-1.1736348,0.71780187,0.70606333,-0.42819947,4.2274303,-0.40309566,-1.0321907,2.8754585,-1.4173034,-0.9223754,-1.7460728,0.6672729,-0.6131685,-0.50810003,1.4025791,0.8954683,0.07147126,-0.4406271,0.94191873,-2.8217306,-0.7498817,0.22428934,0.45530578,-0.08128336,-0.02172302,-0.47780874,0.34994996,-1.6475662,0.15762174,1.0562534,-0.32740086,-2.2325203,2.5518966,0.19361027,0.16485071,-1.881491,-1.1233885,0.8154791,-0.17364906,0.5753735,-1.2589957,2.2110934,-1.9150982,-1.6653997,0.6640001,-0.22504407,0.20678148,-1.2827829,-0.6272342,-0.15717658,1.9939599,-0.47152472,-1.1322924,1.8534511,-0.12711447,1.3579922,-0.613207,0.6620101,-0.16768162,-0.1971083,1.4329427,0.9353631,0.9292187,1.5380791,-0.31716576,0.7498649,-0.25876418,-1.2879037,0.46982467,0.25225157,1.0534644,0.78582585,-1.17458,-1.7934567,0.28784454,1.0094742,-0.5048561,1.2528628,-0.51592636,-0.5643072,-1.2036632,1.0419688,1.1699257,-0.5165642
MEG-01,0.6704426,0.4680954,0.594945,-2.2978182,-0.01798268,-1.6209657,0.23424098,2.0354543,-1.2236924,-1.2828356,0.87816817,0.22957537,-0.2501845,-0.3667371,0.259541,-0.87485313,-1.3990552,-0.0116221765,-2.3648322,0.12847847,-0.5158127,-1.5514921,-0.46138906,0.28482923,-0.6758152,0.22111198,0.45775232,-0.20464183,-0.07796916,0.124710046,-0.39346504,-1.2951884,-1.1121929,-0.26277965,-0.95807457,-0.6833167,-1.3224851,-0.53626025,0.036202036,-2.5745718,0.1092632,0.23037702,0.35318473,0.07763016,0.876117,-0.5475721,2.812887,-0.7080946,0.29958975,0.3834699,0.07566521,-0.98485,1.788814,2.7971234,0.79301476,1.465084,-0.050046295,0.53106076,-0.76793414,0.6130432,1.2438041,-2.2062328,0.19040649,0.014156096,0.5286649,0.015308037,-1.5920799,-0.9249686,-0.43638587,1.3570138,-2.0562923,0.48060626,-1.041131,1.3717752,-0.8014976,-2.6223292,1.7119987,-1.7452811,0.3569557,-1.2842249,-0.06520267,1.8507175,-0.4835171,-0.09223082,-0.11376515,0.4298947,-1.329501
HDQ-P1,-0.83864045,-0.8077011,0.6350108,0.27933764,-0.8452893,0.25434828,0.84841275,-0.06954551,-1.3124561,0.48506126,-1.8967433,-0.0645963,-0.5747902,3.2368712,0.85431665,-0.14726281,1.3386952,-1.5232744,-0.36379033,1.900516,2.0309956,0.90984386,-1.1690778,-1.3812616,-0.10434226,0.80707586,0.09261592,0.030524489,-1.7179812,0.06322059,0.4637594,2.6960757,0.3865988,-2.0178065,-0.67790616,-0.97555506,-0.448684,1.8974514,-0.70531297,-0.5902014,0.08251065,1.1899457,1.9279153,0.042854115,-1.2927705,0.27133846,-0.24947447,-0.5176314,-0.09798328,-1.9217954,-0.813309,0.35658938,0.79849166,-1.3293908,0.60858095,1.4246995,0.090241455,0.6978253,0.87346125,-0.931996,-1.5535996,-0.121536605,-0.26285022,0.10517828,-1.7296506,-0.06408907,0.13381185,-0.35770312,-0.0376655,0.20616132,0.9446644,-0.84180063,-0.045174524,0.7055202,-2.1173956,0.6430037,-1.6631644,0.23621938,-0.3971229,0.5634482,-0.6698452,-0.20505008,0.43511996,-0.543462,0.15249969,-0.77306867,0.25973508
SK-MEL-24,1.0239484,-2.0472398,-1.3575839,-0.87250525,1.4873998,-1.2950175,0.9342814,-2.1238048,3.0134993,-2.2088675,-0.72458756,0.82853115,-1.762574,-2.4920375,0.0016547665,2.2558603,-0.34529817,-0.78722566,1.8396418,-2.0394323,1.2349559,1.3542446,0.087896034,1.0578144,-2.023086,2.1399825,-0.33173412,-0.2807633,-0.9455409,-1.0172802,-0.40058315,0.5809026,-0.12998775,-1.3144264,1.7574669,-1.153646,1.9870887,0.5524454,0.64417696,-0.4716496,0.759539,-2.8363526,-0.07874057,1.3192669,2.339854,-1.1376352,0.020197868,2.8631632,0.612653,3.0854316,-0.44340026,-0.4120538,-1.4308388,-0.33066565,-1.3183107,-1.0250804,-0.59438884,2.0175786,-0.15586469,1.2632606,1.6003038,1.9770752,-4.2277346,0.72948486,-0.10717599,-1.7598561,-1.1235045,-0.6454979,-1.0872222,-0.45098087,2.8932624,-0.41910636,0.21380207,-0.2532991,-0.35333368,-2.5198457,-0.77515036,-0.3555941,1.803465,-0.3211777,-0.17143002,1.300021,0.38277003,2.034859,0.591959,0.9752525,-2.0475008
Hs 571.T,-1.8443701,-2.3674977,0.7080995,0.28847903,-0.20836005,0.018728707,-1.1328723,-1.7663232,1.113593,1.6366916,-2.277675,-0.7954299,0.66825235,-2.5719683,0.74466836,0.13401294,-1.2795563,1.7913889,-1.1577163,0.44576004,0.849597,-0.7007182,-2.0827892,0.6942819,2.0673888,-0.10206565,-1.4307919,-1.8666865,0.8103006,-0.38780242,-0.07732218,-0.78659576,-1.3758233,0.88989437,2.208655,0.5515577,2.0580885,-1.802573,-0.8957226,-0.702196,-1.0752473,0.6030901,0.3804515,2.7027512,-0.44846007,-2.2760038,1.56463,3.2317615,-0.26095396,-0.87872994,0.3567906,-0.039588124,-0.7171476,0.19096933,1.2495093,1.0728494,1.1032022,-0.36932665,-0.4337135,0.56900376,0.031389758,-0.6604386,-1.1634028,0.33812848,0.65169954,0.3298713,0.027170166,-2.9094872,-1.738354,-0.23855573,2.1983423,2.292461,-0.26086032,-1.3444904,0.59838337,-0.4481799,-1.6222395,2.5996714,0.2603277,0.34546193,0.997242,-0.1873543,0.6082066,1.4878261,-1.6037804,2.0700119,-1.8981531
Hs 611.T,1.0943215,0.9333421,-0.043840792,0.061047126,1.3853359,-0.6731818,0.99279606,3.852576,0.5634638,-0.31449053,1.7807709,-1.0824189,-1.431718,-0.52162355,-0.12655199,-0.886473,1.9176967,1.7547096,0.7710677,0.19407491,0.87243956,0.42553258,-0.43566507,-0.2169528,-1.63772,0.5385519,2.6369827,-0.3716074,1.873641,-0.29452014,-1.5267339,0.30741057,-0.40140513,0.50716704,-1.1834162,1.1063752,1.0846642,2.1731894,-1.2190335,-2.3257146,1.9238954,0.8468862,0.2638769,0.40536055,2.0630202,-2.3145237,-2.7889678,-0.914179,-1.3283015,0.35291168,-1.7906585,0.22048685,-0.09105762,1.9360998,-3.0640366,-1.6916931,-1.8978977,-0.26531497,-0.8937041,0.7033136,1.3182956,-0.0706085,0.80204105,-0.5338716,-1.9033225,1.6053529,-0.51806074,0.9674042,1.0707988,-0.028998708,-0.38355783,1.4118013,1.3664497,0.67322713,1.025628,-1.3590331,-0.21206516,-0.552819,-2.0077238,2.2906055,1.0047202,-0.13962302,-0.80219746,0.042382643,-1.1850077,1.5596459,1.4082557
RERF-LC-Sq1,0.24113256,0.49398202,0.47600403,0.29108277,-0.9491178,1.0036377,-0.4480087,0.5208504,0.3745839,0.5102321,-1.7703356,0.23186165,1.2226992,-0.2850611,0.5729008,-0.0778149,-1.8222458,-0.6515287,-0.29270297,-0.08928257,1.3337547,-1.5123451,0.468767,0.35769147,1.0706807,-0.077892795,-0.30108142,-0.35124364,0.04788269,1.8660889,0.41013464,0.08258243,-0.33067852,-0.23665,-1.2722759,-0.75984055,0.5506845,-0.25241244,0.468007,0.7777132,-0.8941723,1.1349043,-0.55875635,0.8851007,-1.3202597,-0.09710242,-2.442582,1.893491,0.27985507,2.119905,-0.5382439,0.0103426725,1.5805782,-1.5358698,-1.6132827,-1.5509179,-0.40119275,0.6477228,-0.9237816,0.5174679,0.9403752,-0.012576316,-0.72357863,-1.0267159,-0.35743907,-0.7863137,-0.83152735,-0.46950293,1.4841181,-0.909274,2.4580195,-0.392825,-1.3344921,-0.78685266,0.81733924,-0.15631947,0.36841977,-0.030287804,-0.5379127,-0.42593375,-0.864192,0.49981838,-1.6727452,0.40478274,-2.9307387,1.6966064,0.6615071
NCI-H716,-0.27358374,-0.9784525,0.27288863,2.0273948,-0.50137156,-3.1799626,1.2578812,-0.35884568,5.573956,-0.47603106,-0.4427437,2.1828887,0.04077304,-0.23738497,-3.1400435,1.9479638,-1.0820177,-0.7494685,-3.261065,-4.1772056,-1.0180248,1.5632355,2.4401252,-1.1594212,-0.57576406,1.5434496,1.2487109,1.310697,0.27760774,-1.2290941,-1.477509,0.2150217,1.4962866,1.8022358,1.3602251,1.8150017,-0.19857892,0.7887415,1.6091003,-1.8668776,1.1319559,0.6362278,0.49152872,-0.6364023,-0.5388868,0.7769015,0.8753052,-0.7727555,0.09372772,-0.066900864,-0.6325822,1.1070431,-0.5570841,0.8073887,-0.812884,0.22322638,-1.0331922,1.506496,-0.056224514,-1.8381099,1.2260724,0.9572191,-0.29392767,-1.2918184,0.29166523,-0.5583127,-1.3464476,0.8573865,1.333009,-0.5690349,0.7276052,-0.9010457,0.7941839,-1.4451134,2.1801877,-4.0561004,2.502307,-1.0578599,1.6010585,2.6159637,-1.0632718,0.5927443,-0.32918367,0.8676281,2.450321,0.72272027,0.7169294
NCI-N87,-0.64868647,-0.26240212,0.62785375,-0.7140224,-1.3301643,1.3041203,1.2341536,-0.9649444,-1.1360877,1.4649621,0.3594915,-1.0215421,-0.99244744,-0.00078826444,0.5656766,0.47300127,0.7082634,-2.6982431,0.5739297,-0.46814588,0.24457443,0.41417888,-0.13169235,-0.88750243,0.4939601,-0.4558466,-0.643381,-0.7807359,-1.5940087,-1.6343491,-0.23388179,1.7162697,0.15169361,-2.4879801,-0.09769314,-1.5917649,-1.59772,0.2614553,-1.353734,1.6054409,0.021563873,1.0483643,1.1521621,-0.026180208,0.93131995,0.77287066,0.8382079,-1.752578,-0.95603496,-0.88348734,-0.42357713,0.065712266,-1.2229365,0.84961706,0.45086956,1.4524803,-1.387337,-0.012972761,-0.6622091,-2.188823,-0.9421715,0.4626517,1.1994339,-0.31092566,-0.5700617,0.54716647,-0.469197,-0.80748665,0.5360235,-1.6476803,-0.40814468,-0.9349361,0.9879328,-0.91117,0.32017735,-0.2878773,1.2592279,-0.6109032,0.7441255,-1.3210251,0.16896209,-2.0426176,1.7438219,0.9256585,0.9703217,0.61255455,2.4456708
KHM-1B,-0.7641773,-0.9270502,0.21652003,-0.18755017,1.0221504,0.87628865,1.2608929,0.40942523,0.6447287,-1.2557888,0.08516431,1.062107,-1.1407188,2.20036,-0.44433984,2.3680077,0.65199697,-0.35039523,-1.2116264,2.1409695,1.1913846,-1.1670833,0.032380987,0.11808789,-1.0221077,0.4262799,-1.1786733,1.2694393,0.1758604,-0.39869487,0.12617525,-0.6684433,2.0255327,0.8861929,-0.009682225,-1.9645057,-1.331884,-0.17616011,0.25320503,-3.6139607,0.4143728,-1.3571614,-2.0465481,-0.886697,3.233561,0.50965166,-0.31003287,-0.5502363,-0.8667386,0.25407356,-0.52038527,0.55937815,1.1384225,0.072258964,-1.6129094,-3.7989895,1.358668,-0.7090318,-3.0632515,-1.5789472,4.5734186,-0.88890326,0.7204039,-2.3715725,1.8094008,0.4766596,0.52483845,-1.3097761,1.8661108,2.4975219,-3.9201894,-0.55176884,1.51584,-2.3733654,0.47487655,-0.5339546,-0.38454282,-0.056245208,1.2694128,-0.31310126,1.5640048,-0.29887816,-0.7100686,1.4283456,-0.28478602,-1.1736213,0.40997225
HPAC,0.5015816,1.02159,-0.44452545,0.10251101,-1.331704,-1.1631727,1.5996146,-0.5853996,-1.1818552,0.19361983,-1.9695652,1.39647,-1.864017,3.1810894,0.32696334,0.9625202,1.9166969,-1.8646039,-0.24417296,-1.0756817,1.9090052,0.82461673,1.5048206,-0.54188615,0.38125753,0.8012316,-0.0014682263,-0.11485012,-2.5635686,-2.6799269,1.294848,2.1344113,0.7380732,-1.0305843,0.40026972,-0.86085725,-0.53170156,1.6080103,-0.60208046,0.67577225,1.1262958,0.12876822,0.23863825,-0.9776223,1.0295248,1.9343461,1.0404526,-0.64529514,-0.81798124,-0.70182806,-1.6547786,1.5716535,0.60278,-1.1507969,-0.4317578,0.6116259,-2.594844,0.06452593,1.4361076,-2.2479885,-0.6493463,-1.033891,0.72262126,-0.7389387,-3.4210892,1.4369336,0.3212862,0.33171344,0.8436773,0.43023223,1.8867089,0.88086736,-0.53888726,-0.119643435,-1.9991267,0.75714207,-0.7690096,0.28299204,1.001329,0.49238092,-2.5123947,-0.80733377,-0.41703728,1.1748285,2.3657308,0.6348588,1.1624093
JHUEM-3,0.51180166,-2.01289,0.14550395,-0.6258723,0.005478546,1.8464491,-0.31847703,-1.4792771,-2.837401,0.613925,-1.6565208,-0.974719,0.13267957,2.39363,0.047428574,-1.2538358,0.34891173,2.90894,-0.032198172,0.1857869,0.96147037,-0.3322506,0.4911563,0.36699954,-0.6558991,-0.5413182,-0.38108516,0.45670712,-1.994376,-0.17031756,-0.046453893,0.072271824,-1.9112427,-1.4331276,0.09978528,-0.4852997,0.5433675,0.49540463,-0.50542545,2.3154721,0.3372823,0.7097792,1.11228,0.2085262,-2.6247067,-0.27603823,-1.8768796,-0.823982,1.7729481,-0.6643511,-0.7024309,-0.3476,-2.479918,-1.373879,0.8269336,0.7172771,0.28436422,-1.1639766,0.48981103,-0.1598022,-0.58464974,-0.5267084,-3.724832,-0.9568576,0.519143,0.06875261,0.20117772,-1.416657,-1.5135566,-1.3226644,0.39579722,-1.6404551,-0.24751498,0.6644133,-0.6965953,2.742646,-2.0690098,-0.59648216,-1.3910124,0.723699,-0.65249455,-0.83581674,1.4112526,-1.3450365,-2.817072,-2.5474272,-3.0612662
SNU-119,1.5065156,-0.48583266,-1.5707234,-0.4671907,1.0462753,0.076386504,-0.91223764,-1.0028559,-2.3383029,0.62172323,0.14216131,-0.28213024,-1.9280403,1.1062338,2.6004078,0.64464295,-0.024194032,-1.3964316,1.9393417,1.4566427,1.1774408,1.5866017,-1.6708372,-1.0974808,-0.5472603,-0.5778711,-0.86456645,0.5510906,-0.43561724,-0.5014902,-0.44833338,-0.34466326,-1.0548221,-1.6552835,0.8029596,-0.25285277,-0.6268767,-1.9592657,-1.6158946,0.32083338,-1.3853571,-0.46132988,-0.57223266,-0.1368274,0.41706806,0.56301206,1.0812783,-2.6602654,0.5446804,-2.3093152,0.23184282,0.6420491,-0.8111425,0.25369868,2.0326288,2.3698597,-0.7755168,-1.8503186,0.65236914,-1.2281127,0.4558538,0.90338117,0.7337296,0.76247156,0.84879935,0.8575827,0.31521678,-2.2116287,-2.4818087,-1.4904462,0.98645914,-0.013275467,1.6311136,2.4149883,-0.6471552,1.7162237,-0.82237345,1.8026378,0.526059,-2.0044699,-1.3324744,2.2122757,1.7134193,-0.6922319,0.14445247,-1.9029378,-0.19859436
Panc 03.27,0.92139685,0.6944407,1.5751269,-0.5419158,0.18926154,0.45116097,0.13748398,-0.91880256,-0.1937024,-0.4558562,0.29816487,0.840314,-0.5566038,0.68132484,-0.66883355,0.7871008,2.0524282,-0.35049233,0.4069861,0.44515917,1.3927479,0.46721524,-0.5463871,-1.3959931,-1.2790085,0.7099452,1.5772494,-0.18393745,-1.6260312,2.192468,1.1404648,2.0586824,0.7676544,-1.6323739,0.1417499,-2.3200006,-1.6401466,1.2051708,0.69345754,1.2298055,0.31652167,-0.44722217,0.2318564,-1.2891765,0.69360745,1.0536964,-1.8073827,-1.4931946,0.9245325,-0.15444131,-2.582605,-0.17169395,0.20814931,-1.0640819,-1.8921586,-0.55081576,-1.5571021,0.9008383,0.4238122,-1.6055715,-0.82705337,0.19011241,-0.06661719,-1.8071094,-0.09950789,0.16987748,0.07287904,-0.09095581,0.21240473,-0.024285842,1.967671,0.1995014,-1.075333,0.4756038,-0.24390665,-0.19461864,-0.38942805,1.1623942,0.2966903,0.20776033,-0.2771007,-0.333814,-0.29444468,-1.6371198,-0.65513563,-0.1427148,-0.36731982
HEC-108,0.7047078,0.7026796,-1.5404302,-0.92271775,-0.7532298,0.41296858,-1.3072019,-2.2834308,-0.38309655,-1.6857841,-0.51226425,-0.7019941,1.3111391,-0.5615683,-1.7707782,0.94971204,2.7749207,2.0677254,2.1420994,1.9616599,1.145771,-1.097939,-0.5073795,-0.92537874,-0.15304361,0.14459318,-2.4293027,-0.5674381,-0.06802262,-1.5908284,1.5463998,0.63055897,-0.24309707,-0.3788155,0.44726145,-0.4265761,1.9942449,-0.4438468,1.3016746,0.008084819,-0.13265528,-1.658889,-0.94444853,2.0341895,-1.4934005,1.0211792,-1.7667947,-2.7850356,0.10338511,-0.27205747,1.3084576,-1.9116032,-1.6593778,-1.7086138,1.7245963,-0.18026459,0.8921024,-2.212443,-0.7915416,1.649003,-0.49956557,-0.44708556,0.21038294,-0.9637036,-1.9983133,1.016307,0.17090389,0.18980126,-0.11644767,0.29633343,-2.195637,-1.6244435,2.0313926,-0.4120776,2.0428808,3.0347981,-0.47856444,2.2984595,-0.65847874,-0.9817486,-0.8861961,1.1245434,1.3031567,1.6303611,-0.5267043,-4.1783514,-0.37085345
TE-6,-0.8137493,1.5668225,-0.8683226,1.6368811,0.6711753,1.3632883,-0.07948983,-0.39848053,-1.2277184,-1.8480394,0.7803875,-0.86708933,0.44167253,1.224925,2.7545686,-0.7656245,-0.36362475,-1.9618684,0.5114595,-0.26494294,-0.5696776,-0.32270685,-1.3782442,1.5090868,1.6370962,1.0804203,-0.33977276,2.3484535,-0.050415836,0.48283577,-1.0274284,-1.2045542,-1.7749735,0.15226118,-0.720964,0.6369126,0.037827,-1.968067,-1.1132059,2.3219185,-0.7035394,0.35510516,0.14026678,-1.1212887,-0.24622326,2.437595,-0.6539531,-1.0272547,0.40612468,-0.30280071,1.4801847,0.10357399,0.37000796,-0.36558416,-0.098647244,1.7965349,-1.218254,-1.5420413,-1.4447908,-0.90958977,-0.90733767,-0.46684754,0.9420851,0.30817476,0.3976623,-0.6074744,-0.12245742,0.5063926,0.94027334,0.009977534,1.8374213,-1.9204127,-1.0292168,1.70843,-1.2696135,-0.8074332,-0.13105439,-0.24826777,-0.55716956,-1.4510238,0.0959636,0.59242857,1.7182586,0.6409424,1.8907729,0.06417425,0.004253326
OC 315,0.4231963,1.9669724,0.5988314,-2.0690958,-0.07513316,-0.65643376,-0.9062595,-0.10813021,-0.23003589,-0.2906923,-0.7368381,-1.1878328,0.22311638,-0.18743664,-1.5127257,-0.6672037,0.122872315,-0.25460428,0.8065271,0.46771532,1.7082857,-1.0851126,0.85014033,-0.6728008,-0.08842149,-0.8895195,-0.003546778,-0.7173444,0.34404838,1.1515685,1.4079964,-0.04887846,-1.2979445,-0.6011702,-0.44764224,-1.0180433,-0.19685163,1.9059852,1.6404006,-0.23581207,-0.23842761,-0.28868294,0.312774,0.6964156,0.17347875,1.238344,-1.6770658,-0.43511668,-1.4823476,-0.83362454,-1.1095862,0.902854,-0.7644603,0.086307645,1.1852785,0.9831068,-0.4312529,-1.0729567,-0.4314411,0.20117092,-2.3773808,1.2660096,1.8982601,-0.045102067,0.39005286,-1.8917992,-0.44790438,0.8463182,-0.693888,0.20250495,0.19856931,-0.7567469,1.2941266,0.034568764,2.4073272,-0.25712007,1.2007352,2.186167,-0.2455638,0.32695946,0.1668989,-0.47848105,0.4676564,-0.6079855,0.0908238,-1.077097,0.88072014
SU.86.86,1.5463417,-2.6960132,0.68093544,1.2137114,0.781878,-0.09860411,0.5447869,-2.1421459,-0.530828,-0.66279167,-1.7242918,1.2196608,0.58105344,1.4831548,0.25743967,-1.0063944,2.358049,3.1683064,-0.6960775,0.031116463,-0.747041,1.5769638,1.039742,-0.32409108,-2.1675355,-1.2757963,2.3820117,-0.75293535,0.9416169,-0.92156476,-0.7708005,-0.52135164,0.449797,-1.0675244,-0.31471372,-0.13359225,-0.53892654,1.7617742,1.6484479,1.0179198,-0.33464187,0.3258023,-0.20662571,-0.45770913,0.39020884,-2.2048318,0.3555858,-2.1674764,0.551123,-0.38738406,-1.6025543,0.90291446,-0.45189384,-0.44687116,-0.7008116,0.5127458,-1.3190333,1.175716,0.91242164,1.0566852,0.9257524,-0.23816194,-1.2908396,-2.1558137,-0.5267913,1.4719194,0.3073765,-0.6507836,-1.2678964,1.5334651,1.1540527,1.0857762,-1.3612673,-0.5967404,-1.8207192,0.7646361,-0.8054406,0.5130501,-1.7257001,1.4928241,-0.7306736,-2.8606756,-0.25646245,-1.8922057,-2.5757484,-1.2323831,-0.93850833
C2BBe1,1.0753591,1.6128248,-1.1916478,1.7573841,-1.4900726,0.4361612,-1.8664964,-2.337123,0.80932945,-0.6490654,-0.29066366,-0.2604664,-1.8303703,-0.4149232,-1.989531,-0.16741592,0.19247743,-3.7103703,-1.1634431,0.45024744,-1.2854925,-2.2890716,-0.9910621,-0.54175645,0.6014189,2.268705,0.1538831,0.4295211,-0.8057622,2.4688864,-0.26866084,1.351413,0.37634113,-1.4945413,1.751566,0.2216628,1.0605816,-1.0426002,-2.1361244,1.2196617,-0.55429137,1.9572717,0.9993268,-1.2720019,-2.1554818,-0.5405619,-0.6281721,-1.2899238,1.4371983,-2.677736,0.33928195,-0.8281212,-0.2500475,0.34985954,0.54517597,2.807366,-0.61568195,-0.60164475,-0.83993727,-0.38348415,-1.5516541,-2.2893205,0.5298276,-2.0527058,-1.363589,2.5287938,1.2676098,-0.95428777,1.7007875,-0.551941,0.49304312,2.4543726,2.417652,0.38763908,0.021509558,-1.4106299,1.9941019,-2.3632119,-1.265252,-2.897302,-0.5252112,0.99094224,0.9141208,-0.95083976,-2.080283,0.17955619,0.5591837
TALL-1 [Human adult T-ALL],-2.2881587,1.8630406,1.3438497,-1.5557005,-0.15288657,1.0962827,-0.15728053,1.965987,-1.1286147,-0.87159914,1.1542804,0.4274538,-0.51539904,0.8395723,-1.1685635,-1.7240522,-0.9481257,0.34423605,-0.9646968,0.01804313,1.4950686,0.013210472,-0.41085312,-1.9123372,0.42886484,-1.4248856,1.4009864,0.87116104,-1.6674868,-0.025977023,1.231795,0.09469397,2.534236,1.1685752,-1.1193739,1.2732629,0.91717315,3.1556518,-0.7841389,-3.5158741,-0.1307214,1.4486791,1.940387,-1.6253988,-0.38561392,1.528248,-2.3669183,0.37975195,-0.31458583,-1.8881307,-0.842062,-0.43768513,-0.73324895,1.1996266,0.99157804,-0.34346732,1.5548114,-0.35697207,-0.371817,-1.3124803,0.094484404,-0.9775266,0.8686403,0.46352324,-2.1948655,-0.42008623,-0.26251587,0.86149603,4.2557626,1.014219,-2.8367572,-0.9923882,1.4185218,-1.2198216,-2.1185172,-1.0161139,-3.7397602,-0.95749044,0.5442415,2.6449451,0.15977024,0.022495255,0.07052298,-0.995953,2.187986,0.37785748,1.4711405
JeKo-1,0.68496084,2.49952,-0.805522,0.98260146,2.1890628,-0.3604623,-0.40628463,4.218749,-0.27591965,-2.4642558,2.141089,-0.2916611,-1.3566399,-0.5468322,-1.3946447,0.9645433,-0.37907663,1.1627111,0.62673324,1.4730719,0.102426514,0.3756828,0.77294004,-0.41743404,0.05023535,0.838547,2.1280196,-0.013958998,1.3523704,0.48014253,-1.44024,-0.60188943,0.8051689,0.26280615,-3.5559807,1.9479052,0.2134762,-0.20394255,-1.4318768,-1.5769439,3.514653,1.0362481,0.64868796,-1.9798058,1.8836942,-0.6995734,-2.3999162,-0.626163,-1.1203152,0.76284176,-1.2025572,0.9720521,0.6801423,2.6822395,-1.3454064,-0.12713198,0.5900202,0.7372497,0.013952538,1.6588991,0.884151,-0.26635084,0.90450084,0.42877805,-0.5994739,1.1291103,1.2524117,1.8823872,1.8606355,0.1302645,-2.540673,0.5514529,1.5254388,0.23078018,-0.19600292,-1.3672432,-0.46132615,-1.1961433,-1.1438435,0.25102288,1.6965897,0.6429754,-0.110417515,0.6692943,-1.7662064,-0.278117,0.76082635
