,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86
MeWo,0.82672423,-1.3226756,-1.1708881,0.908729,-0.042560253,-0.41535032,0.6409743,-1.8587542,-0.0839666,-1.0802252,1.4434249,0.55746794,-1.3727252,0.07644898,0.34287483,-0.6650433,-0.70059365,-0.9799956,0.4344789,-1.9341152,0.13055427,-0.84760857,0.00047997385,0.0635204,-2.5038185,0.6192814,-0.93158036,1.4435155,-0.26151142,-1.0079314,-0.026692154,-0.19635071,-0.4872925,-0.25701803,0.2901835,-0.71817845,1.0271236,0.19457822,1.9600663,-2.0238595,1.2789404,-1.5495334,-1.0385855,0.63089204,-0.92998284,1.684019,-0.09183663,1.82164,-0.06999067,1.2489712,1.7231379,-1.2055529,-1.9701216,0.095002845,0.13034016,-0.669879,-0.82682854,1.2449992,0.075683855,2.3245873,1.17846,0.63667405,0.31677476,1.2396308,-0.10323901,-1.178625,0.8893365,-0.13374525,1.7694583,0.21759842,-0.04858498,0.5806985,0.07849663,1.0503294,-0.79524136,-0.3020394,-1.6799755,-0.5943079,0.2737625,-0.9078648,0.64833117,1.9513001,-1.2906398,1.5108802,0.6616769,-0.7353827,2.1130776
GaMG,-0.46537435,-1.1116189,0.6799232,1.0996224,0.51291674,-1.1610562,-0.30712518,0.42579105,0.68267053,1.8279958,-0.33975562,0.60077846,0.14564699,0.41919142,0.5119339,0.55685323,-0.70166266,0.07107226,-0.52615106,-1.470442,-0.05438195,-0.53427714,1.4623948,0.55087614,-1.4900599,-0.15523526,0.629888,-0.2844001,1.7171458,0.10546682,1.4969013,-1.372708,-0.41446185,0.0029499196,-0.26676762,-1.1750025,-0.05225762,1.6401846,1.4138982,0.44752333,-0.812245,-1.8234153,-0.9448112,1.3183863,-0.3031964,0.03612631,-1.2643673,2.5239456,0.98396003,1.7075964,0.57396746,-0.93280584,0.92338943,-1.1371485,-0.27786016,-2.9067516,0.28140992,-0.24367309,0.9528184,0.19926918,-0.41115567,1.6959481,-0.8971747,-0.6706475,-0.17232262,-2.369793,0.9502103,-0.4627298,-0.7330415,-1.1566406,0.8547274,-0.30179656,-0.2891889,0.2755556,0.5325581,-0.41420823,0.47783467,0.18833871,-1.0869777,1.206492,-0.11576095,-0.28630364,-1.0018965,-1.3453318,-0.44730166,-1.0562562,0.09601868
RCM-1 [Human rectum adenocarcinoma],-0.4201467,0.027146816,0.21012314,-0.6608391,-0.6753593,0.21895581,0.040863805,-1.9418963,-0.8493311,0.21514708,0.3971181,0.5235374,1.2423836,0.38669434,-2.3490076,1.1876526,1.8190668,0.3479905,-0.88270277,-0.97351074,-0.89944154,0.7044583,0.1599913,1.1633201,-0.31704667,-0.9914651,0.119135156,-2.6762958,-0.4119171,-2.5317438,-0.19985923,0.8274949,1.5644379,-1.0831659,-0.9308948,-1.5041043,-1.5501415,0.40780532,1.2948848,1.450506,1.3614224,1.554695,1.007602,0.9958287,0.5946369,-1.3873347,-0.13793924,-2.1158564,-0.69044936,-0.11016364,-1.198348,0.26784357,-2.2505538,1.8787351,-0.3746786,0.5383211,-0.48781085,2.2574608,0.59051085,0.44671723,-0.20406884,-1.0975024,1.2742453,-1.6987959,-1.2909926,1.1420615,-0.8966923,-0.16944939,-0.13055795,0.24547906,-0.37911296,1.2469844,-0.40476978,-1.121185,1.1603436,1.4035307,0.47415686,-0.37525925,-0.6023839,-1.9809535,-0.43044537,-4.4515367,0.06519977,-0.9314939,-1.1070868,-0.6372797,1.3662641
L-1236,0.60077304,0.53386825,-0.7374405,0.5942872,0.50960034,0.2517771,0.48723853,2.1503031,2.6396546,0.44834846,0.30366537,1.2508625,-0.29310083,0.5225878,0.95358044,-0.30293345,0.50380397,-0.40225786,-0.33985704,-0.14192764,-0.10460007,0.5802254,0.6826724,2.583374,0.247568,-0.85486066,0.3643413,-0.75572586,2.322122,0.67767966,-1.0642078,0.5106778,0.40637192,2.6447988,-0.9477905,0.22747925,1.1987829,2.0111485,0.21953714,-2.7768314,-1.0878072,-0.84315413,-0.41804624,2.9739108,0.5182454,-1.8967937,2.0573115,-0.4602272,-0.00023045298,0.15822811,2.2475376,0.25784487,0.102701075,-0.6034771,-2.9091527,0.048344694,-0.7500357,0.86754763,0.7315116,2.724014,1.6756158,1.3619082,1.5295919,-0.12172611,-1.6978043,1.1787264,-1.6680478,0.625703,-1.5934672,0.42474747,-3.425777,0.7637045,0.68597496,-0.7663671,0.645478,0.05968672,1.8081977,-2.6218014,-1.2248858,2.2008696,0.28793028,1.1734713,0.32164657,0.12774661,2.0155342,0.65016544,2.8084216
769-P,1.4676504,-0.25644046,-1.8722768,-1.0548183,0.60219353,2.1418512,-0.6727465,-0.18778278,-1.0953811,0.39068836,-0.8405154,-0.6028524,-0.604498,0.6681402,-2.3298473,-1.5085925,-1.1669362,1.9896013,-0.3424371,0.5603805,1.4042912,-3.3674307,2.5081747,0.3855477,0.109735884,0.2826772,0.15590361,0.50126576,-1.0746194,0.353522,1.3178763,-0.21892364,-2.0684018,-0.04063493,0.29103804,-0.7863616,0.3731435,-0.6393742,2.1246865,1.5948442,0.018220026,-1.9292319,-1.121569,0.7093127,-3.1887457,1.4735258,-1.431507,0.9915576,-0.013653121,1.7251806,0.24918756,-1.5104498,-1.0812619,-1.8028945,0.1254625,-0.7732903,0.18298887,-2.4398916,-0.121408954,0.9760164,-0.5182636,0.5385621,-2.2739499,-1.6081029,0.59279543,0.0067987144,-0.15087247,-1.1039062,-0.9396065,-1.7967708,-1.3156942,0.34497333,0.5599522,0.23387021,2.530493,1.5162938,1.3876009,-0.3876758,-1.50757,0.21723072,-0.9216945,-1.5334461,-0.63898736,0.21193276,-2.3548286,-2.5853174,1.0247822
T24,-0.15436274,1.3231107,0.45540768,-0.46015182,0.5854595,0.35802677,-2.512727,0.5393161,-1.0902885,0.8792605,-0.17272153,-1.7264714,0.5750106,-0.16253649,0.5172573,-0.77721715,-0.42377606,0.001609724,1.0675176,0.098471805,1.3343508,-0.38574246,1.5741688,-0.067137524,-0.56372404,-0.53023136,-0.25498065,-0.5753532,-1.2747538,2.1799836,2.147924,-1.2511005,-1.7396573,-1.4127015,1.291017,-0.58263475,-1.4924346,1.200653,-1.0376053,0.9386395,-0.34048963,-0.81618816,0.8083452,-0.41632646,-0.21083938,0.40410173,-1.1255171,2.2673094,0.6828436,0.75836563,-2.4552119,0.08095525,0.43501273,0.23983614,-0.70594823,-1.5862983,-0.44806796,-0.21460213,0.17268829,-0.097123355,-2.809743,0.32421792,-0.9695117,-0.37732503,0.878224,-2.0501523,0.39775252,1.0711542,-1.4373109,-0.44441843,1.02255,0.65557986,-0.24223106,1.1555938,0.29001227,0.5304687,0.6706601,0.4679561,0.12912342,0.111496285,-0.233649,0.37708515,0.095337674,-0.110412724,-1.4164872,0.19342062,-0.78432953
BT-474,-0.5186534,-1.3320208,-0.91899014,-0.07577368,-2.0133932,-1.2333128,0.21551308,1.223378,0.25365144,0.47107032,-0.5347141,-0.17476925,-1.8953464,1.0976263,0.41193938,-1.4514079,0.28054348,-0.7088541,1.4255147,-0.25361344,-0.58978343,1.9619281,1.459341,-1.4941405,2.6047723,0.76182437,-0.80826163,-0.5288989,1.6240485,1.4581426,-1.5636016,1.8176521,0.08284957,-1.8177499,-1.0981708,-1.436324,0.9239189,0.09928447,0.8795599,-0.1824553,0.3469099,0.51120967,-1.1522665,-0.6703624,-0.041431427,-1.587226,1.4658364,-2.1133585,-0.47660288,-1.4380012,1.885195,0.7649224,-0.21666716,0.2435169,2.43583,0.22896299,-0.041921332,-0.4019053,-0.8346429,-3.1485634,0.018020678,1.2365676,2.6734867,0.6366764,-1.7686895,0.15288532,0.52981544,1.0730538,2.108205,2.1356995,-0.17042029,-1.2759717,1.4539353,-0.3567426,-0.8138999,1.1432197,3.0688772,-1.141619,0.50224525,0.7133117,-0.08635777,1.3330338,-0.35958263,-0.39144838,2.0318403,1.0159925,1.7559164
EJM,-0.49824664,0.06361756,1.4213139,4.333601,0.13300599,0.16221684,0.9427235,-1.1867101,-0.9879986,-0.87873644,-0.422622,1.1552161,-0.36910483,-0.2595681,0.8210156,1.1655089,1.2212864,-0.4931713,1.1708138,1.8886797,0.33547837,0.829009,-0.69223475,-0.020365434,-2.5564663,0.2546025,-1.1237113,2.059306,2.4319937,1.0561694,-0.081131965,-1.8359996,1.0201786,1.949198,0.02828163,-0.545934,-0.09374662,-1.2880548,-0.69429827,-4.774448,2.0168755,-0.5446493,-2.2838066,-0.39240715,2.1655903,0.708197,-1.1080396,-1.2880453,0.7396679,1.2797698,-0.69949454,-1.3040996,-0.96330893,-0.6577029,-2.2933776,-1.0858905,-1.2098039,-2.811624,-2.4789548,1.0682597,3.614092,-0.33936423,1.3244399,0.5805098,2.688334,0.22465608,0.095772505,-0.2927146,0.7430956,1.1964353,-3.7163668,-1.0980653,0.11874144,-0.28968802,-1.0371505,0.12070114,-4.3114443,-0.873278,-1.3210003,-0.61371464,2.037644,0.59043884,0.35812896,0.4513192,-0.011238249,-2.6836908,0.2865861
ACHN,2.2276556,0.03465854,-1.1803943,-1.1506443,-0.28784224,-0.036359534,1.0909902,0.82600546,0.046388745,0.98914564,-0.32805982,-0.50456136,-0.35457635,-0.95517975,-1.4324915,-0.07609698,-1.0454488,2.3899539,-0.33779585,0.31624317,1.5438805,-1.4541886,-0.2788997,-0.57568514,-0.5522326,-0.46280462,0.97253937,-0.6629835,0.18374524,-0.57577807,1.5698221,0.17687018,-1.954138,0.7880013,-0.5213869,-1.6456406,-0.67941594,0.30391398,1.819738,0.2191511,0.810108,0.25008953,-0.6172379,1.5615187,-1.5733745,0.011783466,-2.4026327,0.56835765,0.10519086,-0.20826481,-0.7000331,-0.82532823,-0.88490045,-1.0356402,0.9269348,-1.1461431,-2.0269206,-1.7464119,0.8463654,-0.51409763,-1.4855891,0.8557504,-0.9337606,-1.1664795,0.9604822,-0.31587318,-0.45836854,0.2887606,-1.1186286,-1.6457819,0.13203077,0.54831773,-0.99000967,2.6619098,1.6742512,2.0300708,0.8205073,1.616799,-1.8393636,0.11962898,0.3291734,-1.3143947,0.15781474,-1.1991912,-2.4873831,-1.8128555,-0.55728877
KM12,-1.6384877,0.059528574,-0.5994762,1.7251301,0.63333595,0.39685622,-0.06241244,-2.1130307,0.7311504,-0.789979,0.89071834,1.228853,-1.0787576,0.71115685,-1.7758068,-1.1974994,0.42492205,-0.09422572,-2.2937577,-2.942239,-0.26363006,0.71481127,1.798149,0.059815675,0.31797546,-0.18642138,0.27765426,-0.8899701,-1.7362862,0.46905357,-0.4424257,0.44310665,-0.19954616,-0.8311529,0.50827396,-0.6101513,-0.8895236,0.3252235,1.6901542,1.2141964,-0.46582365,-0.56568044,0.38241357,-0.5541147,-0.24644673,1.4410781,0.41925386,-2.5403187,0.8171186,-0.7836833,0.46740744,0.0645141,-0.9304583,1.7761905,0.11573856,0.23327869,-2.1035662,0.18419513,0.2603285,-1.759409,-1.9766946,-0.8882732,0.37126184,-0.5460419,-0.07175187,0.42131138,0.84665036,0.017168447,1.7062116,0.28633395,-1.2529721,1.2240973,0.47376215,-1.2378767,-0.38213155,-0.055327233,0.0048406273,-0.6296917,-0.27163395,-0.038813908,0.68340945,-2.2505107,0.07028291,1.009777,1.2430183,-0.5673491,1.5267262
Kasumi-2,-0.080097124,0.47386372,-0.9239237,-1.4278694,2.241242,1.1350656,0.8939931,3.9997334,1.4004725,-0.51042575,3.5690768,-1.536363,-1.0140432,-2.5013986,0.70533556,-0.9610091,0.1988205,3.22069,-0.094708785,-1.0010887,0.45246693,1.4950267,-2.9419026,-1.356744,-0.07339308,0.8532828,0.06987086,0.38410777,-1.2269862,0.49437463,-1.6664943,-0.45895085,-0.16484968,-0.29789627,-1.6710902,2.6410513,-0.5832745,0.46518776,-1.4716098,-1.254638,0.47134584,-1.0814717,-0.44055533,-1.7433085,2.3244977,-2.3478675,-2.340092,-0.8453802,0.44065964,-0.15696542,-1.2667271,-0.041644692,-0.17569426,2.0149317,-1.0149248,-2.3504598,1.6498141,-0.28171667,0.62055236,-1.0369759,1.1041158,0.9123328,-1.089539,0.91889954,1.8885659,0.20885126,0.7847973,0.022030635,0.99515444,1.8551931,-0.57456,-0.8774428,0.47544378,0.39875215,0.67934763,-0.7493582,-1.4925039,1.6280481,1.1091597,-0.4173676,1.1104509,-0.43892598,-1.8952324,-0.062168323,1.1070073,1.274187,-0.73421615
HLF,0.113608226,0.621828,-0.8890385,0.39723635,0.008254537,-0.62850827,-1.0147737,1.3041852,1.6192534,-0.13585708,-0.22931026,-0.13000375,-0.68958616,-0.8091466,-0.36525953,0.5864623,-1.6475717,1.1895603,-0.31113526,-0.15732983,1.1438929,-1.4364456,1.6040379,-0.43718025,-0.61120105,0.6552849,0.44814354,0.44703192,-0.038285304,1.0171938,2.448765,-0.34093654,0.38853,0.10663262,0.29513654,0.0012141373,-0.48506537,0.90581787,0.6633786,-1.1307845,-1.1189466,-2.785646,-0.21019676,0.95400304,-1.9694597,0.82786953,-2.0099342,1.9850085,0.69354916,0.98858356,-0.28947526,-1.8060286,1.9565172,-0.83171386,1.4486089,-2.5040913,-0.15221411,-0.9905151,1.3420137,0.2169073,-1.1438469,-0.4013728,-0.8809322,-2.4322588,-0.36505303,-0.37462384,-0.23552628,-0.3038027,-0.5933845,-1.5513602,1.2141292,1.1380967,0.86765873,0.81966144,1.6112223,-0.29399118,1.4090766,1.0625067,-1.0569581,0.98335433,-0.9828079,1.3471527,-0.21084693,-0.14477128,-2.184562,0.27281553,0.015002225
NCI-H1648,0.57348204,-1.1016699,0.9378544,0.3567156,-0.13476442,0.973505,1.3583312,-0.48453686,-1.041245,-0.13854268,-0.21404684,0.57827187,0.15809071,2.7647867,1.6532164,0.556808,1.7534009,-1.0676991,-0.16596252,-0.1596188,-0.63740224,0.16758676,-0.062052444,1.012254,-1.3575888,0.22608933,1.0649399,-0.2834934,0.27976102,0.20790973,0.4137152,0.83023083,0.20164543,-1.0608242,-1.6214261,-1.7403669,-0.73540837,0.17207831,0.4498888,2.9242592,0.14345387,-0.2763988,-0.42613083,-0.06122516,0.7089844,0.108647205,-0.18505774,-1.4530692,0.0712986,0.6513357,-0.34733802,0.7819572,0.0061347485,-1.6762809,-2.4653177,0.12936504,-0.9605401,0.7668091,0.48067692,-1.3668044,0.6844345,-0.13103595,0.19460782,-1.6112919,-1.6005158,0.92001057,-0.078532785,-0.96010727,-0.16238064,-0.35147068,1.6560326,-0.033204727,-1.0553099,-0.025193928,-1.3122269,-0.29644376,0.9823677,-1.0531127,-0.67082953,0.15376784,-0.8946476,-0.91472894,0.34673658,-0.96497226,-0.94091266,-0.33196062,0.82446223
COV504,0.39740005,-0.37852472,-0.55286014,-0.92036504,1.6065661,0.6630477,0.3171707,1.1926243,-0.67293006,1.6123517,0.2927826,0.693516,-0.12111905,2.2553458,-0.8795147,0.90106577,-0.8663771,-1.482822,-0.5911,0.50528973,1.5902127,1.5476754,0.3518135,0.42191288,-0.4108543,-1.7267058,0.9642094,-1.7366383,-1.2170233,0.8365199,-0.57690674,0.94586253,-0.21507186,0.24914691,0.5130392,-0.50105935,-0.5148896,-0.76269436,-0.3472479,0.83889055,1.6558782,-0.2859191,-0.38606465,0.04395818,0.248097,0.10761351,-1.6111857,1.7541049,-0.042624608,-0.5571751,-2.9556103,1.5096133,0.26751032,-0.3688253,-2.211227,-1.913482,-0.23224911,-0.3149152,-0.5985094,-2.384438,-0.057506748,0.34615302,-1.6168174,-0.2170856,1.67731,-2.7785664,-0.91436553,-1.1654432,-1.2089597,-1.321211,2.3714948,-0.029232293,-0.3242786,1.4473276,0.14853637,0.6847136,-0.9128532,1.5682657,1.292166,-0.00014350936,0.48576194,-0.33629915,-0.16018853,-1.1190603,-1.8004168,-0.03401789,0.25691202
KPL-1,-0.048629537,-1.1249689,0.34152943,-0.7285206,-0.40632248,-0.6366124,-0.5999744,-0.529329,-0.49745747,-1.3586868,-1.6932803,-1.1429751,-0.9757386,1.292387,-0.17260231,-1.9342967,0.12893005,0.12464279,-0.16960523,-1.027479,0.44702277,0.6512009,0.6939617,-1.6847,1.9846425,1.5691049,-2.3811743,0.9639396,0.7495328,0.3473066,-0.41515654,1.266172,0.058572296,-0.70650566,-0.20452432,-2.3685727,0.46806088,0.8457928,0.73041534,1.2585061,-0.1687799,1.3368872,-0.5155828,-0.06471295,-1.1497475,-2.1198566,2.023196,-2.2022297,0.68311656,-2.1209729,2.1158652,1.2323906,-0.34084183,0.24165224,1.287578,0.7811345,0.8683693,0.011443824,-1.1956921,-2.0565183,0.64924765,1.1244735,1.5003296,1.793038,-0.6696117,0.7653616,0.19681041,1.4239192,0.4914933,2.9691122,-0.13703161,-0.87971026,0.88996804,-0.6763045,-0.9809824,1.6951232,2.0438602,-2.0795457,0.49624407,-0.42980522,-0.27201164,0.27068976,-0.082119495,-1.0428038,1.8141894,0.38558072,0.75425
HK-2 [Human kidney],1.4557266,-0.015359256,-0.1629775,-2.0715582,0.37491044,1.1738086,-1.7455256,-1.6334213,-3.6537414,-1.5285528,-0.38353056,-1.219111,5.1244807,0.2429628,-1.4377358,-2.1691408,1.5496305,6.113658,-0.20595181,2.6460667,-2.6075299,-3.2929084,-1.4381682,0.8523716,0.0021900213,-2.2449837,-0.9980943,-1.0367526,0.66179836,-1.3127505,1.3137031,-2.4574316,-2.0027573,2.0105462,-0.28025928,-0.5431328,1.4179585,-2.0860777,1.28313,2.4322777,0.039406933,1.3199558,0.2721645,0.86349213,-2.2535515,-0.122495405,-0.9550669,-1.5876211,0.45366317,-0.63547045,-0.14507571,-0.50539035,-1.6772615,-1.124979,3.2787106,1.8261874,2.8616498,-1.523844,1.1435988,4.6380982,-1.4377412,-3.4511216,-1.0330302,0.63549125,-0.18172076,1.3917347,1.2773162,1.1091579,-2.9378152,3.5847561,-2.9451914,-1.1393907,-0.93548465,0.56091845,0.26278913,3.9889195,-0.8328968,1.7808795,-1.9402755,-1.9106425,0.24395981,-1.7457436,1.2414353,-1.2295165,-4.0983768,-3.5224195,-4.475216
IOMM-Lee,0.5508968,1.6210437,0.49423152,-0.89372486,0.32778266,0.24947155,-1.1679198,0.43916383,-0.6938575,-0.65473676,1.2795745,-0.7448647,1.3719823,-0.98022664,-0.2963552,-2.213708,-0.13944523,0.93961805,0.63010395,-0.7063877,-2.7065465,-0.6785232,-0.54805267,0.19246365,-1.2366855,-1.9208074,0.28604883,-0.00097557437,0.3261314,0.62960374,0.29707342,-1.2532481,0.8532366,1.268183,0.6224293,-1.8864439,-0.93660015,-0.38250807,0.32102114,0.9312939,-1.7156228,-0.8019279,0.6453895,0.027586643,-1.0416709,0.15934493,0.29268822,2.771571,0.13566937,0.476851,0.4342208,-1.0777532,0.08824362,-0.4859318,-0.33588436,-2.198986,0.91031826,0.1608802,-0.690934,1.6961422,-0.8385917,-2.2644806,1.9225591,0.2284452,1.0448557,-1.0711672,-0.09599948,0.43240175,-1.887175,0.829457,0.15974432,0.7392349,-2.7533638,0.017834114,0.041510902,0.09622823,0.7201325,-0.7974119,0.5375886,-0.64399284,2.157754,0.06470689,1.2470883,-1.043429,-1.751571,0.0029231235,-0.5516304
BT-549,-1.0196828,0.21951476,-1.3432325,-0.63843304,0.3418769,-0.073239684,-1.0533382,1.5949669,0.93524987,1.3179584,-1.6142231,1.9391105,-0.12664707,0.67741996,0.65798324,0.6030916,-2.1476882,-1.5571792,-0.08786597,1.0266942,1.1879073,-0.079034515,1.3314352,0.30359492,0.8334076,-1.3176248,-0.043528028,-0.20612279,0.6197793,1.8407135,0.9394877,-0.64602417,1.3907535,-0.06217223,0.37819302,0.98917717,0.38187343,-0.7950397,-0.109008744,0.22560787,-0.49131227,-1.8254977,-0.2888645,0.2810458,0.47072452,1.3565024,0.74663687,2.7322145,-0.8376514,1.0188893,-0.6682898,1.1987668,1.7337809,-0.6896696,2.1047983,-1.4074115,1.4654454,0.31316784,0.2612846,0.35195845,-0.48743504,0.65778315,0.19202371,1.0605139,0.37246978,-1.1836023,0.96379644,-1.2404199,-1.7234948,0.27577063,0.54971194,-0.18458639,1.6960757,-0.11944477,0.5206256,0.034056515,0.7314427,0.2756827,0.94759953,0.24454835,-0.699741,1.0524857,-1.3296667,-0.93065673,-0.8310941,0.29385376,-0.15966992
SK-MEL-31,1.4883482,-1.7064686,-0.5498526,-0.32638347,0.31579065,-0.70276403,0.60164976,-1.8493282,2.416564,-0.984543,-0.67289793,1.0268483,-2.501801,-1.6485636,-0.26315966,1.2015138,-0.27604926,-0.7658449,0.82122356,-1.358381,0.38791496,0.9657426,-0.0041893795,1.212138,-0.8892033,2.0145874,-0.21205194,-0.9666911,-0.016894959,-1.3824928,-0.60935766,0.20454074,0.89196205,-1.08662,0.50971675,-1.2297683,2.4228666,0.11980622,0.6185565,-0.43759638,0.9300634,-1.7026143,-0.49263304,1.0855674,1.705663,-1.7073702,0.7327671,2.826893,0.29089597,3.734884,0.26769927,-0.79330003,-1.3600781,-0.63112855,-1.2641102,0.5964509,0.26972097,1.1703589,0.06482635,1.059696,2.000331,0.6853424,-3.2332044,0.2808333,-0.7100591,-2.3843307,-0.49485838,-0.40783703,-0.0004128199,-0.3736884,2.1512716,-0.12786657,-0.22534092,-0.9770542,-0.87755436,-2.1425903,-1.4936812,-0.3638795,1.8986994,-0.33445668,0.20824376,1.1474129,0.4565633,1.575316,1.1498415,-0.6028108,-0.91220886
ECC12,1.5577894,-0.8768312,-1.9786899,1.4695107,-1.7353497,-2.1682136,-0.3457446,1.3438275,4.4862437,-0.9730384,0.077504374,1.7156858,2.6309984,-0.049492516,-0.38250577,0.43492138,-1.4610031,1.3740169,-1.5447872,-1.2831355,-0.09206638,-0.26832315,2.031982,-2.1962311,-0.8877321,0.29540896,1.0972642,1.2463616,0.2743808,0.0793401,-1.2239201,-0.8581729,0.93423724,0.69982094,0.36847153,3.235853,-0.3578343,0.08193155,-0.5391864,-0.3319968,-0.108050376,-0.3678067,-0.050848924,-0.45576328,-1.8912417,0.31821218,0.24514939,-2.0658383,-0.9467701,1.1481744,0.48088932,0.89358205,0.7971288,-1.0886885,0.83370817,0.97726005,0.88701755,1.1056954,1.1973345,-0.83274364,-0.15243351,0.25805822,-0.66076654,-0.58996797,1.642407,0.5597692,0.3724481,0.39306858,1.0049553,0.28122887,-2.6489704,-1.2252434,1.5922811,0.6730369,0.60330546,-1.345054,2.0567353,-1.1861739,1.3422245,1.6796607,-1.387283,0.7799982,-0.17313907,0.48402685,0.26898265,-0.7151208,-1.0553538
MOTN-1,-0.53019726,2.3877313,1.2237835,-0.99651235,0.54554075,2.5621006,-0.13898179,2.1700838,-2.3759925,-0.1496962,-0.07729612,0.69371545,1.8368697,-1.7892308,-0.10071221,0.1545401,-1.0581921,0.6745266,1.7836763,2.2163239,0.16870765,1.0273538,-0.35585067,0.8739844,-0.25878915,-1.4146943,-0.017345592,-0.6711135,0.008291241,-0.26011756,1.6053289,-1.836176,0.8872191,3.352439,-0.060783554,-1.4206052,0.5033689,1.3527592,-1.9713601,-2.573118,-0.5597778,2.8628933,1.9779822,-0.15562642,1.4685618,-0.09866293,0.4966502,0.8707576,1.0044866,-0.0051040538,-0.85562116,0.88285154,-1.0571885,-0.06825914,-2.5664895,0.7088855,-1.8963315,0.24114005,-0.7209608,0.5243101,0.9980353,0.08890415,0.48014638,0.93656206,-1.1988571,1.3204772,-2.0830858,2.96758,-0.64750713,-1.5545399,-5.7177224,0.5337095,-1.285842,-1.1449896,-1.8075963,-1.1252123,-2.7115903,-3.277484,-0.7732834,1.3375075,1.2314523,-1.5892656,3.3190784,-0.60192823,1.637914,-1.2324867,-0.33199915
SNU-466,0.2836797,0.5027759,-2.007945,0.11816698,1.2383933,-1.2175199,-0.19768153,-2.0523367,0.92234993,-0.99859,-1.258424,-0.85612774,0.26419598,-3.5282786,0.0012367889,2.2673469,0.32982984,-0.29934332,3.5123942,0.34027755,0.18894693,0.7301545,-1.8963808,0.4342134,0.55995625,2.2861354,-1.921001,-0.010050379,0.089059964,-1.8911977,0.012773531,0.30506542,0.39472592,0.8246476,1.3746486,0.5686399,3.8901012,-0.52282643,-0.9276201,-0.9978586,-0.19848117,-1.2263288,0.87077457,1.7688093,1.0870006,-1.1163269,-0.31011713,2.7289543,0.36732125,2.2667434,-0.029173892,-0.43252432,-0.41394362,-1.1810058,0.32034895,1.9670985,-0.38463643,0.5231914,-0.88402545,1.3906797,1.5791305,0.52678585,-1.5858195,1.5632604,-0.52685463,-1.6471792,0.04592253,0.62118393,-1.4640467,-2.079442,2.7192888,-0.06336194,0.0958635,-0.88807017,0.9841494,-1.4063896,-1.7787527,1.8413246,1.7633077,-1.4412402,-0.4643986,1.5016526,2.4872496,1.3346957,1.789821,1.0082939,-0.9101731
Caki-2,0.55573446,-1.0125259,0.014052022,-1.7941449,0.72993,0.6054525,0.25069252,-0.75282973,-0.94478834,1.2347386,-2.174378,-0.6368482,-0.59844357,2.460746,-1.2688278,-0.10134007,-0.3483747,0.43415552,-0.6391994,-0.5226995,1.415063,-1.7852669,2.3803208,0.83890086,0.64012975,-0.43327552,-0.5944866,-0.23564474,-0.39101306,0.57628614,2.06706,0.26080945,-2.4360757,-0.18438232,-0.12478177,-1.1530919,1.560727,-0.6830742,1.3492221,0.38541374,0.8336621,-1.661484,0.3352742,1.5043226,-0.72254395,1.1681745,-0.6063994,0.8191138,-0.068186544,0.60375,-1.6363499,0.22621879,-2.1735177,-0.7696665,0.18671933,1.0950859,-0.5636462,-2.7126112,-0.04706305,-0.5896534,-0.46962622,1.0382632,-1.9893769,-0.5095339,0.31528693,-1.2977443,0.11848432,-1.6016078,-2.305021,-2.6403117,-1.1359806,0.53353614,0.59920454,0.25615942,2.558749,0.50535154,1.4801902,0.09736998,-1.1795746,0.24924962,-1.225819,-0.4378424,0.3511948,-1.3955102,-1.3213376,-2.0593479,-0.6927969
JHUEM-2,-0.46559787,1.9254832,-1.3658376,-0.8211766,-0.13595441,-0.3133527,0.11442052,0.48160493,0.118519284,0.8808044,0.8304891,-2.6835568,-1.8018504,-2.0016406,-0.23769116,0.27573287,-2.5364618,-1.1436526,0.030761758,-0.717336,1.2517114,-0.9570014,-0.39807427,0.2511073,0.50470054,-0.8752956,-0.7122717,-0.00958518,-0.7699951,-1.3542801,-0.16037007,-0.47572184,-1.0209719,0.9302568,0.36262015,1.1564654,-0.1889894,0.53436285,-0.5318501,-0.39987445,-0.388717,2.413581,-1.0170434,0.27221787,-0.62874615,-0.20395309,-1.3953294,1.0077564,-0.18442872,-1.1916741,2.3704166,0.20482527,0.37764007,1.0035702,1.9478111,0.3457032,-0.026878223,0.043283664,-0.14305478,-1.1655833,-0.5775585,0.76538855,0.94413376,0.36725748,-1.7521636,-2.3653967,-0.59640306,1.6272268,1.3628212,-1.3965844,1.3162637,0.22637582,2.8370426,0.1428602,0.48195866,1.1786075,-0.021824544,0.9431981,0.91132146,0.07096243,-0.7152769,1.4085456,0.19760734,1.3270997,0.71985906,1.4623904,1.7912929
