,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112
SNU-719,42.055424,-25.725636,-60.947124,43.94105,1.4052685,20.538359,43.777424,-44.763824,24.628817,-32.3904,32.8524,-2.7827342,57.58304,25.733242,15.810067,-19.854237,-27.642603,-10.725156,44.435215,1.6986988,-62.285732,-19.688732,45.12034,14.273426,-0.5128086,-13.02597,46.382736,-29.13328,-1.5515127,24.809208,12.623869,13.567674,26.120773,5.0121765,-15.166524,19.816902,3.6311965,10.505124,-34.91297,-52.11059,8.746916,5.940241,-1.205654,-42.947247,-45.79692,-49.74733,-31.15463,59.7031,38.360783,47.957863,-47.36325,9.639575,6.362498,-2.3999221,2.9921727,-56.2876,-44.764236,-29.556744,-63.00794,-66.31262,-40.842087,-37.804688,50.197483,11.903862,70.7054,-18.222927,-6.4954486,-11.246952,-27.286245,-12.015264,35.931274,-41.59639,15.824526,30.070715,-57.08097,42.4469,43.433567,35.034397,-23.294474,24.080563,-9.631086,-45.369125,9.35144,43.348377,40.410553,17.419065,45.635704,39.23969,30.279854,-44.97362,-9.926977,26.317165,-57.160053,13.272484,-22.52656,8.243506,42.38008,-36.90662,14.967539,-32.319283,-21.777506,20.890577,-28.413307,16.41609,-20.343855,9.008064,4.430366,29.651989,-59.546917,-53.32114,4.7107654,-0.0065977797,36.471344
Hs 940.T,1.7685639,4.145139,7.339881,7.3786263,-5.6453366,-5.842642,-3.9343073,-4.084119,-4.302206,0.13998756,-4.920095,-6.420969,-5.1445427,-1.6234918,5.0646563,-0.15020688,2.9615068,0.69962955,-6.298291,4.8285737,-2.8104312,-2.3721638,-2.9457812,5.769304,7.7506723,1.5306227,5.6488285,3.9429758,-3.5187025,-3.7505956,-1.2957934,9.246323,-3.4309773,2.2014277,-0.99914765,-4.5407405,-4.213927,-6.299356,3.4182997,7.111269,-2.8293796,5.0128756,-1.5152153,1.8528657,5.7040257,7.7882123,-5.250847,-1.787501,-5.937561,-5.5347805,7.3871264,1.9228075,3.517895,0.4807874,7.119946,8.33726,8.932729,-0.9778491,-5.622302,3.7206466,2.304742,-6.8641367,-6.769809,-4.739823,4.2287264,-3.5397344,4.264645,-1.7287995,0.6081506,6.591461,-5.031073,1.745207,-5.2014747,-0.32351744,-5.152603,-7.167086,3.7257926,1.5304945,-4.392694,0.5194841,-3.3125498,4.6807966,5.3945684,-2.8370268,4.117557,-6.6845975,-8.15452,-4.850666,-9.370631,3.5189655,4.3254466,-4.1786394,-1.7378116,-4.4836035,3.5680976,-0.33689058,-9.964964,7.3313055,-4.9327326,4.9208155,-4.7111583,-5.375598,6.3325324,3.8630576,2.0024037,5.6175203,-0.98458064,-8.355779,5.1583996,8.939393,7.3030334,-7.4269876,-4.857663
Mel JuSo,4.9067664,13.307283,19.73731,10.775654,-15.67773,-14.289311,-15.692329,-3.7748303,-12.991602,6.97949,-12.923751,-14.068383,-12.254031,-4.3466377,11.395158,-0.44911945,9.690824,-5.7737308,-15.081157,10.902425,0.37080505,-2.754553,-9.239539,12.248476,13.170246,11.648473,10.68923,8.013489,-12.218837,-9.014465,-4.3708615,13.915206,-12.604555,7.8776336,-0.8559686,-9.783232,-10.233356,-12.653767,12.246661,18.523172,0.44200173,15.302401,-9.23427,8.69467,15.042661,17.52649,-4.95437,-6.9369335,-19.436651,-14.540102,20.666597,11.524443,5.827258,-2.1449213,12.22889,20.050684,17.326487,-1.0522218,-6.560848,3.8542013,8.477116,-14.612017,-16.470253,-9.663795,12.317123,-10.515039,12.360256,-6.8758016,3.7848332,13.914782,-12.882919,13.593766,-15.370358,-7.956291,-13.074243,-16.325686,10.142414,6.6531234,-11.729417,2.6979825,-10.327044,10.489595,9.835582,-8.586635,10.045191,-15.750235,-20.258852,-9.515137,-19.759598,12.933758,11.843069,-10.440315,-6.097322,-0.58876926,9.683231,1.2758771,-22.360916,12.930211,-13.286154,9.1820755,-8.347302,-15.820229,17.071918,14.196665,11.420458,11.208772,-2.851789,-21.173159,15.708586,23.22362,17.355017,-10.537468,-13.620297
Panc 08.13,2.3660312,-4.2509837,-7.5749955,6.733881,1.2256261,1.3943678,7.2705755,-4.8708057,6.285759,-6.4267383,2.1822956,0.6899882,5.260357,0.19102979,6.9764023,-1.1865523,-2.2195292,-0.40375516,4.006025,0.31326136,-11.736656,-3.480099,4.7912207,1.6736304,-0.68899953,-4.739619,7.5056534,-4.0372934,0.24835059,1.720186,-1.6914637,1.5942284,4.3465557,-0.86742437,-6.2546854,1.0021213,-0.27581605,-0.5855464,-6.4329996,-6.3001056,1.4107276,-2.5525331,3.6107218,-5.7934165,-6.894637,-5.2476125,-7.2524986,9.903604,6.071495,6.25552,-7.753818,-3.1949766,-1.1865445,1.3928989,0.23014244,-7.71548,-4.8154244,-6.2461486,-13.205009,-7.7360044,-8.206412,-1.3294754,5.354811,-0.12683673,6.062175,1.2538229,-4.18482,-1.1793953,-3.2671854,-2.5179143,3.0270672,-9.03607,2.694079,6.362472,-5.2948675,4.6903057,0.78143954,5.1416893,-1.1426463,1.2251695,0.01186613,-5.6734424,-0.5583647,5.893717,2.3719823,3.1166952,7.0291996,4.0875077,5.4609632,-6.979148,0.7539917,2.6152604,-5.7516313,3.6756406,-3.697671,-1.4624695,5.430719,-1.9157107,4.0734963,-3.4634914,0.551785,3.6886294,-2.9250262,-1.09948,-4.997616,-0.46983355,2.1136906,3.2404928,-8.364526,-7.1109095,-2.6646168,1.0836308,5.4466634
Hs 698.T,4.9211164,17.503483,29.881447,13.041161,-19.819351,-19.36231,-22.567457,-1.1445184,-22.136265,6.4926615,-18.334642,-17.966003,-20.370518,-7.5640497,10.213329,-0.7019117,13.311934,-4.332803,-22.976866,12.902454,-1.6311954,-1.755895,-17.644026,14.686193,15.9008,15.551397,10.161925,17.178196,-12.192993,-15.366209,-3.5413005,20.16391,-15.668519,6.1651015,2.2062347,-13.030338,-11.82133,-17.969221,19.785254,29.894741,-4.560704,20.074594,-11.5339155,13.307515,20.589872,25.90054,-5.907747,-12.1768265,-27.247667,-21.2387,32.038788,11.962853,6.5206857,-2.155548,16.186005,28.086912,26.066538,1.5170497,-3.8459294,13.53011,14.063936,-16.008163,-27.159557,-8.550301,6.1367736,-10.871322,14.624791,-11.525223,7.842121,19.046463,-17.972826,17.99359,-20.617855,-9.325052,-10.239402,-24.43063,8.202643,2.8062906,-12.016769,3.4134564,-12.42781,23.289392,12.183897,-12.10711,8.926683,-20.134676,-28.080435,-18.08488,-27.388844,18.34676,17.231352,-14.962997,-4.4270873,-3.0530922,10.511194,-1.0619185,-33.15011,18.472872,-16.302046,16.710257,-13.883218,-22.47693,22.79422,15.170071,13.256877,14.678831,-9.230953,-29.661345,22.697329,34.400635,22.30507,-12.733562,-19.178143
SBC-5,17.583084,-9.470788,-22.742636,12.858742,-0.46872628,11.231938,18.191763,-19.229948,8.927618,-10.007232,12.35355,-2.021651,22.329548,12.123294,5.2057037,-8.253739,-10.799211,-6.6357775,18.63973,0.009910587,-19.51898,-8.024406,17.250349,5.1653843,1.0686733,-2.9049428,15.11082,-12.991885,-2.1703384,13.06999,5.5050116,3.7091231,9.1033535,5.2114944,-3.743102,8.276525,0.37959677,5.3512526,-14.4869175,-19.1756,4.9413443,6.4340525,-1.8913835,-16.880747,-16.287014,-19.222956,-11.881028,18.769712,15.792961,18.25306,-16.813454,10.083435,5.5457973,-4.8271823,3.5176184,-19.07283,-18.502155,-9.525675,-20.821768,-25.629387,-13.66168,-17.533705,20.999168,3.2563834,27.936718,-10.395206,0.52168936,-3.7815907,-9.346362,-4.3478885,14.136033,-14.436614,5.4050713,10.740472,-24.225485,15.657788,18.636494,14.589914,-10.805287,8.934873,-7.238388,-20.95844,8.268132,17.033316,17.66096,7.0292926,15.638906,14.129175,8.14762,-17.644905,-3.6882198,11.596546,-23.598265,1.4589764,-4.3300095,7.374174,16.15273,-16.047693,3.751772,-13.528669,-7.7120605,6.293285,-10.870913,8.695798,-7.273947,3.2338126,3.3475025,10.144518,-22.490833,-19.584255,4.2845755,-0.80184555,14.193693
PE/CA-PJ41 (clone D2),1.8340768,6.1332436,13.53509,6.884899,-7.9535427,-8.910706,-11.146866,1.1441783,-11.022276,-1.4641509,-7.62259,-6.8215456,-10.148888,-6.09617,4.7599955,-1.4521948,5.543645,0.78511345,-11.8083935,4.51758,-7.067507,-1.2265356,-10.610559,5.231533,4.333997,4.9041595,4.0507665,11.186999,-2.1876075,-9.117057,0.37679255,9.728568,-5.150246,-2.2230406,1.6106567,-5.3248377,-2.1491017,-9.496711,9.829959,15.686048,-5.200724,6.6325727,-3.150338,5.6725574,7.955394,12.116996,-5.3559146,-5.0912447,-13.0224,-9.101012,15.1996355,2.084597,-0.9981279,-0.7855421,4.846662,10.238258,11.794818,1.0842965,-3.7854424,9.351925,4.4266324,-4.6128416,-14.359574,1.1429598,-3.255117,-2.1252909,3.5092356,-7.814095,5.683567,8.115396,-7.6819935,5.4537287,-9.167768,-1.7855135,0.3538391,-10.649638,-0.412741,-1.3347745,-1.9701627,0.60837823,-4.421282,14.746195,2.286362,-3.7310624,1.0216354,-7.2448754,-10.9256525,-11.058045,-9.937295,6.549676,9.868328,-7.0852413,-1.7583817,0.69462925,1.3491187,-4.0504785,-14.627632,8.483214,-4.133541,8.316136,-7.5539994,-11.273829,9.223185,3.3524475,2.8693566,5.7990365,-6.798921,-13.427263,8.287963,16.452856,8.007711,-3.1255863,-7.6642447
DBTRG-05MG,22.40642,-12.108413,-29.147963,25.241644,-1.5551357,10.365604,24.633955,-25.379587,13.001267,-18.405092,14.6394,-6.5921283,26.127106,12.631895,7.0878644,-8.057488,-13.130638,-1.9641228,21.962912,3.0473056,-30.886816,-11.336727,21.858395,11.2780485,4.503925,-7.968407,21.558674,-13.044383,-1.2679343,12.151427,6.1971273,8.962288,12.085224,1.5786382,-9.732316,6.7452307,0.09233691,5.0724726,-19.873411,-26.950275,2.2524698,3.5125701,0.44176802,-21.094965,-20.412254,-23.78907,-17.928669,28.046804,20.358322,24.395828,-24.969753,5.7713075,8.147903,-1.9166689,7.564086,-25.399239,-19.987537,-15.070561,-34.673466,-31.307838,-20.36482,-23.197908,25.054625,3.8623717,37.198986,-11.010354,-0.5552263,-4.3888836,-13.733432,-2.9704862,16.356087,-23.669094,7.62543,15.66573,-30.915644,17.41648,25.01341,17.486597,-14.4030285,14.170422,-8.505046,-23.691793,6.958764,20.659895,23.271542,6.3818965,21.042627,19.975124,9.732122,-22.645607,-2.4848583,12.752077,-29.207914,-0.19970776,-7.911128,6.7132506,17.966003,-15.958742,4.902356,-16.210539,-14.580813,9.331634,-13.266336,8.860856,-11.272293,7.509862,1.9314475,13.66052,-29.539288,-27.998857,4.8916373,-6.327898,17.595045
KYSE-270,2.612918,4.369178,11.77381,8.329207,-5.4920607,-9.340061,-11.524241,1.4632657,-10.161861,-5.71514,-5.2650003,-5.154657,-8.010069,-8.329217,8.741623,-4.6312714,3.6497889,4.33509,-11.748504,3.135564,-16.373634,-3.307544,-10.514296,3.3663352,2.478387,1.6908792,6.511822,11.983826,0.60337013,-11.294035,2.0367901,10.733869,-2.3584778,-11.128744,1.9057236,-3.5654178,1.3218609,-11.038048,9.48498,16.258396,-8.061985,1.9867169,-0.3991695,3.901143,5.2310867,11.196429,-8.167212,-2.253138,-12.577375,-6.8843975,14.861161,-2.0324855,-6.5326357,0.25970346,0.5976629,6.6701694,10.623495,-0.05703364,-9.024432,8.310918,0.31459153,-1.5625098,-14.580376,5.739234,-4.900104,-0.28964174,0.43804625,-9.075484,6.445116,7.2245736,-5.9237046,1.3813038,-7.6755924,1.2194915,2.367893,-8.535271,-2.0168614,-2.0540414,0.8695593,-0.45521787,-1.283769,16.623264,-3.097409,-0.09102492,-1.3169215,-5.4249372,-7.131836,-12.885236,-4.689946,3.5922341,10.422848,-7.099875,-3.3271909,5.524347,-3.6115034,-8.179938,-13.228032,8.331882,-0.5834853,7.4133,-7.46373,-12.898764,7.151715,0.5877277,-0.5564294,4.2010207,-8.161573,-12.784642,5.200467,16.317047,4.9766364,-0.24300486,-5.5846114
IA-LM,3.4017043,10.433005,17.895607,7.1028852,-11.532544,-11.979455,-14.506458,0.083323896,-13.790476,4.0060687,-9.927981,-9.915323,-11.366998,-4.1837583,4.624945,-0.6658669,7.716354,-2.0247931,-13.053534,7.555665,-1.0174323,-0.19499227,-11.0769415,7.8735075,8.618874,8.780759,5.0760536,10.471706,-6.501081,-9.954222,-1.2189925,11.636629,-9.316015,2.3982973,2.6435046,-7.2715707,-5.8539753,-9.98867,12.693565,17.664667,-3.0289416,11.217039,-7.8025517,7.9023275,12.044001,14.514203,-2.527189,-7.522991,-16.474522,-11.522758,19.492344,6.424673,2.4691143,-0.60248065,8.762242,15.534004,15.258516,2.0631928,-1.0337375,8.254129,9.457075,-8.602035,-16.724495,-3.4852574,3.0047793,-5.7515883,8.285899,-6.507248,5.1921315,11.357271,-10.375346,11.3163185,-12.391312,-6.0506144,-5.3352175,-13.874826,4.553945,0.9404627,-6.8443294,2.7404618,-7.2846684,15.661494,8.01016,-7.0590515,5.580247,-12.104138,-16.094135,-10.875473,-15.447265,11.349334,9.763928,-9.324189,-2.5772226,-1.5770824,5.106465,-1.5072116,-19.201204,9.782181,-9.906456,9.636779,-8.83795,-13.350809,13.233022,9.462114,7.504054,8.960375,-6.2463374,-17.77262,13.288692,20.603523,12.037178,-5.9221926,-11.537774
SNU-119,7.3904757,-5.7476344,-10.209518,12.003468,0.6639087,2.2051191,7.2860665,-8.528778,5.519406,-11.285078,5.5016475,-2.3832953,8.366893,1.0937624,3.608312,-3.4353638,-4.643422,3.0455034,6.4605517,1.1633039,-18.230444,-5.3351235,6.282694,4.3964877,-0.12833121,-5.4848166,8.888772,-3.147077,1.9884466,0.62122875,2.8242764,5.225411,5.821662,-4.1555953,-4.226782,1.6461443,2.1443505,0.29217005,-6.116572,-9.106349,-2.149648,-2.5856175,2.925897,-7.51216,-8.972648,-8.2936535,-8.723842,12.345647,5.9078064,9.651186,-8.756582,-2.8874648,-0.8217029,0.9710842,0.9041736,-11.140925,-5.923511,-6.7235913,-16.915497,-9.2078285,-10.636688,-6.426617,6.259222,5.349246,10.434068,-0.6346312,-3.22455,-3.2553182,-5.0190277,-1.2454025,4.8632383,-11.542663,2.9296696,7.4250016,-8.182682,5.8732944,5.9433713,5.006654,-2.0978026,4.711188,-0.82793534,-4.1559067,-3.0093105,8.668288,6.1038465,3.4511085,9.325427,5.4289136,6.2958455,-8.972749,-0.34462193,3.3578298,-9.298783,3.7431202,-6.7056317,-1.7125955,6.485123,-4.4830437,5.269139,-5.765406,-6.045437,3.3102636,-4.7360125,-0.013824936,-6.494893,2.6301634,-0.3424957,4.5538654,-11.766809,-9.260675,-0.022476438,-1.6287729,7.201454
A4/Fukuda,14.376535,14.936235,20.655724,5.376931,-20.067577,-10.163256,-22.480143,1.9343691,-25.830343,8.525604,-10.052464,-13.31776,-6.870355,-0.44689268,3.3544037,-7.78495,8.466495,-13.052695,-12.611285,7.5694914,-2.3566172,0.46856472,-14.009032,9.165163,4.827388,23.70205,5.295873,12.243853,-12.195557,-9.022111,1.7343278,7.340063,-13.828194,3.6747236,8.949921,-4.0861773,-6.604268,-9.862485,21.754026,24.357069,3.7032485,27.84245,-17.158121,9.983608,13.1726,12.580252,2.4386594,-9.011166,-26.592062,-13.539428,30.550486,21.066977,1.9644308,-7.5479903,7.312074,15.413549,8.389026,2.2911198,3.5379496,-2.6240377,12.955304,-16.696041,-16.508518,2.7436507,14.188729,-15.347698,15.433032,-18.571005,8.33399,13.049197,-9.467437,22.189095,-19.999416,-11.777267,-13.604691,-13.732033,14.8458605,6.7681494,-13.946847,8.4505,-15.7426195,15.823546,7.1831093,-4.148645,12.656788,-12.473982,-20.680473,-12.435804,-17.511845,14.234807,15.325513,-9.002871,-15.165653,10.257182,4.835029,2.7670555,-22.944077,1.4100131,-13.836375,9.600303,-16.051954,-23.324234,17.06115,21.241495,16.03314,11.405427,-11.818602,-22.463083,14.676546,27.513962,22.405947,1.5512384,-14.013242
S-117,5.0261793,15.657001,27.452997,10.745352,-17.653778,-17.272259,-21.90285,0.7543308,-21.296255,5.0037937,-15.964129,-15.505883,-18.174543,-7.687831,7.886433,-1.3847818,11.895802,-3.4767992,-20.734766,10.88886,-3.0840275,-0.9889434,-17.617153,12.321001,12.346476,14.344887,7.914836,17.131525,-9.786967,-15.19164,-1.9673791,17.11873,-13.970206,2.4460294,3.4928725,-11.14311,-8.848489,-16.086493,19.346493,28.077183,-4.6388483,17.614437,-11.082232,12.58907,17.952211,22.873129,-4.5458517,-11.529839,-25.636618,-18.558413,30.279306,10.450919,3.6028929,-2.3067217,12.60719,24.013687,22.594057,2.457222,-2.4302125,13.193155,12.857278,-12.975806,-25.72548,-4.427332,3.3055253,-9.134178,12.314921,-11.865232,8.517171,16.932568,-16.009747,16.665228,-18.848719,-8.677436,-7.279947,-21.763212,6.532974,1.3075324,-9.513743,3.4103558,-11.024803,23.55188,9.532437,-10.3007555,7.023556,-17.208345,-24.433336,-17.445957,-23.127754,16.595104,16.190783,-13.783442,-4.2457805,-0.6711104,7.6493096,-2.1310284,-29.744196,15.383496,-13.629205,14.933029,-13.410249,-21.511055,20.193789,13.382702,11.554497,12.711117,-10.164112,-26.875359,20.092958,31.807236,19.189816,-9.0494795,-17.146717
P31/FUJ,21.362658,20.661524,27.37015,8.621526,-27.119644,-12.050759,-30.611086,2.2343287,-34.98082,7.951019,-12.479436,-19.677061,-8.855608,-1.8339293,-0.17062017,-11.173582,10.701639,-15.947313,-15.696054,11.623307,-4.3818903,1.1067966,-19.640911,12.3587055,6.1622763,29.348667,6.8391614,15.907991,-15.357182,-14.773614,3.6443942,11.122647,-19.26399,2.3081763,14.302524,-6.714272,-8.128543,-11.083182,29.109827,30.423962,3.6221075,34.775566,-23.4289,13.171035,17.778234,13.705322,6.558728,-13.09684,-35.91423,-16.450417,39.783005,27.49343,1.1562774,-9.849412,7.6464076,17.102959,10.089936,3.1027591,5.3715267,-2.3622577,18.173708,-23.379734,-22.77561,7.4343505,18.231905,-20.708492,20.663593,-24.07824,11.652008,19.788393,-12.526589,28.303799,-28.493395,-16.786465,-17.615938,-18.922209,21.506628,8.6876335,-18.710808,13.504618,-21.604893,24.800272,8.282336,-5.1913877,18.321703,-15.363358,-26.229584,-14.67683,-22.033762,20.014069,19.45626,-13.763272,-20.830336,14.247693,5.259654,4.0935774,-29.082743,1.461868,-17.287611,9.819007,-24.530931,-31.905415,22.374983,29.153456,20.109583,17.60761,-16.319174,-28.32935,18.982763,35.062534,29.741808,2.3733423,-19.431503
YD-38,3.6566224,11.501588,22.650797,9.311023,-13.717313,-14.2069,-17.886444,1.3941199,-17.7341,1.5171131,-12.928869,-11.6324415,-16.244478,-8.27961,6.8669066,-1.5129904,9.602868,-1.0085186,-18.060427,7.952791,-5.9501987,-1.0005568,-16.605192,8.948999,8.329499,9.802814,5.901285,16.004808,-5.843679,-13.542802,-0.6963596,14.023291,-9.953147,-0.2768077,2.4818044,-8.778488,-5.329804,-14.083715,15.70594,24.39966,-5.7425914,12.7589245,-6.8719544,10.119196,13.838457,18.91397,-5.972448,-9.457683,-20.739649,-14.601685,24.641068,6.2262826,0.36401117,-1.9461174,9.271856,18.139908,18.254065,2.6895285,-3.2499585,13.267751,9.178976,-8.6584,-22.237745,-0.71978825,-2.206203,-5.349349,8.331907,-10.611993,8.898339,13.161443,-12.827077,11.1081085,-15.254983,-5.2473993,-2.2661629,-17.466045,2.1736443,-0.39689577,-5.482792,2.043972,-8.703031,21.59689,6.5139446,-7.3791,3.4417813,-12.912851,-18.783024,-16.285063,-17.727623,12.0872,15.274066,-11.450392,-3.1256328,-0.056343757,4.59985,-3.9324846,-23.74333,12.59659,-9.114084,12.515524,-11.576612,-17.771038,15.621627,8.241724,6.8073306,9.62191,-9.907523,-22.166357,14.823131,26.091198,14.007948,-5.668302,-13.03932
NCI-H28,5.586612,14.451012,26.675383,9.903622,-16.222126,-16.279812,-22.496473,2.4176965,-21.687943,2.6953359,-14.524943,-14.353105,-17.318184,-8.77384,7.009665,-2.4562662,11.167404,-2.120287,-20.197857,9.532556,-6.5477514,-1.0674934,-19.0246,10.906616,9.752853,13.3364935,6.67694,18.447037,-7.5540776,-16.689665,-0.2139508,15.514968,-12.741828,-2.5211785,4.731616,-10.084132,-6.1208906,-15.7484455,19.895502,28.208721,-5.704023,15.459502,-10.450779,12.646953,16.173304,21.306873,-4.1666694,-11.445312,-25.607273,-16.867956,30.309204,9.154789,0.27470338,-2.7869215,9.471817,21.285332,20.591246,3.3194938,-2.6480994,13.703601,11.2609005,-10.746337,-26.053627,-0.22732435,0.6352837,-8.025316,10.634106,-13.233525,10.015845,16.045261,-15.047862,14.987885,-18.242857,-7.9883413,-4.7560973,-20.606726,5.3592486,-0.12484796,-7.21964,3.4835763,-10.003572,25.306824,6.408247,-8.654546,5.243102,-15.134131,-21.830282,-18.188099,-19.83198,15.413532,16.89264,-13.559639,-4.5844574,2.2936978,5.204841,-3.8157625,-28.291967,13.692957,-11.062401,13.679243,-14.119998,-22.775297,18.706951,11.756704,9.836441,11.40073,-11.94721,-25.749851,18.282917,31.008627,17.540886,-6.406795,-15.818986
CAL-27,2.555368,7.0216255,15.513166,8.829309,-8.830363,-9.85734,-12.61534,0.99655175,-11.822873,-1.4561327,-8.668957,-7.7272964,-12.106291,-9.259828,8.276348,-2.6850562,5.95843,2.4883747,-14.685608,5.2213674,-9.868401,-1.4437163,-12.332565,5.5251484,6.368519,4.014802,6.7594004,12.682225,-2.447326,-10.788207,0.17794913,11.676225,-5.398075,-5.161894,0.91862756,-6.421566,-1.8549463,-12.850584,10.302972,19.304495,-6.6950154,5.916257,-1.8183131,6.433952,9.6905365,15.29594,-7.933503,-5.851645,-14.726288,-11.578786,17.666183,1.8581855,-2.9643025,-2.3173423,3.6137693,11.400659,13.239331,1.6234074,-6.8002625,10.853625,3.3494012,-5.0133524,-16.991488,1.8803142,-4.449301,-3.5175033,4.4839797,-7.789842,8.008126,10.030414,-8.918822,5.131473,-10.791078,-1.6017345,1.6386518,-11.960017,0.11196087,-1.3320967,-1.1607311,-1.3049616,-3.7937012,16.18489,-0.42967248,-3.7286885,-0.15405816,-8.080523,-12.511459,-14.2885895,-11.192928,6.23964,11.921329,-9.316383,-2.765583,1.8671324,1.2706544,-5.801721,-16.833576,11.492338,-3.7140331,9.69514,-8.0239525,-13.512345,10.436969,2.4696124,2.3863673,6.2369432,-7.9829965,-15.517695,8.704233,19.323263,9.512948,-4.45348,-8.5969925
SNU-668,5.409871,14.49258,25.535719,9.184522,-16.601814,-16.115261,-21.097,1.3433895,-21.027624,5.301935,-14.205751,-13.806068,-16.385002,-6.0807405,5.8270755,-1.7411132,10.946491,-3.843346,-18.805283,9.621094,-1.9550177,-0.18402699,-16.830288,10.832052,10.450791,14.006731,6.2585297,16.187435,-8.740854,-13.919065,-0.99609745,15.070739,-12.8057375,2.8593934,4.1966257,-9.457366,-7.5750613,-14.1967945,19.019415,26.219568,-3.9870608,17.556334,-11.335889,11.544317,16.590343,20.522997,-2.9871984,-11.066428,-23.960314,-16.66406,28.564991,10.216311,2.929152,-2.2140903,11.687714,21.701786,20.256863,3.3356173,-0.09456404,11.729702,13.094912,-11.74656,-23.777132,-3.0259957,2.8012822,-8.335033,11.827892,-11.458483,8.374591,15.4030285,-14.331147,16.311848,-17.662758,-8.572242,-6.494448,-19.751343,6.1207614,0.6106752,-9.002916,4.0175233,-10.669701,22.398314,9.965438,-9.255526,6.8125668,-16.163534,-22.585617,-16.146236,-21.425726,15.592273,15.32207,-12.63345,-4.403588,-0.3829343,6.5673213,-1.956666,-27.371624,12.763664,-13.308784,14.216039,-13.2514925,-19.889822,18.474567,13.0843725,10.849593,11.960336,-10.264583,-25.011852,18.44542,29.493793,17.664549,-6.918803,-15.880717
DM-3,3.986709,15.738288,27.024508,12.2497635,-17.838621,-17.596424,-19.928904,-1.4497329,-19.313656,5.495314,-16.824472,-16.422007,-18.804224,-7.2977033,9.793735,-0.23223624,12.0979185,-3.4493194,-21.01158,11.887785,-1.7543837,-1.8393904,-15.843422,13.534208,14.752376,13.515971,9.516515,15.439496,-11.002021,-13.964966,-3.563603,18.7106,-14.092044,5.5736003,1.4118469,-12.190079,-10.958853,-16.524677,17.352009,26.820662,-4.4189773,17.496016,-9.803193,11.986327,18.70768,23.683983,-6.050668,-10.789858,-24.392487,-19.318323,28.585337,10.280368,6.0524173,-1.6382709,14.90438,25.593975,23.987661,1.0003748,-4.3223624,12.659238,12.36098,-14.511606,-24.639969,-8.280273,5.353471,-9.615511,12.954199,-9.970682,6.8427,17.331776,-16.514921,15.689715,-18.542362,-8.086172,-9.17085,-22.309914,7.0681257,2.6920712,-10.714868,2.7223954,-11.049786,20.926126,10.971971,-11.134947,7.949086,-18.263754,-25.458666,-16.319681,-24.946115,16.426815,15.479583,-13.616927,-3.5631933,-3.3565083,9.701289,-1.1266434,-30.047968,17.337927,-14.5320635,14.975287,-12.275465,-20.098423,20.706364,13.294641,11.661637,13.335165,-7.8890424,-26.82428,20.541855,30.928137,19.941519,-12.229786,-17.326769
RERF-LC-Ad1,10.914202,-8.408731,-17.713068,14.432892,1.8066156,5.5381,13.189154,-12.633702,8.930926,-11.429256,9.302921,-0.8341619,15.290098,4.298896,6.118739,-4.8291554,-7.856127,0.21944782,11.508749,0.6592175,-21.50567,-6.137178,11.884998,4.220901,-0.16791436,-7.294437,13.589893,-6.943745,1.1172091,4.826891,3.368328,4.4606953,8.490268,-2.378097,-6.4092956,4.3134866,2.6361208,1.8910986,-11.875546,-15.261737,0.98647666,-3.2958903,2.6645036,-11.930522,-13.727661,-13.708449,-11.308172,18.264847,11.438347,14.750029,-15.140668,-1.1037087,-0.09493382,0.15540387,-0.64913607,-17.211792,-12.109077,-9.314273,-21.992674,-17.263315,-14.320006,-8.737226,13.242371,4.7728653,18.215384,-3.2071512,-3.7889457,-2.3749738,-7.131816,-3.5017858,9.351516,-15.375356,5.4857955,10.027015,-14.3123255,11.876462,10.456327,9.370223,-4.2574916,5.6990194,-1.1237824,-12.056552,-0.92286485,12.841055,9.414671,5.9602337,14.809345,10.6511345,10.557062,-14.18594,-2.1741323,6.72858,-15.523867,4.975939,-7.953181,0.2627142,12.377902,-8.683252,6.4545503,-9.76681,-5.7890935,6.105678,-8.717127,1.548774,-8.217826,1.6662483,0.9929126,9.290222,-18.139143,-15.732632,-0.6460349,-0.6161567,11.355921
