,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112
SW948,15.860426,-11.35652,-25.495968,16.278877,2.1135652,8.453981,16.254349,-16.955606,10.548911,-12.628377,14.3182535,1.7247187,24.19182,9.524494,7.8967724,-8.861577,-11.471726,-4.16728,18.041105,-0.5805893,-26.891142,-7.670901,18.146902,3.592852,-2.7537262,-5.7189064,18.896154,-11.523572,0.6334319,9.262935,5.579235,4.5584784,11.663992,0.17213151,-5.5565386,9.389771,3.83158,3.9237912,-13.366522,-20.56423,4.0949,0.72614133,-0.117842145,-17.26876,-20.10284,-20.43375,-13.113715,25.213078,15.026615,20.201876,-18.313408,2.3051722,-1.2199229,-0.58146596,-2.4314551,-24.135073,-19.312895,-11.791984,-25.572891,-26.797405,-17.323456,-12.276386,20.010605,7.033271,26.686872,-5.5497985,-5.0721464,-4.597184,-10.616465,-6.4073596,14.840481,-16.69971,7.1538887,12.5326805,-20.965845,18.58618,14.907833,13.932496,-6.448451,7.691186,-1.3309088,-18.020128,2.0294387,18.647512,13.510746,8.53024,20.085447,15.045251,15.480697,-19.29143,-5.451091,10.892208,-22.726557,9.223419,-11.350708,0.6869031,18.638422,-15.898216,7.856214,-14.04874,-6.407889,8.463285,-12.16571,4.9219823,-8.7110815,1.2682977,2.025169,12.450942,-25.048634,-20.591759,-0.6123345,2.7800725,15.850362
HEC-265,4.6162343,12.323731,22.720434,8.024769,-14.377881,-14.269474,-18.662483,1.6305935,-18.681112,3.650214,-12.445694,-11.622448,-15.015273,-6.229278,5.180896,-1.6159133,9.630895,-2.693952,-16.967035,8.022927,-3.1691406,-0.2002634,-15.803912,9.052041,8.329447,11.68759,5.1138444,15.145385,-6.7743893,-12.713955,-0.5397319,13.133052,-10.769582,1.3823857,3.6300678,-8.190383,-5.847195,-12.821566,16.794155,23.681555,-4.2476273,14.854073,-9.344771,10.244683,14.192532,18.075136,-3.4337263,-9.786216,-21.090733,-14.409161,25.225475,8.078248,1.4525459,-1.8847299,9.737405,18.532526,17.594423,3.277695,-0.41300738,11.40048,11.122898,-9.377324,-21.556314,-1.4524214,0.29876545,-6.441757,9.600303,-10.574578,8.196187,13.192981,-12.502964,13.535578,-15.497191,-6.924429,-4.183713,-17.272299,4.0398664,-0.03103556,-7.0426793,3.311788,-9.233377,20.80669,8.447085,-7.76707,5.0705967,-13.793473,-19.3959,-15.037495,-18.254496,13.275109,14.3359375,-11.208716,-3.688493,0.02750758,5.002367,-2.6938646,-23.885864,11.032525,-10.962336,12.557814,-11.91484,-17.633131,15.954019,10.497538,8.534421,10.116061,-9.64185,-22.130085,15.696117,26.025805,14.714301,-5.095298,-13.681928
JHOC-5,4.220788,13.338389,25.162743,9.590778,-15.191401,-15.575718,-20.53198,1.9443963,-19.500652,2.133548,-14.205292,-13.299679,-17.164413,-9.101257,7.517923,-1.6843911,10.591337,-1.3893545,-19.472609,9.023622,-6.2626324,-1.2421566,-17.916286,10.26882,9.332034,11.733934,6.450402,17.463507,-6.9776506,-15.374866,-0.83159226,15.050307,-11.770728,-1.9293535,3.5135322,-9.933588,-6.006109,-15.236313,17.90339,26.560936,-5.7953486,13.813562,-8.725272,11.766006,15.28835,20.703753,-5.2919555,-10.57755,-23.620142,-16.25399,27.873266,7.6727457,0.4879809,-2.2602797,9.3620615,20.421017,19.971052,2.7760553,-3.425694,14.034267,10.1851845,-9.667197,-24.649864,-0.8779095,-0.7937649,-6.7966933,9.311925,-11.972233,9.26897,14.857881,-14.448368,13.398333,-16.91488,-6.8061485,-3.5807216,-19.52842,3.666295,-0.090524316,-6.3906465,2.5061228,-9.208006,23.673412,6.097761,-8.448009,4.241237,-14.181649,-20.661917,-17.388819,-18.996622,14.2086935,15.969292,-12.658041,-3.4737859,1.2530282,5.078336,-3.9165552,-26.565582,13.782134,-10.092658,13.142473,-12.415146,-20.570927,17.684174,9.986454,8.688859,10.458554,-10.600567,-24.359322,17.215643,29.184961,15.782186,-6.4844136,-14.810424
NCI-H1563,21.891085,-13.622613,-30.651031,25.692947,0.07517796,11.249526,26.219614,-25.22592,14.620385,-21.489513,15.13082,-5.9362545,26.81134,11.534133,8.216121,-8.8654785,-13.654611,-1.8331506,22.353722,2.470202,-34.59394,-12.620922,21.949331,10.861893,2.810266,-8.917302,22.774115,-14.546078,-0.24321166,11.996862,5.7217736,8.492673,13.463906,0.53085333,-10.828289,7.098085,0.3799695,5.2662253,-21.075129,-28.258533,1.765668,1.9575096,3.2748392,-22.191143,-22.851263,-25.562904,-19.08962,29.963799,21.64974,26.047054,-26.998808,4.335745,7.5821548,-2.3936522,6.3504624,-28.112629,-21.907106,-17.418468,-38.42096,-32.590645,-23.402056,-22.11568,26.154402,5.27717,36.362637,-9.727062,-2.45414,-5.645169,-14.224928,-5.0960813,17.404327,-26.34928,8.557829,17.414772,-31.244577,18.924248,23.528397,18.345388,-13.788619,14.283616,-7.977066,-23.295006,3.6882563,22.43176,22.684992,8.910037,23.527102,20.601807,13.114956,-24.090673,-1.5535072,13.523059,-29.645798,2.648664,-9.493894,6.638489,20.02027,-17.033789,8.000281,-17.48701,-14.148818,10.073063,-14.530489,7.0754004,-12.963937,6.102473,2.1446514,15.154127,-31.353355,-30.041292,3.525335,-4.82994,19.462439
SK-LU-1,30.839518,-16.955982,-42.168186,32.43284,-2.7011738,15.451408,34.160397,-33.330193,18.529778,-24.80687,20.478804,-7.120906,38.61103,17.872671,11.613211,-11.963843,-18.175323,-7.573088,32.055622,2.9518385,-43.16665,-15.165787,31.490408,14.22365,1.0615375,-7.038993,30.818613,-20.091133,-3.1952825,18.782433,6.876704,9.204499,16.692717,4.1520376,-13.77153,11.379611,-0.74476874,8.529232,-27.172173,-38.208485,6.6448774,7.5207624,-0.8347818,-29.463175,-31.345032,-35.687492,-23.189726,41.659054,27.820808,34.339653,-34.93108,10.499519,10.143131,-3.5718691,7.5899377,-37.987034,-32.170685,-23.251188,-47.363083,-47.536507,-29.512344,-30.663494,37.48885,5.823282,52.697006,-14.825962,-2.9196596,-9.464905,-20.446264,-8.023706,24.071962,-30.416391,10.677607,21.315718,-43.77563,27.695618,33.272655,27.31724,-20.267124,19.91316,-11.902927,-34.498898,8.015686,30.1016,32.491985,11.680274,30.840576,29.736681,17.9062,-31.673903,-4.2561374,19.751266,-42.207066,6.137612,-12.159793,9.53689,28.232143,-25.795416,8.489005,-24.129951,-17.36978,13.70493,-18.505445,13.518746,-13.181507,7.486148,3.664486,20.942797,-41.83094,-40.288383,5.6409097,-3.7644832,25.518333
SK-MEL-2,25.821535,-14.019522,-32.06382,23.417753,-1.1983693,14.76959,27.033594,-31.455471,12.820384,-14.485049,17.810936,-5.2918653,29.490229,17.491749,7.074436,-10.52261,-16.107613,-6.309092,24.232214,1.5953412,-27.622267,-12.617586,24.83232,8.369909,7.2062845,-7.501591,22.939474,-17.72217,-3.0889466,18.913897,8.167178,8.238947,13.318832,8.990405,-7.5787168,9.881516,0.7951498,5.635557,-23.264826,-28.03356,5.0912294,7.1042776,0.4222668,-25.043297,-20.185987,-25.007685,-20.97873,26.481146,23.036333,25.696545,-26.01611,11.870711,10.079419,-6.371321,8.243917,-25.736536,-22.664253,-12.610105,-33.73992,-35.1689,-20.263628,-27.418177,28.957401,2.888964,42.543137,-16.33807,3.5020192,-2.4819818,-13.284424,-2.5057526,19.962692,-23.69328,7.310934,16.37715,-35.226788,20.70318,29.043535,19.824831,-16.233385,12.490743,-10.066301,-30.617235,11.428356,23.248594,26.473476,6.7141542,20.612373,19.999994,7.0382686,-26.162447,-2.9062662,14.604393,-33.2729,-3.3920503,-4.79475,10.497701,20.062492,-18.68874,4.3872237,-17.692432,-14.341462,9.528948,-16.168419,10.830793,-11.882018,7.657878,3.6317263,13.790483,-32.860752,-27.688217,8.520927,-7.7540674,19.342577
Ki-JK,11.10998,11.357928,14.838572,3.6652863,-15.196208,-6.3521543,-15.526487,1.6161705,-18.913849,4.194019,-7.100238,-10.522504,-4.3314233,-0.34059098,0.26663515,-5.772823,6.0112343,-9.603063,-8.072592,5.8080196,-2.446083,0.5334256,-10.315042,7.0387516,2.5760887,17.289537,2.949236,8.830746,-8.780786,-7.085719,1.5352973,5.01356,-10.611966,1.6274838,7.7335854,-3.1692615,-5.2920804,-5.793687,15.633554,16.22947,2.4695973,19.931423,-13.017267,7.182784,9.099001,6.993999,3.5396907,-6.514354,-19.106258,-8.616607,21.414219,15.59181,2.0124912,-5.2622204,5.2475023,9.85738,5.058795,0.6263458,3.3636847,-2.0645623,9.798018,-12.637723,-11.299404,3.6947465,10.267423,-10.997023,10.551266,-14.418776,5.792574,9.582603,-6.621338,15.72168,-15.0117445,-8.849221,-10.351312,-10.234112,11.084101,5.250404,-10.987514,8.169183,-12.662987,12.744085,5.7894306,-2.5018554,10.3492985,-7.9097447,-14.23435,-7.724775,-11.865613,10.617666,10.69798,-6.444026,-11.506742,7.5344067,3.1846337,3.2993855,-15.960965,-0.5368623,-10.230904,5.7102227,-12.970868,-17.241505,12.324845,16.600103,11.621678,9.048435,-8.710183,-15.342885,10.35869,18.375364,15.753408,1.9809829,-10.2182255
NCI-H2452,11.312886,-5.71121,-15.306121,13.037994,-1.8879141,5.090575,13.851706,-14.190309,8.125059,-8.187822,6.574985,-4.1537113,13.7331085,7.271722,5.2973065,-2.994334,-5.9958477,-2.934004,11.980419,2.3819742,-14.216088,-5.750378,12.42783,6.5994015,3.1044645,-4.0544405,11.524736,-7.595222,-2.5831225,7.728663,1.4899942,4.3651724,5.4597507,2.1863933,-6.649913,3.1032765,-1.6350878,3.1005309,-11.481192,-15.112226,3.2393513,2.3866053,-1.1159862,-10.772325,-10.13139,-12.537282,-9.209017,15.079328,11.3864155,12.815879,-13.739087,4.0352263,4.8200192,-0.10785116,5.1581817,-12.032633,-10.435519,-8.30983,-17.511961,-17.527906,-9.995182,-12.861265,14.056626,-0.8801478,21.33256,-5.880336,-0.15834516,-1.5709637,-7.9755945,-1.4962183,7.8878627,-11.702851,3.5940814,7.6620655,-18.090597,8.4987755,13.24764,10.918032,-8.725168,7.3467765,-5.42163,-14.972733,6.1826715,10.134669,13.34128,2.326786,10.169729,11.681747,3.7390976,-11.681574,-1.7173004,6.850462,-15.941279,-1.1214281,-2.2100525,4.340897,9.112021,-8.040487,0.5667366,-8.777545,-5.8864946,5.614954,-5.9341974,6.1538587,-4.908162,4.045324,2.8014426,6.859448,-14.989786,-15.165284,2.0655026,-3.615209,8.788134
HCC15,5.575883,14.395533,25.057678,8.788077,-16.594313,-15.753766,-20.768307,1.4940015,-20.902561,5.6862254,-13.914415,-13.476646,-15.82899,-5.5740743,5.5349975,-1.7632958,10.837904,-4.4294434,-18.322216,9.439947,-1.4411261,0.023477951,-16.555553,10.591029,10.041531,14.188036,5.990464,15.718417,-8.836531,-13.462902,-1.0063938,14.457267,-12.7547865,3.4251914,4.1680775,-9.115419,-7.550695,-13.744974,18.791876,25.662743,-3.4073164,17.81727,-11.514114,11.365602,16.250036,19.86508,-2.520754,-10.894903,-23.571543,-16.262753,28.099493,10.528494,2.9854035,-2.3077948,11.649443,21.12987,19.462559,3.344293,0.37794745,10.909071,13.155629,-11.64088,-23.17291,-2.893926,3.0976977,-8.378289,11.828144,-11.372655,8.329529,15.000513,-13.94326,16.403475,-17.509377,-8.670205,-6.678955,-19.219933,6.2434373,0.90052086,-9.252414,4.3087153,-10.910095,21.791607,10.520128,-9.082958,7.0196476,-15.8986025,-22.210388,-15.607332,-21.014866,15.433336,15.231537,-12.345117,-4.676136,-0.22648303,6.6132145,-1.5994791,-26.681126,11.985536,-13.46053,13.912063,-13.122508,-19.62485,18.219322,13.396322,10.897159,11.767724,-10.150059,-24.583849,18.101204,28.846361,17.345348,-6.289418,-15.6772
SNU-61,9.489207,-8.734223,-18.670805,10.682449,1.7368472,6.146507,14.775451,-12.365655,10.490805,-9.154827,8.596566,1.6708124,15.990726,6.518262,9.213396,-4.9381456,-7.102501,-4.5971107,12.831588,-0.39166877,-18.669544,-6.276968,13.209491,2.6032593,-1.3027775,-4.3994503,13.952714,-10.794545,-0.7009825,8.13286,0.6600547,1.342452,8.940143,2.7855868,-7.86059,5.799296,0.3965527,2.286813,-12.581308,-15.795949,4.761888,1.4093256,2.378303,-13.275356,-14.724393,-14.039977,-11.249308,18.905262,13.434459,14.393774,-15.608595,1.4787775,1.2506385,-0.5369023,0.7727181,-16.51271,-13.722794,-9.966612,-20.98866,-20.362574,-14.085447,-7.7171392,15.671501,0.6907884,18.684702,-3.2666266,-4.292711,-2.8883445,-8.113464,-6.5797477,9.895771,-13.978317,6.1185775,10.637266,-15.791139,12.900076,8.711615,11.67774,-5.382459,4.5617146,-1.8831158,-15.69234,3.1053526,13.336419,9.448581,6.363211,14.3306465,10.79012,10.947758,-15.129543,-1.7715591,8.530239,-15.5597925,5.4402905,-6.0734463,1.9254808,13.547269,-10.426064,5.6635756,-9.771858,-1.0991848,7.5560446,-8.040517,2.25302,-7.155445,-0.7759372,3.6016817,8.652121,-18.027508,-16.269438,-1.4411976,2.236609,11.960088
EFM-192A,14.662735,-8.216085,-18.296946,13.476989,0.0018845275,7.064362,13.114881,-15.208321,6.030356,-11.494951,10.87241,-2.7048643,18.239326,9.875007,1.5660028,-6.959359,-8.845533,-3.0161994,14.722369,0.8917688,-20.060589,-7.1273007,12.902592,5.5793123,-0.6469317,-2.7536747,12.507889,-10.906963,-0.44595987,7.096086,5.513104,5.026261,7.698854,3.4351552,-2.164563,6.1876025,1.2001952,5.3881035,-9.424427,-16.929762,1.6960001,4.2005157,-0.85722363,-13.458013,-14.223914,-17.588821,-8.183796,17.736216,10.548974,16.464235,-14.055396,4.561177,4.2354817,-1.2294512,4.0471983,-17.465202,-13.377185,-9.421041,-18.022112,-21.621893,-12.4119005,-14.276054,15.673372,5.5696144,23.728796,-5.8846283,-0.8886392,-5.271273,-9.670582,-3.4561744,11.009408,-12.783912,4.1356087,8.924081,-20.077993,12.172737,14.873704,11.112365,-8.534841,10.355934,-5.655644,-11.911308,4.4799633,14.081283,15.593203,5.425278,13.759757,12.1391325,8.499378,-13.109596,-2.6037238,8.359457,-18.310604,3.4267468,-7.0414906,4.250069,13.093527,-13.999043,4.498531,-10.112121,-9.975485,5.5111856,-8.808512,6.9971623,-6.186983,4.49761,1.2407472,8.272023,-18.12432,-16.081053,3.0132642,-0.43232617,11.238721
HCC2279,4.5312495,15.152271,27.33414,10.891791,-17.24882,-17.156467,-21.548607,0.9184769,-20.88903,4.2918835,-16.040796,-15.037082,-18.743824,-8.738459,8.526931,-1.2821549,11.785808,-2.809226,-21.331247,10.572716,-3.9498131,-1.0178523,-18.190168,11.834993,12.031714,13.492491,7.984379,17.572683,-9.258182,-15.207241,-2.0474894,16.993546,-13.464126,1.6558286,2.968286,-11.150403,-8.4341,-16.570156,18.770222,28.458683,-5.0555186,16.542025,-9.8890505,12.47741,17.74322,23.23151,-5.5691237,-11.463482,-25.307121,-18.71473,29.899801,9.570485,2.729393,-2.475279,12.008002,23.567783,22.395489,2.5563526,-3.19531,14.101397,12.038245,-12.279911,-26.016922,-3.9515681,1.5826231,-8.644426,11.764578,-11.811932,9.083624,16.659897,-15.954566,15.613878,-18.725937,-7.955578,-5.9319205,-21.53059,5.432324,0.998972,-8.630962,2.6300151,-10.605727,23.660223,8.482902,-10.097949,6.000703,-16.644691,-23.972603,-17.989794,-22.725737,15.996785,16.80342,-13.873689,-3.89692,-0.45366457,7.32692,-2.7774284,-29.391857,15.942837,-12.608131,14.996325,-13.041353,-21.50414,19.880398,12.079099,10.690535,12.239443,-10.3190975,-26.785429,19.528255,31.738981,18.614914,-8.842233,-16.778414
ONCO-DG-1,17.296682,-13.445783,-29.16867,20.53717,3.2322931,9.192568,22.607021,-19.497953,15.254271,-17.83435,14.406414,-0.07300378,26.197819,9.891907,11.120063,-8.158402,-12.538765,-3.4699907,21.181377,0.22060493,-32.583122,-10.4871235,20.951548,6.936288,-1.6508648,-9.112341,22.548317,-14.16445,0.49527264,10.277812,3.4060044,6.1640673,13.739296,-1.2612969,-9.445298,8.524375,1.5345083,4.905474,-18.21781,-25.944689,4.2886486,-1.6922235,2.2237437,-20.375252,-24.05401,-23.99452,-16.11898,30.002285,20.216314,24.220621,-24.60492,0.70693797,0.87024325,0.45460266,0.43293014,-27.69847,-21.263172,-16.886911,-33.88896,-30.361332,-22.427313,-14.062519,23.703836,4.857054,30.693527,-5.047282,-6.7964716,-4.7796354,-13.363029,-7.6324053,16.096859,-22.977896,9.196715,16.317442,-25.510939,19.860188,16.856667,16.842676,-8.780881,10.23072,-2.914765,-20.846907,2.6244023,21.072235,16.107986,10.677459,24.162294,18.982594,17.443125,-22.10891,-4.2522397,13.17394,-25.42818,8.244102,-11.998897,2.564977,21.368177,-16.428684,9.9473295,-15.830643,-6.556702,10.951755,-13.530623,4.9521613,-12.0569515,1.258805,4.0557137,14.690153,-28.95284,-26.743637,-2.4078984,1.4627517,18.999714
REC-1,21.350729,17.312344,23.04878,6.11085,-23.403778,-8.4499655,-26.4951,2.0056283,-32.752544,6.2939143,-9.395831,-16.542685,-5.440973,0.26864105,-1.2680391,-11.996423,8.463894,-14.985601,-12.514228,8.33494,-6.0643086,0.56765383,-17.13924,9.548943,3.6511507,27.511112,5.7588787,13.33419,-13.007836,-11.604146,5.1642103,7.6207757,-16.206871,0.42216933,14.596972,-3.674369,-6.222144,-9.49209,25.92372,27.650736,3.154385,32.94613,-21.019018,10.303468,14.534021,10.556835,5.8680983,-11.8859,-31.224663,-13.360362,35.823536,26.607388,1.1931834,-11.171127,5.629012,13.8091755,5.9686832,3.4483428,5.5537257,-4.74384,15.279719,-21.816189,-18.176395,9.02701,16.77088,-20.017647,18.872217,-24.100483,11.35358,16.62055,-8.812374,24.756762,-24.832657,-14.23154,-16.259325,-14.907021,20.7212,7.6265764,-17.104004,12.700155,-19.928518,21.008759,6.238408,-2.4900858,16.715424,-11.922067,-22.083244,-13.991222,-18.634422,15.881921,18.29135,-10.729124,-21.45172,13.933077,3.9087381,4.873243,-24.703773,-2.0499878,-14.87743,8.205375,-22.994768,-29.087965,18.272873,26.56229,17.539585,15.39842,-16.122925,-24.378313,14.78839,30.8017,27.763485,4.51774,-15.649687
697,19.332296,20.143894,28.64712,7.6874595,-25.415398,-13.162538,-29.70764,3.0031323,-34.755447,8.942725,-13.230086,-18.481564,-10.653709,-1.4802568,0.97530437,-10.0844965,11.474682,-14.586028,-17.147232,10.549494,-3.42411,1.1770215,-20.214552,11.898733,7.4433427,28.369652,6.791691,16.57641,-14.481653,-14.482178,3.1013823,11.230074,-18.39158,2.5697002,13.314955,-6.5316224,-8.40665,-12.816745,28.565947,32.15291,2.5372024,34.109535,-22.120045,13.299667,18.353298,16.745396,4.9407945,-14.2255335,-34.504765,-17.459488,40.283005,26.197325,2.1215262,-9.806575,8.765847,19.882442,12.398954,4.1324954,5.710938,-0.19102341,18.355875,-21.713394,-23.605856,5.0310597,15.613074,-19.727358,20.481436,-23.03722,12.350199,19.177479,-12.8026085,27.593117,-26.624712,-15.893155,-16.474888,-19.681997,19.867294,6.568455,-17.726627,11.839863,-20.100391,24.739746,9.577578,-5.9700046,16.175568,-16.344936,-26.751097,-16.896769,-23.241255,19.5228,20.338923,-13.756559,-18.880352,11.319057,6.3358636,3.7480884,-30.825968,3.2660363,-18.306513,12.101461,-22.976665,-30.798973,22.181702,27.422283,19.401232,16.517769,-16.695927,-29.028645,19.667374,36.068985,29.206059,1.1663804,-19.264938
TOV-21G,4.235124,13.642483,25.468927,9.854629,-15.388112,-15.979973,-20.609642,1.5897605,-19.66597,2.6768901,-14.364968,-13.583051,-17.407175,-8.745019,7.336562,-1.5348451,10.773883,-1.5259023,-19.677479,9.329102,-5.394548,-1.0924488,-17.739513,10.582388,9.988411,11.900094,6.67192,17.304213,-7.3081274,-15.2860365,-1.0110343,15.590396,-12.017134,-0.76335794,3.448883,-10.093334,-6.4967666,-15.256249,18.041012,26.645624,-5.7610245,14.252273,-9.123636,11.732768,15.816503,21.070139,-5.06541,-10.69972,-23.695032,-16.583899,28.056952,7.8449183,1.0856208,-2.032392,10.061655,21.063873,20.633347,2.8538802,-2.9944565,14.065534,10.815703,-10.126683,-24.769884,-1.757342,-0.19711225,-7.0442457,9.87967,-11.554105,9.047701,15.185763,-14.656894,13.816542,-17.048866,-7.0854506,-4.1774387,-19.865696,4.0720468,-0.076740116,-6.840142,2.5487273,-9.296857,23.543203,6.9489946,-8.838687,4.7014713,-14.8944,-21.292707,-17.255112,-19.738766,14.659,15.766216,-12.893193,-3.350154,0.5129057,5.5470943,-3.65431,-27.038866,14.18765,-10.773666,13.514015,-12.571591,-20.451942,17.976908,10.40518,9.025416,10.965407,-10.431835,-24.57634,17.686007,29.426174,16.336065,-7.1735277,-15.192459
PK-59,21.354687,-12.764879,-29.671633,24.404642,0.9339327,9.398294,20.342794,-23.144962,11.382202,-17.734173,17.162075,-2.742285,27.933964,11.945835,5.3159566,-9.69351,-14.344687,-1.6623938,21.311756,1.6919547,-33.29157,-9.681048,21.073301,8.184946,0.4610797,-8.297752,22.326853,-13.488201,0.7409611,9.535331,8.111968,8.973799,12.849843,1.2315333,-6.7102475,8.558231,3.5624118,5.343309,-16.7527,-26.078358,1.5162628,0.33775482,0.4248373,-20.926455,-21.996775,-25.144062,-15.841454,29.635527,17.226011,24.962011,-23.372353,2.4218643,3.1194463,-0.22901344,2.2573256,-28.404175,-20.240255,-14.662927,-32.025246,-31.703213,-20.476547,-19.303621,23.154833,8.596708,34.998924,-8.1727295,-3.0045323,-5.0351872,-13.79716,-4.1883907,16.80987,-21.755896,7.4722147,14.740137,-28.171314,20.037336,21.972292,15.911993,-10.674822,13.274938,-4.4986253,-19.068283,2.6981683,21.631414,20.722889,8.157019,22.791994,19.24074,15.197398,-21.732637,-5.106761,11.655079,-27.668215,5.9196243,-12.870757,2.8034747,20.234846,-17.75318,8.318607,-15.728974,-14.189947,9.527933,-14.263204,7.472812,-11.207323,6.5450687,1.0539793,14.316709,-29.682262,-25.65491,2.5390282,-1.9259404,17.67137
CHL-1,19.648542,-10.67956,-26.53012,20.449402,-2.5048115,10.09213,20.703333,-21.826597,11.724054,-17.549726,13.069223,-5.7586107,24.185474,10.976995,7.262252,-8.46086,-11.831624,-3.7767813,20.268526,2.3591375,-28.373322,-11.192292,19.932812,9.904323,1.1845672,-3.7319734,18.377157,-11.813903,-1.8003548,11.397606,5.6604056,6.6205444,10.340877,1.682788,-8.081304,7.1114464,-0.12129667,5.277425,-16.180134,-23.740574,2.7682018,6.0986786,-0.62478775,-18.606798,-19.680252,-22.008501,-15.511383,25.312521,16.832005,21.683214,-21.15468,8.028519,7.1544895,-3.3392036,5.98643,-22.781734,-19.470846,-14.272925,-31.003809,-29.20354,-19.469538,-20.748014,23.072636,4.4530916,32.99457,-9.825794,-1.7571524,-7.109632,-13.440862,-4.7389545,14.898418,-19.592638,6.575815,13.835629,-27.637733,16.28036,21.169542,17.2982,-12.930197,12.764035,-8.536324,-21.57015,5.022358,19.395617,20.725525,7.0513105,18.84451,17.513119,10.477241,-20.335785,-2.7890284,12.863156,-26.583406,3.0705743,-7.08916,6.2860713,17.381012,-16.28429,5.693797,-16.135042,-11.804843,7.190319,-11.538572,8.643911,-8.218312,4.972486,2.2776048,12.078741,-26.48462,-24.650303,4.7649326,-3.9589002,16.41363
NCI-H1623,2.2129903,5.4256115,11.120215,4.825291,-7.322649,-7.3149805,-9.365715,0.13620973,-9.436252,1.1958593,-6.1668434,-5.6467257,-7.383093,-3.5023699,4.5386744,-1.3455223,4.603731,-1.3221495,-9.164998,3.6133995,-4.025759,-1.0921875,-8.337086,4.35601,3.6040306,5.653924,3.4216285,7.846772,-3.2161918,-6.1262226,0.17735094,6.894323,-4.591836,0.63790244,1.2457211,-3.6456826,-2.3180263,-7.4628625,8.313013,12.971836,-2.7236655,7.94727,-3.7441711,4.5335,6.3532057,9.569881,-4.161595,-4.03781,-10.832001,-7.181871,12.957933,3.9989042,0.25260484,-1.4828061,5.104177,9.126849,8.867015,1.3726993,-2.158165,5.4763937,3.9078758,-4.6557503,-10.855796,-0.017940983,-0.1640295,-2.9566236,4.2944965,-6.524578,4.4258447,5.996405,-6.1150837,5.810596,-7.5986376,-2.2068005,-1.7591561,-8.089228,1.3657646,0.309648,-2.9665759,0.91655916,-4.8423514,9.863414,4.1712275,-2.854479,2.1330824,-6.629056,-9.5619755,-8.766646,-8.910961,5.2685122,8.207206,-5.17287,-2.5251338,0.64610344,1.9943922,-2.4604826,-11.850543,5.6338825,-4.605605,6.6648145,-5.9049206,-9.305246,7.7601852,4.521429,3.6093953,4.5093937,-5.192575,-11.776294,6.913755,13.912552,7.7836733,-2.1777909,-6.0364933
