,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120
AN3-CA,-0.8370236,-0.64131415,-2.6319528,-2.4975252,1.5133193,-0.7401234,-0.12059964,0.56245303,-1.4322624,-1.1470097,-0.950583,1.475647,-2.8799179,0.20765632,1.8028754,1.278545,0.38187882,1.9910461,1.6873946,2.5511158,0.18927683,-1.3207749,3.0072248,-2.184452,0.8430364,-1.0161015,-0.42230883,-1.4891764,-2.316392,-3.701774,-1.687283,1.5478245,2.3010397,-1.3906056,-0.26276863,-1.010478,-1.3894446,1.2569714,-0.1362641,3.1139176,0.07182859,0.08341664,-1.1091759,0.6517605,0.7117082,1.9049665,0.5646801,-1.9642347,-2.5745986,-0.19233948,2.6332262,-0.88248014,1.9938697,-0.32816112,4.068123,0.9190925,0.5674981,-0.41255498,-2.5570781,-0.7804883,1.5121588,0.77516985,0.32534653,-0.1816299,-1.7789541,1.0406042,-1.2164118,-1.5922623,0.5942519,0.46492663,1.2074126,2.3175871,0.91767794,1.7996953,0.12772007,0.7900744,0.590918,-2.2268643,-1.1850766,-2.1856298,1.5337956,1.1464431,-0.023254156,-1.9032054,0.5931904,1.8068765,-2.2967744,0.6851259,-0.06390208,-1.1427203,-0.57150775,-1.743899,-0.19790164,0.256395,1.1139702,3.5098455,-0.66012913,-1.090696,-0.8751964,2.3892114,0.93055254,-0.7507832,0.40855345,2.4305778,2.8307028,0.15798521,3.0338905,-0.82066435,-0.733703,-1.7992301,0.5666939,1.3673728,-2.4031737,-3.561673,0.09045489,0.4350273,-2.323618,1.8729167,2.152221,0.4291371,1.1385169
G-292 clone A141B1,-3.436365,-3.7275999,-11.383389,-10.025348,10.248104,-6.829896,2.0809634,2.2991302,-9.360432,-5.986936,-0.7093888,5.1781144,-15.313292,1.222741,7.047392,5.825491,2.9205444,9.306162,8.593729,12.595344,2.3510642,-7.0421042,17.217842,-13.3684225,6.5977798,-5.8778415,-3.5293217,-7.078603,-11.427345,-18.834444,-9.430914,7.8201656,12.478233,-9.156575,1.1017067,-10.544172,-4.7693896,3.9267197,2.8822992,15.944905,1.8772643,-2.0216136,-6.936577,5.5731225,3.452849,13.9841,3.3685865,-10.881832,-10.891042,0.7120073,14.069436,-6.838758,8.905627,-3.767506,20.617569,7.8404756,0.48501828,0.44145894,-10.83315,-6.687192,12.857439,5.2281504,2.7282436,1.1953125,-8.794625,2.9331806,-9.990063,-10.68093,4.8932652,3.9643042,10.285341,11.422874,1.4385631,13.120557,4.0199823,2.9919047,3.224151,-12.753062,-3.2968495,-11.1632595,11.114183,9.353857,0.06976782,-5.4130063,3.2905917,8.326435,-13.630572,0.26649216,-1.1616372,-7.85879,-2.134484,-10.864924,-2.0881057,-2.0345626,6.788426,17.109816,-6.398818,-6.681061,-5.2983847,12.255767,3.6956663,-4.161547,4.9873037,13.112108,13.753076,0.902353,14.142243,-6.9293203,-7.8636875,-6.44517,0.9992111,6.467913,-14.6143055,-18.54859,-0.8038572,5.58634,-15.778703,12.424747,8.981399,4.5048175,9.007715
NCI-H2073,4.7415257,-5.689705,8.3374605,-6.469088,-22.471838,28.454771,-15.262356,6.8776555,18.923153,12.224985,-19.839653,-2.7065465,20.21521,6.6995015,7.549295,-6.1576853,2.839803,-17.127417,-14.462502,-17.395315,-15.708044,13.66801,-24.923847,24.407822,8.523226,-2.3863564,6.5098433,4.586271,10.97811,10.971641,11.381073,-6.0969462,-24.855886,21.541395,-7.453723,26.017576,-17.720219,10.342694,-19.842484,-20.93513,8.182557,19.804264,17.587177,-18.618885,-14.61176,-25.65875,4.3803263,10.443133,12.028249,-18.698471,-16.603674,21.53935,4.471341,20.798044,-21.440958,-23.380762,16.490913,-19.540636,5.3542376,13.682977,-31.958298,-17.549927,-9.610057,11.890666,15.275489,12.105704,26.706163,25.109947,-21.20265,-14.916168,-29.154594,-16.8388,15.602949,-22.426603,-21.229,6.4666467,-0.08161697,19.907362,-11.172304,0.83215624,-22.0828,-28.907051,7.782533,1.679857,6.765171,-23.719484,19.53424,7.10919,-9.129716,20.571299,-7.101483,20.72843,-0.4531457,-0.4409042,-4.2185802,-21.993738,19.859316,8.853881,-10.298528,-15.335435,7.9694695,16.249313,-13.988634,-18.565481,-9.121441,11.426635,-15.8560915,14.005862,27.56622,-20.002777,14.103158,-12.41743,20.716887,21.289406,11.154115,-27.976091,34.84384,-22.028288,-5.568172,-20.584873,-23.353642
BT-483,1.2472235,-2.3154051,2.9245806,-3.7094183,-10.852549,14.162562,-6.9509816,2.434857,8.464433,5.116237,-10.1293545,0.719538,9.180693,2.1884005,5.086572,-1.761135,0.3454318,-6.347304,-6.7084837,-7.572021,-6.968662,5.7962976,-11.949974,10.70548,2.3729458,-0.98100823,2.662223,2.5246603,4.5401635,4.6653423,5.1246305,-2.8254647,-12.004683,8.79215,-5.0724044,12.633007,-8.7842455,6.0315537,-9.245378,-9.619231,2.9500604,9.904593,8.103602,-9.780371,-6.116538,-12.857706,1.9003333,5.3055177,4.8616076,-8.017804,-7.383887,10.26064,2.4970741,9.80783,-9.399692,-11.654407,8.501972,-10.082194,0.5107474,6.6371746,-15.36467,-7.700567,-5.16519,4.870715,6.5144377,6.639016,13.35506,11.947359,-10.640182,-7.126333,-14.073886,-7.334155,8.081313,-10.944307,-10.910095,2.1897454,-0.65869576,8.938098,-6.542123,0.7689821,-10.857205,-13.112587,3.3763807,-1.4397385,2.8067613,-10.189745,9.004088,5.233373,-3.4377384,9.839996,-2.9453104,9.86193,1.9654993,1.24988,-2.5125349,-9.153736,10.117226,5.0139174,-4.5832663,-6.352168,2.793762,7.372541,-6.8068027,-8.326782,-3.063089,5.1701026,-5.1919,7.353758,13.141612,-9.485622,6.363726,-5.458271,9.605134,8.758005,4.934357,-13.1916065,16.3224,-10.097424,-1.1673267,-10.168879,-11.30616
HEC-251,-4.3668933,-4.1996093,-14.493687,-12.544044,12.805909,-8.47146,2.6284003,2.6806219,-11.26002,-7.5622997,-0.96519357,6.6061015,-19.26677,1.3136528,8.813359,7.3438544,3.4061105,11.473284,11.250816,15.47932,3.5010524,-8.761917,21.417969,-16.868635,7.4828963,-6.882451,-4.0788236,-8.654691,-14.488165,-23.384058,-12.056827,9.754971,15.73231,-11.478467,0.8942978,-13.187409,-5.792296,5.0922217,3.6900756,20.106546,2.2888134,-2.7422178,-8.8722,6.590517,4.559442,17.320618,3.9558659,-13.350846,-13.283331,1.3302678,17.778803,-8.705441,11.429013,-4.696526,25.925968,9.703909,0.416901,0.5643111,-13.621692,-8.424072,16.132078,6.947104,3.2141652,0.8131333,-11.407061,3.7052412,-12.466437,-13.241409,6.036927,4.993984,12.683148,14.714794,1.6657755,16.275368,4.6888313,3.5150015,3.65578,-16.365517,-3.970961,-13.781848,13.3442,11.8025,-0.15291981,-6.692972,3.7833202,10.403077,-16.824669,0.5094176,-1.1255728,-9.872488,-2.31541,-13.597369,-2.424018,-2.0636578,7.989354,21.447605,-8.001048,-8.150795,-6.2119427,15.644831,4.5492935,-5.5360312,6.246362,16.652012,16.905977,0.8053078,17.847038,-8.58774,-9.678831,-8.228781,0.93839884,8.395808,-18.523977,-23.130644,-1.1973842,6.993726,-19.922956,15.296181,10.806165,5.8168783,11.363149
SLR25,-4.919676,-4.4785013,-16.092617,-13.9618225,14.119214,-9.21809,2.9319534,3.005766,-12.359188,-8.513058,-1.1375824,7.535054,-21.342638,1.2730317,9.939791,8.280772,3.5958917,12.717924,12.547835,17.201498,4.002484,-9.521946,23.74103,-18.824062,8.152648,-7.55192,-4.431956,-9.639771,-16.22087,-25.914982,-13.355387,10.955934,17.385862,-12.5893345,0.9325245,-14.612459,-6.5722446,5.759799,4.066027,22.27691,2.3959656,-2.8857288,-9.843868,7.1323423,5.184083,19.110489,4.2845607,-14.730065,-14.752,1.4588902,19.824295,-9.470643,12.844199,-5.119181,28.743269,10.568454,0.5642873,0.4405339,-15.153259,-9.314096,17.769007,7.7012215,3.4020088,0.8377376,-12.741223,4.286061,-13.720781,-14.492667,6.5278873,5.4059715,13.945252,16.386782,1.8649125,18.029488,5.0437536,3.7491164,3.8359315,-18.225868,-4.3992863,-15.082396,14.575579,13.036284,-0.3123212,-7.3972635,4.055533,11.641053,-18.718023,0.6079819,-1.0790402,-10.967903,-2.4601774,-15.053312,-2.5711856,-2.386244,8.74791,23.810093,-8.713855,-8.89143,-6.685893,17.421137,4.8611827,-6.2386966,6.7764196,18.534447,18.763515,0.79877496,19.916107,-9.393308,-10.61837,-9.227927,1.0968109,9.335704,-20.586329,-25.69715,-1.4536705,7.694445,-22.08148,17.026014,11.998432,6.273909,12.503558
KCL-22,-4.8952785,-4.524119,-16.035053,-13.901273,14.4495735,-9.511354,2.9812877,3.1176639,-12.702235,-8.690053,-1.0986682,7.6956563,-21.863617,1.3566636,10.098338,8.474754,3.837961,13.335104,12.578702,17.746359,4.0727906,-9.774164,24.198137,-18.998531,8.339038,-7.784813,-4.7831354,-9.995597,-16.421944,-26.460472,-13.530328,10.92899,17.703024,-12.9219,1.1571143,-14.710085,-6.5583453,5.6620765,4.170459,22.69148,2.3112805,-2.8460479,-10.107781,7.448207,5.155094,19.70767,4.4367385,-15.30195,-15.105354,1.6185596,20.157959,-9.737426,13.007552,-5.4330764,29.18451,10.869941,0.65245247,0.5708396,-15.534188,-9.629211,18.101305,7.9238477,3.6076648,0.9569595,-12.877003,4.171237,-14.056718,-15.020102,6.8249407,5.6147842,14.333197,16.52436,1.9007621,18.51376,5.4762936,3.950975,4.00398,-18.551424,-4.666493,-15.29089,14.960194,13.336058,-0.1815205,-7.749636,4.177099,12.298518,-18.911453,0.46992424,-1.1354885,-11.218646,-2.793318,-15.444598,-2.6647737,-2.4754527,9.123877,24.368965,-9.040882,-8.983903,-6.997193,17.775623,4.9359303,-6.2115254,7.047933,18.827997,19.308722,0.86472666,20.324871,-9.675988,-10.959358,-9.117987,1.2979535,9.428281,-20.978119,-26.157967,-1.3172734,8.182529,-22.490046,17.522781,12.34003,6.6020555,12.696904
AMO1,5.678326,-6.4200754,9.903962,-7.29439,-25.073195,31.967295,-17.298374,7.5602283,21.097137,13.479583,-22.241373,-2.9179301,22.17999,7.7537527,8.451358,-7.0223436,3.7274406,-19.282135,-16.644695,-19.446184,-17.216948,15.656887,-27.997786,27.376734,9.960872,-2.759333,6.943325,4.293604,12.221503,11.702703,12.7646055,-6.9328465,-27.93085,24.372952,-8.0166025,29.288572,-19.891071,11.13063,-22.165482,-23.311598,9.041903,22.30868,19.311853,-20.599663,-16.559263,-28.4828,5.0341253,10.826221,13.882264,-20.832893,-18.411846,24.417202,5.0487447,22.866142,-24.130304,-26.214922,19.001085,-21.545292,5.995761,14.7118845,-36.016582,-19.657835,-10.159025,13.772619,17.009848,13.286485,29.780851,28.160223,-23.808956,-16.763742,-32.59493,-18.604753,17.350264,-24.687258,-23.482296,7.3100243,-0.22396334,22.356703,-12.714213,1.2087096,-24.747536,-32.212273,8.807127,1.6705066,7.8841124,-25.985321,21.494278,7.642597,-10.425067,22.75375,-8.084323,22.80492,-0.6585351,-0.934207,-4.352383,-24.281301,22.167017,10.013267,-11.678973,-17.187857,8.517366,18.204866,-15.7557125,-20.671806,-9.352964,12.785468,-17.481373,15.334954,30.881634,-22.560274,16.05956,-13.630459,23.250525,23.383114,12.89373,-30.893486,39.069874,-24.639593,-6.418862,-23.098104,-26.149212
SW900,3.672065,-4.2371984,6.7202196,-4.5948277,-16.569178,20.668716,-11.212129,4.927447,13.807692,8.714316,-14.537213,-1.6798271,14.572079,4.847903,5.319787,-4.3604345,2.088629,-11.970064,-11.03934,-12.737674,-11.519327,10.204656,-18.282621,17.950306,5.693616,-1.7204407,4.283662,2.2654393,8.0131445,7.5040083,8.678784,-4.3170333,-18.324205,15.866527,-5.554238,18.976252,-12.940542,7.33774,-14.448487,-15.281638,5.486495,14.5266285,12.886517,-13.204689,-10.93528,-18.5495,3.4259503,7.1292696,9.311204,-13.417584,-11.916683,16.026354,3.3546734,14.803148,-15.938575,-17.236511,12.434949,-13.9578085,3.883467,9.476682,-23.49636,-12.92123,-6.662076,9.071944,11.085886,9.030411,19.47236,18.419561,-15.893943,-10.919928,-21.219536,-11.923279,10.897933,-16.222101,-15.265895,4.668957,-0.66738933,14.622248,-8.304338,0.8716427,-15.9898405,-20.954462,5.910116,0.83355397,5.048972,-16.736998,14.344099,5.0470033,-6.654615,14.749992,-5.288752,14.939503,-0.10795246,-0.6058283,-3.130179,-16.040321,14.564818,6.747802,-7.9537225,-11.148946,5.461634,11.790305,-10.232315,-13.634451,-6.1826506,8.52664,-11.098164,9.920421,19.968395,-14.6906185,10.537213,-8.974879,15.183787,15.427117,8.41532,-19.922703,25.410856,-16.243498,-4.0522017,-15.23714,-17.100235
NCI-H838,-1.914157,-0.7480683,-4.839239,-5.2078037,0.52417684,1.5280132,-0.65558434,0.4393087,-1.0660987,-0.82841086,-2.5714529,2.336025,-2.018627,-0.076935016,4.5483513,1.8847841,-0.65336734,0.7212871,2.3144038,1.8073215,-0.648022,-0.4035008,1.6382242,-2.4642487,2.0331972,-1.3153824,1.2795936,-0.18648107,-3.2198458,-4.106136,-2.0401661,3.2753592,1.350501,-0.7808751,-2.2850802,-0.39657697,-4.098298,3.2748175,-1.1705225,2.7158892,0.9071763,1.6071733,0.36853707,-1.7290874,1.0115556,0.14712016,0.18010874,-0.5202203,-2.8507524,-1.6573538,2.40806,0.6214985,4.4536214,1.9433194,4.8643823,-0.31842276,2.0341675,-3.2627466,-3.2941923,1.2714887,0.2847302,0.7205925,-0.64489424,-0.49357617,-1.5181851,3.1624882,0.43138057,0.23645683,-1.0196708,-0.8325709,-0.6134981,2.2729077,3.2458563,0.21248265,-2.8429737,0.8233627,0.69963837,-2.2637174,-3.1237288,-2.903099,-0.28673768,-0.58699185,-0.55743873,-2.1965525,0.97109723,-0.9404465,-2.0687675,1.9223318,0.32752416,0.45771295,0.030323612,-0.888881,0.7649803,0.85600376,-0.05096952,3.2263074,0.82687587,-0.33667645,-1.1893668,2.2382023,1.4765402,-0.082203105,-0.15161714,2.0984237,2.0988386,0.88409275,3.579986,0.47733915,0.67795175,-4.437347,1.1403807,0.90508986,-2.3088415,-3.5912433,-0.06053812,-2.2884045,-0.92374593,0.7793425,3.023898,-1.2616603,-0.48046333
COLO 678,2.3903315,-3.3084981,4.249056,-3.3099084,-11.891228,15.541508,-8.254444,3.7066832,9.827699,6.786105,-10.614885,-1.3840348,11.010088,3.841903,3.841645,-3.4605608,1.6644082,-9.372296,-7.6647596,-9.29034,-8.625948,6.809281,-13.467293,13.431306,4.815885,-1.3619132,3.3755102,2.770151,6.074068,6.141909,6.1933517,-3.96914,-13.46653,11.42074,-3.5837886,14.36436,-9.350191,5.672516,-10.704112,-11.508541,4.708931,10.656002,9.193914,-10.136678,-7.8100276,-14.193947,2.461472,5.7823095,5.9405317,-10.167669,-9.251357,11.520146,1.7869376,11.39311,-11.411255,-12.560401,8.698608,-10.50151,2.3050048,7.5221186,-17.548735,-9.600339,-5.2402186,6.507857,8.378028,6.2187333,14.672888,13.351976,-11.111254,-7.824486,-15.709624,-9.479792,8.673827,-12.400067,-11.280133,3.9071043,0.44350424,11.052567,-6.0785217,0.20496976,-11.827602,-15.811462,4.2057624,0.8463103,3.9403908,-12.81035,10.618361,4.11077,-5.2181253,11.356598,-4.0923367,11.212846,-0.26218227,0.25606138,-1.9472468,-11.768518,10.572135,4.473298,-5.427012,-8.446363,4.378265,8.954523,-7.8026967,-10.31675,-4.4868846,6.114999,-8.715089,7.6788483,14.975672,-10.378546,7.5974655,-6.648371,11.783591,11.381858,6.054008,-15.21978,18.98205,-11.895138,-2.5646687,-10.922779,-12.538605
Capan-2,4.2510967,-4.9155946,7.3775177,-5.4911633,-19.412922,24.989101,-13.246787,5.606529,16.15305,10.409386,-17.0512,-1.8660129,17.619614,5.743143,6.4316087,-5.576381,2.446127,-15.239252,-12.853548,-15.254255,-13.534019,11.909855,-22.00684,21.28075,7.407614,-1.8141233,5.6512527,3.547735,9.292856,9.796235,9.912762,-5.3682647,-21.988745,18.6558,-6.4580946,22.760202,-15.264702,8.737901,-17.14544,-18.440178,7.032823,17.251123,15.031069,-16.318275,-12.7689705,-22.309847,3.8644283,8.950253,10.935904,-16.028927,-14.491697,18.856573,3.7323132,17.653522,-18.869541,-20.512333,14.545677,-16.78464,4.219797,11.68586,-28.128126,-15.012601,-8.31788,10.333531,13.099735,10.468003,23.540693,21.835907,-18.587824,-12.808707,-25.376963,-14.651272,13.336502,-19.400517,-18.652565,5.5039806,-0.38557786,17.542154,-10.003062,1.140441,-19.421095,-25.153408,6.6455984,1.4329634,6.04256,-20.312908,17.02397,6.1572847,-7.9384723,17.792948,-6.06119,17.8257,0.057094097,-0.3910457,-3.7173157,-19.184397,17.172972,7.706574,-9.095274,-13.460345,6.240571,14.144081,-12.546828,-16.283218,-7.4768834,9.846928,-13.839844,12.15236,24.2151,-17.328342,12.322406,-10.642732,18.226753,18.368198,9.805819,-24.191696,30.456509,-19.24034,-4.882068,-18.012707,-20.360785
SK-MEL-24,-4.4857097,-4.5943594,-15.224658,-13.231326,13.531236,-8.942481,2.812355,2.6982036,-12.052543,-7.835586,-0.7683673,6.928241,-20.219086,1.4227589,9.356397,7.4628453,3.5996294,11.791187,11.542439,16.241646,3.7013392,-9.245383,22.457285,-17.706106,8.349616,-7.2663717,-4.3911247,-9.106347,-15.059929,-24.536484,-12.667824,10.259601,16.533262,-12.163206,1.1075883,-14.003307,-6.1074233,5.287505,4.183781,20.976255,2.6233785,-2.8732722,-9.381252,7.152836,4.6724596,18.273668,4.3072877,-13.941115,-13.886579,1.4135268,18.484552,-9.146127,11.924129,-4.9402366,27.080389,10.305478,0.5872133,0.7422859,-14.310671,-8.781458,16.974863,7.330285,3.420696,1.001682,-12.000429,3.8008368,-13.165145,-14.036943,6.403125,5.3521256,13.497205,15.2217455,1.571501,17.01587,4.9289293,3.7195132,3.9425766,-17.101326,-4.2221,-14.534802,14.1288185,12.480131,-0.14057921,-6.8233685,4.197959,10.6748085,-17.641718,0.2352347,-1.4185735,-10.430773,-2.4742754,-14.46916,-2.5281787,-2.4517264,8.515546,22.324028,-8.487004,-8.695288,-6.756127,16.224577,4.6191664,-5.7065616,6.611072,17.282204,17.868711,0.8922784,18.61324,-9.13622,-10.208306,-8.515991,0.99957204,8.6607685,-19.33429,-24.212788,-1.2086076,7.3302746,-20.82597,16.227594,11.31952,6.090687,11.946903
Hs 683,-4.9687853,-4.6092653,-16.308569,-14.139622,14.378164,-9.420819,2.955315,3.049595,-12.626527,-8.610371,-1.1186519,7.612655,-21.690283,1.3439565,10.063685,8.37657,3.7083902,12.906281,12.683797,17.488037,4.0212255,-9.7435055,24.12013,-19.075752,8.3546715,-7.709024,-4.5515704,-9.779474,-16.429592,-26.294706,-13.572399,11.0870495,17.654228,-12.858077,1.003526,-14.836496,-6.6212897,5.7807283,4.158052,22.616371,2.455948,-2.9762259,-10.009492,7.3170967,5.237507,19.463318,4.3832097,-14.996811,-15.001993,1.5063872,20.101597,-9.677779,12.981943,-5.2481146,29.175367,10.793194,0.5507026,0.5239483,-15.40602,-9.4701,18.084616,7.8311157,3.505002,0.8542038,-12.903386,4.2931395,-13.961629,-14.813499,6.696127,5.5484633,14.220415,16.593145,1.8830917,18.362026,5.2063675,3.8594823,3.9816983,-18.46073,-4.485622,-15.360722,14.863858,13.24599,-0.28037572,-7.5307984,4.179725,11.842248,-18.988808,0.589454,-1.1176293,-11.158211,-2.5364325,-15.294454,-2.6240017,-2.4154637,8.96,24.177462,-8.905159,-9.085378,-6.832194,17.661064,4.9787884,-6.2929153,6.939685,18.802784,19.074257,0.8410957,20.171118,-9.579187,-10.834541,-9.27799,1.1237336,9.466867,-20.9061,-26.095737,-1.4200661,7.864366,-22.43554,17.307714,12.1958685,6.4398327,12.726076
SW579,3.7051349,-4.6577716,6.9764595,-5.4147086,-18.947828,23.945799,-12.764837,6.0179214,15.930934,10.355698,-16.690315,-2.3071706,17.0615,5.400878,6.356729,-4.7445455,2.200965,-14.335967,-11.842487,-14.574477,-13.140344,11.711081,-20.919748,20.432377,6.826921,-2.0295126,5.697905,3.854776,9.124451,9.208984,9.890517,-4.9473886,-20.75856,18.361315,-6.1934433,21.696058,-15.020788,8.89893,-16.862675,-17.69388,6.63408,16.70165,14.682054,-15.764985,-12.127611,-21.61599,3.5186195,8.87033,9.963523,-15.700449,-13.9309025,18.242123,3.9626856,17.703985,-17.76462,-19.7375,13.714431,-16.64577,4.5517907,11.824168,-26.875574,-14.741692,-8.289843,9.93412,12.888164,10.501531,22.413366,21.119972,-17.93656,-12.835852,-24.43421,-13.967939,12.9218,-18.952074,-17.777151,5.511973,-0.2681445,16.685568,-9.35811,0.7779797,-18.61943,-24.486685,6.4403763,1.6393251,5.6014266,-20.001324,16.344149,5.818619,-7.403326,17.511816,-5.686789,17.713472,-0.33435172,-0.5258871,-3.7801015,-18.53744,16.882692,7.595066,-8.332588,-12.9584875,6.932248,13.423709,-11.9454565,-15.535209,-7.886303,9.711297,-13.184837,11.973134,23.13303,-16.781675,11.911147,-10.450564,17.294378,17.904068,8.991147,-23.589655,29.129454,-18.428963,-4.471437,-17.395433,-19.711292
NCI-H2196,-6.9535685,-6.0773916,-23.256962,-20.08596,19.598253,-12.260661,3.9459026,4.0606256,-17.213932,-11.754934,-1.3581856,11.157568,-29.455263,1.3330234,14.689913,11.047967,4.3116956,16.976713,17.466267,23.856504,5.643738,-13.19307,32.455936,-26.1897,11.563511,-10.0954275,-5.786474,-13.577086,-22.7756,-35.534393,-18.99237,15.902424,23.704905,-17.853058,1.1228356,-19.886156,-9.762456,8.668205,5.76116,30.76207,3.516592,-3.4431183,-13.807123,9.456182,7.430189,25.892475,6.0133357,-19.373697,-20.83701,1.8387512,27.283436,-12.812734,18.293901,-7.085344,39.841827,14.434466,1.5602299,0.44449872,-21.449387,-12.357243,24.060076,11.195619,4.438131,0.57583797,-18.035904,6.122364,-18.389368,-19.8752,8.77753,7.332162,19.133677,22.413641,3.0729277,24.161564,5.960353,5.2551355,5.1974154,-25.227999,-6.572784,-21.031038,19.587692,18.168022,-0.67519104,-10.188502,5.8524017,15.623207,-25.914898,0.9437134,-1.4133195,-15.150747,-3.184597,-20.694113,-2.9790287,-3.0199616,11.832629,32.90932,-11.93291,-12.545543,-8.972444,23.843403,6.4296293,-8.749951,9.118759,25.312988,26.45056,0.8277051,27.695839,-12.655163,-14.111064,-12.743053,1.6460726,12.713331,-27.889343,-35.437237,-2.111923,10.318746,-30.330828,23.46794,17.060265,8.326735,16.990784
ACC-MESO-1,-5.5599675,-6.0018167,-19.386946,-16.881815,16.44039,-10.536837,2.876545,3.3139856,-15.244048,-9.049156,-1.4998665,8.721887,-24.133745,2.189714,12.174928,9.185398,4.333165,13.670615,14.015283,20.035166,4.0461435,-11.824656,26.414648,-21.078316,10.516374,-8.871724,-4.9884872,-10.512781,-18.34732,-29.266554,-15.9671955,12.507574,19.383152,-15.558355,1.1128697,-16.27001,-7.7118254,6.824721,5.0571823,24.997213,3.7119317,-3.5210285,-11.123662,8.140352,6.149323,21.389456,5.1326385,-16.178535,-18.00208,1.6122495,21.831413,-10.919331,14.807871,-5.7741165,33.271072,12.573802,0.85868084,0.46485764,-18.281382,-10.093739,20.352943,9.397996,3.8468537,-0.15654331,-14.269111,4.841038,-15.209072,-17.184393,8.11025,6.5259223,16.33314,18.118607,3.1106114,20.57441,5.5319967,5.5077667,5.851867,-20.051682,-6.366792,-18.297047,16.254425,14.603876,-0.3793934,-9.085474,5.674898,12.586113,-21.109732,1.1107888,-1.3329408,-11.933693,-3.000006,-17.038212,-2.536741,-2.0409849,10.611862,27.447695,-10.539745,-10.963659,-7.6382804,19.530079,6.0203295,-6.6366343,8.350004,20.762255,22.020945,0.96668917,22.641577,-10.764357,-12.340352,-9.783316,1.343328,10.393366,-23.263483,-29.519232,-1.0130337,8.690712,-24.858665,19.563652,14.48943,7.61197,14.024479
SALE,-4.649211,-4.2500434,-15.270098,-13.226276,13.399514,-8.76921,2.8038275,2.8080015,-11.730999,-8.0344,-1.0357242,7.1075096,-20.225094,1.2474549,9.364104,7.7750382,3.4273856,12.02418,11.887165,16.272066,3.8065813,-9.076596,22.484482,-17.809467,7.733334,-7.1302676,-4.19889,-9.107206,-15.329993,-24.547537,-12.66059,10.315339,16.50171,-11.973139,0.87510955,-13.83742,-6.162234,5.455236,3.905569,21.105116,2.3320916,-2.7930686,-9.345763,6.7649093,4.8913317,18.1063,4.0873356,-13.947696,-13.947066,1.4029839,18.72705,-9.018327,12.1246195,-4.8510747,27.231089,10.061442,0.5031073,0.47399217,-14.376266,-8.818852,16.853075,7.315924,3.2438583,0.79257506,-12.074071,3.9983053,-13.023942,-13.778339,6.2380004,5.153226,13.233789,15.511999,1.7413981,17.049955,4.7803564,3.5820756,3.6647055,-17.255209,-4.1507382,-14.323994,13.834263,12.384062,-0.2944166,-7.002132,3.8564208,10.967117,-17.712458,0.57280576,-1.0929023,-10.379228,-2.3468132,-14.303305,-2.4443054,-2.2150908,8.269815,22.565887,-8.324747,-8.454189,-6.369728,16.485487,4.621492,-5.9004793,6.4489183,17.52388,17.769018,0.7403327,18.853245,-8.936469,-10.0862665,-8.711355,0.99406445,8.861006,-19.478884,-24.326675,-1.3656429,7.303824,-20.90434,16.119917,11.37598,5.9991016,11.878815
Daudi,-4.539423,-4.2021055,-14.875579,-12.912361,13.099344,-8.581555,2.7268593,2.7871842,-11.506791,-7.8445077,-1.006639,6.934398,-19.74484,1.2296052,9.151548,7.6243286,3.3715456,11.743169,11.566728,15.914116,3.6611032,-8.870515,21.981966,-17.396595,7.6263614,-7.0201974,-4.133533,-8.900041,-14.976952,-23.974543,-12.353779,10.107425,16.095331,-11.6941595,0.9042587,-13.547952,-6.0459194,5.3077765,3.795845,20.597204,2.2752194,-2.7112768,-9.115752,6.6622643,4.7507486,17.733932,4.0064526,-13.64456,-13.64051,1.3218691,18.301714,-8.80289,11.826339,-4.7608275,26.583467,9.838585,0.49017593,0.4585702,-14.016087,-8.639408,16.481123,7.1140194,3.1744528,0.8391144,-11.754605,3.9282467,-12.714044,-13.487069,6.091723,5.0339775,12.961327,15.135952,1.7038212,16.712297,4.710779,3.5093646,3.6108358,-16.810778,-4.0549817,-14.001966,13.570236,12.0737915,-0.26752073,-6.8210053,3.7882564,10.727329,-17.334948,0.5254771,-1.0633819,-10.144096,-2.3176758,-13.952667,-2.4040031,-2.2457483,8.139111,22.017685,-8.119223,-8.285874,-6.234472,16.069,4.5265455,-5.7317853,6.296559,17.11544,17.382105,0.7685458,18.39871,-8.744149,-9.869567,-8.496841,1.0027456,8.6203165,-19.0277,-23.778404,-1.3232816,7.131864,-20.433931,15.791404,11.138297,5.839353,11.599544
